#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	0	I welcome the Minister for Justice, Equality and Law Reform, Deputy McDowell, and his officials to this meeting for the purposes of resuming consideration of Committee Stage of the Private Security Services Bill 2001. Before we begin, I confirm that the committee will continue until 5.15 p.m., and it is then agreed that tomorrow morning the joint committee will consider the Criminal Justice Bill 2003 and the justice and home affairs briefing by the Minister regarding the meeting last week. Is that agreed? Agreed.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	1	Does the Minister wish to reiterate the points he made on the last occasion?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	2	I outlined my belief regarding gardaí and members of the Defence Forces that, in respect of gardaí, the matter is properly dealt with in Garda legislation, not private security legislation. As regards the Defence Forces, I pointed out that it is a matter for the Minister for Defence to make up his mind but that he has more than ample opportunity to do so in that the Defence Forces regulations provide that off duty employment can be terminated or limited where it is likely to prove detrimental or prejudicial to the best interests of the Defence Forces. We cannot push the matter any further at this stage.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	3	I asked the Minister to clarify whether such an exemption is intended to apply to prison officers and fire brigade staff. It seems strange that he does include the Air Corps police fire service, the air navigation service and so on as part of the exemption. The amendment refers directly to section 3.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	4	Section 3 exempts people while carrying out the duties of their office or employment. If it were necessary to mention prison officers in that category I would have no objection to doing so, but I do not think it likely at the moment that prison officers will come within the scope of this. Even if they did, section 3(1)(e) covers an officer or employee of a Government Department or State agency while carrying out his or her duties. Thus, it is not necessary to do that.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	5	Are members of the Garda Síochána and the Defence Forces not employees of Government Departments?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	6	They are not officers or employees of a Department, they are statutory officers. I do not think prison officers are in the same category as a matter of common law but police officers are independent State officers subject to the Garda Síochána, and they do not fall within the category of "employee" and are not officers of a Department. For instance, a member of the Garda Síochána is not an officer of the Department of Justice, Equality and Law Reform. Sometimes I am sued in certain circumstances and I often wonder why because I am not vicariously liable for police activity.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	7	The Minister is a clear target, he puts his head up a lot. I still think that amendment No. 48, which relates directly to members of the Garda and the Defence Forces, is a belt and braces job to ensure there is no ambiguity about this. Thus, one does not have to wait for the Garda Commissioner or the Chief of Staff of the Defence Forces to lay down the regulation and make it clear to their members that they are not to be employed by certain people. In that regard, the Minister should look at this again. It is important that we exclude those particular groupings from those particular jobs. Even if he cannot accept this point at this stage, I would hope that the Minister will have another look at it on Report Stage.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	8	I move amendment No. 19:
In page 8, subsection (1), lines 16 to 18, to delete paragraph (d) and substitute the following:"(d) an authorised officer, or authorised person, within the meaning of the Air Navigation and Transport Acts 1936 to 1998,”.This is essentially a drafting amendment to substitute the revised text of section 3(1)(d) which was supplied by the Department of Transport.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	9	I move amendment No. 20:
In page 8, subsection (2), line 28, after "services" to insert "or security services of a particular class".Section 3(2) provides that the private security authority may, in exceptional circumstances by order, exempt from the Bill's provisions persons who are providing security services at a specified place, event or function. Amendment No. 20 is designed to permit an exemption for a particular class of security services, as opposed to all security services.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	56	I said on the last occasion that I anticipated it would require seed capital and working capital given to it by the State, in terms of resources. It has to be up and running at cruising speed. It cannot be up and tottering and starved of resources. It has to hit the ground running, so to speak; it cannot simply hit the ground and scrape around looking for resources to get going. This is a slight venture into the unknown because we do not know the exact size of the industry or how many will remain in it once the regulation comes into effect. Some may disappear out of it and say it is not worth the candle. My guess is no better than that of anybody else on what the likely size of the regulated pool will be and what form it will take in the end. That is no reason not to do it.In regard to the figures mentioned by Deputy McGrath - I note the copyright for this is 1998 - it was suggested then that the office would consist of a chief executive, an office manager, a chief inspector in charge of training and standards, two inspectors, two support staff and one receptionist, a total of eight people. A greater number than that may be required. Even for that number of staff, the start up estimate at the time was €300,000 which was recently revised up to €500,000. In reality, we will probably have to consider more. I do not want to start bidding against myself now but those figures may be slightly unrealistic.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	57	Perhaps the Minister can chat to the Minister for Finance about the Estimates.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	58	I never talk to anybody else.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	59	Would the Minister consider for Report Stage tagging in a further line expressing the view that it is envisaged the authority would become self-financing over a number of years and hence there would be no need for the annual subvention? We do not want to establish the authority on the basis of no charge to the industry and later introduce a charge. In that event, all hell would break loose and they would be in here knocking on our doors and giving out to us. Is it possible to include the relevant words in the Bill? If so, it would be well flagged that it is envisaged the authority would be self-financing. There would be no comeback at that stage. It may not be necessary but perhaps the Minister would look at it.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	60	I accept the point the Deputy is making that if it is a statutory policy it should be self-financing to the maximum extent. It might be worth saying that what self-financing means varies from institution to institution. For example, the Land Registry is required to balance its books and its charges are supposed to pay for its ongoing expenditure. When it comes to major capital programmes, such as computerisation of the Land Registry, the issue arises as to whether the fees charged can be increased to deal with prospective future payments. Likewise, another issue involving the Land Registry is that in terms of overheads the State pays the pensions of its employees. Is self-financing, in terms of the Land Registry, putting money aside for future pension liabilities or whatever? The phrase "self-financing" begs many questions. Certainly every application has to be accompanied by a prescribed fee. There are European constraints involved in that one cannot use fees for people coming into a country as a tax gathering mechanism without the permission of the Union. Given that there are complexities I will have to think further about that.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	61	I am sure it will come up again on Report Stage.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	62	I move amendment No. 23:
In page 9, subsection (1), line 6, to delete "shall stand" and substitute "stands".It is a question of clarity and ordinary English being used. I suggest the deletion of "shall stand" and the substitution of "stands" would be clearer.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	63	It depends on what one means by the word "shall". Is it being used in the subjunctive sense or is it the future tense? I think it is subjunctive, it is declaratory. It is not purely a statement about the future tense. I give an undertaking to have another look at it. It is normal drafting language.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	64	The Minister has been generous in accepting as many amendments as he possibly can of this sort.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	65	Will the Minister come back to us on it on Report Stage?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	66	Once the section is commenced it will be present tense, so perhaps the Deputy is correct. I will have to consider that.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	67	Amendments Nos. 24 and 84 are related and may be discussed together.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	68	I move amendment No. 24:
In page 10, subsection (4)(b), line 26, before “the” where it firstly occurs to insert “for stated reasons,”.Section 7(4) provides that, "The Minister may at any time remove a member from office for stated misbehaviour." However, paragraph (b) states, “the member’s removal is necessary for the effective performance by the Authority of its functions.” I propose that the Minister may remove a member for stated reasons. This would bring the two paragraphs (a) and (b) into line. To simply say, “The Minister may at any time remove a member from office [where] the member’s removal is necessary for the effective performance by the Authority of its functions”, is a subjective statement and needs to be strengthened. The insertion of the words “for stated reasons” at the commencement of paragraph (b) would clarify the wording and bring it into line with paragraph (a).
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	69	I accept the thrust of theDeputy's argument. I intend to table an amendment. I am not fully satisfied that the language the Deputy is using is exactly right.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	70	It is simple.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	71	It is, but I do not want to accept it and have to take it out on Report Stage. I accept the point that if a member's removal is necessary a reason would have to be given. As paragraph (b) stands, it appears as if one could make a subjective decision without giving a reason.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	72	Will the Minister come back on Report Stage?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	73	I will.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	74	Amendments Nos. 25 and 78 are related and may be discussed together.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	75	I move amendment No. 25:
In page 11, lines 7 to 10, to delete subsection (7) and substitute the following:"(7) At least 40 per cent of the members of the Authority (and of the Appeal Board) shall be men and at least 40 per cent shall be women.".The amendment is self-explanatory. Section 7(7), which makes a rather weaker statement, reads:In making appointments to the Authority the Minister shall have regard to the extent to which each sex is represented in its membership and shall ensure that an appropriate balance in this respect is maintained.A firmer statement, in line with policy on State boards, where 40% of either sex would be represented on the authority, is required and would improve the legislation. Since there is no reference to the appeal board, there is a need for such a reference. I propose that the Minister accept the amendment and improve the legislation.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	76	It is Government policy that 40% of each gender should be on any board. The question that has to be asked in this context is whether putting in a rigid formula, such as 40%, is appropriate in the circumstances. There could be a case where there would be a combination of people, for whatever reason, representative of various interests in the industry where one might wish to have more than 60% female or more than 60% male. I would prefer that the Minister should be reminded of his or her obligation to have regard to gender balance in making appointments and that the exact quota should not be fixed. It would introduce an inflexibility. One could find oneself in a situation where a member of the board resigned and one wanted to appoint a glaringly obvious person, even on a short-term basis, to ensure something should happen, and that person was of the wrong gender? I would prefer to leave it flexible. When one sees what is going on regarding State boards, a huge improvement is on the way. It is not normal to insert rigid formula. In the case of boards which come under the aegis of the Department of Justice, Equality and Law Reform area, we are verging on the achievement of a 40% quota. There have been enormous improvements on boards such as the prison board——
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	77	Is it 38% men?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	78	It is 38% women. The Departments of Social and Family Affairs, the Taoiseach and Health and Children, are ahead of us having achieved over the 40% quota. I consider it would be better to leave it slightly flexible.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	79	As regards the table, are there specific bodies that have a good balance between men and women?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	80	These are aggregate figures which I can supply to members of the committee if they wish. There are areas where clear equality quotas have been established. In the Equality Authority there is a very rigid system.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	81	Given that the Minister has responsibility for equality matters, I join in the spirit of Deputy Costello's amendment. That the representation is 38% indicates it is moving in that direction. Not long ago the figure was much lower.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	82	It would be easy for me to say "Yes" to Deputy Costello's amendment, and I would like to, but a successor of mine would be staring at a situation that had arisen when somebody would present for appointment. He would then get a telephone call from downstairs saying, "You cannot do that, Minister". That is sometimes wrong.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	83	I would be interested to see the list which the Minister will circulate to us of the gender balance of recent appointees? Has he got a similar document showing the political affiliation of those who were appointed?
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	84	That is another day's work.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	85	I can empathise with the point being made by the Minister because I can foresee difficulties in terms of appointments and people who are eminently suitable for positions and may be excluded because of their suitability for the job or their gender. That will arise if the 40% is included in the Bill. When I look at the whole business of equality I smile. I was a teacher for 20 years. When one looks at the teaching profession one thinks about equality of the sexes. In the primary section, the imbalance is of the order of 85% women to 15% men. A whole generation of school children do not have a prominent male figure in their lives. Some 30% of children are born to single parents. Coupled with the volume of female teachers, particularly in primary education, this can have a distorting effect. That is not the topic for discussion today and I am not saying women do not do a good job. One can get to a stage, when one starts prescribing gender balance, where one is against the wall and is not doing what is best for society. It may be what suits a particular sector but it may not be best for society. Much as I disagree with the Minister on many issues, he may be correct in this case.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	86	It is nice to see that nearly all of us are in agreement.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	87	Section 7(2) sets out how the authority is to be composed. It provides that one person shall be a practising barrister, or practising solicitor, two persons each of whom the Minister considers to be representative of private security employers, two persons each of whom the Minister considers to be representative of employees of such employers - I do not know what thegender balance among employees will turn out to be - the Commissioner of the Garda Síochána or a representative of the Commissioner, an officer of the Minister, a representative or officer of other Ministers and a person elected by the staff of the authority, which amuses me. Given the staff we talked about earlier, this election would be rather small if the original protection were to apply. By the time all those things click into place there may be very little room to manoeuvre. If one wishes to appoint a particular person to the authority it may be that one's room to manoeuvre may be significantly reduced.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	88	There would be no room to move at all.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	89	Every time I raise this issue I get the same answer. There are always difficulties. There is always the problem of tying the hands of one's successor and of getting the right people in the right job. How many of the bodies on the list before the Minister have 60% women? The representation of women is approaching 38% on some the bodies in his Department. Therefore, there is no body that has erred on a majority of females, they err always on a majority of males. There will always be difficulties that will be articulated on that matter. We are the legislators and have a responsibility. We can cite all types of situations in society where there is an imbalance of employees in a particular industry, whether it is the clothing industry or the primary sector of the teaching profession. It is not the same at secondary level and it is certainly not the same at third level. Those are areas we should seek to change. That is not a justification for a re-entrenched version of gender inequity. I see no reason we cannot introduce a 40%-60% balance. We are talking about ten members and a chairperson. That is four members of either gender which is not beyond the bounds of practicality or possibility.The Minister did not refer to the other aspect of it which includes the appeal board. Section 7 refers to the authority but not to the appeal board. There is no request to ensure gender balance of any proportion on the appeal board. The section is lamentably weak in regard to gender equity. As the Chairman pointed out, this is the committee on justice, equality and women's affairs and we have to take all these matters into consideration. It would be remiss of us if we were not seen to lead the way in gender equity and gender balance. I propose the Minister take the amendment on board, that we should be upfront and say this is the way it should be.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	90	I came in only at the end and so did not hear what the Minister or Deputy Costello said. The requirement set out in the amendment should be the minimum standard for any State board. We should aim for representation of the make-up of society rather than membership of the trade.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	91	It is 52%.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	92	It is 52% and growing. If we managed to set the standard of at least 40% it might address some of the problems in the private security services. For example, the macho image that is often put across that all the door staff are big burly men in leather jackets might encourage more women, who are often better at dealing with conflicts than men, to become involved in the trade, especially if they see that they could be represented. We should try to set the standards for the future. There is no limit. While the amendment does not say there cannot be 100% women, it would good if there was a minimum of at least 40% women on the authority and on the appeal board.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	93	The joint committee has taken equality as one of the issues it shall home in on. The whole idea of gender balance on State boards will be looked at in greater detail as a result of our discussion today.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	94	I have a view on these matters. Society is in a state of change. The majority of law undergraduates are women and things are changing rapidly. When it comes to judicial appointments more and more women are being appointed. Due to the fact that society is in a state of change, things are tilted towards male domination in certain areas. During my time in politics, however, there was never a special section for women in my party. We have always managed at successive elections to have a very high percentage of women elected. It gets worse as one looks to the right and Deputy Ó Snodaigh's party.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	95	Some 40% of four is a small number.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	96	Four of our eight Deputies in the Dáil are women and our leader is a woman. There is a difference between quotas and all this rhetoric, on the one hand, and delivering, on the other.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	97	Can the Minister deliver?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	98	We can deliver.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	99	One third of our members are women.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	100	Is the amendment being pressed?
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	101	Yes. I am not impressed by the Minister's reply. This committee has a responsibility to take this matter more seriously.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	102	I wish to raise the issue of the composition of the authority. Why must one person, at least, be a practising barrister or a practising solicitor? What particular skills do these people bring to the industry. It could be a practising teacher or a practising accountant. The Bill states that there should be two representatives of private security employers and two representatives of employees. There is no representative of the users, whether nightclubs, public houses or employers of people in the industry. Given that we are talking about a very extensive user sector of the industry, should they not be represented on the authority? It would be valuable to have their views on the provision of services.The Bill also provides that the Garda Commissioner or such other member of the Garda Síochána may nominate on the Commissioner's behalf. We all know the Garda Commissioner will not sit on the authority because he is far too busy and has far to many onerous duties. Why not say it should be some member of the Garda above a certain rank nominated by the Garda Commissioner? Would it not be more desirable to say that the private security employers industry should nominate a person, rather than the Minister appointing someone? How will the Minister know the appropriate person within the employers or the employees? Surely there should be a nomination from the industry, which the Minister could approve or otherwise, just as a member of the Garda Síochána could be nominated by the Commissioner and approved by the Minister if the nominee is considered appropriate. I do not believe a Garda Commissioner will have the time to sit on the board.Paragraph (e) refers to an officer of the Minister, which is acceptable, and (f) refers to a representative of any other Minister of the Government who, in the opinion of the Minister, is directly concerned with or responsible for activities relevant to the functions of the authority. Has the Minister thought sufficiently about the matter that he could specify the Department he believes will be directly concerned? Would it not be more valuable to name the ministry rather than try to choose one on a given occasion? What will be the criteria? Are we talking about the Department of Enterprise, Trade and Employment or the Department of Finance? Which one would he regard as the most relevant? I wonder about some of the people he is proposing to choose and the method of choice. It would be more advisable if there were nominations from the industry itself, who may or may not be appointed by the Minister. He should include users of the industry. Perhaps he will give the reason for including barristers or solicitors on a board of this nature.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	103	I agree in general with Deputy Costello regarding the composition of the authority which includes a policeman, a practising barrister or a practising solicitor. Could this be someone with expertise in the area of civilliberties or a practising barrister with expertise in the planning area? I hope the Minister will choose someone who has expertise in normal law, so to speak.The other aspect relates to people who use private security services, to which Deputy Costello referred. Will the community itself have some sort of representation or will the workers' trade union be represented. The Bill refers to two persons each of whom the Minister considers to be representative of employees. In normal circumstances this would include trade union or congress representatives. There needs to be greater clarity on how these people will be selected and the expertise they will bring to the authority.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	104	We are talking about a fairly small authority, not a huge body. Unusually, there is not much flexibility for the Minister to appoint the celebrated party hacks or whatever we normally hear about on these occasions. It is a huge advantage to have a practising barrister or a practising solicitor on such an authority. There is nothing wrong with accountants, opticians or anyone else, but to have someone who is reasonably au fait with the legal process, who knows what the up-to-date legal position is, should save the authority significant sums of money. Otherwise it would probably have to have a lawyer in attendance virtually all the time.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2003-10-07 00:00:00	Prelude	105	It would probably cost money.
