#CeciliaKeaveney	unknown-#CeciliaKeaveney-party	unknown-#CeciliaKeaveney-dob	unknown-#CeciliaKeaveney-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	0	Cuirim fáilte roimh an Aire, an Teachta Ó Cuív, a oifigigh, agus na Teachtaí O'Dowd agus Ó Snodaigh, a bheidh linn ar an choiste inniu. Pléifimid inniu Céim an Choiste Bhille na dTeangacha Oifigiúla. Tá súil agam go mbeidh díospóireacht maith, béasach againn. Tá córas aistriúcháin againn agus mar sin is féidir le baill a labhairt trí Ghaeilge nó trí Bhéarla.I welcome the Minister and his officials to the committee. Deputies O'Dowd and Ó Snodaigh will also join us today to consider Committee Stage of the Official Languages Bill 2002. I hope we will have a constructive, mannerly debate. We do not want contributions to be excessively lengthy, particularly if they involve repetition.We have set aside a suitable amount of time and I would like us to get through the amendments. We will sit until 2.45 p.m. with a break from 1 p.m. until 1.45 p.m. and resume at 5.15 p.m. until the Bill is finished. The amendment list circulated is provisional, pending finalisation by the printer of the printed version. The provisional list is correct in all material respects and the printed version will be circulated as soon as possible.SECTION 1.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	1	Ní fheicimid cén fáth go bhfuil tréimhse trí bliana i gceist go dtí go gcuirfí an tAcht i ngníomh. Amendment No. 1, which was ruled out of order, addressed the fact that the Bill was to come into operation within a three year period. We feel a one year period is reasonable. With the present position of the Irish language, and if this Bill is to have any positive effect, the sooner it is put into operation, the better.I do not know if this was one of the items discussed at the clandestine meeting the Minister held in Spiddal some weeks ago, when he is alleged to have made the appalling remarks that the Irish speakers of the State did not know about the Bill and that, if they did, it would not be possible to put it through. For a Government allegedly committed to openness and transparency, this sorry escapade is a sad reflection on the Government. Will the Minister tell us if the issue was addressed at that meeting or the reason he thinks a period of three years is necessary?
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	2	Aontaím leis an Teachta O'Shea, tá trí bliana ro-fhada. Bheinn sásta dá mbeadh an tAire in ann bliain amháin nó dhá bhliain a chur isteach ina ionad. Caithfidh am faoi leith a bheith ann agus ní féidir an Bille a thógáil isteach láithreach maidin amárach ach bheadh níos lú ama níos fearr.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	3	Seard atá ráite sa mBille ná rud ar bith nach bhfuil tagtha i bhfeidhm roimhe sin, agus mura bhfuil teachta ag an Aire faoi cheann trí bliana, tiocfaidh sé isteach go huathoibritheach. Tá i gceist feidhmiú láithreach ag gníomhú faoin mBille ach rud amháin atá foghlamtha agam, ó tharla gurb é atá i gceist leis an trí bliana nó go mbiedh feidhm iomlán leis an mBille, is contúirteach an focal é "iomlán" má chuirtear sprioc-ama ró-ghairid le rud. Beidh orainn treoirlínte a ullmhú dréachtscéim le hullmhú ag comhlachtaí poiblí, rialacháin a ullmhú agus caithfimid oifig choimisinéir na dteangacha oifigiúla a bhunú. Bheadh súil agam go mbeadh go leor díofa sin déanta laistigh de bhliain - 90% b'fhéidir - agus gcás go gcuirfinnse srian san Acht, tá muid ag caint ar 100% a bheith achtaithe laistigh de bhliain. Shamhlóinn go mbeadh fadhbanna leis sin, go mbeadh sé i bhfad ró-ghasta le haghaidh an iomláin. Ar ndóigh tá i gceist againn gníomhú ar an gcuid is mó láithreach.Maidir le cruinniú sa Spidéal, ní raibh aon chruinniú rúnda sa Spidéal. Mar a tharlaíonn go hiondúil agus Aire ag bualadh le heagraíochtaí, ní raibh na meáin istigh. Ba chruinniú é idir mé féin agus gach eagraíocht Gaeilge a raibh muid in ann teacht orthu, thuaidh nó theas, thoir nó thiar, Gaeltacht agus taobh amuigh den nGaeltacht - ní chruinniú rúnda a bhí ann. Is féidir liom a rá nach bhfuil an tuairisc atá ag an Teachta ar an méid a dúirt mé cruinn agus mar sin níl i gceist agam níos mó a rá faoi.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	4	Ba mhaith liom teacht ar ais chuig an phointe ar theacht i bhfeidhm an Bhille. De réir mar atá sa Bhille, tá gach seans go mbeidh an Rialtas imithe as cumhacht sula mbeidh an Bille ina iomlán i ngníomh. An bhfuil sin sásúil? Tuigim go mbeidh rudaí áirithe níos deacra ná rudaí eile a chur i ngníomh ach cén fáth go dtógfadh sé trí bliana chun an rud go léir a chur i gcrích. Chuala mé an leithscéal a bhí ag an Aire agus tuigim cuid de ach tá trí bliana ró-fhada ar fad.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	5	Ba mhaith liom a bhéimiú nach bhfuil i gceist é a ghníomhú láithreach. An t-aon rud atá i gceist anseo ná an focal "iomlán", sin rud ar bith nach bhfuil déanta ag an sprioc-dáta, tá sé i ngníomh ón lá sin. Ba cheart sin a choinneáil in intinn. Ní bheadh aon chíall go mbeimis ag teacht ar ais anseo faoi seo i gceann bliana mar go raibh 99% den rud réidh le dhul ar aghaidh agus déanta agus nach raibh 1% agus mar sin caithfimid leasú a chur ar an mBille nó ar an Acht. Caithfimid bheith an-chúramach agus sinn ag scríobh an dlí. Nuair a scríobhaimid an dlí, cíallaíonn an rud atá scríofa díreach an rud a deir sé, cíallaíonn trí bliana trí bliana gan lá níos mó agus gan aon eiscíocht. I ngáthchaint is féidir a rá go ndéanfar athrú air seo ach tá Acht criochnúil agus sé mo thaithí gur féidir tarlú go mbeadh 99% den rud déanta agus nach mbeadh ach 1% nach bhfuil déanta agus bheadh trioblóid faoi sin.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	6	Cuir i gcás go mbeadh formhór an Achta curtha i gcríoch tar éis bliana, níl aon fhadhb ann Bille gairid a thógáil isteach leis an am a leathnú ag an am sin. Ba mhaith liom go mbeadh brú ar pé Aire a bheadh ann an tAcht ina iomlán a chur i ngníomh go tapaidh agus go luath.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	7	Ní ghá an brú sin a chur orm.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	8	Ní bheidh an tAire ann go brách.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	9	Tréimhse cúig bhliain a bhíonns ag Rialtas agus níl aon chontúirt nach mbeidh an Rialtas seo ann i geann cúig bhliain so beidh an rud ar fad déanta sula bhfaighfidh an Teachta lámh air.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	10	Aontaím gur chóir go mbeadh bliain i gceist nó ar a laghad tréimhse níos lú ná trí bliana. Thiocfadh leis an Aire post nua a fháil ag deireadh na seachtaine - tarlaíonn a leithéid in aon Rialtas ó am go ham - agus d'fhéadfaí go mbeadh Aire ann nach mbeadh an bá céanna is atá ag an Aire don Ghaeilge. Sa bhealach seo, ar a laghad, dá mbeadh bliain i gceist, bheadh a fhios againn go mbeadh an tAcht i ngníomh i dtréimshe an-ghearr. Léireodh sé don domhan agus do comhghleachaithe an Aire sa Rialtas go bhfuil sé dáiríre fá seo agus gur chóir do na hAirí ar fad tacú leis, go háirithe má tá sé chun leanúint agus iacaill a chur orthu a ndualgais faoin Acht seo a dhéanamh. Mionathrú atá i gceist agus ba chóir glacadh leis. Beidh mé ag tacú leis an Teachta O'Shea má chuirfidh sé seo ar an chéad Chéim eile.
#CeciliaKeaveney	unknown-#CeciliaKeaveney-party	unknown-#CeciliaKeaveney-dob	unknown-#CeciliaKeaveney-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	11	Tá an leasú as ord.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	12	Má théann Teachtaí don Chéad Sceideal tuigfidh siad. Fuair mé comhairle go mbeidh orainn, le bheith taobh istigh den Acht, feidhmiú ar phlean a fháil, le bheith déanta laistigh de thréimhse atá luaite ann, ó chuile aon cheann acu atá sa Sceideal sin. An gceapann na baill coiste go mbeidh sin ar fad déanta? Cuid acu i dtaobh na Gaeilge, ó tharla nach mbeidh plé ag an bpobal leo, níl siad an-tábhachtach ó thaobh úsáid laethiúil na Gaeilge mar beidh mé in ann rialacháin a dhéanamh ó thaobh stáiseanóireacht agus rudaí mar sin. Ní bhíonn mórán plé ag daoine le saotharlann Stáit i gcomparáid leis an Roinn Talamhaíochta agus Bia nó an Roinn Gnóhtaí Sóisialacha agus Teaghlaigh. Ní bheadh sé réalaíoch, áfach, go gcaithfidh gach ceann acu sin bheith réidh láithreach. Tá rial ann a deir go mbíonn plé ag 80% den phobal le 20% de na heagraíochtaí sin ó lá go lá agus déanfar iad sin i dtosach. Tá muid ag caint ar an iomlán agus ní dóigh go bhfuil sé réalaíoch laistigh de bhliain. Nuair a smaoiníonn duine ar an méid oibre atá le déanamh, má tá sé le déanamh i gceart agus ní leithscéal de rud, tá súil agam go dtuigeann an coiste cén fáth go dtógfaidh sé trí bliana seo a dhéanamh.Rud a thug an-mhisneach dom sa Dáil ná an tacaíocht ó chuile pháirtí do choincheap an Bille agus níl aon amhras orm, agus ní thuigim cén fáth go bhfuil na baill chomh hamhrasach futhu féin, ná is cuma cé bheidh mar Aire Gnothaí Pobail, Tuaithe agus Gaeltachta, le freagrachtaí Gaeltachta agus Gaeilge air, go mbeidh sé chomh díograsach agus atá mé féin ag cur an rud seo i bhfeidhm. Dá mbeadh an Teachta Ó Snodaigh, an Teachta O'Shea nó an Teachta O'Dowd ina nAire, bheidís chomh díograsach liom féin i dtaobh na ceiste seo. Déarfainn an méid céanna leis an dream a bhféadfadh bheith ina nAire Gaeltachta ar an taobh seo den Teach.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	13	I move amendment No. 2:
In page 10, subsection (1), line 2, to delete "the Office of".Leasú teicniúil é seo chun na focail "Oifig Choimisinéir" a scriosadh agus "Coimisinéir a chur ina n-ionad. Mar a thuigim ó lucht dlí, ba cheart go léifeadh an Bille "Coimisinéir agus ní "Oifig an Choimisinéara" Sé an coimisinéir an duine atá ann. Fuair mé comhairle nach bhfuil na focail mar atá ceart ó thaobh dlí de.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	14	Beidh mé ag moladh leasú Uimh. 74 le go mbeidh teideal níos simplí ag an gcoimisinéir. Shíl mé go raibh "coimisinéir na dteangacha oifigiúla" agus "oifig choimisinéir na dteangacha oifigiúla" beagáinín fadálach. Ní miste dom a rá, maidir le leasú Uimh. 2, go mbeadh sé neamhiomlán ó tharla go mbeadh roinnt leasuithe eile riachtanach chun feidhm a thabhairt don leasú. Tá tagairt d'oifig choimisinéir na dteanga oifigiúla sa teideal fada in alt 20 agus sa Dara Sceideal agus bheadh leasuithe cuí riachtanach le cinntiú go mbeadh brí leanúnach le forálacha an Bhille ó thaobh na hoifige de. Ar an chúis sin, b'fhéidir go mbeadh an Teachta sásta glacadh leis an rud atá mise ag moladh faoi leasú Uimh. 74.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	15	Freagraíonn sin an cheist agus mar sin ní bhrúfaidh mé an leasú anois. B'fhéidir go dtiocfaidh mé ar ais chuige ar Chéim na Tuarascála.
#CeciliaKeaveney	unknown-#CeciliaKeaveney-party	unknown-#CeciliaKeaveney-dob	unknown-#CeciliaKeaveney-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	16	Tá leasuithe Uimh. 3 agus 5 gaolmhar agus pléifear le chéile iad.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	17	I move amendment No. 3:
In page 10, subsection (1), line 5, after "includes" to insert "a body exercising functions of a quasi-judicial nature or".Tá an leasú seo sothuigthe. Cíallaíonn "cúirt" binse fiosrúcháin ach, ina theannta sin, tá quasi judicial tribunals ann cosúil leis an Employment Appeals Tribunal. Níl siad faoi réim an Bhille agus tá mé ag iarraidh go gcuirfí isteach na focail breise "comhlacht a fheidhmíonn feidhmeanna den chineál neamhbhreithiúnach nó" a chur isteach anseo tar éis "cúirt".
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	234	Éist leis na Progressive Democrats.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	235	Níor mhaith leis é sin. Éalóidís - tá an ceart ag an Teachta - faoin mír seo, ach má bhreathnaítear go cúramach sa Sceideal, feicfear go mbéarfar orthu aríst. Beidh orthu seirbhísí a chur ar fáil trí mheán na Gaeilge mar a bheidh faoin Bhille seo ag aon dream atá ceadúnaithe ag an Stát mar go bhfuil an comhlacht ag cur seirbhís leathan poiblí ar fáil faoi cheadúnas ón Stát. Tá a fhios agam go bhfuil an chosúlacht air, ach ní mar a shíltear a bhítear. Béarfar ar a leithéidí de Éircom agus Esat faoin mBille. B'fheidir gur drochthéarmaíocht é "béarfar", ach beidh orthu cloí leis an mBille.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	236	Cén mhír den Bhille?
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	237	Té chuig an Sceideal ag an chúl faoi (d):Aon chomhlacht, eagraíocht, nó grúpa eile a bhfuil feidhmeanna i ndáil leis an bpobal i gcoitinne, nó le haicme an phobail i gcoitinne, tugtha dó nó di le haon achtachán nó le haon cheadúnas nó údarás arna thabhairt faoi aon achtachán. Tá Éircom i measc na gcomhlachtaí siúd. Tagann sé faoi cheadúnas an Stáit. Go deimhin féin, tagann na bancanna faoi cheadúnas an Stáit. Beidh oraibh siúd cloí le rialacha ginearálta.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	238	Níl an líne nó an leathanach ar a bhfuil an t-Aire ag tabhairt agam.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	239	Tá brón orm. Leathanach 49, líne 5. An rud atá i gceist agam ná, má dhéantar príobháidiú ar chomhlacht mar Éircom, bheadh sé scoilte faoin Acht atá i gceist ag an Teachta, ach bheadh air cloí le rialacha Gaeilge faoi (d) ansin, mar oibríonn sé faoi cheadúnas ón Stát.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	240	Braitheann sé ar an cheadúnas. Tá an tAire ag caint faoi licence.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	241	Sin ceart, ach mar shampla——
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	242	Dá mba rud é go raibh comhlacht gan cheadúnas ann, cad a tharlódh ansin?
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	243	Caithfimid bheith cúramach. Ní fhéadfaimis bheith ag feidhmiú sa gcaoi sin. Mar shampla, abraimis go raibh dhá chomhlacht ag déanamh——
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	244	Gnó.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	245	——luaithreáin mharmair, nó marble ashtrays, agus go raibh ceann amháin tar éis a bheith in úinéareacht SFADCo, agus gur chomlacht príobháideach i gcónaí é an ceann eile. Rinne príobháidiú ar an gceann a bhí in úinéaracht SFADCo. Ní raibh sé poiblí ní ba mho ach príobháideach. Ní bheadh sé faireáilte go deo go caithfeadh ceann cloí le plean Gaeilge agus nach gcaithfeadh an ceann eile. Bheadh coinníolacha Gaeilge ar cheann nach mbeadh ar an gceann eile. Is éard a dhéanfaidh an Bille seo ná: má dhéantar príobháidiú ar Aer Lingus, rud a luaítear, agus má tá sé sin ag obair faoi cheadúnas, ní hamháin go mbeifear in ann a rá le hAer Lingus go gcaithfeadh leanacht ag déanamh rudaí trí mheán na Gaeilge, beifear in ann an coinníol céanna a rá le Ryanair freisin.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	246	Tuigim cad atá á rá ag an Aire, ach ní aontaím leis. Tá an rud atá agat an-tábhachtach. Abair go bhfuil Gaeilge in úsáid ag an bPost. Is cuma cé hiad an dream atá ann, má dhíoltar an comhlacht sin, agus má bhíonn sé i gcoimhlint le comhlachtaí eile nach bhfuil aon bhrú orthu Gaeilge a úsáid, tá an tAire ag caint faoi airgead seachas faoin nGaeilge. Fiú amháin ma dhíoltar comhlacht atá faoi riarú an Stáit, ba chóir go mbeadh an dualgas céanna air maidir leis na cearta atá ann faoi láthair. Muna bhfuil an tAire chun é sin a dhéanamh, níl sé sásúil, agus ní bheidh cearta ag daoine ar mhaith leo a ngnó a dhéanamh trí mheán na Gaeilge. Beidh siad caillte ar fad. Is féidir, nuair a bhíonn na comhlachtaí sin á ndíol, rud scríofa a fháil á rá go leanfaidh siad ar aghaidh leis an nGaeilge. Má tá impleachtaí airgid ag baint leis sin, they can be measured so that one can work out what to do about the issue. Níl mé sásta go bhfuil sé i gceart má dhéileáltar go contráilte agus muna mbeidh Gaeilge ann aríst go deo. Ní raibh sé mar sin ariamh.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	247	Is dóigh liom go bhfuil an pointe seo thar a bheith tábhachtach. Bhí Telecom Éireann againn, agus ansin rinneadh príobháidiú air, agus bhí Eircom againn. Deir ceann de na heagrais Ghaeilge go raibh an troid ann aríst chun an caighdeán agus na seirbhísí as Gaeilge a bhí á gcur ar fáil ag Telecom Éireann a chur ar fáil aríst faoi Eircom. Ceapaim go bhfreastalaíonn na leasuithe seo ar an gcás sin. Féach ar mhír 1(5)(b), áit a bhfuilimid ag caint faoi:Comhlacht, eagraíocht nó comhlacht poiblí é nó í ar an dáta a dtiocfaidh an Sceideal seo i bhfeidhm ach a thagann faoi úinéaracht phríobháideach agus faoi rialú príobháideach ina dhiaidh sin.Tá mise ag ceapadh go gcaithfidh go bhfuil slí ann chun an méid atá ann ag am an phríobháidithe a chosaint ionas go mbeidh an méid sin ar a laghad ar fáil. Tá seans an-mhaith ann go mbeidh príobháidiú á dhéanamh ar Aer Lingus, mar shampla, nó Bus Éireann nó Bus Átha Cliath. Tá Gaeilge in úsáid ag na comhlachtaí sin. Nach mbeadh sé tubaisteach nuair a tharlóidh an príobháidiú - tá mise glan ina aghaidh ar aon chuma - dá mbeartódh an comhlacht príobháideach gan aon Ghaeilge a bheith aige nó na seirbhísí atá ar fáil trí mheán na Gaeilge faoi láthair a laghdú?
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	248	Míneoidh mé é. Is iad na comhlachtaí atá luaite ag na Teachtaí na comhlachtaí i gcónaí a shamhlaítear leis an earnáil phoiblí. Ní bheidh aon athrú óna dtaobh de, mar béarfar oraibh faoin Sceideal. Beidh chuile cheann acu siúd faoi achtachán nó faoi cheadúnas ón Stát go brách na breithe. Is iomaí comhlacht Stáit a raibh fo-chomhlacht aige. Is cuimhin liom nuair a bhí an Copthorne chain de óstáin ag Aer Lingus, mar shampla. Bíonn go leor comhlachtaí ann a mbíonn fo-chuideachtaí acu ar gnáthchuideachtaí trádála iad, mar shampla, monarchanna nach iad an chuid a shamhlaigh na Teachtaí a bheith in úinéaracht an Stáit. Is iad na comhlachtaí sin an t-aon chineál comhlachta a d'fhéadfadh dul saor ón Acht. Ní dhéanann ach an rud ceanann céanna agus a dhéanann comhlachtaí príobháideacha eile. Ní hamháin go mbeidh ar aon cheann de na comhlachtaí móra a shamhlaíonn na Teachtaí, mar shampla, Bus Éireann agus Aer Lingus, cloí leis an Acht, ach is féidir aon dream atá príobháideach i láthair na huaire agus atá ag obair faoi cheadúnas a thabhairt isteach faoin dlí freisin. Tá na Teachtaí ag samhlú nach samhlaím seo. Tá sé breá go mbeidh sé ann. Dá mbeadh a leithéid ann, ní hamhain go gcaithfeadh sé sin tarlú, ach bheadh Nestor's, Barton's and Lough Swilly buses ag imirt ar an glcluiche céanna, mar bheidís faoi cheadúnas an Stáit. Beidh like with like.D'fhéadfadh fadhb a bheith ann ó thaobh cúrsaí iomaíochta de le haon rud a chuireann costas mór ar chomhlacht príobháideach amháin gan a chomhionann de chostas a bheith ar chomhlacht eile. Mar is eol do na Teachtaí ón rud a bhí ina Acht ach a rialadh as áit, ní féidir ach oiread i dtaca le comhlachtaí príobháideacha an iomarca costais a chur oraibh, mar d'fhéadfaí é a rialú as áit, agus tharla sé sin sa mBille Míchumais. Dúradh nach féidir an iomarca costais a chur ar dhaoine ó thaobh, mar shampla, seirbhísí dóibh siúd atá ar mhíchumas de.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	249	Ní ghlacaim leis an argóint sin. Ní fhéadfá bheith ag súil go mbeadh Lufthansa faoi réim an Achta seo, agus is féidir an argóint a chur amach ansin nár cheart go mbeadh aon bhrú ar Aer Lingus muna mbeadh an brú céanna ar na haerlínte eile. Ní hé sin go díreach atá i gceist anseo, áfach. Má bhíonn seirbhís á cur ar fáil, níl aon bhrú dlí faoi láthair ar Aer Lingus nó Bus Éireann na seirbhísí seo a chur ar fáil. B'fhéidir go bhfuil brú de shaghas éigin ann, ach ní brú dlí é. Inniu, tá Aer Lingus againn, agus amáireach, níl a fhios agam cén t-ainm a bheidh air tar éis príobháidithe. An stopann gach rud an lá ina dhiaidh sin?
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	250	Má bhíonn sé faoi cheadúnas, ní stopfaidh sé. An féidir leis an Teachta aon cheann de na comhlachtaí móra poiblí seo a ainmniú nach bhfuil ceadúnas aige? Tá go leor comhlachtaí beaga atá go teicniúil faoi úinéaracht an Stáit, mar shampla, gnáthchomhlachtaí déantúsaíochta. Bhí siad in úinéaracht Údarás na Gaeltachta. Glacaim leis go bhféadfadh sé tarlú go bhfuil go leor comhlachtaí príobháideacha in úinéaracht SFADCo, mar shampla. Tá comhlacht aige seo agus comlacht aige siúd - gnáthchomhlachtaí trádála. D'fhéadfadh factories a bheith acu. An idea atá ann seo ná gur féidir linn trí (d) é a dhéanamh do na comhlachtaí ar fad atá i gceist ag na Teachtaí. Ag an am céanna, má bhíonn mion-factory éigin thíos i gContae an Chláir a tharlaíonn a bheith in úinéaracht phoiblí a phríobháidtear ach atá in iomaíocht le duine eile síos an bóthar sa ghnó céanna, nach mbeidh ceann amháin ceangailte le coinníolacha nach mbeidh ar an duine eile? Sin an méid atá á rá ag an mBille. D’fhéadfaimis dul ar ais air seo idir seo agus Céim na Tuarascála. Má smaoiníonn na Teachtaí air, sílim go bhfeicfidh siad go bhfuil an rud a bhí siad ag iarraidh a chinntiú cinntithe cheana féin sa mBille ach nach bhfuil sé an-fheiceálach. Tá údar leis go bhfuilimid á dhéanamh ar an mbealach seo, mar scaoileann sé dreamanna ó dhualgas nach raibh i gceist ag na Teachtaí greim a fháil oraibh ach oiread.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	251	Tuigim cad atá á rá ag an Aire. An féidir leis cinntiú go bhfuil sé sásta smaoineamh air seo aríst agus teacht ar ais ag an chéad chéim eile den Bhille?
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	252	Tá mé sásta, má theastaíonn ón Teachta an leasú a chur síos aríst.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	253	Measaim go bhfuil prionsabal ann anseo, agus níl sé 100% soiléir dom.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	254	Molaim é seo. Is féidir leis an Teachta an leasú a chur síos aríst ar an Tuarascáil. Caithfidh mé a rá go bhfuil muid tar éis dul tríd an cheann áirithe seo agus cros-léamh a dhéanamh agus mar sin de idir (b) agus (d). Beidh deis ag na Teachtaí smaoineamh air, agus is féidir leo an leasú a chur síos aríst ag Céim na Tuarascála. Idir an dá linn, déanfaidh mise machnamh air, agus is féidir leis na Teachtaí machnamh a chur air. Caithfidh mé a rá go bhfuil mé cinnte, má léann siad (d) sa Sceideal nuair a bheidh am acu, go bhfeicfidh siad nach bhfuil aon bhob nó aon rud scioptha á dhéanamh anseo ach go bhfuil an rud a bhfuil imní orthu faoi clúdaithe faoi (d).Ba cheart dóibh ceist a chur orthu féin ansin cén fáth a bhfuil muid á dtabhairt amach agus á dtabhairt isteach seachas iad a choinneáil istigh. An fáth atá leis sin ná go bhfuil, mar shampla, tiddlywink factory ann. Níl muid ag iarraidh go mbeidh tiddlywink factory príobháideach a tharla gur leis an Stát é an chéad lá á dhéanamh go deo agus é ag iarraidh comórtas a dhéanamh le tiddlywink factory eile. Tá an-difríocht idir é sin agus leithéidí CIE, Aer Lingus agus iad siúd, dá dtarlódh sé.
