#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	0	In the absence of the Chairman and due to the unavailability of the Vice-Chairman, Deputy Paul McGrath, pursuant to Standing Order 823 I now call for nominations for the position of temporary Chairman.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	1	I propose Deputy Hoctor.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	2	I second the proposal.Deputy Hoctor took the Chair.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	3	I welcome the Minister, his officials and my colleagues.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	4	I know the Acting Chairman will tell me my amendment is out of order.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	5	Yes.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	6	Before she does so I will explain it briefly. If any of these extra investigations take place and extra expenses are incurred by the Garda, we need to make sure we have enough resources to cover it. As things are now, the Garda is stretched to the limits. Many gardaí were brought to Dublin at the weekend for a special occasion and the countryside was virtually garda free. Fortunately, vandalism did not break out as a result.The Government establishes new powers and functions all of the time. During the years local authorities were given additional responsibilities but the necessary resources were not made available. This Bill will commit Garda resources to joint investigations. The Minister should ensure additional resources are allocated to ensure the job is done competently. We all want the job done but not at the expense of another area. My amendment would see a report prepared where the Minister would state that he was including additional resources in the annual Estimates on the basis that the Garda would need them to implement the Bill.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	7	Since the Deputy referred to the weekend's activities, I express our gratitude to, and congratulate, the Garda Síochána for the magnificent professional job it did in providing security in Dublin city for the May Day events. I thank the force for the kind and reasonable way in which its members conducted themselves and the effective way in which they confronted violence when offered to them. The country is grateful to the Garda for what it has done.I was surprised that the Deputy's amendment was ruled out of order but I am bound by the Chair.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	8	Will the Minister grant extra resources?
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	9	In the interests of clarity, amendment No. 1 proposes inserting a new section requiring the Minister to report to Government on the projected costs of operating the Bill with specific reference to the adequacy of Garda resources in that context. The effect of the amendment would be to insert a section which would require the Minister to provide information more properly obtained by other means. In addition, it appears that Deputy McGrath's intention is to seek additional Garda resources, as stated in the side note to his amendment. If the Minister were to act on this, it would have the potential to increase the charge on the Revenue arising from the Bill. The amendment must, therefore, be ruled out of order as it involves a potential charge on the Revenue and is merely declaratory in nature.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	10	As amendment No. 3 is consequential on amendment No. 2, they will be discussed together.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	11	I move amendment No. 2:
In page 4, subsection (1), line 40, to delete "Subject to subsection (2),”.The Minister has established that the Garda Commissioner is the competent authority to deal with various items under the Bill but in this section he states that in dealing with requests from other countries, the Minister is the competent body to deal with them. Why must the Minister be involved? It is better that one competent authority deals with requests and that there is direct contact between police forces rather than involving the Minister. There should be direct contact with the Garda Commissioner, not the Minister, in the interests of getting the job done.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	12	I support the amendment. Why is there not a standard competent authority across member states? Do we know who the competent authority will be in other member states and the accession countries? How many states have signed up to this legislation? It has been in gestation since 1999 and there was agreement that it would be passed by last year at the latest. How many countries still remain to pass it? Last year when the Minister was discussing the legislation for European arrest warrants, he assured us that by this month every country in the European Union would have signed it into law. At that time there were eight countries which had done so. How many have now done so? This legislation involves co-operation between the member states in an important matter but there are question marks over the sincerity of member states in passing it and the reason there should be different competent bodies.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	13	I can see how it must be painful for Deputies McGrath and Costello to deem me competent in anything.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	14	The Minister should not tempt us.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	15	I will be deemed competent.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	16	The Minister will only be "deemed" competent.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	17	As I explained when the matter arose in the other House, other member states, in accordance with their legislative or constitutional arrangements, require and have named judicial authorities rather than chiefs of police as their national competent authority for the purposes of the legislation giving effect to the framework decision. In many cases those member states which have nominated a judicial authority as their competent authority can and will refuse to send requests to or accept requests from the Garda Commissioner. Austria has named the federal Minister for the Interior as its competent authority while Italy has named the Minister for Justice and Portugal its Attorney General. For that reason, the Minister must be designated as a competent authority for the purposes of this Bill if the framework decision is to achieve its objective of combating cross-border and international crime. I do not want any extra work but we are ensuring there can be no bar to the establishment of a joint team because we fail to make adequate provision in our law for the investigation teams to be established. I have been nominated solely as the competent authority to enable us to do business with those member states which will not recognise the Garda Commissioner as an equivalent competent authority in implementing the legislation. There is nothing unusual in this approach. I am also deemed the competent authority in this and other member states in the context of dealing with mutual legal assistance arrangements. The responsibility for setting up joint investigation teams will always rest with the Garda Commissioner.On the basis of the latest information available, Britain, Portugal, Finland, Spain, Sweden and Austria have implemented the framework decision. In Austria's case, existing legislation from 1997 was amended to allow it to do so. The Netherlands, France, Belgium and Italy have almost completed their parliamentary procedures and hope to be in a position to enact legislation shortly. In Germany legislation is unnecessary, while Luxembourg and Greece have not yet transposed the decision on joint investigation teams and are only at the drafting stage.The recently appointed European Co-ordinator on Anti-Terrorism, Mr. Gijs De Vries, has indicated that he will attend the Justice and Home Affairs Council Meeting in June, effectively to issue an end of term report. He will exert significant pressure on any countries which have failed to implement the arrest warrant or this legislation. In that context, I am anxious to secure passage of this legislation as quickly as possible.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	18	In that context, is the Minister saying the Minister will be the competent authority in every member state? If not, he is saying the Minister must be the competent authority here because other states will not deal with the Garda Commissioner in that context and will not be able to handle matters unless the Minister is the competent authority. If that is the case then every member state will have to have the relevant Minister as the competent authority. If other states will not deal with the Garda Commissioner then they will not deal with his or her counterparts in some other countries.How is that going to work across all states? As the current Chairman of the Council, is this a matter the Minister will need to bring to the Council's attention in order to standardise the procedure so that warrants do not fall simply because not all of the competent authorities will deal with each other?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	19	All member states are making their legislation fully interoperable. The subsection the Deputy's amendment proposes to remove states, subject to subsection (2), the competent authority is the Garda Commissioner. However, subsection (2) provides that where the competent authority of another member state requires a request to it or from it to be made or received by a judicial authority, as a matter of its law, I should be the competent authority in regard to that matter. That is the way we operate.We do not operate judicial authorities in the same sense that they do, but if they have a system which refuses to deal with the police and requires investigative persons who are performing a different function under their constitution, I will be the corresponding body. In general terms this will make no difference. Subsection (2) was inserted purely to accommodate other state systems and make sure——
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	20	In effect, the Minister is saying it is only in special circumstance that he will be within the loop. In most circumstances it will go directly to the Garda Commissioner.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	21	Yes, that is right.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	22	On a point of information, does the Minister have the figure for the number of countries that have transposed the European arrest warrant into law?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	23	I think between 12 and 15 have done so. We are very nearly complete. Greece and Italy are the two remaining countries to do so.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	24	I presume the other ten will be busily doing the same.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	25	The other ten are required to have done so on accession.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	26	I move amendment No. 3:
In page 4, lines 44 and 45 and in page 5, lines 1 and 2 to delete subsection (2).
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	75	The substance of the matter at issue regarding the two amendments was raised during the Bill's passage through the other House. Amendment No. 9 proposes to provide that the Garda Síochána's disciplinary regulations apply to members of the Garda Síochána whether within or without the State. I assure Deputy Costello that that is already the case. Discipline of members of the Garda Síochána under the 1989 regulations is not bound by geographical limits.An explicit statement in this legislation that the 1989 regulations apply in the context of this Bill could give rise to a suggestion that they might not apply where they are not specified in other legislation. For example, there is no provision in the Europol Act 1997 to the affect that members of the Garda Síochána assigned to serve abroad with Europol will be subject to disciplinary regulations whether within or without the State. Therefore, the amendment is unnecessary and undesirable, since it would raise the inference that, if it had not been made, the regulations would not apply.As far as section 10 is concerned, this issue was also raised during the Bill's passage through the other House. The amendment proposed deals with breaches of discipline regarding seconded members operating in the State, that is, team members from one of the other member states involved in establishing the teams operating in the State. It provides that, where such a breach of discipline takes place, the matter will be investigated by the commissioner who will report to the relevant competent authority of appointment.The proposed amendment is somewhat similar to section 6 of the Garda Síochána (Police Co-operation) Act 2003 which provides for procedures regarding breaches of discipline by members of the Police Service of Northern Ireland. However, there is a significant difference between members of the PSNI being seconded to the Garda Síochána and members of new states being seconded to joint teams operating in the State. The difference is that, where a member of the PSNI is assigned to the Garda Síochána, he or she becomes a member of the Garda Síochána and will be treated as such in all respects, whereas a member of a foreign police force seconded to a joint team operating in the State will remain in the employment of the foreign state which appointed him or her. He or she will act under the direction and control of the team leader for the duration of the joint investigation. However, the person will continue to be subject to his or her home authority's disciplinary rules.This issue was considered at the drafting stage of the Bill, and it was decided that it would be unwise and impossible to make a legislative revision of the nature now being sought. As I said, we must bear in mind that disciplinary sanctions for seconded officers are not in the commissioner's power. In the circumstances it would not be prudent to establish detailed legislative provisions for disciplinary matters which in all probability are unlikely to arise to any great extent, if at all.Matters such as this are better left to be dealt with on a case by case basis. They can be provided for in a tailor-made fashion, each agreement establishing a joint investigation team to suit the particular investigations, which would have persons from different countries subject to different rules and procedures. A person who is part of a joint investigation team will remain subject to the ordinary criminal law of the State. If he or she assaults, abuses or threatens somebody or acts unlawfully, steals any material, invades any house unlawfully, etc., such acts will be subject to the ordinary civil and criminal laws of the State.The question of discipline as an internal police matter is better left, for example, in the case of a French gendarme sent here, to the head of the French police. This is preferable to the Irish authorities disciplining somebody who, at the end of the joint investigation team's tenure, will return to the French force and be outside the scope of the disciplinary measures. This would present many different problems such as which courts should be applied to for judicial review, who would impose penalties on them and so on. It is better left to each policeman's domestic disciplinary regime rather than trying to internationalise the issue.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	76	I will not continue with this. However, with regard to the last point made by the Minister, my amendment does not attempt in any way to discipline. It attempts to grant power to the commissioner to investigate and report to the competent authority concerned. Instead of the gendarmerie coming here to investigate a disciplinary matter — which is probably not envisaged, anyway, subject to the laws of the land — this is something that our commissioner would have the authority to investigate and make a report for the competent authority abroad. That would seem to be a more practical way of going about it.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	77	I agree it is attractive as a notion. There is a minor problem. I do not know, for instance, if French law would allow the head of the gendarmerie to act on foot of a report he received from our commissioner. It would raise a major area of concern as to how valuable such a report would be in a foreign system. I presume, judging by the way in which European countries operate, almost everything is the subject of a regulation. Little is left to casual arrangement within the European system. Unless the report would have some useful function in the French system, the German system or whatever, it could be a redundant exercise as far as the Commissioner is concerned and a waste of his time. It is better to leave it at the domestic system. If a gendarme misbehaves in Ireland while seconded to a joint investigation team, it is up to the French to discipline that person. If the person breaks the Irish law, civil or criminal, we can deal with that ourselves. This can all be provided for in a tailor-made fashion in each separate agreement establishing a joint investigation team to suit the particular investigation, which will have persons from different countries subject to different rules and procedures. There is great flexibility in the agreement establishing the team and it should be left in that context.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	78	I do not necessarily agree with the Minister, but I will not pursue it.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	79	I move Amendment No 10:
In page 13, between lines 42 and 43, to insert the following new subsection:"(3) Where an act is alleged against a seconded member operating in the State which would, if committed by a member, constitute a breach of discipline, the act shall be investigated by the Commissioner who shall report thereon to the competent authority concerned".
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	80	This is one of the sections to which I referred concerning human rights which involves the aspect of data protection because of information which may be lawfully attained by a member. Once it leaves this jurisdiction are we sure that the data protection safeguards would cover that information when it reaches another jurisdiction? Under this section, it can be used outside this jurisdiction. This is one of the reasons I raised that issue. I specifically asked on Second Stage that this should not proceed until the Human Rights Commission is asked for its opinion. It was not a delaying tactic. I need no lectures from Fine Gael which has a terrible record in Government for being cited by Amnesty International and others on its human rights record.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	81	Fine Gael had the force of law behind it, unlike several other activities that were occurring in the State at the time. Some people have short memories.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	82	Quite often it had the force of law. The Garda "heavy squad" had the force of law. That was one of the outfits which Amnesty International cited for torture.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	83	They were not going around knee-capping, murdering and robbing——
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	84	I welcome the Deputy to the human rights debate, belatedly. What we need to focus on here is to ensure that when legislation is being passed, it has an impact on the human rights of Irish and European people and ensures the best protection is available. That includes, in this section, data protection. Will the Minister ensure that the people retain the right to protect their good names and see to it that if the information obtained is to be used in other jurisdictions, it is not used detrimentally? He should ensure that in cases where such information is not used in court proceedings or criminal prosecutions, it does not appear in newspapers, etc. We have all seen incidences where people's good names have suffered in cases where allegations which cannot be proven have been leaked to newspapers by various law enforcement agencies in Europe. Those people have not had the opportunity to protect their good names.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	85	The answer to that is set out clearly in section 11, which says what the information can and cannot be used for. There are a number of matters for which the information gleaned may be used. These are the only purposes for which the information may be used. The emphasis of our political agenda now should be on supporting policing rather than nit-picking.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	86	That should be throughout the whole island.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	87	Indeed. We have now reached the point where what is needed is a substitute for what are called the civil administration units of the IRA which are now functioning in Northern Ireland, brutalising young people, with no appeal to any court and no human rights being enforced. What we want is a clear consistent argument from those who are concerned with human rights in our legislation, so that they are equally vigilant about serious invasions of human rights when carried out by a sister organisation on this island, and that there is no double talk, double standards or hypocrisy on show in this respect. I would say to Deputy Ó Snodaigh that it is somewhat rich to hear the human rights record of the Police Service of Northern Ireland being impugned by a representative of a political party that condones the civil administration unit's activities throughout Northern Ireland in which the ankle and knee joints of young men are broken by masked people with baseball bats at the behest of a sister organisation of his party. There is no condemnation, protest or speechifying about it. That is somewhat rich.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	88	I am on the record as opposing all such incidents, whether they happen in Ireland, England or throughout Europe. The Minister would probably know that. Despite his response, I am still not sure that this is the only purpose for which such information can be used. I am asking if we can ensure that there is adequate data protection in place to cover the use of all such information. As the Bill stands, it does not augur well. More protections need to be in place to ensure that if information is gathered, it is not used nefariously when it gets beyond our shores.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	89	I believe section 11 is adequate. I will go back to the point where Deputy Ó Snodaigh claims to be on the record as opposing all such activities. If I heard Deputy Ó Snodaigh and his colleagues recommending that anybody who knew about kneecapping or the torture and mutilation of young men in Northern Ireland should go to the police with that information so that those responsible could be brought to justice, I would believe one word of what he said on the matter, but since I have never heard any member of his party, even in the case of the Omagh bombing, recommend anybody to go to the police, North or South, with information on those issues, I despair.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	90	Amendment No. 11 deals with resources for the Garda Síochána.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	91	The amendment has been ruled out of order.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	92	I hope the money will not be used up by bureaucrats in the Departments of Finance or Justice, Equality and Law Reform and that it will go to the Garda to provide additional resources for investigation. That is what we want to ensure will happen.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	93	Amendment No. 11 in the name of Deputy Paul McGrath proposes inserting the phrase "and the Garda Síochána" into section 15, which is a standard expenses provision. The effect of the amendment would be to provide for the expenses of the Garda Síochána in addition to those of the Minister and the Minister for Finance. This would have an obvious cost implication and potential for an additional charge on the Revenue. The amendment must, therefore, be judged out of order as it involves a potential charge on the Revenue.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	94	I thank the Minister for attending today's meeting to consider Committee Stage of the Criminal Justice (Joint Investigation Teams) Bill 2003. I thank members for the contributions to this debate.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	95	When is it anticipated that Report and Final Stages will be taken?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	96	Soon, subject to the agreement of the Whips.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	97	In accordance with Standing Order 85, the following message will be sent to the Dáil:The Select Committee on Justice, Equality, Defence and Women Rights has considered the Criminal Justice (Joint Investigation Teams) Bill 2003 [Seanad], and has made amendments thereto.The select committee adjourned at 5.05 p.m. until 2.30 p.m. on Tuesday, 11 May 2004.
