#ImeldaMunster	unknown-#ImeldaMunster-party	unknown-#ImeldaMunster-dob	unknown-#ImeldaMunster-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	0	Further to Question No. 1 of 17 November 2022, will the Minister provide an update on whether the wide range of alternative options being explored by the Government will be made available in time for the reopening of hotels to tourism in summer 2023, and on the engagement carried out by her Department on the senior officials group, including a copy of or details of the concerns she communicated on behalf of the tourism sector to the Minister for Children, Equality, Disability, Integration and Youth?
#JenniferMurnaneOConnor	unknown-#JenniferMurnaneOConnor-party	unknown-#JenniferMurnaneOConnor-dob	unknown-#JenniferMurnaneOConnor-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	37	I thank the Minister of State for his response. I was reading into this and speaking to woman about it. I know that support is being provided for dedicated leadership training programmes for women, including governance related, technical training, coaching, refereeing and team management. Sport Ireland is supposed to monitor NGB progress against targets and report annually on whether additional measures, such as gender quotas, are warranted. On the targets, I know the Minister of State will follow up on this. It is important that we encourage the use of targets and that we make sure to meet our targets. We have some of the finest young women in the world who can offer so much. They are so proud of our Irish heritage and love to be involved in the different sports. We must ensure we pay, look after and encourage them. I know the Minister of State is absolutely committed to doing this.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	38	I know the Deputy will be fighting for sports funding for Carlow.
#JenniferMurnaneOConnor	unknown-#JenniferMurnaneOConnor-party	unknown-#JenniferMurnaneOConnor-dob	unknown-#JenniferMurnaneOConnor-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	39	Absolutely.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	40	It would be no harm to remind the national governing bodies that the funding will be dependent on having representation at board level. We must fight for more facilities. Frankly, this summer is going to be like Italia 90, in some respects, with our women's soccer team in the World Cup. Any level of inequality would simply not be tolerated. We have to work to get more facilities because I expect, in soccer at least, that more women will be participating. I know the Deputy will be working hard in Carlow on that. Much works needs to be done. We have not made any decision as to where the significant funding cuts will be if boards do not meet these reasonable targets. I would not propose, nor have we made any decisions, to cut any of the women in sports funds.
#JenniferMurnaneOConnor	unknown-#JenniferMurnaneOConnor-party	unknown-#JenniferMurnaneOConnor-dob	unknown-#JenniferMurnaneOConnor-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	41	No. Absolutely not.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	42	That would go against the whole point of it. We have yet to make decisions on that.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	43	This question relates to the legacy framework arising from Galway 2020. Can the Minister give me the status of that framework? Has it been published? Is there a breakdown of the way the €1 million that is left will be spent? Could the Minister give me full details relating to this? She knows the background to this issue. It was not just Covid or bad weather. There was a history prior to these events and the Department set up a special monitoring unit.
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	44	On 1 December last, I approved the allocation of the remaining €1 million from my Department's commitment to the Galway European Capital of Culture programme to support delivery of the programme under the proposed legacy framework. It is expected that the legacy framework will be published on the website of Galway Culture Company, the successor trading entity to the Galway 2020 company, in the coming weeks. The website of Galway Culture Company, which is fully bilingual, has been live since last Monday and sets out the key high-level programme aims and actions under the legacy framework. The €1 million funding from my Department will be broken down to support the delivery of these programme aims as follows: €300,000 to facilitate EU and international relationships and funding, €500,000 to develop and support place-based cultural programming and €200,000 to provide supports to the cultural and creative sector. Galway Culture Company, operating within Galway City Council and led by a board comprising local and regional leaders of organisations with a role and remit in the support of culture and creative industries in Galway, has already commenced work on facilitating EU and international relationships and funding. For example, it has established an ecosystem of EU supports comprising the key agencies on the board of the company. This inter-agency ecosystem is working to share knowledge and co-operate on EU funding applications. It has already been successful in the award of funding for the stimulating performance of ecosystems in creative territories and regional actors, SPECTRA, project under the Horizon Europe programme. This project is being led by the Western Development Commission in partnership with CREW, Atlantic Technological University and Galway Culture Company as well as a number of partners from other EU countries, including Germany, Bulgaria and Denmark.  Galway Culture Company is working to develop the legacy framework of Galway's designation as European Capital of Culture and to build on the learnings and outcomes of Galway's many European and global designations, including European Capital of Culture, UNESCO city of film, European Green Leaf city and European region of gastronomy.  Over the coming months, open calls will commence for projects under place-based cultural programming as well as the development of actions to support and enhance the capacity of the Galway region's cultural and creative sector. Regular updates on all actions and initiatives, as well as relevant EU and international funding opportunities, will be provided on the website of Galway Culture Company.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	45	I do not know where to go with this language but I thank the Minister for her response. We had Galway 2020. A total of €15 million was committed by the Department. A total of €1 million is outstanding. That was for Galway 2020. I understand this company is gone as of this month and no longer exists and we now have Galway Culture Company. The only creativity here seems to involve the various organisations, including the organisation of the management of the city council, with regard to what they did with the €1 million. The 2020 has gone by the board. The website of Galway Culture Company states that it was established to opportunities to engage with EU and international partners and local place-based programming that honours the relationships, buildings on the learnings - whatever that is - outcomes and legacies of Galway's many European and global designations, including European Capital of Culture, UNESCO city of film, European Green Leaf city and European region of gastronomy. I feel like saying "Mother of Jesus". What are we talking about here with regard to €1 million of a legacy in terms of infrastructure and artists on the ground getting money? 
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	46	As I said, of that €1 million, €500,000 will be to develop and support place-based cultural programming, while €200,000 will be to provide supports to the cultural and creative sector. Galway Culture Company is working to develop the legal framework of Galway's designation as European Capital of Culture and build on the learnings and outcomes. It operates within Galway City Council and is led by a board comprising local and regional leaders of organisations with a role and remit in the support of culture and creative industries in Galway. It is the strategic objective of Galway Culture Company to bring together key agencies and stakeholders to drive forward a collective creative vision for Galway through meaningful partnership and collaboration, so creativity is at the heart of that. It will seek to complement the work of the two local authorities in Galway by working with the cultural units in the city and county councils and will assist in the implementation of both arts plans and the cultural strategy. 
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	47	I know the Minister's heart is in the right place and she has done a tremendous amount for artists. Here she is left with this gobbledegook regarding Galway Culture Company, which has just been formed by various groups in the west of Ireland. Where do the artists come into any of this? Forgive me for being so naive to think that 2020 was about enhancing artists, working with them on the ground and leaving a legacy - a legacy on many levels, including buildings just like was done in the city in Croatia. Nothing like that has happened. The Department set up a specific monitoring unit because of the debacle relating to the Pálás Cinema that cost €9 million plus at the time and is losing money. We were to learn. The word they keep using - learnings - is a dreadful word. It means nothing. The capital of culture no longer exists, the company no longer exists and a new entity is being created as we speak. It is longer than pregnancy. I have no idea what it is about except that it is gobbledegook. I ask the Minister to take a hands-on approach to this.
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	48	I looked at the website and if you look at the itemised breakdown of investment in the local cultural sector during the lifetime of the projects, you can see the investment in local arts. The Deputy may be referring to physical infrastructure as legacy. The bid book for Galway 2020 upon which it was awarded the designation of Ireland's 2020 European Capital of Culture set out that any new cultural infrastructure to be delivered would be part of Galway's culture strategy 2016 to 2020, Everybody Matters, which is developed and managed by the local authorities. The bid book also stated that infrastructure was not part of the European Capital of Culture project, which would rely on existing infrastructure and infrastructure that came on stream between designation and delivery through existing plans and developments. Infrastructure is not and never has been part of the direct delivery and legacy of Galway 2020 European Capital of Culture. I am running out of time but I am happy to engage with the Deputy afterwards. 
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	49	Baineann an cheist seo le tuarascáil atá ag an Aire maidir le stáisiún raidió trí Ghaeilge don aos óg atá geallta le bheith foilsithe an mhí seo. An mbeidh sí foilsithe?
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	50	Anuraidh, choimisiúnaigh Údarás Craolacháin na hÉireann, in éineacht le Foras na Gaeilge agus le tacaíocht ó mo Roinnse, tionscadal taighde chun an leibhéal spéise i seirbhís raidió Gaeilge dírithe ar an aos óg a fháil amach. Bhí dhá chéim ar leith sa tionscadal taighde. Ar an gcéad dul síos, Iorgadh tuairimí sampla ionadaíoch náisiúnta de dhaoine idir 15 agus 34 bliana d'aois maidir leis an spéis a bhí acu in éisteacht le stáisiún Gaeilge agus lena n-oscailteacht ina leith. Ba é an dara gné ná tuairimí phobal na Gaeilge a fháil maidir lena nósanna fuaime agus meán, an cineál ábhair fuaime, idir Bhéarla agus Ghaeilge, a bhfuil siad ag plé leis faoi láthair agus bearnaí a mheastar atá ann i soláthar ábhar Gaeilge. Cé go raibh sé i gceist an taighde a chur i gcrích agus an tuarascáil a tháinig as a fhoilsiú roimh dheireadh na bliana seo caite, tuigim gur thóg cuid den obair allamuigh níos mó ama le críochnú ná mar a ceapadh ar dtús. Mar sin, níor cuireadh na dréacht-tuarascálacha faoi bhráid an údaráis ach i lár mhí na Nollag. Tuigim gur phléigh coiste comhairleach Gaeilge an údaráis na dréacht-tuarascálacha agus go bhfuil siad á n-ullmhú le foilsiú, rud atá beartaithe a dhéanamh sa chéad leath de mhí Feabhra. Rinneadh an taighde chun an oiread tuisceana agus ab fhéidir a fháil ar an éileamh féideartha ar a leithéid de sheirbhís agus ar an gcineál ábhair a bheadh feiliúnach agus a bheadh ar fáil ar aon seirbhís nua. Cabhróidh sé seo le Coimisiún na Meán aon straitéisí nua ceadúnaithe a mheas mar chuid dá ghníomhaíochtaí rialála craolacháin chun a chinntiú go bhfreastalaíonn raon éagsúil seirbhísí craolacháin ar lucht féachana na hÉireann. Samhlaítear go mbeadh aon seirbhís fhéideartha amach anseo hibrideach chun rochtain a thabhairt ar ábhar ar mhodhanna traidisiúnta FM agus digiteacha nó ar líne araon. Tá sé seo ar aon dul leis an moladh ón gCoimisiún um Thodhchaí na Meán maidir le hathbhreithniú a dhéanamh ar sheirbhísí Gaeilge, go ndéanfaí scrúdú ar rannpháirtíocht na n-óg, cláir óige agus úsáid níos fearr a bhaint as na meáin dhigiteacha. Cuirtear san áireamh ina leithéid de shamhail hibrideach freisin cumas teicniúil teoranta sheirbhís iomlán FM agus baintear cothromaíocht amach idir lucht féachana FM agus níos mó daoine óga ag dul i dtreo seirbhísí agus ábhar digiteach. Tacaím go láidir le níos mó ábhar agus seirbhísí Gaeilge a sholáthar agus iad a chur ar fáil níos leithne, go háirithe do dhaoine óga. Más féidir an cineál seirbhíse seo a chur i bhfeidhm, ba mhaith liom é a fheiceáil ag tarlú. Níl sé i gceist agam tuilleadh plé a dhéanamh ar na sonraí, toisc gur faoi Údarás Craolacháin na hÉireann mar an rialtóir neamhspleách atá sé seirbhísí craolacháin raidió a cheadúnú.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	51	Tá sé go maith go bhfuil ar a laghad dáta nua eile againn maidir leis an bhfoilseachán seo agus go mbeidh sé os comhair an phobail, tá súil againn, i mí Feabhra. Táimid ar fad ag fanacht le tamall maith blianta anois go mbeadh obair déanta maidir le stáisiún raidió nó bealaí difriúla chun díriú isteach ar an éileamh i measc an aosa óig maidir le réimsí difriúla d’ábhair agus bealaí difriúla chun ábhair a chur ar fáil dóibh. Tá súil agam nach mbeidh aon mhoill nuair a fhoilseofar é seo agus nach mbeidh Coimisiún na Meán nó aon duine eile ag cur moille ar déanamh cinnte de go mbeidh na réimsí seo ar fáil chomh tapa agus is féidir, sula gcaillimid glúin eile de dhaoine óga mar nach bhfuilimid ag cur seirbhísí craolacháin atá oiriúnach agus i nGaeilge ar fáil dóibh.
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	52	Mar a luaigh mé i mo fhreagra, ba mhaith liom, más féidir, an cineál seirbhíse seo a fheiceáil i bhfeidhm do dhaoine óga ach tá Údarás Craolacháin na hÉireann mar an rialtóir craolacháin neamhspleách atá freagrach as seirbhísí craolacháin raidió neamhspleácha a cheadúnú in Éirinn. Is é an t-údarás, agus ní mise mar Aire, a thionscnaíonn an próiseas ceadúnaithe do sheirbhísí raidió. Faoi láthair, tá 22 seirbhís phobail nó sainspéise ar an aer. Nuair a bheidh toradh thionscadal taighde an údaráis againn, beidh sé riachtanach cinneadh a dhéanamh faoin mbealach is oiriúnaí chun an tseirbhís a sholáthar. Mar a leagtar amach sa reachtaíocht, tá próiseas foirmiúil, reachtúil, rialála ann maidir le seirbhís nua a thabhairt isteach, a dhéanann an rialtóir neamhspleách, Údarás Craolacháin na hÉireann, agus ní mór dó go leor gnéithe a chur san áireamh, lena n-áirítear na himpleachtaí a bhaineann le cúnamh stáit.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	53	Tuigim go bhfuil an t-údarás neamhspleách ach sa deireadh thiar thall, ní féidir leo obair a dhéanamh agus ní féidir leis an réimse seo de na meáin chumarsáide tarlú, má tá sé le tarlú, gan tacaíocht Rialtais nó infheistíocht Rialtais. Tá an dá rud ceangailte go huile agus go hiomlán. Tá mise ag impí ar an Aire agus ar an Rialtas a chinntiú, nuair atá an tuairisc ann, go mbeidh tacaíocht ann ón Rialtas do pé cinntí atá le tógáil mar is léir dúinn cheana féin go bhfuil spéis ag daoine óga in ábhar as Gaeilge. Is léir sin ón dul chun cinn mór atá déanta ó thaobh TG4 agus Cúla4. Táim ag fiafraí nach mbeidh aon mhoill ar aon infheistiú nó aon ghníomhú de réir na tuarascála lena bhfuilimid ag súil i mí Feabhra anois.
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	54	Creidim go bhfuil sé tábhachtach ar dtús an taighde a fhoilsiú agus deis a thabhairt d’ Údarás Craolacháin na hÉireann agus, nuair a chuirfear ar bun é, Coimisiún na Meán, machnamh a dhéanamh ar conas gur féidir eolas a dhéanamh d’aon straitéisí ceadúnaithe amach anseo. Seo cuid den chúis go bhfuil a leithéid de thaighde chomh tábhachtach, ní hamháin chun an leibhéal spéise sa tseirbhís seo a mheas ach chun tuairimí daoine faoi aon bhearnaí sa tseirbhís a mheastar atá ann a fháil amach chomh maith. Tá sé i bhfad róluath labhairt faoi cén tseirbhís a d’fhéadfaí a chur ar fáil sa deireadh, cé a sholáthróidh an tseirbhís sin agus conas a mhaoineofar í, ach is féidir féachaint ar cad iad na tacaíochtaí a cheadófaí agus a d’fhéadfaí a bheith oiriúnach. Bheadh ar thacaíocht den chineál seo teacht le rialacha cúnamh stáit. Mar a dúirt mé cheana, más féidir linn an cineál seirbhíse seo a chur i bhfeidhm do dhaoine óga, ba mhaith liom é sin a fheiceáil.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	55	I return to the subject of my earlier questions on the film industry. I will firstly address copyright and intellectual property rights. The legislation sets out that "The right to equitable remuneration conferred by this section shall not be waived by the performer and the performer shall not assign the right to equitable remuneration except to a collecting society". However, the contracts that producers are forcing performers to sign state that the artist agrees that the consideration herein constitutes equitable remuneration for the assignment of all rights pursuant to the above and represents a full buy-out of all rights. The producer companies that the State is funding are breaching the rights of writers, performers and actors.
#MarcOCathasaigh	unknown-#MarcOCathasaigh-party	unknown-#MarcOCathasaigh-dob	unknown-#MarcOCathasaigh-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	56	The Deputy will have the opportunity to ask a further question.
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	57	I believe this question relates to the vulnerability to blacklisting and failure to vindicate people's rights as employees under EU and national law. The Deputy is following up on the previous question. It is an excellent use of his time.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	58	I am. I will bring up the blacklisting in a second.
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	59	I will answer the question tabled and then get back to the copyright. I understand that the Deputy's question on blacklisting refers to a situation when a person or persons are denied fair opportunities for work or they are discriminated against for one reason or another in gaining employment or both. Employment law is the responsibility of my colleague, the Minister for Enterprise, Trade and Employment, and the mechanisms for dealing with allegations of breaches in the employment laws of the State are under his aegis. These mechanisms are the Workplace Relations Commission, WRC, and the Labour Court and they are the appropriate forum for dealing with allegations of such breaches. In the event that allegations are upheld, applicant companies for section 481 must provide details of all WRC decisions relating to the qualifying company, the producer company or other companies in the film group, and where those decisions are a finding against such a company, confirmation that the finding has been followed or an explanation where the finding has not been followed must be provided. I am a passionate advocate for diversity. As I am sure the Deputy is aware, I would not condone blacklisting or discrimination of any kind. I have introduced policies that highlight the need for inclusion of all. The work of the skills division of Screen Ireland has been particularly important in improving hiring practices in the audiovisual industry. Screen Ireland states that open hiring practices have increased to the extent that crew calls are now becoming commonplace for most productions. Crew calls mean that there is an open application process so that everyone can apply for crew positions in that production. This is for the industry and those working in it including those who may be marginalised, from minorities or from disadvantaged backgrounds. My Department has been informed that 2022 had the highest number of productions providing placements for disadvantaged groups. More broadly, as I referred to earlier, the Safe to Create programme incorporates zero tolerance of seven damaging behaviours including victimisation. Victimisation occurs when there is adverse treatment of a worker in reaction to a complaint made by the employee or worker. It is intended that free online training in tackling bullying and harassment and in unconscious bias will be undertaken by all in the audiovisual industry. Training in these areas should further protect the rights of vulnerable or marginalised workers.
#MarcOCathasaigh	unknown-#MarcOCathasaigh-party	unknown-#MarcOCathasaigh-dob	unknown-#MarcOCathasaigh-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	60	There is a question of order here. I understand the Deputy asked an earlier, related question. It is fair to the Minister to have answered this one.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	61	Absolutely, although the point is, as I mentioned earlier, that if people refuse to sign those buy-out contracts and do not get a job, they are in effect blacklisted. On the specific question, in order to avail of section 481, film producer companies have to sign a declaration that they are abiding by legislation such as the Protection of Employees (Fixed-Term Work) Act, and they are supposed to notify the Minister of cases. Did Metropolitan Films tell the Minister there was a finding against it by the Labour Court over breach of a collective agreement? Does that concern the Minister? Did it inform the Minister that there were ten different cases of unfair dismissal, with seven at the WRC and three at the Labour Court, where the producer company refused to give evidence and said it was not the employer? It could hide behind the designated activity company, DAC, and therefore refused to even engage with the court or give evidence when workers claiming unfair dismissal took those cases. Should the Government not be looking at the detail of this and examining whether there is a major problem? I believe there is a major problem.
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	62	Employment practices in industry have been examined by the WRC. The Deputy had a role in the background on that examination. We constantly monitor the operation of the scheme and work with all stakeholders to bring enhancements where we can. The recent extension of section 481 is a positive development for the sector and all working in it. Without section 481, productions as diverse as "An Cailín Ciúin" and "The Banshees of Inisherin" would not be feasible in Ireland. The WRC and Labour Court are independent statutory bodies under the Workplace Relations Act 2015 and the Industrial Relations Act 1946, respectively. They are the mechanisms for regulating employment law in the State. They are under the aegis of my colleague, the Minister for Enterprise, Trade and Employment. Both organisations have statutory powers under which they conduct their business and I have no role in their operation.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	63	It is just pass the parcel. I have to hand an email from someone who was not even in front of our committee. Their name could not be given. It just said that they would love to chat about the film and TV industry again and that blacklisting, bullying and poor practices are alive and well and happening now in some of the 13 productions that were under way in the country at the time. The people who say things like that are afraid to speak out publicly. Those that did have not worked in the industry since. That is what is going on. It is possible because of the DAC structure for which the Government is responsible. The Government gives the production companies money and they give an undertaking to comply with all employment legislation. Such companies go into the WRC and state they are not the employer, even though the company knows who the person is and that he or she was employed on a film production where the company set up the DAC of which it owns 100%. Yet the companies say that they have no employment relationship with that person. And the Government is letting that happen. That is a breach of the fixed-term workers Act. Will the Government show us all the notifications or lack of notifications from the film producer companies about the cases that have been taken for unfair dismissal, which is effectively blacklisting?
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	64	As I said earlier this morning, I note that Screen Producers Ireland strongly refutes any claim of blacklisting in the Irish film industry-----
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	65	Of course it does. What else is it going to say? "We blacklist people every day"?
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	66	-----and demonstrates its commitment to relations with the unions. If the Deputy knows of a specific instance, or of people to whom it has happened, it is up to him to make a complaint to the appropriate mechanism, which is the WRC. Certain individuals are claiming they have not been able to get a job since. The employment record of any individual is a private matter between him or her and the Department of Social Protection-----
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	67	It is not private. It is public money.
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	68	-----and the individual and the Revenue Commissioners. If the Deputy is aware of a specific incident, it is up to him to make the complaint to the appropriate mechanism, which is the WRC.
#StevenMatthews	unknown-#StevenMatthews-party	unknown-#StevenMatthews-dob	unknown-#StevenMatthews-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	69	There is always great excitement and anticipation on the announcement of the sports capital grants. The Minister of State will know well how much these grants mean to the sports clubs up and down the country. I think every Member in the House is aware of it. The volunteers who keep those clubs running extract huge value out of every euro that comes in those grants. When can we expect the next round of sports capital funding to be announced?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	answer	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	70	I propose to take Questions Nos. 12, 31, 39, 51, 54, 73 and 75 together. As the Deputies are aware, the sports capital and equipment programme, SCEP, is the primary vehicle for Government support for the development of sports and recreation facilities and the purchase of non-personal sports equipment throughout the country. Over 13,000 projects have benefited from sports capital funding since 1998, bringing the total allocations in that time to over €1.15 billion. The programme for Government commits to continuing the SCEP and to prioritising investment in disadvantaged areas. The 2020 round of the SCEP closed for applications in March 2021 and by the deadline 3,106 applications were submitted. Approximately 1,000 of the submitted applications were for equipment-only projects. These applications were assessed first and grants with a total value of €16.6 million were announced in August 2021. The remaining capital applications were then assessed and 1,865 individual grant offers with a total value of over €143.8 million were announced on 11 February 2022. Unsuccessful applicants were able to appeal the Department's decision and 146 appeals were received. Consequent allocations on foot of successful appeals amounting to €6.14 million. It is always important to look at the avenue for appeal whenever this comes up. The total allocation of €166.6 million is the highest ever. Details of all allocations can be found on the Department's website. The Deputy will know of projects in his own constituency. The priority is to advance the successful applications to the formal approval stage. Much engagement is ongoing and work with the Department.  A full review has been undertaken by the Department of the 2020 round. A draft of the review has now been completed. I have looked at is as has the Minister, Deputy Catherine Martin. We should be in a position to publish this review shortly and recommendations arising from it will be reflected in the next round. Officials are engaging with the Department of Public Expenditure and Reform in respect of the next round and I have had discussions with the Minister, Deputy Donohoe. Once this process is concluded, I will announce the exact dates from which new applications will be accepted. The timeframe will depend on the volume of applications. It is a really good scheme, which we all know and love. I am hopeful that the discussions with the Department of Public Expenditure and Reform will conclude shortly so that we can get the next round under way. 
