#RobertTroy	unknown-#RobertTroy-party	unknown-#RobertTroy-dob	unknown-#RobertTroy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	0	Recently we have received further reports which provide evidence that children proved to be at severe risk are left to wait for protracted periods without a necessary social worker. Will the Minister confirm to the House how he and his Department plan to deal with the deficiencies and the reduction in number of social workers to ensure every child identified as being in need of a social worker or at high risk of harm will, at the very minimum, be guaranteed a social worker to deal with him or her and his or her family?
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	1	I would like to correct the record of the House and the Deputy's point of view. There has been no reduction in the number of social workers. As of January 2015, Tusla, the Child and Family Agency, has advised that a total of 19,926 children were in receipt of a dedicated social work service. A further 7,787 children who would benefit from an allocated social worker were awaiting the service. Of the 7,787 cases awaiting allocation, 2,235 were identified as being in the high priority category. These cases represent a mix of new referrals who need further assessment, as well as children known to Tusla or in care who need a continuing social work service. It is important to note that "high priority" should not simply be equated with risk. For example, children in care for less than six months are in stable placements and included in this category. Tusla deals immediately with emergency cases, including, for instance, a child who has been abandoned or is in immediate physical danger or at immediate risk of sexual abuse. Social work duty teams keep high priority cases under review by regular checking to ascertain risk to the child and, where necessary, will re-prioritise the case.  There were 1,397 whole-time equivalent social workers employed by Tusla at the end of February and it is recruiting an additional 218.Tusla risk-assesses the impact of vacancies on service provision on an ongoing basis so that social work team numbers do not fall below what is considered necessary to provide a safe service. These risk assessments take account of case loads and referral numbers. Where necessary, temporary staff are brought in immediately to cover vacancies.
Additional information not given on the floor of the House
 As part of Tusla's business planning process for 2015, I requested that an action plan be developed setting out the proposed measures to tackle the issue of unallocated cases. Tusla has commenced a national review of cases awaiting allocation this month to determine if additional social work posts may be required to meet existing demand. I look forward to the outcome of this review. There has been a welcome downward trend in the number waiting to be allocated a social worker, including an almost 50% reduction of high priority cases awaiting allocation for less than three months in 2014. Tusla is also committed to producing a workforce development strategy by the end of quarter 2 this year. This development presents Tusla with a significant opportunity to continue to improve its service to vulnerable children and families. The plan will consider issues relating to recruitment, retention, skill mix and turnover. I look forward to receiving the action plan and strategy and I will support Tusla in their ongoing work to deliver a safe and quality service.
#BrianWalsh	unknown-#BrianWalsh-party	unknown-#BrianWalsh-dob	unknown-#BrianWalsh-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	72	As in the case of the bicycles, there is no time left. The Minister of State was just on the button.
#MartinFerrisSF	unknown-#MartinFerrisSF-party	unknown-#MartinFerrisSF-dob	unknown-#MartinFerrisSF-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	73	In the last few budgets there were cuts to the LINK school completion programme. The Minister for Children and Youth Affairs will be aware that the service provided under the programme is for the most vulnerable children in the care of schools. It is invaluable for so many young people - young children, in particular - who come from deprived backgrounds, the Travelling community and so forth. The programme should be continued as it allows children aged eight to 15 years an opportunity to complete their education. In some cases, they go on to third level education. The early school leaving initiative was expanded in 2002 under the school completion programme to include four to 18 year olds. In 2006 the DEIS programme further expanded the school completion programme. The north Kerry school completion programme employs a full-time co-ordinator, two full-time outreach workers and engages the services of third level students to deliver in school, after school, out of school and holiday supports to increase the level of student attendance. The amount of work they have done and the number of children they have saved are very well illustrated in the 2009-14 figures covering a five year school cycle. Some 406 children went through this cycle and the dropout figure was eight. Of these eight students, two were home-schooled, one took up an apprenticeship, two engaged with outreach services, two did nothing, while one left the country. In respect of the 2014 figures, covering a five year period, there were 333 students and the dropout number was 31, two of whom ended up in prison. As a result of the services they had received under the school completion programme, the rest found a meaningful way to contribute to society. Will the Minister continue to fund the programme and assure the House that there will be no cut in the next budget?
#JonathanOBrien	unknown-#JonathanOBrien-party	unknown-#JonathanOBrien-dob	unknown-#JonathanOBrien-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	74	The school completion programme has been one of the successes in the past few years. Retention rates among students from disadvantaged backgrounds are on the increase all the time, mainly due to the support staff in place. However, it is due not only to the teachers in communities but also the funding put in place. The programme has been directed at communities which traditionally have had high school dropout rates. It interacts not only with students but also includes home visits to parents, engages with students during school breaks and includes a number of after-school programmes. School is made more welcoming for students at risk of dropping out. An examination of the figures shows that higher educational disadvantage levels and school dropout rates have huge social and economic consequences for communities. The number of children living in poverty is on the increase. Approximately 750,000 children live in poverty. The school completion programme is one of the supports which has been put in place to help students to achieve their educational potential and has been a success to date. However, it can only continue to be a success if funding is put in place and maintained. Schools are working on a year-to-year basis; they do not have multi-annual funding, which has an impact on schools. I implore the Minister to examine the school completion programme which has been moved to his portfolio. It has been a success and has the potential to keep more students in school and give them the tools they need to achieve their educational potential.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	75	I thank the Deputies for raising this issue. I can assure them that the Minister of State, Deputy Jimmy Deenihan, and Deputy Brendan Griffin do not let the opportunity slip by to remind me about the importance of the school completion programme. I am pleased that everyone agrees that the programme operates very well and has been very successful. All of the statistics support that conclusion. The school completion programme aims to retain young people in the formal education system to completion of senior cycle and improve the school attendance, participation and retention of its target cohort. It is a targeted intervention aimed at school communities identified through the DEIS action plan of the Department of Education and Skills. It involves 124 projects and related initiatives operating in 470 primary and 224 post-primary schools. These projects provide a range of supports and interventions designed to support approximately 36,000 children identified by local management committees as being at risk of educational disadvantage. Typically, projects offer homework clubs, breakfast clubs, mentoring programmes, learning support, social and personal development programmes, out of school supports, including music, art and sports, and a range of activities during school holidays. Since 1 January 2014, the Child and Family Agency has operational responsibility for the school completion programme, including the allocation of funds to local projects. In 2014 an allocation of €24.756 million was provided for the programme. The agency has indicated a similar allocation for the programme in 2015. It has approved local projects' school retention plans for the 2014-15 academic year. The first two instalments of 2014-15 funding have issued to local projects, with a third instalment planned for May.  The school completion project in the area mentioned by the Deputies comprises three primary and four post-primary schools. I am advised that an amount of €181,959 was allocated by the agency to the project for the school year 2014-15. The amount provided for the 2014-15 period takes account of the savings requirements in the comprehensive review of expenditure 2012-14.The allocation of funding across the range of interventions planned for young people and between the local schools and the school completion project for the area is a matter for the local management committee. The Deputies may be aware that a review of the school completion programme by the ESRI is almost complete. The review is an important initiative in planning the programme's future development. It will assist in identifying the reforms necessary to consolidate the programme on a sustainable footing and is being overseen by a steering committee involving officials from the Child and Family Agency, my Department and the Department of Education and Skills. Among other matters, the review will examine the school completion programme's structures and their fitness for purpose to support an integrated approach to addressing early school leaving. It will analyse the interventions provided and make recommendations on evidence-informed supports designed to secure the best educational outcomes for young children. It is envisaged that the review's final report will be delivered shortly. Recently, the Minister for Education and Skills published an evaluation of Delivering Equality of Opportunity in Schools, DEIS, which was prepared by the ESRI and referred to the school completion programme as an integral support within DEIS for improving attendance and engagement in education. I have advised the agency of my commitment to ensuring that there is no diminution of the school completion programme, which is an important element of the agency's educational welfare services. It is highly regarded as a key response in securing improved educational outcomes for young people at risk of early school leaving.
#MartinFerrisSF	unknown-#MartinFerrisSF-party	unknown-#MartinFerrisSF-dob	unknown-#MartinFerrisSF-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	76	Go raibh maith agat. In particular, the school completion programme provides a service to areas and sectors in society that are less well off, for example, the Traveller community. In north Kerry in my constituency, there are 210 Traveller families. A sizeable number of their children would not be in school were it not for the availability of this programme. It has added benefits for society. For example, after-school services try to help people to keep up with other students. Young people starting out in life are given a great foundation because they can not only compete, but believe that they can compete and be just as good. The Minister mentioned a figure of €182,000 for the programme in north Kerry. This follows a number of severe cuts in recent years. Is there any possibility of the figure increasing in order to give the programme the added value that is necessary to provide services?
#JonathanOBrien	unknown-#JonathanOBrien-party	unknown-#JonathanOBrien-dob	unknown-#JonathanOBrien-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	77	I welcome the Minister's comments on his and his Department's commitment to the school completion programme. It is an important element of the agency's educational welfare services. More than anyone else in the Chamber, the Minister is aware that children from poor socioeconomic backgrounds have lower levels of educational attainment. One of the ways to improve this situation is through education itself, for example, programmes like this one that enable children from such backgrounds to stay in school and achieve their educational potential. This is how we will break the cycle. We have come through tough economic times and the Government needed to make difficult decisions, but we are now being told of a slow recovery and green shoots. Although the programmes in question may be small and do not require large amounts of funding, every cent that is spent on any programme that helps to keep children in school and to achieve their educational potential has a knock-on effect further down the line.
#BrianWalsh	unknown-#BrianWalsh-party	unknown-#BrianWalsh-dob	unknown-#BrianWalsh-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	78	I must ask the Deputy to conclude.
#JonathanOBrien	unknown-#JonathanOBrien-party	unknown-#JonathanOBrien-dob	unknown-#JonathanOBrien-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	79	I hope that the Minister will recognise this fact when drawing up budgets.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	80	I am pleased that the Deputies across the floor support this programme and understand its value. I do not doubt that the ESRI's report will vindicate that value, although I do not have it as yet. As a republic, what we want is equal opportunity for all of our children and to level the playing pitch for children who are born into socioeconomic disadvantage. I agree with Deputy O'Brien, in that education is a major part of that work. Being able to keep children in school when the odds are stacked against them because of other issues, none of which is of their making, is a job for the Government and a republic that believes in cherishing all our children equally and providing everyone with an equal opportunity. We level the playing field through this programme. It is one that I support strongly. More generally, the Government set out to do two major things. It promised to fix the economy and to return people to work. The economy is recovering and we have created 90,000 plus new jobs, with more to come. However, these are not ends in themselves. They are measures that we wish to be the basis for having the funds to repair the services that were damaged during the recession and to repair society by offering everyone as good a start as we can. As mentioned during Question Time, the best return on the investment of money and other resources lies in young children. They are our future. They are the most important thing to us.
#DaraCalleary	unknown-#DaraCalleary-party	unknown-#DaraCalleary-dob	unknown-#DaraCalleary-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	81	I thank the Ceann Comhairle and his office for allowing me to raise this issue. The Minister will not be surprised that I am raising it again. Small to medium-sized enterprise, SME, debt, particularly in light of the impending sale of many SME loans to foreign holdings, is the forgotten crisis in Irish banking. There has been an understandable focus on mortgage debt and the buy-to-let sector, but banks that are in some cases exiting the Irish market or reducing their services have in recent months begun selling the loans of many small companies and local businesses throughout the country to outside funds. A number of high-profile large companies have gone to court, incurring significant legal expenses. When loans are sold, businesses find that the protections offered under their original loan agreements are not as robust as they were led to believe or as the Government would lead us to believe. The lack of consultation and alternative funding is frustrating. In the cases that I have dealt with, the pillar banks of AIB and Bank of Ireland have been willing to put new facilities in place. However, banks that are exiting the market - in the cases I am referencing, Ulster Bank - are pursuing an agenda of getting out of business lending and answering to targets set in another jurisdiction and are not interested in sitting down to deal with borrowers. In the two cases I am dealing with, 50 jobs are in danger in each for want of a fairer banking deal and competitive banking facilities. The Minister of State, Deputy Nash, committed to having the credit guarantee scheme revised to allow for a provision whereby participating banks in the scheme could fund businesses whose banks were exiting the market. However, Ulster Bank's customers are falling through the cracks even though it participates in the scheme. Where it sells a business loan to a fund, provision is not being made. If the business were a customer of Danske Bank or Bank of Scotland, provision would be made automatically. The Minister's Department has been under significant pressure due to the Companies Act 2014 and various industrial relations Bills, but it is outstanding that the review of the credit guarantee scheme has not yet been delivered.Likewise, as we enter the summer term, it is clear that several of the commitments in the legislative programme will not be delivered. In the meantime, only 162 facilities have been agreed under the credit guarantee scheme in the four years since it was established. That is way below where we and the Minister want it to be. The lack of urgency within the Department in addressing this issue is a cause for great concern. While there is political awareness and concern around SME debt, the system does not really understand the problem or the urgency of it. We need the Minister to press home the message within his Department that this is an urgent issue which will affect employment and the ability of many businesses to gain from whatever recovery is beginning to take hold. There is no longer any opportunity for delay. The figures for 2014 show that 40% of SME debt in the pillar banks was in long-term arrears. In 2013, Fiona Muldoon, then a senior official in the Central Bank, indicated that some 50% of SME debt was impaired. We need action on this issue now. There must be alternatives available to businesses that have managed to trade through very difficult years and now need some type of break to help them to deal with a circumstance for which they are not responsible.
#RichardBruton	Fine Gael	22676	unknown-#RichardBruton-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	82	I thank the Deputy for raising this issue. There is no doubt that the funding difficulties being experienced by small and medium-sized enterprises have been a huge issue right through the period of this Government's term in office. We have introduced a great deal of change in an effort to respond to that. The remit of the Credit Review Office has been repeatedly extended, for example, with the limits increased to try to deal with the problem. The Minister for Finance is introducing protections for these types of loan arrangements to ensure the new owners of credit books adhere to the protections that exist under the consumer protection provisions relating to credit servicing. That will be included in the new legislation the Minister is bringing through the Oireachtas. The Deputy is correct that we have introduced a draft statutory instrument to extend the credit guarantee to exiting banks. That has gone through drafting and is now in the phase where we are rolling out the agreements with participating banks. That process is nearing completion. This was designed to deal with exiting banks, and Ulster Bank, to which the Deputy referred, is not among those banks. We will have to consider the specific circumstances he highlighted to see whether we need to introduce a new statutory instrument. The legislation is at an advanced stage but is proving to be rather complex because it deals with the State giving guarantees, which has given rise to difficulties we have had to work through. The Deputy rightly identified that we need to look much more closely at what exactly is happening in the case of the Ulster Bank loans to see whether there is a way of accommodating them, either through a new statutory instrument, which would be necessary to extend the remit of existing provisions, or through an instrument introduced when we have the new primary legislation in place. I assure the Deputy that there is no lack of urgency in respect of this issue either in my Department or on the part of Government. This is an area where we are continuing to respond to changing circumstances in the marketplace and seeking to develop instruments that respond to those changes. The introduction of the Strategic Banking Corporation of Ireland is leading to the introduction of new financial instruments into the marketplace. I assure Deputy Calleary that we will be looking closely at these issues. I thank him for bringing specific instances to our attention, which we will pursue with a view to devising a solution. As he knows, resolving these matters requires more than a stroke of a pen. It involves devising a statutory instrument and rolling it out with the banks, which requires putting the necessary legal agreements in place to allow the banks to operate it.
#DaraCalleary	unknown-#DaraCalleary-party	unknown-#DaraCalleary-dob	unknown-#DaraCalleary-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	83	I thank the Minister for his reply. The specific problem here is in respect of Ulster Bank. When he discussed the matter with Ulster Bank, it put him in touch with the Royal Bank of Scotland. The latter's argument was that it is under the control of Her Majesty's Treasury and must meet the targets that are set for it in terms of its restructuring. Given that the Minister is reviewing the situation and he accepts we have a specific problem here, could contact be made, at ministerial or official level, outlining that there are specific solutions being devised in Ireland, through the credit guarantee scheme, and asking Ulster Bank to suspend its programme of selling loans, particularly for very small businesses that cannot afford the lawyer's services that are necessary to defend their case? The Minister referred to consumer protection. There is some protection in place but where we are talking about impaired loans, many of those protections are invalid. An agreement has been made with the Irish banks whereby once a loan is sold, if the business is worth taking apart then the fund will take it apart with no regard for employment or the history and future potential of the business. Given that the Minister recognises there is a specific problem and a particular shortfall in terms of the Department's response, will he consider making an approach to Ulster Bank asking it to suspend its programme? That would have the additional effect of injecting urgency into the rolling out of the legislation.
#RichardBruton	Fine Gael	22676	unknown-#RichardBruton-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	84	We need to have all the facts before we decide on a course of action. It is not true to say protections are worthless where the loans in question are impaired. In fact, there continue to be procedures and protections in place where loans are impaired. I take the Deputy's point, however, and we will look at the situation fully to see what is the best way in which to find a resolution. I will not make any commitments without having the advantage of a proper assessment. I assure the Deputy that we will continue to work on this and I will respond to him either privately or publicly.
#MichaelLowry	unknown-#MichaelLowry-party	unknown-#MichaelLowry-dob	unknown-#MichaelLowry-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	85	I welcome the opportunity to raise this issue of paramount importance to the 80 permanent staff at the Bord na Móna briquette plant at Littleton and the bog production area at Templetuohy. Littleton is located in the heart of County Tipperary and has always been closely associated with Bord na Móna and the briquette factory. The factory has been part of the community since it opened in 1981 and has proved to be the lifeblood of the local rural economy, providing quality employment and invaluable community support and delivering a degree of job security in an area that is otherwise devoid of industry. Sadly, after 35 years of providing a steady income for countless families, staff were informed last week that Littleton's production facility is to close from 29 April until the middle of August, with a roster providing for a skeleton staff over a 14-week period. This means workers will face a minimum of eight weeks being laid off. Moreover, staff have been informed that two-day working weeks may be enforced. They were told these measures are being undertaken as a cost-saving exercise. These savage cuts to pay and conditions will have a devastating impact on the income of permanent staff and consign them to financial hardship. There are no conceivable grounds for such drastic action by Bord na Móna. The company is profitable, making a profit of €50 million on its peat-production activity last year and an anticipated profit of €40 million in 2015. The Littleton plant itself is also doing well, with an estimated profit last year of approximately €3 million. We have a situation where a profitable company is treating its workforce in a despicable way and transferring some of the costs of its employment obligations onto the Exchequer through the Department of Social Protection. I commend the Minister for Jobs, Enterprise and Innovation, Deputy Richard Bruton, on his recent announcement, to much fanfare, of a Government rural investment initiative to maximise employment and revitalise local economies. However, in the context of what is happening at Bord na Móna in Littleton, the Minister's statements in this regard are ridiculous, meaningless and hollow.If the Government is serious about supporting rural industry, it must move immediately to assist Bord na Móna to protect its employees by addressing, first, the issue of carbon tax and, second, the ESB's public service obligation on financial subsidies. I ask the Government to tell Bord na Móna management that its slash and burn approach will lead to human carnage and actions that are unacceptable. The Government must insist that Bord na Móna changes direction and involves itself in meaningful negotiations with the group of unions to find a different approach and reach agreement on contentious issues.
#NoelCoonan	unknown-#NoelCoonan-party	unknown-#NoelCoonan-dob	unknown-#NoelCoonan-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	86	I am glad to have this opportunity to speak on this matter and I thank the Ceann Comhairle for selecting it. As Deputy Lowry said, it is a hugely important issue in the locality. When it is combined with the effect of the closure of the Lisheen Mine with a possible loss of jobs for 400 people, we are talking about 500 people in the area losing their jobs. It is a huge blow to the area. I call on the Minister of State present along with his colleagues, the Minister with responsibility for energy and the Minister with responsibility for employment to take a hands-on approach to this matter and to speak directly to the company, which is heavily subsidised with taxpayers' money and also by the ESB, to ensure the future of the briquette factory in Littleton. We have been told that part of the reason for this decision is due to the stockpile of briquettes that are in the country. Even though this is not directly in the Minister of State's remit, he has responsibility for European affairs and the carbon tax is an issue in that context. We are being flooded with coal imported from the North which is not subject to carbon tax. It is estimated that the carbon tax has added 50 cent to a bale of briquettes. In this context, we are talking about fair trade and equal opportunity for all. I ask the Minister of State to take up this issue to ensure that people in rural Ireland are not being penalised.  The briquette factory in Croghan, near Edenderry, closed in the 1990s. We were then left with two factories. We wish to safeguard these, particularly the factory in Littleton, which is creating meaningful employment in the area. We want to ensure its viability into the future.  What action is the Minister of State and the Government going to take to preserve the jobs in the briquette factory in Littleton, County Tipperary? Are they going to have a meaningful hands-on working relationship with Bord na Móna whereby they will call in the management and ask it about the way it is treating the workers who have given genuine service for many years? The workers were told there was no employment for them for approximately four to five months in the height of summer. They were told they would be deployed to other maintenance jobs or to upgrading the factory but either way, everybody who is in employment in Littleton will be affected by this. I call on the Minister of State to press the Government takes adequate action to ensure the immediate viability of these jobs and the security, safety and guarantee of those jobs into the future.
#DaraMurphy	unknown-#DaraMurphy-party	unknown-#DaraMurphy-dob	unknown-#DaraMurphy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	87	I thank Deputies Lowry and Coonan for raising this very important matter of great concern for the people involved. As they will be aware, Bord na Móna is facing significant business challenges in the context of the deregulation of the electricity market and increasingly competitive and challenging environments across all its business areas. In order to ensure its continued success, the company is implementing a programme to transform all areas of its operations and structure, the key objective of which is to improve business effectiveness and efficiency. The specific matter raised by both Deputies in regard to terms and conditions of employment is an operational matter for the company and not one in which the Minister, Deputy White, has any role or function. He passes on his apologies for not being here. Furthermore, taxation policy, including the carbon tax, its implementation and impact, is a matter for the Minister for Finance and not one in which the Minister has any function.  However, I understand that the Minister, Deputy White, has raised the wider issue in regard to peat production with Bord na Móna and has been advised that the temporary cessation of peat briquette production is confined to the two factories at Littleton, County Tipperary and Derrinlough, County Offaly. Both factories are peat-based manufacturing plants, producing Bord na Móna peat briquettes and run on a 24-7 basis during production. Each year, based on sales requirements, Bord na Móna implements a specific production plan for each of its factories. The plan normally includes periods where production ceases, there is maintenance overhaul and where there is annual leave, including a break in production over the Christmas period without, normally, loss to employees. I understand, however, that as a result of very mild weather in recent months, competitiveness challenges, a high private timber and sod turf supply and falling prices for home heating oil, the opportunity for the company to sell its current stocks is unfortunately very challenged this year.  As the Deputies will be aware, in December last, affected employees were informed of the seriousness of the stock situation at the factories and production temporarily ceased over the Christmas holiday period. While production recommenced in early January, it became apparent by early February that stocks were again building up due to continuing lower sales levels. Formal communications took place with staff and union representatives in February and the company advised that production at both plants would cease at the end of March until early September. It was further agreed that plans were to be prepared for each factory to manage the shut-down in the most efficient manner possible. The company is running the normal maintenance overhaul at both plants during April and no employees are laid off. Following this, holiday leave will be scheduled. Thereafter, I understand that unfortunately it will be necessary to lay off a number of staff in June and July. Management is actively considering all options to mitigate the impact on directly affected workers through redeployment of people to security duties, bog operations, other areas of the company or outside contract work as well.  At all stages staff and union representatives have been kept informed of the situation. The restart of briquette production is scheduled for 10 September next. In the meantime the company is actively reviewing new product development opportunities and engaging with local management and staff on trying to grow new markets for peat products. The Minister is aware of the seriousness of the situation and would encourage management and staff to work together in managing this very difficult period ahead while looking forward to the restart of production at the earliest possible date.
#MichaelLowry	unknown-#MichaelLowry-party	unknown-#MichaelLowry-dob	unknown-#MichaelLowry-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	88	There are two things the Government can do and for which it can take responsibility. The first is the fact that, as the Minister of State said, Bord na Móna is no longer competitive. The reason its products such as briquettes and peatland products are no longer competitive is that they are subject to the carbon tax. That tax was introduced in budget 2010. Following discussions with the then Government I secured an exemption for peat products. That exemption was lifted in the budget of 2013 when the Government imposed the tax at €10 per tonne. It doubled the tax in the 2014 budget to €20 per tonne. Effectively, a bale of briquettes has a carbon tax levy of 56 cent. It makes those products uncompetitive compared to Northern Ireland, where coal and briquettes are not subject to a carbon tax. As Deputy Coonan said, coal is being imported at low prices with which our Bord na Móna products cannot compete. The Government can move on that and it can also move on the public service obligation that the ESB has, which is denying Bord na Móna €23 million per annum.
#NoelCoonan	unknown-#NoelCoonan-party	unknown-#NoelCoonan-dob	unknown-#NoelCoonan-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	89	I am disappointed with the Minister of State's response in that he said this is a matter for the Minister for Finance and not the Minister. That is poor consolation to workers who will be unemployed for three months during the summer. This is the reason I call for a co-ordinated approach by the Government, including the Minister for Finance, the Minister with responsibility for energy, the Minister with responsibility for employment and the Minister of State present, to ensure there is fair competition when we are competing with the North and being flooded with material from the North that is not subject to a carbon tax. I ask the Minister of State to take a hands-on approach to try to resolve this problem.It is a question of the cost of production which the Government is certainly in a position to address with Bord na Móna. If there is a will, there is a way. We ask the Minister to have the will and a way can then be found.
#DaraMurphy	unknown-#DaraMurphy-party	unknown-#DaraMurphy-dob	unknown-#DaraMurphy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	90	The Government is more than aware of the seriousness of the issue. The matter of a carbon tax is one for the Minister for Finance. There has been an unfortunate combination of events, with a supply of very low-cost competing products, as well as a mild winter. As I said, this is a matter for the company in the first instance, but the Minister will continue to encourage management and unions to try to find the best possible outcome in what is a very difficult situation. I thank the Deputies for bringing the matter to our attention.
#MichaelMartin	unknown-#MichaelMartin-party	unknown-#MichaelMartin-dob	unknown-#MichaelMartin-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	91	I am sure the Taoiseach will agree that for many families the most significant financial outlay is their monthly mortgage payment. It has a huge impact and can create enormous pressure in their lives. We have a situation where over 300,000 households are on standard variable rate mortgages which clearly are exorbitant and exerting enormous pressure on their capacity to sustain their lives from a financial perspective. It is very clear that the rates being charged are far in excess of the cost of bank funds. A typical €200,000 standard variable rate mortgage holder, for example, is paying €6,000 more per year than a borrower with a tracker mortgage. I am sure the Taoiseach will agree that this is simply unsustainable. Given that there is a figure of approximately €40 billion for standard variable rate mortgages, a 1% reduction in interest rates would equate to a benefit of an estimated €400 million to households across the country. Even a 0.5% reduction would equate to a benefit of around €200 million which would provide enormous relief for the families concerned. It would put issues such as the property tax and water rates in the ha'penny place in terms of the actual financial impact on such families who are the most hard-pressed in the country. It is very difficult to justify the high rates charged for standard variable rate mortgages when one looks at the cost of funds. AIB is charging a rate of 4.15%, while Bank of Ireland and permanent tsb are charging 4.5%, but the cost of funds is 1.64%, 1.15% and 1.74%, respectively. The variation is huge and in stark contrast with the rates in other eurozone countries. Customers in Ireland on the standard variable rate are paying up to 2% more than their counterparts in the eurozone. Banks which operate in both the Republic of Ireland and the North are charging their customers here on such mortgages 2% more than in Northern Ireland.  We raised this issue in a debate during Private Members' time over two weeks ago when our finance spokesperson, Deputy Michael McGrath, pressed the Minister strongly in what was a comprehensive and constructive presentation by our party, particularly in terms of providing solutions to the problem. However, the Government has not stepped up to the plate and there has been very little engagement on the issue. Essentially, the Government has given the banks free reign in how they operate and impact on customers. Has the Taoiseach met the banks specifically on this issue? Has the Economic Management Council raised it with the banks? From what we can see, it has not met the banks since 2012. What is the Government proposing to do to alleviate the enormous, unacceptable and unfair pressures on families?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	92	I agree with the Deputy that their mortgage outlay is one of the principal issues they have to deal with every month. I also fully understand, from direct contact with so many people, the numbers who struggle to meet their mortgage repayments. Obviously, this is part of the legacy of the economic crisis of a number of years ago.  The Deputy asked if I had met the banks specifically on the issue. I have not. He is aware that the Government is not in a position to direct what interest rates should be; nor does it want to become the director of what they should be. However, it is not happy with the current position, given the emerging evidence that the reduction in the interest rates at which banks borrow money from their lenders has not been passed on to consumers. The Deputy will be aware of many of the reasons behind this. On the one hand, the Government has been dealing with cases of mortgage distress and mortgage arrears which are causing difficulties for many and committed to bringing forward a range of measures to attempt in the next short period to deal with mortgages in long-term distress. The Minister for Finance met the Governor of the Central Bank to discuss the question of higher interest rates being charged on variable rate mortgages in Ireland. Both he and the Governor noted the lending charges to banks and the rates being charged to mortgage holders and the Central Bank has undertaken to do further work on the scale of what is involved and the justification of the banks for the higher rates being charged to Irish mortgage holders in comparison to their counterparts in the eurozone. That work will continue and, obviously, the Minister and the Government will monitor the position very closely.  I do not want to do anything that would interfere with the process or the principle of people being able to acquire mortgages at competitive interest rates in a situation where the banks have been normalised. The capacity to obtain a mortgage at a competitive interest rate has been a fundamental part of home acquisition and home ownership, to which people in Ireland legitimately aspire. The Deputy is quite right to raise the matter and it is one on which the Government is focused. There is, obviously, a requirement for it not to become the director of mortgage interest rate levels. That said, it has made its views very clearly known to the Governor of the Central Bank through the Minister for Finance.
