#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	0	I propose to take Questions Nos. 1 to 3, inclusive, together.My Department was represented on the national emergency response co-ordination committees, established each time on an ad
hoc  basis, with regard to the two severe weather situations of recent months.  The committees were chaired by the Department of the Environment, Heritage and Local Government as the lead Department.  The committee responding to the flooding crisis included a principal officer from my Department and members of the Government Information Service.  The committee responding to the snow and sustained freezing conditions included these officers and an assistant secretary from my Department.  I am satisfied with the role they played in both situations.My Department is specifically nominated in the framework for major emergency response with regard to the co-ordination of information for communication to and through the media.  This role was managed by the Government Information Service, which among other activities organised daily briefings for journalists with the relevant Ministers.  I am glad to take this opportunity to express once again my and the Government's appreciation of the work of local authorities, the Garda Síochána, the Health Service Executive, the Defence Forces, Civil Defence and other statutory bodies, as well as Departments, in responding to the two severe weather events.  I am also glad to recognise the very valuable contribution made by voluntary organisations and individuals in providing assistance to their fellow citizens during those events.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	197	Hear, hear.
#RichardBruton	Fine Gael	20834	unknown-#RichardBruton-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	198	The doubling of the national debt today is significant.  A total of €11 billion has been put in to recapitalise the banks and later we will vote on NAMA spending €43 billion to acquire toxic loans.  The Minister stated €11 billion will be used for recapitalisation, most of which will go to Anglo Irish Bank, and a further €10 billion will be paid to that bank later.  We are, therefore, being presented with a debt of €75 billion.  People outside the House are flabbergasted by the scale of what is happening and they have worry heaped upon worry.  Today, bad practices in the Quinn Group have resulted in the new Financial Regulator going to court to put two of its companies into administration.  This is another worry for taxpayers and another potential bill that will come home to them to pay.These are troubling times and the onus is on us in the House to take great care about the decisions we take.  That is what we must do in undertaking scrutiny of what is before us.  Our economy is in deep crisis and recovery depends on the choices we make today.  I believe the Government is choosing to nurse along the bad decisions of the past to protect professional investors whose risk capital helped to protect them from any loss and that choice will put a huge squeeze on the capacity of the Government, or any future Government, to carve out a recovery strategy.  A sum of €75 billion, of which €40 billion will go to Anglo Irish Bank alone, will dramatically constrain our freedom of manoeuvre to invest in our future and that has to be acknowledged.It is important that the debate be conducted on the basis of hard evidence and not on myths.  I am appalled that I still hear myths from the Government, which I would like to nail now.  I have heard it argued time and again by Government spokesmen that failure to protect bondholders in the banks would amount to a default by the Irish people on its obligations.  That is simply not true and even the Taoiseach repeats that myth time and again in the House.  The debts run up by Seán FitzPatrick in creating his buccaneering bank are not taxpayer commitments.  They were not borrowed by the taxpayer.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	199	Hear, hear.
#RichardBruton	Fine Gael	20834	unknown-#RichardBruton-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	200	They are commitments made by a dysfunctional bank, which was not properly regulated and which was encouraged in its folly.  The guarantee we offered in 2008 will expire next September and, therefore, we offered bondholders a temporary guarantee while the banks got their affairs in order.  It is simply wrong for Ministers to come into the House and pretend the taxpayer has an obligation to pay off all that money.I want to nail another myth peddled by Government spokesmen, which is that this is a paper transaction that does not involve real money — it is ECB money or Monopoly money or soft money — and it is not part of our debt.  It is no such thing.  It is hard cash that our grandchildren will be obliged to pay.  It is not cheap money.  It is being borrowed at a short-term rate, which is the same as, if not greater than, the rate at which the Government is able to borrow.  We hear this time and again, as if the additional €64 billion we are putting in today is soft money.  This is real hard cash and we have to get that into our heads.  The decisions we take later will reduce our capacity to do many things to which our people rightly aspire.  Now is the time to be clear about what it is we the taxpayers want from the banking system and what we are willing to pay for.  We want a good banking system capable of lending.  We want banks of systemic importance to the economy to emerge from the crisis cleansed of their toxic loans.  The Minister did not answer the question of why Anglo Irish Bank is regarded as being of systemic importance to this country.
#MichaelDHiggins	unknown-#MichaelDHiggins-party	unknown-#MichaelDHiggins-dob	unknown-#MichaelDHiggins-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	201	Exactly.
#RichardBruton	Fine Gael	20834	unknown-#RichardBruton-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	202	Where is the evidence that it is of systemic importance that would now justify injecting an additional €36 billion to add to the €4 billion we have already contributed?  The appalling unwinding of Anglo Irish Bank has been revealed again today by the new figures.  We now hear there is €36 billion of toxic developer loans, which is 25% more than we were led to believe just a few months ago.  The quality of those loans is now being written down by 50%, which is 66% worse than we were led to believe a few months ago.  The State's injection, which up to a week ago we were told would total €10 billion, will now be €22 billion for the required recapitalisation.  That is 120% more than we were led to believe.  Anglo Irish Bank will absorb 70% of the recapitalised money the Minister is investing to try to get our banks going.  What will that produce?  Will it deliver any lending?  Will that 70% of the recapitalisation get credit flowing?  Will it put someone back to work or help with a person's mortgage?  It will not.  That is the reality.  The money has gone into a black hole.Rapid deterioration is evident.  The Minister has admitted that the details on Anglo Irish Bank get worse every day.  Despite that rapid deterioration the policy remains the same.  There is no budging in the Government's policy, which is that the taxpayer should be the first over the hill to rescue the bank, not those who invested in it.  That is the essence of the policy.  I cannot understand why the policy is not changing as the evidence emerges on what an abnormal bank Anglo Irish Bank was, to the extent that it is jeopardising our future as a nation.  I heard spokespersons on behalf of the Government say this morning that Anglo Irish Bank is systemically important to the country.  It is no more systemically important to this country——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	203	Seventy billion euro.
#RichardBruton	Fine Gael	20834	unknown-#RichardBruton-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	204	The Minister is investing €40 billion in cash into the bank.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	205	Find it by the end of the week.
#RichardBruton	Fine Gael	20834	unknown-#RichardBruton-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	206	The Minister has not considered the options.
#ShaneMcEntee	unknown-#ShaneMcEntee-party	unknown-#ShaneMcEntee-dob	unknown-#ShaneMcEntee-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	207	It is treachery.
#RichardBruton	Fine Gael	20834	unknown-#RichardBruton-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	208	Bad decisions in Anglo Irish Bank have been responsible for bringing this country to its knees.  Its banking model is utterly broken and will not be revived.  It is undertaking no lending to the sectors that can drive our economic recovery.  Not one new loan or new job will be created by Anglo Irish Bank.  The only purpose of putting money into the bank will be to repay the professional investors.  I cannot see a sound economic or moral argument for turning to taxpayers and asking them to do that.We have heard from Anglo Irish Bank that it believes closing the bank down in an orderly way over a decade or more would be more expensive.  Let us be honest.  It has not costed that approach.  The only strategy that has been costed is one in which all the bondholders would be rescued and have to contribute nothing.  There is another strategy with respect to Anglo Irish Bank, namely, what normally happens when a company of no systemic importance to the taxpayer gets into trouble, that its creditors take over and try to recover as much as they can from the debts, loans and assets of the company.  That is what happens in capitalism.  When people make investments that go sour, they take the consequences.  That is not an option that was considered by Anglo Irish Bank, or if it was neither the Minister nor the bank presented the analysis to us.  We need to see such an analysis and it has not been presented by the Minister to the House today.  That is the nub of the decision we are being asked to make — whether, as the Minister indicated in his speech, this is the only way.  I do not believe it is.  I can understand how the management of Anglo Irish Bank would not cost that option, because at the end of the day it wants to see the bank as a going concern and to look after the bondholders.  The question is whether taxpayers want to see that and if it is in their interests.
#ShaneMcEntee	unknown-#ShaneMcEntee-party	unknown-#ShaneMcEntee-dob	unknown-#ShaneMcEntee-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	209	We cannot afford it.
#RichardBruton	Fine Gael	20834	unknown-#RichardBruton-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	210	While I understand why Anglo Irish Bank did not cost that option it is inexplicable why the Government did not do so and explain to us in clear terms why it has chosen to bail out all those people rather than allow the normal principles of capitalism to apply in a bank that no one other than a few people in the Government parties believes is of systemic importance to this country.  I repeat what Mr. Colm McCarthy said, the onus is on the Minister and the Government to explain why this is the right decision.As far as I can see the calculation is that the bond markets looking at Ireland Incorporated would take a view that it would be far worse to invest in a country that decided a busted flush bank such as Anglo Irish Bank was not important.  The implication is that investors would worry about a country that faces reality and says a bank run in a buccaneering way is of no importance.  I believe the bond markets would not look on matters in that way.  They would recognise that the country had accepted it had commitments to the people and to the future of the nation, not a busted flush bank, and that it wanted to put its scarce €40 billion, if it could pull it together, into building strong arteries for economic recovery.  This is not a normal bank and these are not normal times.  This is a bank that has behaved recklessly and does not deserve the commitment of the taxpayer for which, as the Minister indicated, the banks should be grateful.We should not offer Anglo Irish Bank that cover.  A different case could be made for the other banks, namely Allied Irish Banks and Bank of Ireland.  I recognise that they are systemically important.  They run our ATMs, pay our mortgages, keep bank accounts going and business flowing.  I recognise that we have to do special things to face up to the difficulties experienced by those banks.  There is an assumption that the Government should not apply the rules of capitalism and that we should bail out this bank.  The Minister will cite learned bankers who would say that is correct but it is worth saying that the people who recognised the oncoming juggernaut of the property collapse are not on-side.  Those who saw and issued the warnings do not believe this is the way to deal with Anglo Irish Bank.  It is important that we take on board that view, which was not listened to at the time it was made.  The fear of the contagion from not supporting Anglo Irish Bank and all its bondholders should be put under severe scrutiny.
#MichaelDHiggins	unknown-#MichaelDHiggins-party	unknown-#MichaelDHiggins-dob	unknown-#MichaelDHiggins-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	211	Hear, hear.
#RichardBruton	Fine Gael	20834	unknown-#RichardBruton-constituency	speech	unkown-language	2010-03-30 00:00:00	Prelude	212	It has not been put under severe scrutiny in the Minister's speech.  There was not even a reference to the possibility that the €2 billion of subordinated bondholders in Anglo Irish Bank might lose in this event.  Why would we pay back that €2 billion?  I do not understand why that has not been addressed in the Minister's speech.I welcome the tough regulatory capital requirements that the new regulator has set in respect of the other banks.  It is crucial that we are not continually coming back to the banking crisis and that we half cure it.  The regulator is right to apply rigorous stress tests and to expect the banks to be able to fulfil them.  The stress tests look convincing, although I am surprised there has been no reference to the impact of rising interest rates on the potential stress on the loans.  Perhaps that is for us to take up another day.I was surprised to read in the newspapers at the weekend that the attitude the Minister was taking to the banks was take it or quit, that he was going to confront them and firm decisions would be taken, that this was the moment of truth and that they would have to make their decisions at the same time as the taxpayer was facing up to the matter.  That is not what has happened today.  No decision has come forward from the banks that they are definitely disposing of non-core assets, that they intend to turn to other investors in their banks and expect them to bear some of the losses or that they will offer new shares for subscription.I believed these were the subject of hard talking by the Minister and that he would bring across the line a package involving everyone making an effort together, even within Allied Irish Banks and Bank of Ireland.  Instead, the issue is being kicked down the road like a can being kicked a bit farther.  We will have to wait some more months before we see exactly what the banks will do.  It will be the end of the year before we find out how the banks will meet their capital requirements.  What will happen the banks and the banks' credit while we are waiting for decisions to be made?  The banks will try to hoard every bit of capital and ration every loan they can to protect their independence from the Government.I took heart when the Minister faced up to the take-it-or-quit approach.  However, there is now a slow bicycle race that could extend right until the end of the year, at which time the banks will be freezing out people who depend on a flow of credit.  Those individuals behind bankable business projects that perhaps could revive this economy will be refused credit by the banks, which will claim they are concentrating on meeting their capital requirements.  The banks will say it is too bad they cannot talk to them.  This is a real worry.  I was misled by the headlines claiming we were finally facing up to this issue.Let nobody be under any illusion that what we are doing today does not have implications for our capacity to get out of this economic difficulty.  Deliberately overpaying for toxic assets is still at the core of the strategy.  We have not heard today what the long-term economic value will be or the extent of the uplift over and above the market value.  We will deliberately overpay for bank shares considering their value in the marketplace to avoid the majority shareholding.  We are to set up a massive State monopoly, the biggest property company in the world, to manage a property portfolio.  These decisions will undermine our capacity to do so many things this country needs.  The Government's approach is not some inspired stride away from the brink but a step closer to it.  The taxpayer will carry all the load for these bad decisions.I welcome what the Minister has to say about lending but we must question whether we can believe what is now being said about it.  When the Minister announced the recapitalisation plan in February last year, he told us the Government had decided on a new recapitalisation plan that would "reinforce stability" and "facilitate banks involved in lending to the economy" and get credit flowing again.  He also stated, "The recapitalised banks have agreed to work closely with the IDA, Enterprise Ireland and with State agencies to ensure the supply of appropriate finance".  The very same elements that were presented today as part of the credit agreement were presented in February of last year as if they were to be delivered between then and now.  No one would agree with the Minister that the commitment of last year has been honoured.  Can we believe the commitment of today will be honoured?While I admit there is a statutory power and that the Minister has the power to issue directives if there is a failure, there is also the reality that the banks will hoard capital to try to defend their position over the coming months and avoid the State taking over.  I am grievously worried about what is occurring.NAMA was mentioned least of all in the Minister's speech today.  We are creating the largest property management company in the world.  The IMF has warned that State-run asset management companies are fraught with difficulties and that there is a real problem associated with their recovering money, because they become politicised.We did not hear today about the Oireachtas oversight committee we were supposed to have to oversee the operations of NAMA.  We are well past the deadline on which NAMA was to have produced protocols on risk management, its credit management function and its disposals policy.  It was committed to providing all those by the end of March, yet none of them has been provided although we are almost at the end of that month.  We expected to see them so we could have confidence that NAMA, which was moving to take over all the loans, would be managed in a way that would protect the taxpayer.  This has not occurred.There is a genuine worry that NAMA, having paid too much for the assets, will freeze the property market.  It will be scared out of its wits to dispose of any property that would show a loss.  It is probably worried that the European Union will look over its shoulder stating that if it incurs a loss, it constitutes State aid.  Is this a formula for getting the property market back into shape?  This issue still has not been addressed.We do not have the NAMA business plan.  Most people who looked at the last version of the NAMA business plan would regard it as a work of fiction.  It purported that 80% of the loans transferred to NAMA would perform fully and that everything would be paid back.  Who believes that?  The belief that the loans would perform fully underpinned the last business plan.  We need to see the revised business plan because we are now crossing the Rubicon.  There is no coming back or means of repairing our model or finding a new way of proceeding.  We will have this on our balance sheet.This is a time to be hard-headed in this House, a time to demand evidence from those who thrust this course of action upon us.  Thus far, evidence has been in short supply.  We need to see the revised business plan and the assessment of all the options, not just those preferred by Anglo Irish Bank.  We need to see the independent audits of the various assessments being carried out and to see the risk governance in NAMA.  We need to see the Oireachtas committee being established, with clear terms of reference, and a role for the Office of the Comptroller and Auditor General that would protect us.I agree there is no risk-free approach.  This is a difficult time.  It is superficially attractive for any Government to throw its arms around everyone and tell them it will look after them and that they need not take a loss.  However, we are not in a position now to take that approach.  The decisions being taken are mortgaging the future of Irish taxpayers.  The decisions are pretending the dream can continue such that we can in some way sort out the dreams of the past.  Today's decision on where we go as a nation is very important.The sum total of the Government's strategy seems to involve retrenchment in fiscal policy and writing whatever cheques are necessary to get the banks back in order.  This is not a sufficiently good choice.  It involves looking back at the mistakes we made, nursing solutions along and battening down the hatches to see whether we will get by.  This is the time when we need to have the vision to strike out for a very different future and invent a different future for the country.Today is a momentous day because the commitments we make, including today's doubling of the national debt and the investment of €4 billion in Anglo Irish Bank, restrict our capacity to reinvent ourselves as a nation.  We must be very careful in scrutinising the evidence before we give the pass to them.  I do not see the evidence and am gravely worried about what is proposed.  We must rethink our approach.
