#AindriasMoynihan	unknown-#AindriasMoynihan-party	unknown-#AindriasMoynihan-dob	unknown-#AindriasMoynihan-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	24	Cuirfidh mé ceist dheireanach, más féidir liom. Nuair atá Gaolainn leagtha síos mar rud roghnach nó desirable sa job description, cén meáchan a bhfaigheann sé nuair atá an tseirbhís tar éis agallamh a chur ar duine agus nuair atá sí ag teacht i dtreo an chinnidh dheireanaigh? Cé a dhéanann an cinneadh sin? An é an Roinn nó an tseirbhís? Conas a dhéantar an t-idirdhealú?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	25	What the Deputy is referring to is a policy matter for the Department. There is no weighting given to roles in the Civil Service. There is a weighting of 6% given for Irish proficiency in respect of senior roles in local government.
#AindriasMoynihan	unknown-#AindriasMoynihan-party	unknown-#AindriasMoynihan-dob	unknown-#AindriasMoynihan-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	26	An bhféadfadh an tUasal Comerford an 6% sin a mhíniú? An sé phointe breise é sin?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	27	Yes. An additional 6% is given for proficiency in Irish on top of the marks received.
#AindriasMoynihan	unknown-#AindriasMoynihan-party	unknown-#AindriasMoynihan-dob	unknown-#AindriasMoynihan-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	28	An bhfaightear é sin i ngach grád san údarás áitiúil nó i ngráid faoi leith amháin?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	29	I do not know. We only recruit for senior grades in local government.
#AindriasMoynihan	unknown-#AindriasMoynihan-party	unknown-#AindriasMoynihan-dob	unknown-#AindriasMoynihan-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	30	Baineann sé leis na gráid arda.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	31	Cuirfidh mé ceist a fhad is atá an Teachta Ó Cuív ag machnamh. Maidir leis an bpointe deireanach faoin 6%, tá na marcanna bónais sin fós ann ó thaobh foirne don chóras áitiúil.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	32	That is right.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	33	Níl sé ann do státseirbhísigh.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	34	No.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	35	Tá a fhios agam gur cinneadh polasaí atá i gceist ach, óna taithí féin, an gceapann an tUasal Comerford gur fiú breathnú arís ar na marcanna bónais chun daoine a mhealladh? An bhfuil sé ag feidhmiú sa chóras áitiúil?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	36	With respect, I do not think the issue is the marking scheme but the availability of candidates. It is not the case that candidates presenting who are proficient in Irish are disproportionately disadvantaged in any marking scheme. Our biggest challenge is the actual candidate pool, the people who are putting themselves forward for our Irish stream competitions or opting to compete through the Irish stream. That is where our biggest challenge is. It is not that they are failing as they come through the process, in which case 6% would make a difference. It is that they are not coming through the processes or applying at all.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	37	Aontaím leis an Uasal Comerford go bhfuil dúshláin ansin ach tá córas ag feidhmiú ina dtugtar marcanna bónais de 6%. An bhfuil aon taighde déanta ag an tseirbhís? An bhfuil sé ag feidhmiú i gceart? An fiú breathnú air mar chuid de réiteach an dúshláin? Tá sé ann in earnáil na húdarás áitiúla.Níl sé ann do na státseirbhísigh. An bhfuil taighde ar bith déanta maidir leis sin? An fiú fáil réidh leis na pointí breise? An dtuigeann an tUasal Comerford an cheist? An bhfuil aon taighde déanta ar cén chaoi atá sé sin ag feidhmiú?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	38	I am not aware of any research. However, the policy for this matter does not rest with us, but with the Department of Public Expenditure and Reform.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	39	An mbailíonn an tSeirbhís um Cheapacháin Phoiblí aon staitisticí ó thaobh na poist sin? An bhfuil eolas mar sin ag na finnéithe? Cé mhéad duine atá earcaithe ag an tseirbhís agus buntáiste bainte amach acu ó thaobh an 6%?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	40	I can provide the Chairman with a note on that. I do not have that information off the top of my head.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	41	Níl mé ag iarraidh spotsolas a chur ar an Uasal Comerford ach táimid ag iarraidh an t-ábhar seo a phlé.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	42	We went into some detail in our submission on the numbers who compete and the numbers who come through. We tried to give a sense of that.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	43	Tá an ráiteas cuimsitheach agus tá sé léite agam. Tá deacracht agam de bharr go bhfuil na finnéithe ag caint i mBéarla agus tá orm iad a aistriú. Tá sé sin deacair orainne. Tiocfaidh mé ar ais ag an gceist sin níos déanaí. Sa ráiteas tosaigh, luaitear nár líonadh aon phost le Gaeilge in 2018. An bhféadfadh na finnéithe é sin a mhíniú dom? Tá na gráid faoi leith luaite sa tábla sin. Is léir go raibh blianta áirithe níos fearr ná blianta eile, ach cad a tharla in 2018? Tá náid scríofa do chuile ghrád sa bhliain sin.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	44	That is probably a timing issue. While we would have advertised a campaign in 2018, we would have assigned people in 2019. If we advertised a competition in November, for instance, we would not be ready to make assignments from that competition until the following year. We ran a clerical officer competition in 2018, and those numbers are reflected in the 2019 figures.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	45	An ritear comórtas chuile bhliain?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	46	No.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	47	Ní bhíonn comórtas ann chuile bhliain. An mbraitheann sé ar an éileamh?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	48	Yes.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	49	Cé mhéad comórtas a bhí i gceist in 2018?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	50	I do not have that figure off the top of my head. Is the Chairman referring specifically to Irish language roles or to jobs in general? I can give her some-----
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	51	Táim ag iarraidh pictiúr iomlán den scéal, mar tá sé seo cosúil le míreanna mearaí. Níl mé ag iarraidh ach míniú a chur ar an rud. Is dócha nach mbeadh drogall ar bith ar na finnéithe a rá go bhfuil géarchéim ann ó thaobh na Gaeilge de. Nach bhfuil géarchéim sa tír seo ó thaobh na Gaeilge de? Sin an fáth go bhfuil muid ag cur brú ar an Rialtas an Bille maidir leis an teanga oifigiúil a thabhairt isteach. Tá sé ráite go soiléir ag an gCoimisinéir Teanga go bhfuil teipthe go huile agus go hiomlán ag na scéimeanna teanga. Tá géarchéim ann. An aontaíonn an tUasal Comerford leis sin?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	52	There is a huge challenge in trying to attract a wide pool of candidates who are willing to compete for roles in the public service through Irish. To answer the Chairman’s other question regarding the jigsaw comparison, we advertise around 450 competitions a year and place approximately 14,000 or 15,000 people in roles.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	53	Ritear 450 comórtas gach bliain.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	54	Roughly.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	55	Cé mhéad duine as an bhfigiúr sin a fhaigheann post?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	56	It depends, but between 12,000 and 15,000 people.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	57	Cé mhéad acu sin a fhaigheann poist le Gaeilge, nó poist ina bhfuil Gaeilge sainaitheanta mar riachtanas?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	58	I will use the example of the 2018 competition for clerical officer because that is an entry grade. In that competition, we ran a nationwide campaign for candidates with proficiency in Irish. A total of 20 candidates were placed on a panel, of which 15 were assigned.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	59	Sin an sruth Gaeilge.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	60	It is a specific Irish language stream. Fifteen people came in through a nationwide campaign.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	61	Cad faoi na gráid eile?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	62	Around 259 people applied for that competition, and 20 people were placed on that panel. In comparison, 14,000 people applied for the English stream of that competition. That is why the candidate pool is such a huge challenge for us.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	63	Is tír dhátheangach í an Bheilg, agus is eiseamláir í Ceanada maidir leis an dúshlán seo. An raibh na finnéithe i dteagmháil leis an mBeilg? An bhfuil taighde déanta acu óna thaobh sin agus cad atá foghlamtha acu?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	64	We have very strong ties with our counterparts in Canada. They visit us frequently and we see them and exchange-----
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	65	D’iarr mé faoin méid atá foghlamtha uathu. Cad atá foghlamtha ag na finnéithe maidir leis na dúshláin atá os ár gcomhair anseo?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	66	It is a challenge that-----
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	67	Cad atá déanta ag na tíortha a luaigh mé ó thaobh cúrsaí earcaíochta de?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	68	It is about things such as where one advertises, the candidate’s ease and experience throughout the process, making sure the services we offer and the process itself are professional and speedy, and fulfilling the normal expectations every candidate would have when engaging in the process. In terms of addressing the issue, often a collective effort from a number of initiatives and Departments in Government is needed to improve things. There is no magic-----
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	69	Tuigim nach bhfuil aon slat draíochta ann, ach bheinn ag súil go bhfuil rudaí faoi leith foghlamtha ag na finnéithe, mar tá dúshlán anseo. Úsáidim féin an focal “géarchéim”, ach glacaim leis gur “dúshlán” an focal atá úsáidte ag na finnéithe. Tá gá le beart maidir leis na dúshláin sin. Is sampla maith í an Bheilg. Níl mé ach ag piocadh amach cúpla tír. Go sonrach, cad iad na rudaí atá foghlamtha ag na finnéithe chun dul i ngleic leis na fadhbanna agus na dúshláin seo?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	70	We have learned some things that we have already implemented. The candidate experience is extremely important, as is ease of access for applying, readiness of information, the candidate’s ability to engage in the process, and timely feedback and follow-up. All those things are very important for supporting candidates. When people have a bad experience, they tell nine people, whereas when they have a good experience, they only tell three. Candidate experience is very important to us, regardless of the language in which we engage with candidates.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	71	An bhfuil an Teachta Ó Cuív réidh? Tiocfaidh mé ar ais ag an Uasal Comerford arís. De ghnáth fanaim go dtí an deireadh chun ceisteanna a iarraidh, ach ní raibh an Teachta réidh níos luaithe.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	72	Bhí mé réidh, ach bhí mé ag éisteacht go foighneach leis an gCathaoirleach ag cur a ceisteanna.Abair go bhfógraíonn an tSeirbhís um Cheapacháin Phoiblí post mar oifigeach cléireachais, le sruth amháin do dhaoine gan aon Ghaeilge agus sruth eile do dhaoine le Gaeilge. Má roghnaíonn duine le Gaeilge - agus le Béarla, mar is beag duine le Gaeilge gan aon Bhéarla - an sruth Gaeilge, agus má éiríonn leo dul ar an bpainéal, an gciallaíonn sé sin nach dtairgfear ach poist ina bhfuil Gaeilge riachtanach dóibh? An áireofar iad d’aon phost nach bhfuil an Ghaeilge riachtanach dó?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	73	In our experience, because of the numbers coming through, we never have issues placing candidates off our Irish panels very quickly. We find on occasion that candidates on the Irish-speaking panel who live in regional locations are sometimes not particularly interested in travelling to Dublin or other such places for roles. We try to match candidates as best we can. As the numbers are so small, that is not a challenge for us.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	74	Ní freagra é sin ar mo cheist. Dá mbeinnse ag cur isteach ar jab sa Státseirbhís, ba mhaith liom deis a bheith agam ar gach post atá ar fáil ann. B’fhéidir nach mbeadh aon spéis agam dul ag obair sa rannóg Ghaeltachta den Roinn Cultúir, Oidhreachta agus Gaeltachta, ach gur mhaith liom oibriú sa Roinn Sláinte, nó sa Roinn Cumarsáide, Gníomhaithe ar son na hAeráide agus Comhshaoil, agus gur mhaith liom bogadh thart sa Státseirbhís. Má tá duine ar an bpainéal Gaeilge, an dtairgfear post dó nó di ina bhfuil Gaeilge riachtanach? An gciallaíonn sé sin nach mbeidh an deis chéanna ag an duine sin a bheith páirteach sa Státseirbhís go ginearálta? An taithí atá agamsa ar Státseirbhísigh ná go dtaitníonn leo dul ó Roinn go Roinn agus gan a bheith sáinnithe i mboiscín beag ina dtugtar fear nó bean na Gaeilge orthu. B’fhéidir gur sin an fáth nach bhfuil daoine ag cur isteach ar an sruth Gaeilge. Dá mbeinn san iomaíocht do chomórtas mar dhuine óg agus mé ábalta cur isteach air trí Ghaeilge nó trí Bhéarla, níor mhaith liom a bheith srianta sna poist a mheastar mé dóibh.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	75	I think we are getting some things a bit mixed up. We run Irish-only streams for people coming into the Civil Service. Applicants can obviously apply for the English stream, the Irish stream, or both. They are not excluded from being on panels from both streams. That is the entry point. Once someone is in the Civil Service, he or she is part of the general list pool and is not confined to an Irish stream career. He or she has the same entitlements and mobility as every other civil servant. There is no distinction.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	76	Dúirt an tUasal Comerford go raibh 20 duine ar phainéal agus gur thairg an tSeirbhís um Cheapacháin Phoiblí poist do 15 acu. An bhfuil sé sin ceart?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	77	Will the Deputy repeat that?
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	78	Dúirt an tUasal Comerford gur ceapadh 20 duine ar phainéal agus gur tairgeadh poist do 15 acu sin. An raibh Gaeilge riachtanach don 15 post sin?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	79	Yes, Irish would have been essential for those jobs. Those are entry grade positions for people coming into the Civil Service through external competitions. Those candidates came in through that stream and were given roles across various locations. Once they are in the Civil Service-----
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	80	Is féidir leo bogadh ansin.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	81	-----it is a level playing field.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	82	Tuigim é sin, ach tá daoine srianta agus iad ag dul isteach an doras, le hais daoine nach bhfuil acu ach Béarla. An féidir liom glacadh leis-----
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	83	People are not restricted.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	84	Dúirt an tUasal Comerford gur thairg an tSeirbhís um Cheapacháin Phoiblí jab ina raibh an Ghaeilge riachtanach do gach uile dhuine beo den 15 duine sin.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	85	Absolutely.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	86	An rud atá mé ag rá ná go bhfuil níos mó deiseanna ann sa tseirbhís phoiblí má deir daoine nach bhfuil Gaeilge acu, fiú má tá Gaeilge ó dhúchas acu, mar gur féidir leo dul isteach in áit ar bith ansin. Is míbhuntáiste í an Ghaeilge sa chás seo, seachas buntáiste.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	87	I will let one of my colleagues explain this matter better.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	88	Our system assigns people to a service when requests come in. At the entry level, our candidates have no choice where they go. For example, ten people might be required from the general stream for the Department of Public Expenditure and Reform and ten for the Department of Justice and Equality. It is a similar process for the candidates in the Irish stream in that they go where the request is. For example, we took two people from the Irish-language panel who now both work in areas where they communicate much of the time through Irish in the Garda. One of those people has subsequently been promoted. The system does not take away any opportunities. Candidates are assigned to wherever there is a vacancy but that is exactly how it works for the English-language stream as well. Once people come into the service, the mobility kicks in and they have more options, but it is a system that allocates people.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	89	An nglacfadh an Státseirbhís le haon duine gan aon Bhéarla?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	90	Is the Deputy referring to people who do not have English?
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	91	Ní ghlacfadh an tSeirbhís um Cheapacháin Phoiblí le haon duine nach raibh Béarla aige nó aici.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	92	Ní ghlacfadh.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	93	We would-----
