#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	0	I would like to clarify the statistics for burglaries and aggravated burglary.  The most up-to-date figures from the Central Statistics Office, which has the statutory responsibility for the production of crime statistics, are for 2011.  The published figures indicate that recorded burglary and related offences increased by 7.9% last year.  However, the figure for aggravated burglary, which is a subset of the overall burglary figure, shows no increase during that 12-month period.  It is important to acknowledge that the latest crime statistics show a decrease in most types of crime during 2011, including homicide, assault, criminal damage and drug and public order offences.  Taken together, this overall decrease represents a substantial achievement for law enforcement and crime prevention in Ireland.I share the Deputy's concern at the incidence of burglaries and other property crimes.  Nevertheless, I am encouraged by the fact that An Garda Síochána is responding effectively.  The Deputy will be aware, in particular, of the recent announcement by the Garda Commissioner of a range of measures aimed at tackling gangs involved in burglaries.  These measures are encompassed in Operation Fiacla, which is particularly focused on identifying and targeting mobile gangs involved in burglaries around the country so as to disrupt their activities and bring them before the courts.  Specific burglary-related initiatives are being implemented in each Garda region in support of Operation Fiacla.In respect of the situation in commuter counties, the available statistics indicate that the incidence of burglary is greatest in the Dublin metropolitan region and that commuter counties in the east and midlands generally have a higher incidence than other counties.  This type of information is available to gardaí on a real-time basis and feeds into Operation Fiacla and other targeted policing operations, including the identification of crime trends, hot spots and the design of appropriate responses and deployment.In addition to the concerted law enforcement efforts being pursued by An Garda Síochána, crime prevention is a key component in tackling burglary.  In this regard, the Garda national crime prevention unit and crime prevention officers at divisional level provide advice, information and support to organisations, businesses and individuals aimed at reducing burglary and property crime.Additional information not given on the floor of the House.I am conscious of the deep distress which burglary can cause to householders, and the broader impact it can have in terms of fear of crime in our communities, and, therefore, I welcome the fact that the Garda Commissioner is deploying the substantial resources available to him in a targeted and strategic approach to confronting those who are engaging in this form of criminality.
#DaraCalleary	unknown-#DaraCalleary-party	unknown-#DaraCalleary-dob	unknown-#DaraCalleary-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	1	I refer to Operation Fiacla, which the Minister says concentrates on mobile gangs.  Are resources or particular attention being directed towards local criminals?  I am particularly concerned at the increase in the commuter belt.  In Meath, there were 112 burglaries in 2011, an increase of 40% on 2010, while in Kildare there were 1,687, an increase of 26%.  Burglaries increased in 20 of the 28 Garda divisions in 2011.  Mobile gangs are playing a part and perhaps the Minister can give me an idea of the kind of resources being invested in Operation Fiacla.  Are specific initiatives been taken to deal with locally-based criminals responsible for a significant part of these figures?
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	2	I assure the Deputy that adequate resources are available to the Garda Síochána.  What is happening is a targeted operation identifying criminal gangs engaged in burglary, who are using our very good road network to gain access to other parts of the country from Dublin.  Deputy Calleary is correct in making reference to the increases in Meath and Kildare, the commuter areas to which I was referring.  The Garda Síochána has identified certain individuals engaged in this activity.  A recent operation resulted in a substantial number of arrests.  I am sure Deputy Calleary understands if I do not go into further detail about the operation or make references to the individuals arrested but, arising from the operation, I expect prosecutions.  At the end of the year, the targeted approach adopted by the Garda Síochána in Operation Fiacla will prove to be effective.The Garda Commissioner is very aware of this problem but it is for him to make operational decisions as to where resources should be directed.  I am aware that he believes this targeted operation aimed at identifiable individuals can be very successful and I have the greatest confidence that it will be.  However, this does not mean the Garda Síochána is not keeping a watchful eye on local individuals engaged in criminality in the counties referred to by the Deputy.
#DaraCalleary	unknown-#DaraCalleary-party	unknown-#DaraCalleary-dob	unknown-#DaraCalleary-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	3	On the issue of aggravated burglaries I join with the Minister in paying tribute to the Garda Síochána for the general decrease in levels of most crimes last year as shown in the statistics.  However, the number of aggravated burglaries is exactly the same in 2011 as it was in 2010, at 333 instances, approximately six a week.  We all agree this is too many and people are suffering.  Will Operation Fiacla include any focus on aggravated burglaries?  Is it proposed to provide any extra resources in an effort to reduce this figure, in line with many of the other crime statistics?
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	4	The Deputy is correct in saying that aggravated burglaries in 2011 amounted to 333, the same figure as in 2010.  The number was higher in 2009 at 368.  The crime of burglary, whether ordinary or aggravated, forms part of the focus of this operation.  Like Deputy Calleary, I am aware that for any individual whose home is burglarised it is an extremely traumatic event.  One burglary is one burglary too many.  There is no ideal number.  The current Garda operation is directed at focusing on individuals known to be engaged in gangs and who concentrate on different parts of the country.  On occasions a series of burglaries are committed within a particular area by one group of individuals.  I hope that by the end of this year - I am conscious I am making myself a hostage to fortune in this regard - the success of this operation in 2012 will result in 2013 in a reduction in the number of burglaries.  I join with the Deputy in congratulating the Garda Síochána on its outstanding success in 2011 in reducing crime across a broad range of areas.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	5	The Irish Prison Service strategic plan contains a number of key objectives for the next three years, one of which includes the expansion of a pilot community return project which commenced last October in line with the recommendations of the Thornton Hall project review group.  This community return programme is an incentivised scheme run in conjunction with the probation service which provides for earned temporary release under which offenders who pose no threat to the community are offered early temporary release in return for supervised community service.  I can assure the Deputy that the probation service has sufficient resources available it to support the scheme at present.  It has been able to manage and resource the scheme since its commencement last October and I am fully committed to ensuring this will continue.  As it is, the probation service has responsibility for the supervision and management of community service orders in accordance with the Criminal Justice (Community Service) Act 1983, as amended by the Criminal Justice (Community Service) (Amendment) (No. 2) Act 2011.  This work, inter alia, involves providing assessment reports to the courts and managing the completion of the orders by offenders.A value for money audit of the community service scheme which was carried out in 2007 to 2008 and published in October 2009, found that there was capacity from within existing resources to provide supervision services to three times as many offenders as were under their supervision at the time of the audit.  I might also add that the service has been working to prioritise its workload and has been allocating resources to maximise its efficiency and effectiveness in the delivery of services including community sanctions, as an effective alternative to custody.  This also includes working with high risk sex offenders and young people and those for whom the service has a legislative mandate.I am pleased to say that sanction was recently obtained to fill the vacant director post in the probation service which will be advertised in the coming weeks.  The service will continue to have my full support in making greater use of community service to the benefit of prisoners and communities as an alternative to imprisonment.
#JonathanOBrien	unknown-#JonathanOBrien-party	unknown-#JonathanOBrien-dob	unknown-#JonathanOBrien-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	6	I thank the Minister for his reply and welcome the scheme which, as he said, comes on foot of the pilot project.  I think only four individuals ended up returning to prison under the pilot project, yet some of the commentary surrounding the recent announcement was unfortunate.  I do not know if it was something that fell through the cracks but some hysteria was created around it, which was completely unwarranted.  The clarification provided during the Topical Issues debate allayed many of the fears people had.When I asked the Minister last year about the probation services, he said he had secured sanction from the Department of Finance to hire eight additional probation officers.  Are those additional staff now in place and, if not, when does the Minister expect them to be in place?The Minister said he is satisfied the probation service has the resources and staffing to deal with the scheme, but will he continue to review it?  If so, how often will those reviews take place?
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	7	I can personally assure the Deputy that we will keep the staffing position under continual review.  I do not have an immediate answer as to whether the ten posts have been filled.  I will be happy to communicate with the Deputy in that regard.I thank the Deputy for his comments on the business strategy we have put in place.  It will be very important as we go forward over the next three years.  This particular proposal was one half of the strategy.  The House has previously discussed the pilot programme that was taking place and while we will have a full report following the review, the programme has proved to be successful.  We have now exceeded 85 on the programme and I am advised that more than 130 have been assessed as appropriate for it.  Some have completed the programme in the intervening period, so the figure is not 130 at the one time.The programme is continuing.  As was stated when we announced it, it was anticipated that at any one time there would be no more than 150 on the programme, and in any one year there would be no more than 400.  Whether there are 400 participants does not simply depend on the capacity of the probation service to supervise the numbers, which I am advised should not be a difficulty, but also on whether appropriate prisoners are available to participate in the programme.There was a lot of hysteria attached to the announcement.  It was portrayed in some tabloid papers as if we were about to release 1,200 prisoners into the community, as opposed to approximately 1,200 over a three-year period.  All of them would have to have served a minimum of 50% of their sentences before qualifying to be assessed for the purpose of the programme.I see the programme going forward and as I told Deputy Calleary last week, when the formal review of the pilot is complete I will happily share that information with the Deputies.
#JonathanOBrien	unknown-#JonathanOBrien-party	unknown-#JonathanOBrien-dob	unknown-#JonathanOBrien-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	8	One of the criteria within the strategy for earning temporary release concerned education and training.  What type of resources will be needed to ensure that prisoners can avail of additional education and training in order to earn temporary release?  Will the Department be examining that matter over a three-year period or will it be done annually?
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	9	The strategy was only announced last week and we are now in the implementation phase.  The pilot projects are such that in the context of community release additional conditions can be attached.  For example, they may involve an individual having to attend meetings of Alcoholics Anonymous or some other group dealing with drug issues.As the strategy details, we hope to expand and improve the overall educational facilities within our prison service.  That is now part of the work that is being put in place with regard to implementing the strategy over the three-year period.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	10	When I first came into office just over a year ago one of my first objectives was to address the length of time taken to process applications for naturalisation and to significantly reduce the number of cases on hand.   At  that time there were over 22,000 applications on hand and applications were taking an average time of over two years to process, and many were waiting three to four years.  I regarded this as unacceptable.  In June 2011, I announced a series of measures to address this issue including improved application forms, which are currently available online with an associated online residence checker, re-engineering of processes that were a barrier to achieving maximum efficiency plus streamlined and accelerated procedures for certain types of application.Through these and other measures enormous progress has been made, notwithstanding a substantial increase in the volume of valid applications received in 2011, during which a total of 18,500 valid applications were received compared to 12,500 in 2010.  In the period 9 March 2011 to 8 March this year, a total of 17,500 valid applications were determined.  By contrast, in the whole of 2010, decisions were reached in just under 7,800 cases.  So far this year I have made decisions on some 9,200 applications and I expect to have made a decision on a further 3,500 applications by the end of May and on approximately 12,000 applications between June and the year end.  Thus, this year will see approximately 24,000 applications for citizenship dealt with, which would represent a more than threefold increase in the number of applications dealt with over 2010 levels.  I think the House would agree that by any standards of reasonable measurement this represents a major achievement.I also undertook to get to the stage by the second quarter of this year that, in the generality of cases - that is, around 70% - persons applying for a certificate of naturalisation will be given a decision on their application within six months.  In this regard, a major effort has and continues to be made in reducing the time taken to process applications.  It is expected that the six month timeframe for the generality of new applications received from this month onwards will be achieved.
 Additional information not given on the floor of the House.
Under the new JobBridge programme announced by the Government a total of 16 individuals have been engaged by the citizenship division of my Department to date.  The primary purpose of the scheme is to provide work experience for those involved and to improve their prospects of getting back into the workforce.  I am advised that the scheme is extremely successful and mutually beneficial in addressing the backlog and enabling the individuals in question to gain good experience in the workplace.Last summer, I also decided to introduce citizenship ceremonies for the first time since the foundation of the State.  This allows candidates for citizenship make their declaration of fidelity to the Irish nation and loyalty to the State and receive their certificate of naturalisation in a meaningful and dignified manner which befits the importance and solemnity of the occasion.  To date, 47 such ceremonies have been held at which almost 11,000 candidates have become Irish citizens under the new procedures.  These ceremonies are an unqualified success.The nature of the naturalisation process is such that for a broad range of reasons some cases will take longer than others to process.  It is a statutory requirement that, inter alia, applicants for naturalisation be of good character.  In some instances that can be established relatively quickly and in other cases completing the necessary checks can take a considerable period of time.  The primary aim over the past year has been to reduce the large volume of cases on hand as swiftly as possible and this has been achieved in the generality of cases.  I am also confident that significant inroads will also be made with the remaining cases by year end.  In such a fast moving environment where large volumes of cases are processed quickly, the calculation of averages for processing times has little meaning and the priority of the immigration service has been to deal with the cases on hand rather than divert resources to other activities.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	263	It is not possible to provide the information requested by the Deputy as records on applications and decisions in relation to a change to a person's immigration status in the State are not broken down in this manner. It would require that every such application (some thousands in the period concerned) be examined to determine if domestic violence was a ground or was disclosed as a ground for the application and a factor in any decision to grant the application; the Deputy will appreciate that this would require an excessive amount of time and resources.However, I have been advised by the Irish Naturalisation and Immigration Service (INIS) of my Department that the experience in recent years has been that a relatively small number of non-EEA nationals apply to change their status on this basis. My officials have indicated that in total the number is likely to be no more than a dozen a year.INIS operates a flexible, pragmatic and humane approach to the status of non-EEA nationals (both men and women) who are in situations of domestic violence.  Any person in such a situation can approach INIS either directly or through an Garda Síochána or a non-governmental organisation and their case will be examined with sensitivity.  All cases are addressed on a individual basis and independent status is granted where the known circumstances of the case warrant it.  In considering the circumstances of each such application every effort is made to ensure that the most appropriate permission to remain in the State is granted consistent to overall public policy, the requirement to ensure that the integrity of the immigration system is upheld and, of course, to address the particular issues of the applicant.I would point out that not every victim of domestic violence will require a new residence permission.  It is possible that a victim might be resident with their own independent status.  However, to date where applications were made and the persons concerned were able to substantiate their claim with appropriate reports, an immigration status was granted which allowed them access to the labour force and to apply for State aid where required.This system works and I understand that organisations working with victims of domestic violence have publically acknowledged that cases are dealt with sensitively and compassionately. I have also asked INIS to keep the matter under review so to ensure that it continues to meet the needs of victims in the context of overall immigration public policy as well as policy on tackling domestic violence.I would add that the primary concern for victims of domestic violence, whether they are Irish citizens or foreign nationals is their physical safety.  The concern is a primary focus of Cosc, the National Office for the Prevention of Domestic, Sexual and Gender-based Violence.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	264	As I said earlier, the Irish Prison Service Strategic Plan contains a number of key objectives for the next three years one of which includes the expansion of a pilot community return project which commenced last October in line with the recommendations of the Thornton Hall Project Review Group.This Community Return programme is an incentivised scheme run in conjunction with the Probation Service which provides for earned temporary release under which offenders who pose no threat to the community are offered early temporary release in return for supervised community service.  I am satisfied that both Services have sufficient resources to support the scheme at present.The Probation Service has been able to manage and resource the scheme since its commencement last October and I am fully committed to ensuring this will continue.   As it is, the Probation Service has responsibility for the supervision and management of Community Service Orders in accordance with the Criminal Justice (Community Service) Act 1983 as amended by the Criminal Justice (Community Service) (Amendment) (No. 2) Act 2011.  This work, inter alia, involves providing assessment reports to the Courts and managing the completion of the Orders by offenders.I am also pleased to say that sanction was recently obtained to fill the vacant Probation Service Director post which will be advertised in the coming weeks.  In addition, a new  Interagency Unit involving staff from the Irish Prison Service and the Probation Service is being established to develop and co-ordinate arrangements for the national roll out of this project. Dedicated resources from within both agencies will be assigned to the Unit with a view to creating an enhanced dynamic of interagency co-operation and maximising efficiency and effectiveness.The Irish Prison Service and Probation Service will also develop joint funding arrangements in order to maximize the availability of structured programmes in the community, providing reparation to society and assisting prisoners in their rehabilitation.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	265	I published the Report into the escape by the prisoner referred to on the 28th March 2012.  As I stated then, the decision to send this prisoner to Loughan House was wrong.  At the time, I instructed the Director General of the Irish Prison Service to take all necessary steps to ensure that a mistake of this nature does not reoccur.I have since been assured by the Director General that measures have been taken to provide additional oversight in the decision making processes in order to ensure that such a decision cannot be made again in the future.  Where consideration is being given to the transfer of a prisoner serving a sentence for a homicide related offence to an open centre, the decision must now be made by the Director General of the Irish Prison Service.All decision making staff and prison governors have been reminded of the need to take appropriate account of all the criteria to be applied to such decision making, in a balanced and considered manner.Regarding the incident to which the Deputy refers which occurred on 24 April 2012, 3 prisoners absconded from Loughan House and were pursued by prison staff. The 3 prisoners were subsequently apprehended by the Garda and were returned to custody within a number of hours.The prisoners in question had been transferred to Loughan House as part of their sentence management and all of them met the criteria for transfer to an open centre.  As the prisoners absconded from custody, they have now been returned to closed prisons for the duration of their sentences and will not be considered for any concessions for the remainder of their sentences including transfer to open centres or temporary release.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	266	Work on the details of the Immigration, Residence and Protection Bill 2010, which has been restored by the Government to the Dáil Order Paper, has been ongoing at my Department.  This has been necessary to take account of current Government policy which is committed, under the Programme for National Recovery, to "introduce comprehensive reforms of the immigration, residency and asylum systems, which will include a statutory appeals system and set out rights and obligations in a transparent way". In the course of that work it has become clear that as well as a number of  amendments to address some outstanding policy matters a large number of technical amendments to the Bill will be necessary. As I outlined to the Joint Committee on Justice, Equality and Defence on 7th March during our discussion of migration-related EU funding programmes, it is already anticipated that there would be several hundred such amendments to be dealt with and we have been considering how best to progress them including in co-operation with the Offices of Parliamentary Counsel and of the Attorney General.At the Joint Committee I also expressed the considered view that instead of engaging in an extremely cumbersome process of tabling hundreds of amendments to the 2010 Bill it would be much more efficient to publish a new and enhanced one. This would incorporate the anticipated amendments and address key outstanding issues several of which have been of previous concern to Members. This proposition was broadly welcomed by the Joint Committee and I very much appreciate the constructive and business-like stance they have thus taken notwithstanding the protracted history of this piece of legislation.  It remains my objective under this new approach and mindful of the competing legislative demands of our EU/IMF/ECB Programme commitments, to be in a position to bring the new Bill to Government for approval and publication later this year.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	267	The average number of prisoners in custody in Ireland has risen in the last 5 years, from 3,321 during 2007 to 4,389 during 2011, an increase of over 32%. Likewise the total number of committals to prison has also risen sharply during the same period, from 11,934 in 2007 to 17,318 in 2011 — an increase of over 45%. During the same period the number of prisoners on temporary release also rose from 210 on 30 November, 2007 to 811 on 30 November, 2011.  Rising prisoner numbers have placed enormous strain on the prison system across the board from accommodation to the provision of services including work training/education, health care and drug treatment services. During this period, as a result of the increase in the prison population, a number of prisons are operating well in excess of their stated bed capacities.  There does appear, however, to be a stabilising or levelling off in the increase in prisoner numbers being committed annually with 2011 recording only a 0.8% increase on the previous year. This compares to increases of 13.6%, 13.8% and 11.4% respectively year on year for 2008, 2009 and 2010.As outlined in the recently published Irish Prison Service Three Year Strategic Plan it is intended to align the capacity of our prisons in line with the guidelines laid down by the Inspector of Prisons by 2014 in so far as this is compatible with public safety and the integrity of the criminal justice system. In 2012 and the first quarter of 2013 priority will be given to reducing the chronic overcrowding in Mountjoy, Cork, Limerick Prisons and the Dóchas Centre.  Significant investment has taken place in our prison estate in recent years with in excess of 900 new prison spaces having been constructed and brought into use since 2007. A new accommodation block at the Midlands prison which will provide a potential 300 additional spaces as well as additional work training and education facilities is due to become operational in late 2012.  Furthermore, in conjunction with the Probation Service, the Irish Prison Service has commenced the roll out of the Community Return Programme, an incentivised scheme for earned temporary release under which offenders who pose no threat to the community are offered early temporary release in return for supervised community service.  In addition, the Fines Act 2010 includes a number of provisions designed to minimise the level of fine default and where it does occur, to ensure, as far as possible, that fine defaulters are not committed to prison.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	268	Ratification of the Optional Protocol to the United Nations Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment (OP-CAT) requires legislation.  OP-CAT provides for a system of inspections of places of detention at UN level, and at national level by what the optional protocol refers to as National Preventative Mechanisms. The Deputy will be aware that a number of bodies in this jurisdiction already have responsibility for inspecting places of detention.  The Government has approved the drafting of a General Scheme of an Inspection of Places of Detention Bill, which will include provisions to enable ratification of OP-CAT. The Bill will make provision for the designation of National Preventative Mechanisms. Subject to competing legislative priorities, it is expected that the General Scheme will be published in mid 2012.   When work on preparation of the General Scheme has been completed, I will be seeking Government approval for its publication to facilitate a consultation process in advance of drafting and publication of the Bill.  Arrangements will be made to ratify the optional protocol as soon as possible after the necessary legislation has been enacted.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	269	The provision and allocation of Garda resources, including transport, are matters for the Garda Commissioner in the context of his identified operational requirements and the availability of financial resources.  I am informed by the Garda authorities that the safe operation of the Garda vehicle fleet is a priority for the Force.  Within that framework specific measures are in place to ensure that all of the vehicles concerned are maintained to a high standard so that they can function under safe conditions for both Garda personnel and the general public.  In addition I am advised by the Garda authorities that information regarding the number of occasions where a fault has been reported in respect of a Garda vehicle is not readily available and that it could only be compiled through the use of significant resources which are required for other purposes.  However, I can assure the Deputy that where such faults are reported they are acted upon promptly.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	270	I have been informed by the Irish Prison Service that a review of the prisoner gratuity payments and allowances system has been completed. The review covered all aspects of the current scheme including the daily allowance and approved work allowance.  On foot of this review it is proposed that three different levels of daily gratuity be introduced, with the rates being paid dependent on behaviour and level of engagement in structured activities and sentence plans. Under the proposal prisoners who are well behaved and engage actively with services should not see any substantive reduction in their gratuity payments.  It is also proposed to regularise the payment of working gratuities across the prison estate and only activities where prisoners provide services which would otherwise result in a cost to the prison service, such as catering and laundry, would qualify for the payment.  It is envisaged that the new scheme will result in an overall cost saving to the State.  I expect that the new scheme will be finalised shortly.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	271	Deputy Broughan asked a similar question in May 2011 about the establishment of a Garda Authority and my views have not changed on this matter. I have no plans to introduce a Garda Authority and there is no such commitment in the Programme for Government.  The Garda Síochána Act 2005 makes clear that the Garda Commissioner is accountable to my Department and to me as Minister for the performance of his functions and those of the Force, and of course I am politically answerable in the House in respect of these matters.  The 2005 Act also made the Commissioner the Accounting Officer for the Garda Síochána, and liable to appear before the Committee of Public Accounts in that capacity.  In addition, the 2005 Act established the Garda Ombudsman Commission, which is empowered to carry out independent investigations into Garda conduct, as well as the Garda Inspectorate, which provides expert advice on achieving the highest levels of efficiency and effectiveness in the operation and administration of the Force.  The accountability of the Garda Síochána has, through these measures, been significantly strengthened.  I might also make the point that any comparison with accountability arrangements in other jurisdictions, should take into account the fact that the Garda Síochána is rare among police forces in combining security and intelligence functions with policing duties, and should look at the totality of arrangements in those jurisdictions.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	272	I propose to take Question Nos. 94 and 95 together.The searching of persons in Garda custody is governed by  the Criminal Justice Act 1984 (Treatment of Persons in Custody in Garda Síochána Stations) Regulations 1987 and 2006, Statutory Instrument 119/1987 which states as follows:Regulation 17(1) A member conducting a search of a person in custody shall ensure, so far as practicable, that the person understands the reason for the search and that it is conducted with due respect for the person being searched.(2) A person in custody shall not be searched by a person (other than a doctor) of the opposite sex.(3) Where a search of a person involves removal of clothing, other than headgear or a coat, jacket, glove or similar article of clothing, no person of the opposite sex shall be present unless either that person is a doctor or the member in charge considers that the presence of that person is necessary by reason of the violent conduct of the person to be searched.(4) A search of a person in custody involving removal of underclothing shall, where practicable, be carried out by a doctor.(5) Where clothing or footwear of a  person is retained, replacements of a reasonable standard shall be provided.(6) A record shall be made of a search of a person in custody including the name of the person conducting the search and the names of those present.(7) Particulars of any property taken from or handed over by a person in custody shall be recorded. The person shall be asked to sign the record of such property as being correct. If he refused to do so, the refusal shall be recorded at the time of refusal.Under section 7(4) of the Criminal Justice Act 1984 members of the Garda Síochána are liable to disciplinary proceedings for failing to observe any provision of the Regulations. Information regarding the number of searches involving the removal of clothing that have taken place in Bellmullet Garda Station during each of the past 24 months and the average number of such searches per garda station conducted during each of the past 24 months, broken down by gender, is not readily available and would require a disproportionate amount of Garda time and resources to attempt to extrapolate this information.Following an examination of records maintained in Discipline Section of An Garda Síochána, no member has being found in breach of discipline in respect of the misuse of searches involving the removal of clothing.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	273	As the Deputy will be aware, on 30 April, 2012, the opening hours of 10 Garda Stations in the Dublin Metropolitan Region (D.M.R.) were reduced from being open on a 24 hour basis to being open to the public between the hours of 7.00 a.m. and 9.00 p.m. only. It is important to remember that while the Garda stations in question will have reduced opening hours to the public, they will remain as functioning Garda stations on a 24 hour basis. It must be stressed that the key objective of the station closures is to promote the more efficient and effective deployment of resources rather than secure modest cash savings.The Deputy will be aware that the Commissioner, in consultation with his senior management team, is responsible for the detailed allocation of resources, including personnel, throughout the organisation. The reduction in the opening hours of Donnybrook and other Garda stations means that Gardaí who heretofore were required to operate at public counters are now available for operational policing. The allocation of resources is constantly monitored in the context of crime trends, policing needs and other operational strategies in place on a District, Divisional and Regional level to ensure optimum use is made of Garda resources and the best possible Garda service is provided to the public. The priority is, and will remain, that an effective and professional policing service is provided to every part of the community, both rural and urban.There are 171 Gardaí assigned to the Donnybrook District itself. There are also 57 Garda Reserves and 33 Civilians attached to the D.M.R. South Central in which Donnybrook Garda is located. These resources are augmented, when appropriate, by Gardaí from national units such as the Garda National Drug Unit and the National Bureau of Criminal Investigation.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	274	I propose to take Question Nos. 97 and 304 together.The Charities Act 2009 provides for an integrated system of mandatory registration and proportionate regulation and supervision of the charities sector in Ireland.  The various sections of the Charities Act are subject to implementation through commencement orders.  A number of sections have already been commenced.  Those sections that require charities to provide financial information to a new Charities Regulatory Authority, which will in turn make such information available to the public, have not yet been commenced.The Deputy will appreciate that the full implementation of the Charities Act 2009 had to be examined in the context of the comprehensive review of expenditure, which took place last year.  Arising from this review, I took the view that it was not possible to proceed with the full implementation of the Act at this time given the likely scale of the financial and staffing resources implied, and that this should be deferred.In light of this decision, my Department is currently examining how the transparency and accountability of the charities sector may be further enhanced and supported, pending full implementation of the Charities Act 2009. One initiative which my Department has supported has been development by the charities sector itself of a set of voluntary Codes of Practice for fundraising, of which openness is a core principle. I encourage all charities to sign up to and adhere to these Codes. With regard to relevant existing statutory requirements for financial reporting by charities, I would remind the Deputy that those charities that are companies limited by guarantee are subject to the provisions of company law and are therefore generally required to provide information to the Companies Registration Office under the Companies Acts, which can be accessed by the public.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	275	The Reception and Integration Agency (RIA) of my Department is responsible for the accommodation of asylum seekers in accordance with the Government policy of direct provision and dispersal.  Section 11(1)(e) of the Ombudsman for Children's Act 2002 provides that the Ombudsman shall not investigate any action taken by a public body where the action was taken in the administration of the law relating to, inter alia, asylum.  I should say that, while the Office currently does not have the power to investigate asylum related matters, the Irish Naturalisation and Immigration Service (INIS), including RIA, has administrative arrangements in place with the Office to assist and provide information and help resolve any matters brought to its attention.The question of extending the remit of the Ombudsman for Children is a matter for the Minister for Children and Youth Affairs in the first instance. I am not aware of any proposal by it to expand the remit of the Ombudsman along the lines suggested by the Deputy.  This response should note that RIA takes its child protection role seriously. Responsibility for Child and Family Services is assigned to a specific unit in RIA called the Child and Family Services Unit, whose role is to manage, deliver, co-ordinate, monitor and plan all matters relating to child and family services for all asylum seekers residing in the direct provision system and to act as a conduit between RIA and the HSE. In the discharge of its role, that unit is in regular contact with the HSE which of course has statutory functions in this area.
