#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	0	The first priority question is in the name of Deputy Browne. As Deputy Browne is not present, we will go on to Question No. 102.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	1	Payments are made under the various schemes implemented under the Common Agricultural Policy to eligible applicants who meet the provisions in the EU regulations governing the schemes. In the case of the single payment scheme, eligible applicants must meet all of the following criteria: they must declare eligible hectares as defined under the provisions of article 34 of Council Regulation EC/73/2009; they must carry out farming activity on their holdings; they must hold payment entitlements; and, if they want to benefit fully, they must declare an eligible hectare for each payment entitlement held. For all types of transfer of entitlements to companies, the applicants must complete a transfer of entitlement application form, which must be supported by a copy of the Companies Registration Office printout to allow the Department to identify the directors of the company for signature purposes. In addition, a memorandum of articles of association must be included detailing that the business of farming is being carried out by the company. To proceed with the requested transfer, officials from my Department ensure that all forms are signed appropriately and that the business of the company includes farming. There are only a small number of companies in receipt of the single payment scheme in Ireland and the vast majority of these were established in recent years by individual farmers who wished to transfer the operation of their farming enterprises to limited companies. In the case of the market support and on-farm investment schemes implemented by my Department, these measures routinely apply in an equal manner to both natural and legal persons, including companies. Accordingly, where an applicant satisfies the eligibility conditions set out in the measure concerned, my Department is obliged to issue payment to the eligible applicant. For payments made to companies under EU-funded schemes, both fully and partially, I refer the Deputy to my Department’s website, where details of EU payments to all beneficiaries who are legal persons, including limited companies, are published in accordance with the provisions of Council Regulation EC/1290/2005. The relevant site is http://www.agriculture.gov.ie/farmerschemespayments/methodsofpayments/commonagriculturalpolicycap/captowards2020. I think I know what the Deputy's question is getting at. He raises the question of whether we should allow companies to draw down very large payments while individual farmers are struggling and need every cent they get in single farm payments. I will expand on that in my reply to the Deputy's supplementary question.
#MartinFerrisSF	unknown-#MartinFerrisSF-party	unknown-#MartinFerrisSF-dob	unknown-#MartinFerrisSF-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	2	I thank the Minister for his reply. I tabled this question because of the disproportionate amount of money paid to a small percentage of those who are entitled to payments. It underlines the unbalanced way in which payments are distributed. Over recent weeks we have heard derogatory remarks made about small producers, small family farms and so forth to the effect that they are not productive. Some farm organisations want to maintain the status quo but, according to the Minister's words and my own view, the single farm payment is not equitable or fair. As elected representatives we should try to ensure it is made more favourable for those in most need.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	3	A question, please.
#MartinFerrisSF	unknown-#MartinFerrisSF-party	unknown-#MartinFerrisSF-dob	unknown-#MartinFerrisSF-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	4	Payments of over €500,000 to Larry Goodman's company and €680,000 to Abbott cannot be defended. At a previous Question Time the Minister expressed support for the capping of such payments at €100,000, but it now looks as if it will be €150,000. Did the Minister receive support from any other member state for this proposed cap? Did he push for it? Has he given any thought to the notion of flexibility towards a new model of payments? Will he come down in favour of another model for such payments?
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	5	I will come to the last question in a later reply. Back in 2007 there were 340 companies drawing down payments. There are now 435. It is true that many of these are a result of farmers coming together to set up a limited company to draw down payments on the transfer. There are larger companies also. The Deputy referred to the Irish Agricultural Development Company which is part of the Goodman group. It has a large beef herd and drawn down payments to which it is perfectly entitled. I do not think we should comment overly on individual cases because they are applying the rules of the system in place. However, we are changing this system with the Common Agricultural Policy reform process. Payments will be fairer and more equitable. The model I have advocated for the past 18 months will ensure that in the redistribution of direct and single farm payments, everyone will be moved to an average payment. However, this model will also limit the transfer in such a way that it does not put individual farmers out of business who rely heavily on their single farm payment, while at the same time significantly increasing payments to farmers who have historically low payments but want to become more productive. I will continue to advocate this policy because it is fair. We achieved a significant victory at the Council of Ministers to get acceptance from the other 26 member states of this alternative model to the flat-rate, area-based model the Commission had proposed. We must go forward and reach a compromise position with the Commission which has a different view from mine, as well as the European Parliament which has a similar view to mine but wants to move further with redistribution. We will have to find before the end of June a way of compromising on a figure and method for redistribution. Let us be clear. Redistribution is going to happen. The question is to what extent is it going to happen in terms of the amount of money involved and the pace of that redistribution. I have strongly advocated that we need to do this over time and limit the redistribution to ensure we keep our herd size and productivity intact, while assisting the farmers contributing most to the Food Harvest 2020 targets.
#MartinFerrisSF	unknown-#MartinFerrisSF-party	unknown-#MartinFerrisSF-dob	unknown-#MartinFerrisSF-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	6	It is welcome that the Minister is moving towards redistribution. However, I am concerned that the fairness of the redistribution might be lost because of pressure being exerted by other interest groups. We need to keep as many small family farms in rural Ireland as we can. I would like to see the Minister's model that he has used in the negotiations. I hope it takes cognisance of the debate that has taken place politically in recent months to secure a viable income for smaller producers.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	7	The Council has taken into account the debate that has been happening in rural Ireland. I am now trying to give the Government as many options as possible in terms of flexibility.This is in order that when we conclude, hopefully by the end of June, a political agreement with the Commission, the European Parliament and the Council on what CAP reform will look like, we will have a series of options and flexibilities which we can decide on how best to use for Ireland in terms of taking the agri-food industry, agriculture and farming forward in a progressive way that helps people who need a leg-up, those on disadvantaged land who need support and that helps people who are planning significant expansion and growth to proceed through Pillar 1 money and rural development money. Both need to come hand-in-hand and they complement each other. Certainly, we will work on getting the maximum flexibilities in order that we can design a system for Ireland that suits agricultural production here. That will include a series of measures including the potential for coupling; the potential from switching money between Pillar 1 and Pillar 2; the potential for a redistributive payment, which has been discussed a good deal, or for an extra payment for the first 20 or 30 hectares; and the redistributive model that we have been discussing. All these flexibilities are part of the discussion that we are trying to agree on at the moment. As part of this we will also be discussing an overall cap. I have said that I supported Deputy Ferris's suggestion several months ago that a cap of €100,000 would be appropriate in Ireland. We have no agreement on that because the view of the Council of Ministers was that €150,000 should be the figure. I am obliged to respect the strong majority decision there. Other countries will apply no cap, because it is voluntary. We will have to see what the discussions and debates with the Parliament and Commission result in before the end of June.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	8	We are back on Coillte.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	9	We are staying on Coillte.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	10	As a member of the Government I have been involved in all stages of the decision-making process to date in respect of the proposed sale of Coillte's harvesting rights. From the outset, following the publication of the report of the review group on State assets and liabilities in April 2011, I was engaged as the relevant Minister to ascertain the value of Coillte and its various assets. I began this through my initial engagement with Deloitte on a pro bono basis to examine the recommendations in the McCarthy report as they applied to my Department, including Coillte. I have emphasised throughout the process the importance of making an informed decision in respect of the disposal of State assets and the Government has been proceeding with caution in respect of the consideration of the disposal of Coillte assets. This resulted in the Government decision in February 2012 that consideration would be given to the sale of some assets of Coillte, excluding the sale of land. The exclusion of the sale of land from the process was to address industry and public concerns expressed to me and my colleagues, and my colleagues concur with my views in this regard. The most recent development in this regard was the decision by the Government last summer that a concession for the harvesting rights to Coillte forests be considered for sale. The context and background to this decision was outlined by my colleague the Minister for Public Expenditure and Reform and myself in the recent two-evening debate on the Private Members' motion for which Deputy Boyd Barrett was largely responsible. As I stated in the debate, my Department, the Department of Public Expenditure and Reform and NewERA in conjunction with Coillte are examining the financial and other implications of developing the potential of Coillte's forestry assets. This work encompasses the identification of the forestry assets involved, the determination of their value and the consideration of several issues associated with the proposed sale of the harvesting rights. All of this work is being undertaken to inform the consideration of the Government on the sale of harvesting rights.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	11	I must interrupt the Minister there. The rest of the reply will appear in the Official Report.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	12	We are proceeding with caution. Nothing is being rushed. I will be bringing a recommendation to Government on this within months if not weeks. Certainly, we understand the concerns across the broader timber industry in respect of proceeding.We have an obligation to look at the potential of all State assets and the appropriateness of their sale. We will give our full consideration to this asset and when the Government has had an opportunity to discuss and decide on the recommendations, I, in conjunction with the Minister for Public Expenditure and Reform, Deputy Brendan Howlin, will bring to the Cabinet, we will come back for a full debate.
 Additional information not given on the floor of the House
 A steering group comprising representatives of NewERA, the Department of Public Expenditure and Reform and my Department was formed to monitor the analysis process. This group has met regularly and also formally met Coillte and representatives of the Coillte trade unions and the Irish Timber Council. I am regularly briefed by my officials on progress and the points of concern expressed at such meetings. I addressed a number of these concerns, including public access to Coillte lands and the crucial importance of Coillte for the country’s timber industry, in my contribution to the Private Members' debate last month. As I have said previously, the decision will be taken by the Cabinet when either the Minister for Public Expenditure and Reform or I, or, more likely, both of us, have brought a report and recommendation to the Government, at which time it will be discussed and a decision made.
#JimDaly	unknown-#JimDaly-party	unknown-#JimDaly-dob	unknown-#JimDaly-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	339	With respect, the point has been missed. I am not trying to halt the modernisation or centralisation of the service. That process and the new plastic card are very welcome. What is at issue is that people will have to go to a centralised office to have their photograph taken. That requirement immediately eliminates all local photographers who have provided this service for many years. The argument has been made that the process is required for digital security, efficiency and cost saving purposes, but when renewing the plastic card, there will be no problem in going to a local photographer to have one's photograph taken, as one would do for other purposes, and submit it. That illustrates there is a breakdown in the logic underpinning the argument made. The RSA should clarify this point. I respect the fact that the Minister had no involvement in the tendering process and do not expect him to micromanage the process. However, I respectfully ask him to go back to the RSA to ask it to outline the reason local photographers cannot continue to be involved in the process. I accept the move to modernise and centralise the service and the introduction of the plastic card, but in terms of insisting on people going to a centralised office to have their photograph taken, for people living in west Cork, from where I come, it may involve taking a day off work and travelling 50 km to have their photograph taken. Traditionally, people were able to have their photograph taken by a photographer in their nearest town. These photographs are good enough for passports, for which there is a higher level of security than a driving licence. I do not accept the explanation the RSA is giving for this change and refusing the input of the local photographer.
#AlanKelly	unknown-#AlanKelly-party	unknown-#AlanKelly-dob	unknown-#AlanKelly-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	340	I do not doubt the Deputy's sincerity in raising the issue. Unfortunately, in some cases where modernisation happens, disintermediation occurs in various sectors, of which this is a small example. The RSA which is conducting this process has its own good reasons, from a technological point of view, for wanting to deal with photographs in this way. I will not second-guess it, but I will request that it answer the Deputy directly on the specific points made. It has been mentioned that jobs will be lost in localities, including of photographers who conduct this business, but the alleged number of jobs at stake cannot possibly be supported by the revenue of the sector as declared. I question the figures given in that regard. I will refer the specific questions asked to the RSA to be answered directly.
#CatherineMurphy	unknown-#CatherineMurphy-party	unknown-#CatherineMurphy-dob	unknown-#CatherineMurphy-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	341	In my request to raise a topical issue I included both the list of estates and the pyrite-damaged houses. I thank the Ceann Comhairle for selecting this matter for discussion. It is clear that the legislation produced before Christmas and the amending Bill produced after Christmas were hastily passed through the House and in advance of the list of exemptions or before we had an opportunity to talk to the pyrite remediation panel. It was like dynamite when the news came through last week that only about 5,000 houses, substantially below the number exempt from the household charge, would qualify for an exemption from property tax. In my constituency, for example, 17 estates were exempt from the household charge, but only two are exempt from property tax, one of which is a new estate. I estimate that of the 5,000 exempt on the unfinished estates list, only approximately 1,000 will qualify on the pyrite list, judging from what was said at a briefing we had with the Pyrite Resolution Board last week. That is fewer than 6,500 houses in a housing stock, depending on whose figures one takes, of anything from 1.6 million to 2 million units. The 2011 census indicated there were 2 million households. There have been varying discussions about that number, but irrespective of this, it is a tiny number. Most of the estates have remained inactive. The Minister claims that significant progress has been made, yet only €5 million has been expended nationally in making these estates safer. That must be the best value ever achieved.  I visited a number of estates in my constituency last weekend. Some of the residents have to pay management company fees, in addition to the imposition of a property tax. For example, in Beech Park in Leixlip there was no public lighting throughout the winter. In Newtown Hall, Maynooth, the fence around a very large construction site is on the ground and exposed to children. There are houses in Oughterany village, Kilcock that had to be boarded up by the people living there because they were being vandalised. There are holes in the road in the estate. In Primrose Gate in Celbridge the owners of 400 houses have to pay €250,000 in management company fees, yet the residents do not receive services such as street lighting or maintenance works. They have to pay for the sewerage pump station. If there is a fault, they have to call out a private contractor. They also do not receive council services. One must question exactly what they will get in paying property tax. That is what they are questioning. There must be a revision of the list, as it is inadequate and fails to take account of significant issues such as management companies in unfinished estates.The number of pyrite-damaged houses that will qualify is limited to approximately 1,000 of the estimated 10,000 houses that were identified in the pyrite panel report. There may well be visible pyrite in some of these houses but the heave has not reached the level that will qualify them for remediation so they will not be exempted. The pyrite action group, which is voluntary, received many calls asking it to clarify what qualifies. It appears that only in cases where houses are seriously damaged will they qualify for an exemption but who in their right mind would buy a house in the full knowledge that pyrite is present? The houses are valueless. That point was to have been considered. I met a couple of people last week who had paid to have their homes remediated. They took out extra mortgages to do that but they will get no relief from the remediation board and neither will they be entitled to any exemption. Some of those people would also have paid high stamp duty. The issue of natural justice has been lost in all of this. Putting aside the rights and wrongs of the property tax these are serious issues in their own right that probably could have been teased out in a more thoughtful way had we had more time when the legislation was going through the House.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	342	I thank the Deputy for raising this issue and allowing me to clarify a few matters. The Finance (Local Property Tax) Act 2012 and Finance (Local Property Tax) (Amendment) Act 2013 provide for a number of exemptions from the local property tax. These include an amendment for certain unfinished housing developments and residential properties that have been certified as having significant pyritic damage. The list of unfinished housing developments eligible for the exemption was compiled by local authorities utilising the categorisation employed for the purposes of the National Housing Survey 2012. Whereas the annual household charge waiver list applied to some 1,322 developments, and approximately 43,000 households, the exemption from liability from the local property tax will apply to 421 developments, or approximately 5,100 households. The reductions reflect several important changes from the waiver from the household charge. In the first instance, the categorisation was different. The list for household charge waiver used the proxy of a list of developments that were categorised by reference to the level of on-site activity at the time the 2011 survey was carried out and had less to do with the physical character of a development. Moreover, over 20,000 houses theoretically eligible for the 2012 waiver were either not complete, or not occupied. It is also the case that some - but by no means all - of the developments previously eligible have been improved very significantly through the work of the Government in resolving problems in unfinished housing developments so that they are no longer in such state as to be regarded as seriously problematic. For purposes of preparing the final list of developments to which the exemption from the local property tax would apply my Department asked local authorities to confirm or update the existing list as appropriate. It was a matter for local authorities, in the Deputy's case, Kildare County Council, to decide on the continued inclusion or exclusion of particular developments on the list. In terms of the exemption for households affected by pyrite, the methodology for the assessment of dwellings to establish significant pyritic damage will be prescribed in regulations which are currently being drafted. To claim an exemption a homeowner will have to obtain a certificate, from a competent person, confirming the presence of significant pyritic damage on the liability date. The certificate will confirm that a visual assessment and relevant testing of hard-core material has been undertaken. Special arrangements will apply in respect of 2013 and 2014 to facilitate homeowners getting relevant certification to claim an exemption.
#CatherineMurphy	unknown-#CatherineMurphy-party	unknown-#CatherineMurphy-dob	unknown-#CatherineMurphy-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	343	It appears that the local authorities are being blamed but they were given a set of instructions which came from either the Minister or the Government. They did not make up these rules. This is not a local authority-blaming exercise.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	344	They drew up the lists.
#CatherineMurphy	unknown-#CatherineMurphy-party	unknown-#CatherineMurphy-dob	unknown-#CatherineMurphy-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	345	If one wants to prove that one has pyrite the competent person will be an engineer who will come out and write a report. I have seen the bills for those reports. In some cases they run into a couple of thousand euro. Is the Minister saying that somebody has to spend €2,000 or more, in some cases, to get a report that confirms what is obvious and then claim an exemption that may be significantly less than the amount they have spent on the report? That is just daft. It is a fig leaf for an exemption that people expected. It was expected that people who qualified for the household charge, who were talked into putting their names on the database to claim an exemption from the household charge, would continue to be exempt. The amount of work done for the €5 million is valuable but very insignificant compared to the overall problems on some of these estates. The Minister has not taken into account the fact that some of these estates have disimproved over the past year. I could bring him to places where the security fence that is supposed to keep people off the building site has fallen over, and show him where lights were off throughout the winter. Those are not improvements. Apart from anything else they are very temporary. This has a direct bearing on the value of the properties. In some cases they are of no value because they cannot be sold. One would want to be mad to buy something that is going to cause problems in the future. If people have to pay a property tax they must prove that they have paid the household charge. Earlier this year there was chaos because the Local Government Management Agency was not able to prove who had paid and who had not. It admitted to making errors in tens of thousands of cases. This whole project will cause major problems.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	346	I know that Deputy Murphy campaigned against the household charge last year and 73% paid.
#CatherineMurphy	unknown-#CatherineMurphy-party	unknown-#CatherineMurphy-dob	unknown-#CatherineMurphy-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	347	That depends on how many houses are counted.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	348	I am delighted once again to be on the side of the silent majority. The Deputy can stay on the side of the negative people who do not want to pay anything for local services through the household charges.
#CatherineMurphy	unknown-#CatherineMurphy-party	unknown-#CatherineMurphy-dob	unknown-#CatherineMurphy-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	349	That is not true.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	350	That is where the Deputy was. There was no database whatsoever available last year. It was developed through the implementation of the household charge. We now have 1.2 million people properly registered and there were obviously going to be difficulties and errors. We acknowledge that. When there is no database available and one is being created for the first time there will be difficulties. There will be difficulties about the implementation of this local property tax too until the database is refined and complete. This has been developed by the Minister for Finance and the Minister for the Environment, Community and Local Government for the first time in the history of the State. The 2012 survey was based purely and objectively on the actual state of completion of a development. It expressly included estates the local authorities deemed were in a seriously problematic condition, regardless of whether a developer was on or off the site. This year a clear definition of what was considered seriously problematic included issues such as the installation and commission of public lighting, the provision of a potable water supply the provision of wastewater collection, treatment and disposal systems, an access road to at least base course level including, where required, provision for parking and provision of access to the dwelling by constructed footpath. These are the instructions that local authorities received, including Kildare County Council so the Deputy can take the matter up with it if it left estates off the list that qualified under those criteria. The same goes for every Member. The exemption for unfinished housing developments has been put in place by way of the list I described last week. The Deputy is advocating that I change that list. If I change that list I will be accused of interfering in a process whereby since 2012 local authorities have been asked to supply the necessary information. The Department cannot micromanage local government and it does not intend to do so. When we ask the local authorities to do a job we expect them to do it. The planning sections have all the information and inspection criteria based on the necessary circular that was sent to them. The earlier categorisation related to the level of on-site activity at the time the 2011 survey was carried out and had less to do with the physical character of the development.The 2012 survey was based purely and objectively on the actual state of completion of the development. The work carried out by the Government in dealing with the legacy of unfinished estates has been an outstanding success in many instances. Through site resolution and working with the financial institutions and local authorities, there are 50% fewer properties in unfinished developments compared to three years ago, when the first survey was carried out. Regarding pyrite-affected houses, no one has done more than I have in dealing with this issue, which was put on the long finger by the previous Government. We have identified through the Pyrite Resolution Board the number of houses involved. One cannot expect an exemption unless there is a proven test. We are working with the Department of Finance to ensure regulations are put in place with regard to testing for pyrite in houses, as well as working on a solution to the financial implications of providing this test.
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	351	I call Deputy Stanley on the next matter, the local property tax.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	352	Before my colleague Deputy Stanley begins, is it in order for Members, particularly Deputy Stanley, to wear emblems of the type that he is now sporting in the Chamber? It is not only himself but also his colleague, Deputy Colreavy. Some Members of this House may find the wearing of such emblems offensive.
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	353	That is not a matter to be taken on Topical Issue time.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	354	In that regard, will the Acting Chairman seek a report from the Ceann Comhairle in accordance with Standing Orders and the long-standing practice and procedures of this House?
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	355	I will.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	356	May I ask that the report be laid before the House after the Order of Business in the morning? I object to the wearing of this emblem by Sinn Féin Deputies in the manner we now see.
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	357	Thank you, Deputy. I call Deputy Stanley.
#MichaelNoonan	unknown-#MichaelNoonan-party	unknown-#MichaelNoonan-dob	unknown-#MichaelNoonan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	358	Is it pinned on or gummed on?
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	359	I do not wish to cast any aspersions on my constituency colleague, but he is only carrying out orders. He was sent in here with the emblem.
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	360	I will do what Deputy Flanagan has requested. However, we are on Topical Issues, and I call Deputy Stanley. If he spoke on the matter he raised, it would be helpful.
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	361	I hope this is not taking from my four minutes. However, I just want to say to Deputy Charles Flanagan-----
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	362	Hang on a second, Deputy.
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	363	He addressed me and he made two accusations. I am wearing green, white and gold.
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	364	I am in the Chair.
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	365	I have seen members of his party wearing emblems, to which I did not object.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	366	I know the symbolism of the emblem worn by the Sinn Féin Deputies.
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	367	I do not accept orders from anyone.
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	368	Will Deputy Stanley proceed with his Topical Issue matter?
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	369	I do not accept orders from anyone, be it Deputy Charles Flanagan or anyone else.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	370	Maybe the Deputy will comply with Standing Orders.
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	371	If I could have my four minutes without interruption-----
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	372	Deputy Flanagan, please.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	373	These are offensive emblems.
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	374	If the Deputy finds green, white and gold objectionable-----
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	375	Will Deputy Stanley speak on the Topical Issue matter?
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	376	-----he could answer that for himself.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	377	It is not the colour I object to but to the intent behind the emblem.
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	378	Deputy Stanley is now cutting into his own time.
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	379	I am starting my four minutes now, as I was interrupted by Deputy Charles Flanagan trying to score a political point.
#CatherineByrne	unknown-#CatherineByrne-party	unknown-#CatherineByrne-dob	unknown-#CatherineByrne-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	380	I will decide the Deputy's time.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	381	I have asked that the Ceann Comhairle make a report on the matter tomorrow for the benefit of the House.
