#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	0	I welcome members and viewers who may be watching the proceedings on Oireachtas TV. On 19 December 2018 the Dáil ordered that the Revised Estimate for Vote 40 - Children and Youth Affairs be referred to the select committee for consideration. After its consideration of the Revised Estimate, the committee will report back to the Dáil. I welcome the Minister for Children and Youth Affairs, Deputy Zappone, and her officials. I thank her for coming before the committee. The proposed format is that the committee deal with the Vote on a programme by programme basis. The Minister will give an overview of the Revised Estimate, outlining pressures likely to impact on her Department's expenditure in 2019. The floor will then be opened to members of the committee to ask questions. I ask them to put their specific questions by programme in order to make progress in an orderly and efficient manner. Members are reminded of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the House or an official, either by name or in such a way as to make him or her identifiable.  I remind all attendees to switch off their mobile phones and move them away from microphones as they will interfere with the quality of the recording and broadcast of the proceedings. Members received a briefing document on the Revised Estimate in advance of the meeting. I invite the Minister to make her opening statement.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	1	I am pleased to discuss my Department’s Revised Estimate for 2019 which provides for a taxpayers’ investment of €1.5 billion, which represents an increase of just under €107 million, or 8%, on the allocation for 2018, following the Supplementary Estimate in December. As a result, my Department will spend €1.478 billion in current expenditure and €32 million in capital expenditure during 2019. Approximately half of the Vote is targeted towards public services that protect children and provide for their welfare. Another significant portion is provided to continue our journey to build an accessible, affordable and high quality early learning and care system. In addition to these areas, my Department’s Revised Estimate for 2019 contains a provision of almost €63.6 million for youth services. These resources will fund youth services throughout the country, including services for those at risk of disadvantage, and help to address some of the remaining challenges faced by LGBTI+ young people. The allocation for youth services represents an increase in funding of €3.4 million, or just under 6%, on the allocation for 2018. Other key items of expenditure include €26 million to meet the costs of the Irish Youth Justice Service, including the operational costs of the Oberstown Children Detention Campus; €19 million to meet the operational costs of my Department; €9.5 million for prevention and early intervention programmes which now include the area-based childhood programme and the prevention, partnership and family support programme; €7 million for the intervention programme for children and young people; €5 million for the Adoption Authority of Ireland; €4 million for the Commission of Investigation into Mother and Baby Homes; and just under €3 million for the Office of the Ombudsman for Children. The prevention and early intervention programmes are now fully funded by my Department following the completion of the welcome contributions made by Atlantic Philanthropies in previous years. The select committee will be aware that the single biggest item of expenditure in my Department’s Vote is the budget of Tusla, the Child and Family Agency. I am pleased to confirm that Tusla will receive additional funding of €31 million in 2019, which will bring its overall allocation to €785 million, which represents an increase of 4% on the allocation for 2018. When Tusla was transferred out of the HSE in 2014 to become a statutory agency in its own right, its budget allocation was €609 million. In the five years since its establishment funding has been increased by 29% to its 2019 level of €785 million. In addition, I am making a further €3 million available to it from my Department during 2019 to fund specific developments in the provision of support for family resource centres and to deal with domestic, sexual and gender-based violence. This level of investment underlines my commitment to ensuring Tusla is properly resourced to meet its mission statement in protecting and supporting the most vulnerable children, young people and families. With this level of investment, there is a strong onus on it to deliver on its ambitious business plan for 2019. I will work closely with the new chairperson of Tusla, the interim CEO and his management team to achieve the outcomes we all want to see from this year’s investment.  On early learning and care services, the international evidence is clear that investment in children during their early years results in long-term gains for them, their families, the economy and society in general. I am particularly proud of the increased resources being made available in 2019 for childcare services which we now call early learning and care services. I am on record as acknowledging that the radical transformation we want to see in the sector cannot be achieved in one, two or even three budgets. I have always said it will take time to correct decades of under-investment. As members of the committee will recall, I received additional funding in 2018 for childcare services by way of a Supplementary Estimate which brought funding levels to more than €500 million for the first time. The additional €59 million to be provided in 2019 brings funding for early learning and care services to just under €575 million. Children, parents and providers are all set to benefit.  The increased resources will allow me to continue to meet the growing demand for universal and targeted supports and enable me to widen the thresholds under the new affordable childcare scheme that I will introduce later this year. Under the scheme’s original policy proposals, income-based subsidies would have been available to all families with a net annual income of up to €47,500. This threshold will now increase by 26% to cover all families with a net annual income of up to €60,000. The scheme’s lower income thresholds have also been adjusted, meaning that maximum subsidy rates will be paid to all families with a net annual income of up to €26,000, whereas the previous proposed threshold stood at €22,700. The increased thresholds will mean that thousands of more families will benefit from the scheme once it is launched at the end of the year and see the cost of early leaning and care services tangibly reduce, resulting in a real impact.  I am planning the phased regulation of school-age childcare services and have set side an additional €450,000 for the Tusla early years inspectorate to enable it to begin to register services with effect from 18 February. This will enable school-age childcare services to access the affordable childcare scheme, help to support children’s safety and well-being and assist in the provision of new school-age childcare places, thus improving parental choice and supporting female labour market activation. Our investment in early learning and care services will help to lay the ground for the exciting opportunities presented by the recently published First 5, A Whole-of-Government Strategy for Babies, Young Children and their Families. 
First 5 will provide every child with a good, strong and equal start and represents a whole-of-government approach, with the objective of streamlining and improving parenting supports provided by a range of Departments and State agencies. I am pursuing some important legislation as a matter of priority. I recently announced my intention to table some important amendments to the Adoption (Information and Tracing) Bill 2016 which was passed on Second Stage in the Seanad some time ago. We are also finalising the text of a Bill to amend the Children Act 2001 that will form the basis for major reform of the guardian ad litem system. I know that the select committee shares my ambition to have these important Bills enacted as soon as possible.  The significant increase in resources in my Department’s Vote for 2019 brings great opportunities for the targeted development and improvement of services. I will work closely with Tusla, the early learning and care sector, my Department and all stakeholders across the wide range of services provided to achieve the best possible outcomes and value for money we can achieve. We have made good progress in recent years and I am determined to press ahead with the agenda I have set out.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	56	That is the Deputy's second set of questions. Her first questions pertained to the capital programme. In 2019, the capital provision of €17.19 million will be focused on completing the roll-out of the national childcare information system; the roll-out of the first phase of Tusla's ICT strategy; and commencing refurbishments of some front-line service facilities and staff accommodation at a number of locations around the country, several of which I have visited. That will be really welcome in those contexts. There is also a programme for some minor capital works. That is the answer to the first question. On the Deputy's second question, I will address the €1.5 million allocated to the family resource centre programme first. I am working very closely with Tusla to identify the best way to increase the resources of the existing family resource centres with those moneys. I met with Tusla representatives recently to look at its preparations for that and its recommendations on how to do that. Tusla has done a couple of things in that regard. Tusla representatives have visited the existing family resource centres to gather evidence of their needs. Some of those resourcing needs arise from increases in costs just to stand still, such as rent etc. Tusla has also gathered information on the increased costs that would be incurred in developing certain aspects of the family resource centres' work, again according to the evidence of need based on its experience.  Tusla is keen to see the most effective therapeutic supports provided through the family resource centres, as am I. Those are the categories we are examining at present. Tusla will shortly report to me again with an analysis of the costs according to those categories or the resources that are required. We will look across the board, again according to the evidence of need and then will make decisions, hopefully prior to Easter, on what can be offered to the family resource centres. It will not take the form of €10,000 or €50,000 for each one. Our intervention will be based on scale and size as well as their needs. In regard to domestic, sexual and gender-based violence services, we are trying to ensure that we are responding appropriately to the Istanbul Convention. One aspect of funding for Tusla has to do with services for children who witness or are impacted by domestic or sexual violence. As the Deputy identified, we are also examining the potential for increasing places or services and the resources this would require. We will analyse the needs of the regions, meet representatives of Tusla and then make decisions on how to use the €1.5 million as soon as possible.
#DeniseMitchell	unknown-#DeniseMitchell-party	unknown-#DeniseMitchell-dob	unknown-#DeniseMitchell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	57	I thank the Minister for her response. I wish to ask another question about programme A. I left my glasses upstairs, so I ask the committee to bear with me. I refer to the appendix at the back of the document, which outlines the number of open cases with Tusla assessed as needing a social work service. Can the Minister give us a breakdown of this number? Are children who are still waiting to be allocated social workers included in that number? The Minister probably does not have this information to hand but is there a possibility of the committee getting an outline of the type of service referred to here, as well as the number of children who still are waiting for social workers?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	58	The total number of open cases in Tusla assessed as in need of a social work service in 2018 was 24,891. It is expected to be 25,696 in 2019. Is that the specific detail for which the Deputy asked?
#DeniseMitchell	unknown-#DeniseMitchell-party	unknown-#DeniseMitchell-dob	unknown-#DeniseMitchell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	59	I appreciate that the Minister does not have all of the information to hand, but if she gave it to us, it would be useful.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	60	The Minister can provide it through the secretariat.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	61	I will, of course.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	62	I thank the Minister for her presentation. I pick up on something Deputy Sherlock said. It has to do with legal fees. How much of Tusla's budget is paid out in legal fees? What percentage does it represent annually? While her officials are looking for the information, I will ask another question.  Deputy Mitchell asked about family resource centres. I come from a very good space with family resource centres and compliment the investment in them. Are we seeking to enhance the services provided in family resource centres or expand the centres or are we investing in staff within them? Some centres have only one or two staff members, whereas technically they need three. Has the Department carried out a review of family resource centres to establish where they work at the optimum level? Is it with two or three staff?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	63	I thank the Deputy for the question and know exactly what she means. She and I have both met the representative bodies for family resource centres. It is particularly because of having listened to them that I have focused investment on existing family resource centres as distinct from adding new ones, as we did last year. The representative bodies and individual family resource centres identified that they there was potentially a need for a full staff member or the equivalent of half a staff member here and there. I was informed that to develop services, centres would like to increase provision for a wider number of children and families. That is why Tusla has gone through a very careful process of meeting those involved in individual family resource centres to see what each centre considers to be necessary in order, first, to stand still having regard to the fact that costs have increased and, second, to meet the additional cost of developing services. We could discuss whether they should move from having one full-time worker to three or from one to one and a half and if that would be a development cost or something required to stand still. That is the granular analysis taking place of family resource centres to determine their individual needs, as distinct from me saying we want to provide money in order that every centre will have the same number of staff.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	64	Is it being done on a region by region basis?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	65	It is being done by meeting those involved in individual family resource centres.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	66	That is fine. The last time the committee considered the Vote, we discussed historical and retrospective cases with a focus on the setting up of the unit within Tusla. At what stage are we within the unit that is dealing with retrospective cases? Has it been established and is it fully staffed? At what stage of development is it? Has a budget been set aside for it?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	67	I will come back to that question after answering the Deputy's first question on legal costs. In 2018 legal costs were €28.3 million.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	68	Wow. How many firms benefited or does the Minister know?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	69	I do not think I have that information to hand. Certainly, we can get a breakdown of the figure for the Deputy.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	70	Perfect. It is a considerable amount of money.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	71	It is. It includes costs for guardians ad litem.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	72	Excluding guardians ad litem, how much was paid out in legal fees?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	73	The figure was approximately €7 million for guardians ad litem, which leaves approximately €21.3 million.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	74	It was €21.3 million for various legal cases, leaving aside guardians ad litem. When one looks at the pie chart, is there any way to determine to what payments were attributable?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	75	By the end of 2018, third party counsel fees under the heading of childcare were €599,000. Third party solicitors fees under the same heading were €657,000. The figure for contracted legal services was €11.542 million.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	76	Can the Minister be more specific about contracted legal services?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	77	In other words, it is for legal services outside Tusla, not its own internal resources.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	78	I presume they are tendered for.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	79	Yes. Would the committee like me to continue? I have a sheet that I can provide for it which includes the breakdown.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	80	That would be helpful.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	81	My last question was about the historical cases unit.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	82	The Deputy was focusing, in particular, on retrospective cases. Work on such cases is ongoing and being monitored by the expert assurance group which was established as a result of HIQA's statutory investigation. I understand the team is working in Dublin north where training is being provided and that the policy will be rolled out nationally. Additional principal social workers will be appointed to regional specialist teams to deal with the backlog of cases, while a revised operational policy to deal with the investigation of allegations under section 3 is due to be signed off on in early March. A national group has been established to ensure consistent implementation of the policy once it is commenced.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	83	What is the budget for it and how many members are on the team? Just to know the budget would be useful, if the Minister has the information.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	84	I am not sure it is separate. We can come back to the Deputy as I do not know if we have a specific budget line in front of us.
#AnneRabbitte	unknown-#AnneRabbitte-party	unknown-#AnneRabbitte-dob	unknown-#AnneRabbitte-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	85	I thank the Minister.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	86	I appreciate the questions.
#TomNeville	unknown-#TomNeville-party	unknown-#TomNeville-dob	unknown-#TomNeville-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	87	I welcome the movement on the maximum and minimum thresholds. It is movement towards affordable childcare which was raised as a major issue during the last general election campaign. We need to continue that work to develop the economy and facilitate parents who want to go out to work.The first question I would like to ask is related to the recruitment of social workers by Tusla. Will it be done at local level? Are there proposals for it to happen at that level, as opposed to using broader national or central panels? I hope I am not moving off the point in raising the issue of community childcare services. It has been raised with me in recent months that when community childcare service providers are looking for their subventions, they have to give details of the target commitment for each child set by his or her parents. Throughout the course of the year it may fluctuate. The number of hours a parent originally thought his or her child would spend in the childcare facility might decrease. As a result, the facility's budget decreases. As the service provider tries to react to all of these situations, there can be knock-on effects in the planning of services for the year. Have solutions been explored by the Minister or the Department? Perhaps there might be a buffer zone to mitigate the fluctuations. A parent may commit to his or her child being in a particular facility for a particular period, but circumstances may change. If parents finish work early, for example, that can have a knock-on effect in the form of fluctuations in the subvention budget. I am not disputing and agree that there is a need to achieve value for money and for transparency and accountability, but we do not want to put community facilities in such a bind that the amount of administrative and forecasting work they have to do renders them unable to do their jobs when there are fluctuations. Have talks taken place and has any thought been given to finding a solution?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	88	I want to be clear on the arena in which the Deputy is raising his question. I know that there are a number of queries and concerns about a particular aspect of the childcare scheme - the need for community service providers under the community childcare subvention scheme to identify the attendance levels of children throughout the year. When they identify whether children are attending for one day, two days or three days, etc., the data are monitored to determine whether they are accurate as time passes. As people know, childcare service providers under the scheme are paid according to the amount of time children spend with the service provider. Is that the area about which the Deputy is speaking?
#TomNeville	unknown-#TomNeville-party	unknown-#TomNeville-dob	unknown-#TomNeville-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	89	Yes. I should mention in the interests of transparency that I am a director in a community childcare service. My decision to raise this matter is in no way linked with that role. I am bringing it up as a general broader issue for the purposes of the committee.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	90	I appreciate that and thank the Deputy. I know that many childcare service providers and public representatives have concerns in that context. The process for the scheme which is one of the most popular involves determining attendance levels and, therefore, the amount per child to be paid in fees to each provider. A snapshot window has been used to identify a period of time of approximately four weeks. The provider is asked to look at each child's attendance during that period. This enables trends to be determined and recorded on the Pobal system. Eventually, Tusla may come along to see whether things are being done as effectively and accurately as possible. A number of instances of non-compliance have emerged during Tusla's work. In other words, there was a difference between the attendance figure identified by the service and included in the system and the number Tusla saw when its staff went to the service. That is what is going on and the response - it is still ongoing - is that my Department and, in particular, Pobal offer to work with the provider to look at the reasons for it. For example, it could have to do with sustainability issues. If it does, there is a programme and resource in place in the Department to deal with it. It works with providers individually and does not necessarily offer money initially. It may offer advice to enable providers to work more accurately. Resources are ultimately made available if needed. I think the Deputy's question was pointing to what would happen as we moved to the affordable childcare scheme. We are on target for families to sign up their children to the scheme in October 2019, with payments set to begin in November. There will be another process to determine what the payment per provider will be, in accordance with the attendance and time requirements of each child availing of the services of that provider. After initial agreement is reached on what the parent requires, there will be a more general ongoing periodic report from the provider to Pobal setting out the child's attendance, as the provider sees it. I think and hope the process will be relatively straightforward. The ongoing monitoring can almost be described as a form of self-compliance, but I think it is more accurately attuned to the requirements of children, families and providers. We acknowledge that there has been a challenge and a difficulty in that regard, but supports are provided under the current system. A new system will be put in place as part of the affordable childcare scheme. The Deputy also asked about the recruitment of social workers. Tusla has its own centrally managed internal recruitment process, known as Tusla Recruit. There are links with regional managers in recruitment. The process is being strengthened through regional developments and special campaigns are being used. They are visiting campuses where young people and mature students are completing their work and recruiting in that way. Tusla communicates regularly with students and partners through the application process. Obviously, they must ultimately also be registered through CORU.
#TomNeville	unknown-#TomNeville-party	unknown-#TomNeville-dob	unknown-#TomNeville-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	91	Okay.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	92	The Deputy also asked about the recruitment of social workers. There is a streamlining and formalising of the placement process. We are also looking to increase the numbers of places on social work courses. That might be a more medium-term objective. We have had an initial meeting with higher education settings and related associations at which this issue has been discussed. The Department is facilitating the discussions between Tusla and third level institutions to address the supply of social workers in the medium term.
#TomNeville	unknown-#TomNeville-party	unknown-#TomNeville-dob	unknown-#TomNeville-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	93	I ask the Minister to be mindful of what I have raised, particularly as it affects community facilities. Obviously, many people working in such facilities are doing so in a voluntary capacity. The Minister is also trying to attract newer members to the board. I will continue to work with her on these matters. I am mindful of the new system. I thank the Minister for her answers.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	94	Before we conclude on programme A with Deputy Lisa Chambers, I want to make a couple of points. I am sure the Minister is aware that the chairman of Tusla, Mr. Rabbitte, was before the joint committee last week. He mentioned the specific matter of broadening social worker recruitment methods, an issue which has been highlighted by Deputy Neville again today. The Minister has referred to her engagement with the Higher Education Authority. How far down that road is she? How long has she been involved in the process? The latter question may be more appropriate.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	95	There has been an initial meeting with the organisations. I will mention a key aspect that has arisen as a result of it. They have identified that it is relatively straightforward to increase the numbers of places on courses and stated they would welcome an opportunity to do so.It is a little bit more challenging because it is a professional degree and as part of that they are placed in certain settings to support their learning. As they need to find more settings, we are setting up a sub-committee to support the finding of additional placement settings for the social workers and that will continue.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	96	I wish to ask specifically whether the Higher Education Authority would be able to identify certain courses for students who might be attracted into the sector, given the difficulties that Tusla and the HSE currently have in recruiting social workers and the net loss, albeit small, of social workers to Tusla in 2018.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	97	Is the Chairman asking whether it might be part of this work to do some kind of information or promotion-----
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	98	Exactly.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	99	-----in attracting new students? I think that is a good suggestion and I expected that it would be.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	100	When one thinks of post-leaving certificate courses, PLCs, and so on, there may be individuals progressing in areas in a complementary industry but who could be attracted. If a second-year student was doing well, for example, in such a course, and realised this was something he or she wished to pursue, he or she might not otherwise look at this avenue. If there was information available to such people, however, they might consider it. Every little helps, as they say.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	101	I believe that suggestion of the Chairman is an excellent insight and we will take note of that. I myself know a number of young people in some of the communities I represent who would love to go into social work because they have been beneficiaries of it.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	102	I was accosted by a young lady in a shopping centre in Swords only the other day. Why she was watching Pat Rabbitte and the committee I do not know, but she was. It was an area that interested her. The conversation ensued accordingly. In relation to Oberstown, in 2018, €3.6 million was expended on capital. This year the outlay is €2 million. Can the Minister provide the select committee with a breakdown on what was expended and what is planned to be expended?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	103	What were the funds expended on, is that the question? I believe I have the exact figures.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	104	I will continue here. The other issue with regard to staff is that there was an increase of 110 personnel in Tusla. Can the Minister provide us with a breakdown in this regard? Are they all in one particular area or are they all over the place? Can the Minister provide the committee with such a breakdown? I do not mind waiting for these answers.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	105	Okay.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	106	Returning to Oberstown, on the current side, again in relation to staff and personnel, security etc, can the Minister outline to the committee the budgetary increases that are being provided to Oberstown for the purposes of staff protection, which as the Minister is aware has been an issue and has come up in recent years? Does the Minister believe there is sufficient funding to provide those additional safeguards for personnel, as to health and safety?
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	107	To begin with the Chairman's question on capital expenditure in Oberstown, is the Chairman asking about 2018 or 2019?
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	108	I refer to €3.6 million for 2018, versus €2 million for 2019. Can the Minister identify-----
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	109	On the variance of the capital costs, in the first instance this relates to the timing of demand-led maintenance, which is difficult to predict. Second, in respect of 2019 itself, there is less of a need now for capital improvements because those have gone on. The capital provision for 2019 will lead to the construction of a fire track on the campus, the demolition of certain buildings that are now obsolete, following the completion of the capital development on the campus more generally.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	110	The demolition is welcome news from the Minister, having visited the campus a couple of times.
#KatherineZappone	unknown-#KatherineZappone-party	unknown-#KatherineZappone-dob	unknown-#KatherineZappone-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	111	I know the Chairman has done so.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2019-03-06 00:00:00	Estimates for Public Service 2019	112	I fully appreciate that there have been historic expenditures on upgrades because of, perhaps, foresight issues going back to delivery of the new building, which I witnessed at first hand. Does Deputy Lisa Chambers wish to come in on programme A?
