#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	0	I welcome the Minister for Justice, Equality and Law Reform, Deputy McDowell, and his officials to the meeting, the purpose of which is to consider Committee Stage of the Civil Liability and Courts Bill 2004. It has been suggested that we should try to finish by no later than 5 p.m. Is that agreed?
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	1	What will happen if we do not finish by that time?
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	2	We need to finish the Bill today. At what time will we return if we do not finish by 5 p.m.?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	3	We should aim to finish by that time.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	4	We will aim to do so but should make provision in case we do not.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	5	I am prepared to join in that aim.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	6	If we do not finish by 5 p.m., we can re-examine the matter.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	7	The suggestion is to leave it open. We will endeavour to finish by 5 p.m.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	8	Since brevity is the soul of wit, we should be brief.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	9	If I try to push them along, members will know it is with the intention of finishing before 5 p.m. Is it agreed that we will review the matter as we approach 5 p.m.? Agreed.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	10	Due to administrative difficulties in my Department, our amendments to section 36 have only been——
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	11	On what page?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	12	They are not there. I have sent copies of the proposed amendments to the Clerk to the committee and Opposition spokesmen in order that they will understand what we intend to do with regard to the  in camera rule. Because of a glitch yesterday, we were unable to get them to the Bills Office in time for inclusion in the approved list of amendments.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	13	Does the Minister have a draft of what he is proposing?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	14	I do and would like everybody to have it.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	15	Is the Minister proposing that we discuss them on Committee Stage or flagging them for Report Stage?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	16	I will do whatever the committee is agreeable to. At the very least, I wish to flag them for Report Stage. If this meets with approval, we will discuss them on Committee Stage.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	17	Perhaps we will deal with them later because spokespersons have not yet received a copy.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	18	I will be introducing an amendment on Report Stage which will deal with the commencement date of the Bill's provisions. The aim is to commence as many provisions as possible without the need for a commencement order. The amendment will seek to narrow the delayed commencement to as few provisions as possible.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	19	Can the Minister explain the technicalities in this regard?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	20	Section 1(2) effectively gives me free reign to commence virtually any provision whenever I want. I hope to amend this section on Report Stage to make it clear that certain provisions will commence on the passing of the Bill and will not rely on me to make commencement orders.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	21	Can we underline the Minister's name when it is included in the legislation?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	22	With the reshuffle coming up, I would not want to do that.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	23	We have failed so often in the past.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	24	Is there a message in that? The press should take note.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	25	Amendments Nos. 2 and 3 are consequential on amendment No. 1 which is in the name of the Minister. Therefore, amendments Nos. 1 to 3, inclusive, may be discussed together by agreement. Is that agreed? Agreed.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	26	I move amendment No. 1:
In page 6, subsection (1), line 26 to delete ", for".These are technical amendments purely to rectify a drafting point which emerged.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	184	I do not propose to accept this amendment.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	185	If the Minister had accepted it, it would be three in a row.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	186	I am sorry about that. The purpose of the mediation process is to help matters. There is an element of without prejudice to all the mediation procedure. I do not want to start getting particular in this way. I would prefer the text the way the parliamentary counsel drafted it.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	187	Can I take it that Deputy Costello will withdraw his amendment?
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	188	No, this is a fairly important amendment. A mediation conference would be an excellent way of resolving a dispute, if that could be done without the need for all the other procedures, costs and so on. If the chairperson can put anything he or she wants in the report and given the Minister proposes the wording that the report shall include the following, that means that it could include many other matters. Many personal, private and angry scenes may take place in the course of a procedure, but there is no need to report the detail of everything that takes place. What needs to be reported is the relevant matters, namely, where a mediation conference did not take place, a statement of the reasons it did not take place, where a mediation conference did take place, a statement as to whether a settlement was reached in the personal injuries action, or where a settlement has been entered into, a statement of the terms of the settlement.What is the value of giving a blow by blow account of what did or did not transpire in a mediation conference? Only the results of the proceedings of the conference need to be given. If the chairperson prepares a long drawn-out report about who said this and who said that, and attaches blame on one side or the other, that will be of no advantage. We need to be specific about what the chairperson will be required to put in the report rather than leaving it open to his or her discretion.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	189	Will the Minister clarify if the report and the mediator will be available to the solicitors representing the people in question?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	190	Yes, section 15(2) states that a copy of a report prepared under subsection (1) shall be given to each party to the personal injuries action at the same time as it is submitted to the court. It will not be secret and will be handed to the court. This is a derogation from the general rule that procedures that happen with a view to settling a case are covered by the without prejudice rule, which is a privilege that such material cannot be used in court afterwards. If two barristers or two solicitors are outside a courthouse and one of the solicitors or barristers says that his or her client looks guilty but there is A, B and C, the other solicitor or barrister cannot run into court and take an oath on the bible and say that the other solicitor or barrister half admitted that outside and said that he or she would give me €40,000. There is a rule against admitting such material. It is a form of privilege that without prejudice negotiations are not admissible in evidence. The general rule is that without prejudice material is not admissible. Therefore, only that which is made admissible is covered by the procedure.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	191	It seems that as the section stands the chairperson could come into the court and give a statement as to why agreement was not reached in the mediation conference. I do not believe such detail is necessary.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	192	If we deleted the word "include" on line 29 and inserted the word "state", that might address the matter.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	193	Yes.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	194	Perhaps that would address the Deputy's point.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	195	A slightly different amendment proposed by the Minister states that in line 29 of page 14 the word "include" shall be deleted and replaced by the word "state". Is that correct?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	196	I would accept such an amendment.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	197	I will put the Minister's amendment first. Is it agreed that the amendment be made? I take it that Deputy Costello will withdraw his amendment on the basis that the Minister will amend the section?
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	198	That is not quite three in a row but it is two and a half in a row.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	199	The word to be inserted cannot be the word "state" rather it should be the word "contain" because it can contain a statement.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	200	I suggest that some of the Minister's officials examine that wording and we can revert to this amendment in a few minutes.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	201	All right.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	202	Is that not the best way to deal with it? I am advised we cannot proceed with the Bill and then return to deal with this amendment. We will suspend for a few minutes if the Minister wishes to consider it. Anyhow it is timely for us to take a short break.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	203	Prior to our suspension we were discussing amendment No. 32 to section 15. The Minister suggested that he would bring forward an amendment that would suffice instead of amendment No. 32 moved by Deputy Costello. Will the Minister give us the wording of the amendment he proposes to move?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	204	I move the following amendment:In page 14, line 29, to delete "include" and substitute "set out".
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	205	I move amendment No. 33:
In page 15, subsection (3)(b), line 3, after “action” to insert “unreasonably”.The amendment simply seeks to insert the word "unreasonably" where an order might be made directing payment of costs. There would have to be satisfaction that the party to the action failed unreasonably to comply with the direction. It is another one of those caveats that I am attempting to insert in the section to help the Minister with the legislation.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	206	I am against that amendment because in this case the court has directed that somebody should participate in the conference. One must obey the rules of the court. One does not say that one will obey them if one thinks they are reasonable.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	207	The Minister has a point. I will withdraw the amendment.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	208	I will be introducing minor technical amendments on Report Stage tomorrow to add the words "offers of tender and payment" to the reference to lodgement. In this section, I will also be proposing an amendment to change "final offer" to "formal offer" so as not to circumscribe anybody in prescribing when the offer is to be made.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	209	Amendments Nos. 34 and 35 are cognate and may be discussed together.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	210	I move amendment No. 34:
In page 15, subsection (7), line 35, to delete "order of the Minister" and substitute "rules of court".The Minister is seeking to take unto himself absolute power by ministerial order rather than by court rules. As I understand it, that should be done by the rules of the court and then approved by the Minister rather than dealing with the matter by ministerial order. Amendments Nos. 34 and 35 are on the same lines.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	211	As regards these amendments, I want to create a right of initiative for the Minister. I do not want to be totally reliant on the rules committees in arriving at a set of time periods. It was a deliberate choice. The rules committees function on the basis that they deliberate and may or may not come to me. All I do is concur in a decision made by them. If they do not come up with some period I am powerless in the matter. Therefore, I want the right of initiative on these periods.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	212	Is that wise?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	213	It is when I am holding the job. I am only joking.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	214	The Minister is being side-tracked.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	215	We have not even started to discuss the reshuffle ahead.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	216	We will not enter into political judgments like that.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	217	No. Dates of proceedings and for lodging pleadings are normally dealt with under the rules of court. Will it not incur an enormous amount of detailed work by the Minister in having to take the initiative rather than having something come from the courts for his approval? Will it not increase his burden of responsibility? As regards the Minister's decision, how will he inform himself as to the appropriate time for such orders to be prescribed? It appears as if it will be difficult for a Minister in the future, leaving the current Minister out of it.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	218	The Deputy can rest assured that the Minister, for the time being, will confer with the Courts Service before making orders.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	219	I move amendment No. 35:
In page 15, subsection (7), line 37, to delete "order of the Minister" and substitute "rules of court".
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	220	I wish to raise some concerns about section 16 generally. Normally in dealing with a claim, one expects the defendant or the defendant's insurers to make an offer. If they do not, in many cases they should. Here, however, we are also requiring the plaintiff to serve notice in writing of an offer of terms of settlement. Has this been thought through? Is it fair to the plaintiff? Normally, the plaintiff makes a claim. It is then up to the defendant to declare that the plaintiff does not have a claim, to tell him or her to go to the Devil, to defend or otherwise state the claim is worth a certain amount. The initiative is taken by the defendant and the plaintiff may or may not make a counter offer once negotiations start. I wonder if the Minister has thought through what will happen and when this procedure will be initiated. As he well knows, haggling often occurs in the round hall of the Four Courts.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	221	I have indicated that I intend to substitute the word "formal" for "final" in a Report Stage amendment. I will not try to prevent haggling on the steps of the court. I want to introduce a provision — this is not a novel concept or unique to Ireland — whereby both sides in litigation will be told on an objective basis as a precondition prior to trial that they must set out the terms on which they are willing to settle the claim. The idea is that plaintiffs can be forced to act reasonably. They will not be able to state they want €1 million for a broken finger and not a halfpenny less. If this is his or her totally unreasonable attitude, it will be borne in mind at a later stage by the court in deciding on costs.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	222	The only issue is whether the word "shall" should be replaced by the word "may". I understand that in the United Kingdom there is a similar procedure but that it is not mandatory, although the plaintiff is encouraged to take such an approach. This section provides that it will be mandatory. Has the procedure in the United Kingdom been checked to see what the impact of the civil procedure rules has been?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	223	It is not a novel procedure. It is intended to be mandatory. The purpose is to require a plaintiff to indicate clearly to the defendant that the case can be settled for a particular amount.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	224	Who will make the first offer?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	225	The plaintiff will make the first offer because he or she must do so after the prescribed date, whereas the defendant——
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	226	That would be contrary to normal practice.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	227	Sorry, I should not say it will be in that order.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	228	I am sure the Minister appreciates that normal practice is that the plaintiff makes his or her case and, if necessary, issues proceedings. It is then a matter for the insurance company to come up with an offer. Here we seem to be inverting the procedure.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	229	It appears the defendant will not even have to make an offer. According to the section, the defendant may state he or she is not prepared to pay any sum of money to the plaintiff in settlement of the action. Therefore, the plaintiff will have to indicate what offer he or she will accept but the defendant will not have to make any statement.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	230	The reasonableness of that attitude is something which the court can take into account at a later stage. If one thought the case was fraudulent, it would be wrong to require a defendant to offer a sum of money to settle the claim. If one intended to blow the plaintiff out of the water, it would be wrong to tell a defendant that, nonetheless, he or she must offer to settle the claim for a sum of money other than zero. That would give the plaintiff an opportunity not to opt for making a fraudulent claim.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	231	I accept the point in regard to fraudulent claims and emphasise that we must do everything we can to stop them. However, I am worried that this approach might run counter to the normal process, that it would give an unfair advantage to the defence in that the plaintiff will have to set out the claim in detail, that there may be a contest on liability. Therefore, there may be two issues to be resolved. Without an offer from the defendant, the plaintiff will have to state a minimum figure. I am not sure that this is a constructive approach. If it was a Circuit Court claim, the minimum would be €38,000 or whatever the limit was at the time.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	232	The defendant will not have to do it unless the plaintiff is refusing to make an offer. Section 16(2)(a) requires him or her to offer terms of settlement, or state he or she is not prepared to pay anything. The defendant must come down if favour of one or other of those propositions.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	233	I am not sure the Minister is getting my point which is that it should be a matter for the defence to make its offer in response to the claim first.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	234	There is nothing to stop the defence from doing so. The rules on lodgement still apply.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	235	I accept that.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	236	The defence can make its offer at any stage.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	237	I would like to see the process reversed. I have no problem once the defence has indicated its position. Otherwise, we are imposing a requirement on the plaintiff to state whether he or she will settle for something close to the offer, or that it is one million miles away, in which case this could subsequently be used against him or her. It is wholly unfair to the plaintiff to have to nominate the first figure in the settlement stakes.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	238	Because it will be mandatory on the plaintiff to nominate the figure, the problem is that it will be a ballpark figure which will bear little relation to the final settlement. Therefore, is it of any value to make it mandatory in such circumstances? As Deputy O'Keeffe said, it reverses the normal procedure whereby the defendant indicates settlement terms first and then the plaintiff responds.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	239	All of which will happen in any event. This provision requires a formal exchange of offers. It is highly unlikely that a case will get to this point without intensive efforts having been made. There could well be mediation. There is nothing in the provision which states the normal procedure, whereby the defendant will offer, say, €50,000 and horse trading will ensue, will not take place. This is a different system whereby the two parties will be required, as a pre-condition prior to trial at a late stage in the proceedings, to state the terms on which the plaintiff is willing to settle.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	240	Deputies O'Keeffe and Costello question the wording whereby the plaintiff in a personal injuries action "shall" after the prescribed date serve a notice in writing of an offer of terms of settlement on the defendant. Is that not the point at issue?
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	241	If I was devising this provision, I would change the word "shall" to "may" or, for a better approach, require the defendant to put his or her best foot forward. There is nothing wrong then with requiring the plaintiff to formally respond but it is wholly unfair on the plaintiff that he must put his best foot forward first as that gives the advantage to the defendant.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	242	The Minister stated he would amend the reference to "final" to "formal". Will all references to "final" be substituted by "formal" in the section in order that a new process will be pursued whereby formal offers will be made that may have a bearing on the final offer?
