#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	0	Apologies have been received from Deputies Canney and Doherty. Before we begin I remind all of those in attendance to ensure their mobile phones are on silent mode or switched off. From the Irish Fiscal Advisory Council I welcome Mr. Sebastian Barnes, Dr. Martina Lawless, Ms Dawn Holland, Professor Michael McMahon and Dr. Eddie Casey. I thank them for making themselves available to the committee. All witnesses are reminded of the long-standing parliamentary practice that they should not criticise or make charges against any person or entity by name or in such a way as to make him, her or it identifiable or otherwise engage in speech that might be regarded as damaging to the good name of the person or entity. Therefore, if their statements are potentially defamatory in relation to an identifiable person or entity they will be directed to discontinue their remarks. It is imperative that they comply with any such direction. For witnesses and members attending remotely, there are some limitations to parliamentary privilege and as such they may not benefit from the same level of immunity from legal proceedings as a witness who is physically present. Witnesses participating in this committee session from a jurisdiction outside the State are advised they should also be mindful of their domestic law and how it may apply to the evidence they give. Members are reminded of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside of the Houses or an official either by name or in such a way as to make him or her identifiable. I remind members the meeting is limited to two hours due to the Covid-19 guidelines. This is to ensure the safety of members, witnesses and secretarial staff. We have agreed speaking times and slots and I ask members to remain within these agreed times. I suspect we will have some latitude towards the end if anyone wants to come in for a second round. I also remind members that other members are due to attend later and if, when vacating their seats, they use the wipes available to wipe their area, it will allow the next set of members to arrive and take their seats in a safe way. I invite Mr. Barnes to make his opening statement.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	1	I am sorry but I do not know whether the committee members can hear us.
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	2	We can, yes.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	3	We cannot hear, unfortunately. If committee members could confirm whether they can hear us it would be very helpful.
#NeasaHourigan	unknown-#NeasaHourigan-party	unknown-#NeasaHourigan-dob	unknown-#NeasaHourigan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	4	Yes, we can hear Mr. Barnes.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	5	We can hear the Chairman now. This is a perfect situation for a dialogue. As always, we thank the Chair and members of the committee for inviting us. Joining me remotely are council members Dr. Martina Lawless, Professor Michael McMahon and Ms Dawn Holland, as well as our chief economist and head of secretariat, Dr. Eddie Casey. We hugely value our engagement with the Oireachtas and see these meetings as an important part of our work. As committee members knows, the Irish Fiscal Advisory Council is an independent body established under the Fiscal Responsibility Act 2012. Its mandate is to endorse and assess the official macroeconomic forecast, assess the budgetary projections, assess compliance with the fiscal rules and assess the fiscal stance. This focuses on the overall fiscal stance rather than on individual tax measures or spending items and priorities. The council's fiscal assessment report was published last week and assesses budget 2020. In terms of the economic outlook, Covid-19 continues to have a major impact on the Irish economy. The budget projections imply a 6% decline in real modified gross national income, GNI*, this year, followed by a muted 2% recovery in 2021.November’s Covid-adjusted unemployment rate remains high, at 17.4% for those aged between 25 and 74. However, the outlook has improved since the spring. The domestic economy recovered strongly in the third quarter. Consumption has rebounded and multinational enterprises have supported activity. For budget 2021, the Government assumed that a vaccine would not be widely available until at least 2022, and that trade between the UK and the EU would be based on a hard Brexit. This was prudent, given the uncertainties and risks involved. However, it did not factor in a tightening of the Covid restrictions, as we saw in October. The budget forecasts cover just one year ahead, compared with the normal five-year horizon. This gives an extremely narrow picture as to how today’s policies might impact on the economy and on public finances. While medium-term projections are uncertain, they help to promote medium-term oriented fiscal policy. A return to five-year forecasting is essential for next April’s stability programme. In our report, we developed three scenarios to 2025 to help frame some of the medium-term challenges that Ireland faces. The extended budget 2021
projections would see the economy recover to pre-crisis levels of activity by the end of 2022. A milder scenario, with an effective vaccine next summer, and perhaps we have got closer to that, and an EU-UK free-trade agreement, could see the economy recover to pre-crisis levels somewhat earlier in 2022. By contrast, a repeat waves scenario, with further level 5 restrictions necessary in 2021 and 2022, could see the recovery delayed until well into 2023. The outlook remains highly uncertain and the impacts of the crisis might be felt for a very long time. Sectors such as retail, hospitality, transport and the arts are especially vulnerable to the pandemic. Counties more reliant on tourism and hospitality have also been worst affected, especially in the western and Border regions. The impact of Brexit also is still unclear and could be much different from what is assumed. Ireland is also exposed to international tax policy changes. Turning to the public finances, Covid-19 has led to massive Government spending on job supports, health responses and measures to stimulate demand. Tax revenues have fallen sharply in some areas, notably VAT. Yet corporation tax and income tax have fared better than expected. A very large deficit close to €20 billion, or approximately 10% of GNI*, is likely both this year and next year. This will lead to a sharp rise in the debt-to-GNI* ratio, which was already at high levels pre-crisis - the sixth highest in the OECD at the time. The council assesses that the Government’s decision to continue to borrow to support households and businesses through the Covid-19 crisis and to provide stimulus is appropriate, including up to €12 billion of supports in temporary stimulus for 2021. These measures should help to lessen the lasting damage of the economic crisis, and ultimately lead to a more sustainable path for Government debt. The council welcomes the use of contingencies in budget 2021
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	30	I will attend to those points in turn. On the general Government figures, this is an issue that comes up in a lot of countries. Ireland in some ways has better transparency than other countries. We have a fairly precise idea in terms of providing information on the gross spending there and on a number of other things, including a thing called the "walk", which allows one to move from the Exchequer to the general Government figures. There is a clear idea of how to do that. The Department of Finance is looking at it. We look forward to the Department making progress on that issue and hopefully reporting back to the committee on that. On capital spending, the Deputy is absolutely right. We view capital spending as being very important and it has a very big multiplier. It also has a long-term benefit in increasing the capital base of the economy, providing a framework for structures for public services in the future and, potentially, to support growth. We welcome that this was part of the budget. Deputy Mairéad Farrell is right that the increase allocated in the budget was not huge but we must bear in mind that capital spending in Ireland has been growing very fast in recent years and is now at quite high levels by EU standards. That was very lucky. It takes a lot of time to plan capital spending and it just happened that Ireland was ramping up capital spending at the right time. The right thing to do is look at the level of capital spend during this crisis much more than to look at the change. In the past in Ireland we have seen that capital spending has been slashed during crises. This current situation actually represents progress in moving towards better fiscal policy. Another issue in the context of capital spending, which we see a little bit from the Exchequer numbers from last week, is delivery. On our assessment it looks that capital spending this year will be less than planned. This raises big questions about delivery for next year also. Maybe the priority should not be to keep making ever-bigger promises about what the spend will be, which I am not sure would be helpful. What would be helpful is to make sure that the money already planned to be spent actually does get spent. The quality of the capital that comes out of this will be very important too.
#MaireadFarrell	unknown-#MaireadFarrell-party	unknown-#MaireadFarrell-dob	unknown-#MaireadFarrell-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	31	I am conscious of the time but I do want to come in again. The report also notes that Ireland faces a threat from changes to the international tax system. A number of these changes have been enacted in recent years and more are coming down the line. We have had the OECD's base erosion and profit shifting initiative and the EU's anti-tax avoidance directive. Other proposals for EU corporate tax harmonisation and a digital sales tax are still being deliberated. Which of these, in Mr. Barnes' view, is likely to have the biggest impact on the economy's overall budgetary balance in the long term? The Fiscal Assessment Report refers to Ireland's over-reliance on corporate tax and states: "The funding of Ireland’s public services and supports has become increasingly dependent on corporation tax receipts." In the view of the Irish Fiscal Advisory Council, how fiscally sustainable is Ireland's low-tax model in light of threats from demographic changes, changes to the international tax regime, relocation risks posed by the concentrated nature of our corporate tax base and the longer-term trends of secular stagnation?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	32	We follow the potential tax policy changes very carefully. It is, obviously, complicated on the political front in the context of what is going to happen and what is going to be agreed. There are also domestic considerations. The new Administration in the United States of America, for example, could also have an impact. It is very hard to have a good assessment of what the impact of that will be. Much of the revenue relates to a few companies in a few sectors. Their tax planning is very complicated and it is very hard to say exactly how any of this will play out. This cuts both ways. It could be that ultimately revenue increases, but it could also fall. It requires a cautious approach. This is what the council is arguing for here. The council has a measure of excess corporation tax. This looks at historical and across-country trends. We are seeing, given how much Ireland raises, how much of that fits with those longer-term patterns and how much of it seems to be unusual. This suggests that quite a lot of these revenues cannot be explained in that way. As this dependency is increased over time, we really think that, as part of the recovery in the medium term, there needs to be a plan to reduce Ireland's reliance on this. We are in a very risky situation. This money is being spent on public services and if it was to disappear quickly, which it could, it would leave a big hole in the public finances and that would lead to a painful adjustment.We therefore think it is much more appropriate that we anticipate that and that we do not spend it all now, excepting the short term, as there will be big pressure in the next two years. Beyond that, however, in the medium term we should not count on spending as much of this revenue as we are spending at present. We need a plan to reduce our reliance on it. The rainy day fund or prudence account could be a very good way of doing so. There are big questions about the sustainability of this model, and that pressure will add to the other points the Deputy made, including the point that in the medium term there are other things that are not sustainable. For example, more action is required on climate change, which is likely to have a fiscal cost. Ageing is accelerating at quite a fast pace. We have a young country now but that will not last all that long. In fact, our population is already ageing quite quickly. There are therefore a lot of pressures which will all essentially come due at the same time, once we have moved beyond the Covid crisis and, it is hoped, the medium-term impact of Brexit. All these things will need to be addressed. This is why the choices are very difficult. It is not just a question of getting back to budget balance. There is a whole set of issues as to how we get there that need to be addressed at the same time.
#GeraldNash	unknown-#GeraldNash-party	unknown-#GeraldNash-dob	unknown-#GeraldNash-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	33	Mr. Barnes is very welcome. I wish to pick up again on the issue of spending this year. A significant quantum of resources, as Mr. Barnes referred to in his post-budget commentary, now looks like being a permanent expenditure across a range of different spending heads, particularly in health. To me, this is really a commentary on the deficiencies Covid-19 has exposed in our public health service. As much of that expenditure now will be repeat expenditure, it is now essentially in the base. There is a very clear question as to how we provide the resources to pay those bills over the next few years. Mr. Barnes very pointedly refers to this in his analysis. Mr. Barnes also refers to the fact that the tax base is disproportionately dependent on volatile corporation tax receipts. We know the Government made a political choice not to have the adult, grown-up conversation we need to have in this country about diversifying our tax base and ensuring that those who have the most may pay more in the context of our economic growth, our economic recovery and investment in the public services on which we all depend. In light of the political straitjacket the Government has talked itself into, as far as Mr. Barnes is concerned what are the options in terms of diversifying the tax base to provide the resources we need to support the public services we demand and on which any modern, decent society should insist? Does he believe, for example, that wealth taxes have a role to play? Wealth has not been tapped and wealth taxes have not been identified as a priority by this Government or the previous one. Does he have a view on the evolution, for example, of property taxes in this country? We know, and all the evidence shows us, that the vast majority of wealth in this country is held in assets. Successive Central Bank reports have indicated that but there are untapped resources there that are required to resource our services going forward. I would like to hear Mr. Barnes's view on that.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	34	That was a very interesting and wide-ranging set of questions. Health is a big issue to focus on in the public finances. As the Deputy notes, there has been a lot of temporary spending on health because of Covid-19 and it was very important that that was done. As he said, there is a risk that some of that could become permanent spending. We are not completely away from the kinds of pressures we saw in recent years. A striking figure is that the permanent health spending next year, taking out the Covid part, will be 30% higher in cash terms than it was five years ago. That is a very significant cash increase in health spending. As we know, and as we have discussed in our previous reports, most of that spending came about in an unplanned manner. It was not originally budgeted for and came about through supplementary budgets and then was locked into the base. There is also the implementation of Sláintecare on the horizon. That is estimated to cost €3 billion. Some of that, apparently, is in this year's budget. It was not very clear to us how much of that has been done. There has been no up-to-date costing of the implementation of that reform since, I think, 2017.A lot of things have changed since then. That is one of the reasons we think that, as part of the package in the spring, it would be good to have a good costing of that. Health, of course, is one pressure among many others. As Deputy Nash noted, and as we have noted, the programme for Government essentially makes commitments not to increase taxes on approximately a third of the tax base. It also commits not to cut or adjust spending on approximately half of the expenditure base. It is therefore a very restrictive document. This is why it is important for the Government to clarify how it will prioritise these issues and address them going forward. As for the public finances and how these pressures can be reconciled, the choices are unfortunately very clear. One is higher taxation; another is adjustments on the spending side. Whether that comes through reprioritising certain programmes or increasing the efficiency of certain activities, those are basically the choices. The Irish Fiscal Advisory Council recognises that none of these choices are easy, but these are essentially the choices the country, the Government and everyone faces. In that context we do not have specific views about wealth taxes or any other way of achieving such an adjustment. That is really a choice for the Government and the political system. As I noted earlier, the tax commission has an important role to play in coming up with ideas and proposals of ways of increasing the effectiveness of the tax system, making sure it is fair and contributes to growth. As I also noted, the spending review process could be strengthened. At the moment it is very much an analytical and technical exercise. It is good work but very technical work. In other countries, such as the Netherlands, they use it as a way to prioritise government spending and to consider the efficiency of what is done. A third pillar in this regard - the council has engaged on it in the past week - is the pensions commission. As I said, pensions is partly a long-term issue about the public finances but it is also a short-term issue. Every year between now and 2025, ageing will on average add another €850 million to the spending base. This is a lot of money, so those things need to be considered. In that context, we were concerned about the change in the legislation on raising the pension age in the beginning of next year. I will make one very specific point about taxation. We do not have general views about different tax instruments. One thing worth noting is the fact that property values for the purpose of the property tax have not been updated as planned. This is one area where a plan was in place which has not been implemented. It will be important to get back to that if that is what the Government intends. There is a risk otherwise - we have seen this in many countries - that if the properties are not revalued for the property tax, it never gets done and the tax base suffers as a result.
#GeraldNash	unknown-#GeraldNash-party	unknown-#GeraldNash-dob	unknown-#GeraldNash-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	35	I have two more observations and questions. The most recent Exchequer returns and the trajectory we are on at present would suggest, to me at least, that the deficit this year will ultimately not be anywhere close to €21 billion. Mr. Barnes may have a different view, but what does he believe is the lowest level at which it might potentially come in at the end of the year, given the trajectory we are on at present? On public capital expenditure, the council recognises that public capital investment is an important stimulus. Regrettably, the very propitious lending environment we are in at the moment is not being exploited enough by the Government in terms of borrowing at very low rates for long-term capital investment. It is very underambitious to simply decide to spend an additional €500 million over the next 12 months, given the deficiencies we have in our public infrastructure and our social infrastructure - for example, in public housing. Does Mr. Barnes think it would be wiser to invest more now, on top of the €500 million, on top of what is already committed, to unleash the economic potential and address some of the social and public infrastructural gaps we have at the moment, particularly in the context of housing?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	36	Let me start with that question. As I said in a reply to an earlier question, we would focus less on the increase in public investment this year and more on the level of investment. This happens to be a period during which public investment has been ramped up a lot in Ireland. By international standards our level of investment is now pretty high.The fact that it has not increased much is not too much of a concern. The good news is that there is a lot of money going into the economy through investment and we welcome that, both in respect of its contribution to stimulus and to wider public objectives. Therefore that is appropriate.  As to whether we should borrow more and what it should be spent on, these are very much political questions. The Deputy is right to say that this current interest rate environment is very favourable. The Government is borrowing a lot of money at long maturity, and is locking in those low rates. These actions are all consistent with the strategy that has been set out. Whether it should be doing more is a difficult question and some of it relates to the capacity of the economy and of the Government to take that money, to commit to spending it on capital projects and to do so wisely. We are not in a good position to make a judgment on that but overall, we welcome the high level of investment. Even though interest rates are very low, public debt is very high and that is a concern. There are constraints and money still must be used wisely; it is not as though it is free money.  On the issue of the Exchequer returns, we issued our report last week before the Exchequer returns and we were looking at a deficit of a little more than €20 billion this year. The Deputy is right that the Exchequer returns had quite a lot of news in them and there are quite a few moving parts involved. One is actually the shortfall on capital spending and it looks like there will be an underspend on the budget for the year as a whole. As there has been less spending than was built in as a contingency for the level 5 restrictions, it looks as though that spending will come in lower. Tax receipts through income tax and corporation tax have also been lower, so there are quite a few moving parts to the returns, but we would agree with the Deputy that the budget deficit will come in smaller than anticipated. I would have thought that around €18 billion or €19 billion would be a reasonable figure. I am not sure whether Dr. Casey wants to make a point here.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	37	I completely agree. I think that the figure of €18 billion to €19 billion seems likely now, given the shortfall in capital spending we have seen in areas like transport and housing but also on current spending areas that were linked to Covid. There was a large contingency for Covid-related spending in the areas of social protection and health and that now seems unlikely to be needed even though the level 5 restrictions were put in place, which is encouraging. In respect of the lower bound, it is hard to say but it could be as low as €18 billion. I do not imagine, however, that it could be much lower than that. Again, there are many uncertainties and health spending could still be quite high in December. We do not know what kind of costs linked to Covid or to the effects of the regular flu season are going to be incurred. There potentially are other payments that were missing in the returns, so it is unclear at this stage. There could have been greater transparency on the Covid spending. For example, we would have liked to have seen more costings done on the measures that were introduced and the budget could have done a better job of presenting clear costings on things linked to Covid.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	38	I thank the witnesses from the Irish Fiscal Advisory Council for their contributions, which I always enjoy and learn from, and I welcome them to the committee. I know that they are reluctant to comment on particular policy proposals but in their report, they are willing to go as far as using the word "appropriate" when it comes to, for example, the decision of the Government to borrow to finance Covid spending. Can the witnesses use the words "appropriate" or "legitimate" when it comes to the issue of wealth taxes as a possible response to the hard choices they say we have to make as a result of the risks that exist including Brexit, Covid, possible changes in the global corporate tax infrastructure and so on? Is it fair to say that it would be appropriate or at least a legitimate thing to consider that rather than continuing to borrow, which we cannot do indefinitely, it might even be more prudent to introduce wealth taxes, as is being done in places such as Argentina, on the back of the Covid crisis?I ask in particular because it is now becoming clear that while some sectors have been very hard hit, others have done well during Covid. Even from the point of view of balancing things up, is the introduction of redistributive taxes to pay for Covid expenditure, additional capital expenditure and so on, rather than borrowing, something that should be actively considered and taken seriously, as it is in other places in the world but rarely here?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	39	As we are very aware of our mandate, when we use the word "appropriate", it is in terms of being conducive to sound economic and budgetary management, which is what we are required to assess under the Fiscal Responsibility Act. Therefore, we are very careful about that and to make clear that we supported and viewed as appropriate the overall stimulus being provided during the recovery. It is very important that borrowing is undertaken in 2020 and 2021 because that will stimulate the economy. We have concerns, however, about continuing to borrow during the recovery phase, when essentially that would not be appropriate, given the high level of public debts and the risks that this creates. As I said, we do not take a view on any specific spending or tax measures as a general rule. As these are not issues that we analyse, look at or have any expertise in, I would be reluctant to make those sorts of judgments here. What I will say is there are legitimate questions - the Deputy has raised many of them - about taxation, fairness and the efficiency of different instruments and I think it is worth looking at these things. As there are many different forms of tax on wealth of different designs, these are legitimate questions for people to ask. We do not have an answer to them but they are legitimate questions. The Covid crisis, as the Deputy noted, has had very complex and differentiated effects. For example, some people have experienced very difficult circumstances and may have lost their jobs, income or businesses while other people have continued to be paid and have not spent very much. In its wake, we know there have been a lot of savings in the economy, so there is a legitimate question about whether such measures are may be warranted. Obviously, anything that would help to reduce the long-term pressure on the public finances would help to make the economy less vulnerable and would be desirable. There are reasonable questions to be asked in this regard. While we have no specific answers to them, there are questions there and international experience can be looked at. However, the outcomes, as well as the fact that actions have been taken, also must be considered.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	40	I thank Mr. Barnes for that because I want us to legitimise the debate about wealth taxes, which has generally been considered to be off the radar to date. It is interesting that countries such as Argentina and others are now beginning to introduce these taxes on the back of the Covid-19 crisis. I will press Mr. Barnes further on the question of wealth taxes, although I acknowledge there are limits to what he can say. Borrowing entails borrowing from those who have surplus money, at interest, to make up for the lack of money available to finance necessary expenditure in health or capital expenditure, for example. In the case of wealth taxes, instead of borrowing the money at interest from those with a surplus, one takes it from them. From a prudential point of view, does it not provide better value for the State to take the money from those who have a surplus rather than borrow from them at interest?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	41	I know that Dr. Lawless has done some work on wealth taxes. Perhaps she has an answer to the question.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	42	A number of years ago I did some work on wealth taxes, focusing on household ownership of assets in Ireland. It involved taking a number of existing wealth taxes from a number of different countries, including France, Spain and Switzerland, and looking at what revenue those wealth taxes would raise in Ireland, how many households would be covered and the total revenue that could be raised.It was a technical exercise in how different styles of wealth tax would impact Ireland. Along with the debate on whether we should have a wealth tax and the role it would play, there are many variations in the designs of wealth taxes to consider. They would have significant implications in terms of how many households would be affected and how much money would be raised. For example, approximately 80% of household wealth in Ireland is in the form of property. Wealth taxes across a number of countries frequently exclude the household's main residence. That makes a major difference in terms of the number of people affected and the amount of money raised. The broader one draws the definition of wealth, the more money one raises, but also the more households one impacts. There are many decisions to be made on a wealth tax's design.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	43	I will press Dr. Lawless on that. I take her point. The wealth tax that we in People Before Profit have designed and proposed in our budget submissions excludes the family home but is there not a fairly simple calculation to be done? We have approximately 1.8 million or 1.9 million family homes in the country. We can work out roughly what they are worth on average. If we multiply one by the other, we get what component of property wealth in this country is comprised of family homes and what component is comprised of multiple homes, large tracts of land and other property. Any reasonable assessment of the enormous amount of property wealth will show that the bulk of it is not family homes. Rather, the main part of it, which is growing, is people with multiple properties and large tracts of land. These are not about putting a roof over their heads.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	44	The recent Central Bank report on household wealth in Ireland showed that, for the top 20% of households in particular, properties other than the household's main residence were a large component of wealth. It also found that wealth inequality had decreased in Ireland because of rising property prices over the past number of years. There are still many issues to be considered, for example, what other assets people have. For example, there are business assets that one would not necessarily want to subject to a wealth take in case it had implications for entrepreneurship. There are other decisions to be made on whether there is a lower limit. There are many moving parts even with the design of a wealth tax. A simple 1% on all non-property assets would be difficult to implement. As Mr. Barnes stated, we would welcome a commission on taxation examining the broad decisions that would need to be made on the design of the tax base and the interaction between a potential wealth tax with other taxes such as, for example, the local property tax and the capital acquisitions tax. There are many interactions between various taxes that would need to be considered before implementing one decision on its own.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	45	My time is nearly up, so I might ask a couple of quick questions. A lesson we have learned from Covid is that, if we scrimp on health spending, particularly on capacity, staffing and so on, it can have more dire economic consequences in a health emergency. To a significant extent, our requirement to close down large sections of the economy was linked to the low level of capacity within our health service. That is a calculation that we must start thinking about. We might believe that we should reduce spending because it is fiscally prudent but it might suddenly catch up with us in a major way because we do not have the health capacity, thereby costing us more. Have the witnesses an opinion on reconsidering the relationship between these two matters in terms of whether it is more fiscally prudent to have the health infrastructure, which might cost more initially but save us in the long run? In terms of reviewing our expenditure and so on, I am interested in tax expenditures and the fact that we do not examine them closely enough.Do the witnesses believe it would be important to examine those tax expenditures closely and make a comparison? This committee and its predecessor have heard evidence from an economist - it may have been one of the witnesses, but I cannot remember - that, in general, direct expenditures tend to be better than tax expenditures. What is gained from direct expenditure is more quantifiable whereas tax expenditure is more indirect and can often be a runaway train without anyone being sure what we are getting from it.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	46	I will let Professor McMahon answer the Deputy's first question. To give him a little notice to think about it, I will answer his second question now. The area of tax expenditures is important. People tend to focus a great deal on tax rates, but much of what matters is the tax expenditures. They get less attention and are typically a little less transparent. I am not sure that I would generalise completely across all of them. They are a legitimate instrument but, as Dr. Lawless stated, they should be examined as part of the general tax package. One of the main risks is legitimacy. Often, these tax expenditures are regressive. I agree that they comprise an area to consider in terms of strengthening and broadening the tax base in the years to come.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	47	The question of how to balance the issue of total capacity and how expenditure is directed towards specific types of capacity within health or any other part of the economy is a difficult one and certainly one on which I would defer to the health experts. I will give an analogy. One fact that is always rolled out when a little bit of snow falls and Dublin Airport or Heathrow Airport closes is that the airport in Helsinki, which suffers far greater snowfall, has not closed in 30 years or something like that. It is a calculated decision. The infrastructure required to keep an airport open despite heavy snow is expensive. If it is only going to be rolled out for three days every two years, it is probably not the right thing to do whereas shutting down is sometimes the most prudent action even though it is disruptive at the time. In the health sector, the decision is even more complicated than that. The questions that Covid has exposed relate to capacity in specific areas, in particular intensive care. We know that this is not an area that can be easily adjusted flexibly because specialist equipment, specialist hospital areas and specialist staff training are required. Reverting to the earlier discussion, there are legitimate questions to be asked about what the right balance in spending is. I am not an expert on health spending, but in my own capacity, it is not obvious to me that, if we were having this conversation two years ago, we would be talking about expanding capacity in the health sector. It is not obvious to me that we would have expanded it in areas that Covid could then have drawn upon, for example, intensive care. It is a difficult matter and how we assess the probability of these events occurring and where we would put the extra capacity are important questions. Where other countries have handled this well, capacity and testing made the greatest initial difference in the crisis in the ability to stay open. For example, South Korea quickly got mass testing programmes up and running and was able to get results from tests quickly, and it was done in a cost-effective way. It meant that people were tested more frequently and outbreaks were more contained. The Deputy is raising important questions. When a spending review takes place, the adult conversation that one of his colleagues referred to will have to take place about the right ways in which to manage these risks. We must view them as risks, not certainties.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	48	One big lesson we learned from the crisis is that going into it with the public finances in good shape was much better than the alternative and gave us the margin to provide income supports and so on. In our area of expertise as fiscal experts, that is an important lesson to draw. Fortunately, we got that one right.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2020-12-08 00:00:00	Post-Budget Analysis: Irish Fiscal Advisory Council	49	I apologise for my late arrival. Other issues intervened.I thank our guests this morning. We are talking about the impact that Covid is having but we must have a serious talk about the impact of Brexit on our economy. Can the witnesses give particular advice on this double whammy? I have advice that I wish to give as well. I am one of those who spent at least four or five years before the economic crash raising questions in the Houses. On the basis that it was not wise to suggest the country was going into a slide, as it would cause a rush on banks and all financial situations, we resorted to asking questions on whether the economy was keeping good economic fundamentals in mind. The reply I always got was "Yes, it was". That was not the case and was everything and anything but. In this particular situation, I believe we need to be cautious about how we spend and be much more mindful of what other countries are doing for recovery than we were at any time in the past. Any extra taxation must be weighed against the degree to which that will encourage confidence in our economy, given that we have an open economy, are highly dependent on exports and are a small fish in a very big pool full of many predators. Is it wise to go for an early restoration of balance in spending in preference to retrenchment or austerity at an early stage? I know the answer but I seek reassurance from someone else, if possible.
