#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	0	I welcome the Minister for Finance, Deputy Brian Lenihan.  The purpose of the meeting is to consider the National Asset Management Agency Bill 2009.  Proceedings will be suspended at 1 p.m. and will reconvene at 2 p.m.SECTION 4.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	1	This amendment deals with valuation, which is fundamental to the Bill.
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	2	On a point of order, we have, by agreement, assigned a block of our work, sections 59 to 77, inclusive, to valuation.  While I am all for——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	3	I was about to address that point.  I have submitted an amendment, which I understand has been accepted, to shift amendment No. 13 into the section dealing with valuation.  On a second point of order——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	4	Is the Deputy withdrawing amendment No. 13?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	5	Yes.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	6	What is the Deputy's second point?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	7	I draw to the Minister's attention an article which appeared in The Sunday Business Post, which lays out, for the first time, what role the Minister intends for the special purpose vehicle.  I presume the article in question speaks with the authority of the Department of Finance. 
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	8	No.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	9	I asked the Minister on Thursday and previously about the special purpose vehicle.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	10	We can discuss the matter in detail when we reach section 12 which deals with special purpose vehicles.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	11	The information disclosed in the article indicates that the bonds will not be issued by the National Asset Management Agency.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	12	We are dealing with the Bill, not newspaper articles published on Sunday, Monday or today.  The Deputy may discuss the issue when we reach section 12.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	13	I am seeking the Chairman's guidance on an important matter relating to the Bill, one which has emerged in the public press, namely, that NAMA, contrary to our understanding of the body of the Bill, will not be the issuer of the bonds totalling approximately €54 billion.  Instead the issuer of the bonds, as per the article——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	14	That will be in section 12.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	15	——will be a special purpose vehicle which has been designed not to be controlled by the Irish Government via NAMA.  The agency will have a majority stake in the issuer of the bonds.  This is to transfer the risk.  It is a fundamental change in the Bill and I want the Chair's guidance as to when——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	16	I will give the Deputy my guidance.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	17	——the Minister or his officials will brief us on this fundamental change or we will move to have the Bill recommitted.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	18	I have taken note of the Deputy's questions and comments.  Section 12 deals with the issue of special purpose vehicles and can be discussed in detail.  I am sure the Minister will have the answers to the questions the Deputy raised.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	19	The Minister has given us no briefing.  He has chosen to brief The Sunday Business Post——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	20	I gave a briefing on Thursday afternoon.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	21	We shall now proceed to——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	22	No, the Minister read at a "gabble-gabble" rate into the record the Central Statistics Office official statement vis-à-vis EUROSTAT.  It did not contain the information in the article.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	23	Does the Minster want to make a statement?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	24	This is a con-trick on the people for which we will pay €54 billion.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	25	Deputy Burton, will you please desist?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	26	The Minister is conspiring against the people.
#TommyBroughan	unknown-#TommyBroughan-party	unknown-#TommyBroughan-dob	unknown-#TommyBroughan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	27	It is a conspiracy.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	28	On Thursday we had a meeting of this committee.  Deputy Burton asked about special purpose vehicles.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	29	Yes, and the Minister read out——
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	30	It did not arise in the section, but to try to be helpful I read out a detailed departmental note on the issue into the record of this House, which is now dismissed as "gabble-gabble".  Section 12 is the statutory authority for such a special purpose vehicle.  I would be delighted to brief the Deputy with the departmental note if she was not able to follow it or access it since.  I will arrange for her to be briefed on it.  In speaking on section 12 it will be open to discuss the special purpose vehicle.  If the Deputy wishes to do further research on this matter this morning, she will find it is no different to an arrangement which the French republic has entered into, which is very similar in its terms and results in all of the NAMA operation being off-balance sheet for European purposes regarding national financing.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	31	The point about the article was that the bonds can be issued by the special purpose vehicle and not by NAMA.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	32	We are moving on to deal with section 4, amendment No. 14.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	33	This is a matter of fundamental importance to the Bill.  I do not wish to be lectured down to by the Minister.  He came in and read something at high speed and expects us not to ask questions on behalf of the taxpayer.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	34	I call on the Minister to move the amendment.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	35	It is a massive change in the fundamentals of the Bill.  I am asking if the Minister will arrange for his officials to give members the same briefing he and his officials gave to The Sunday Business Post——
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	36	We shall have to suspend the House.  If Deputy Burton is not willing or allowing the House to continue debating the Bill, I will suspend the House.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	37	——or will he come in to the House and explain?  We will ask for a recommittal of the Bill unless the Minister can adopt a proper tone to his colleagues who are also elected to Dáil Éireann by the people.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	38	I never used the word "gabble" regarding any part of the Deputy's contribution in this House.  I tried to assist the House on Friday evening by reading a detailed note on this issue into the record.  The Deputy has turned that around on the basis of a Sunday newspaper.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	39	I move amendment No. 14:
In page 22, subsection (3)(e), line 18, to delete “covenants of it” and substitute “its covenants”.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	707	For further inquiries contact the Minister for Finance.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	708	It is part of a public information approach and the public is entitled to know where the NAMA gold is.  The Minister keeps telling us we will make a profit and, as we are all underwriting this, we ought to know where the assets are.  I am sure the Minister will have no difficulty with my amendment.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	709	It will go straight into outer space.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	710	This is a great amendment that the Minister should take on board.  How will the prospective investor manage to find the location of the proposed investment, which may be lucrative under NAMA, unless there is some indication?  The taxpayers' interests are involved, as are the budgetary interests of the Minister for Finance.  We should try to protect the interests of everyone and ensure that every possible help is given to those who wish to rescue this sector of the economy at this time.  It is a useful amendment.  For example, how will someone who may seek to acquire the property through NAMA know that a particular property is owned by NAMA?  Is it not in the public interest that it be generally known that the title of a property is held by NAMA?  Is it not beneficial that the information that this property was part and parcel of a rescue package is available to the general public and the potential investor?
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	711	It is an interesting amendment with a reference to a durable 2 m x 2 m sign, a new legal concept that might be analogous to a poster in political and electoral legislation.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	712	It is a modest sign.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	713	It is a modest sign.  I do not see why NAMA should be put on a different footing from anyone else in this position or why one should be obliged to advertise this.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	714	It is to ensure a square deal.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	715	If NAMA develops a site, or does so with another interest, I assume that this will appear and that one will read that 40 new houses are being built here by NAMA in conjunction with X.  This is a commercial matter and should not be specified in legislation.Regarding legal title, NAMA must dispose of land and I am not comfortable with the idea that there must be 1,000 signs around Ireland definitively stating that this is NAMA land.  I am concerned about the market implications of this for the agency.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	716	Upward or downward implications?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	717	Can we settle on a logo?
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	718	The Labour Party can design it.
#MichaelDHiggins	unknown-#MichaelDHiggins-party	unknown-#MichaelDHiggins-dob	unknown-#MichaelDHiggins-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	719	Something sinking under the water.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	720	I move amendment No. 42:
In page 27, lines 42 to 44, to delete subsection (8).I referred to this previously.  This is an extraordinary expression of power by the Minister.  Section 12(8) states: "Except where otherwise provided by this Act, NAMA may exercise its powers or carry out its functions without the consent of any other person or authority notwithstanding any other enactment."  These are extraordinary powers that are not in line with the spirit of our Constitution, where Ministers are required to exercise their powers in accordance with law but not in such a way that they consciously ignore consent or authority in respect of any other party.  This measure should be deleted.The Minister referred earlier to receiving advice on deleting paragraph (ac) because it refers to the powers of the courts.  The Minister wanted to disregard the power of the courts.  A balance must be drawn between the extensive powers that the Minister has under NAMA and the extraordinary and dictatorial powers the Minister is acquiring in this Bill.  I have no doubt that some of these excessive powers will be the subject of court challenges.  Taking excessive powers in a Bill is always ill-advised because those who have the money to pursue the issue legally will do so.  As there is so much money riding on this, it is quite likely that excessive powers will be subject to challenge.  I do not understand the reasons for granting excessive powers.  Sections 13 and 14 are in the same vein and represent extraordinary powers in a situation where, in banking legislation, the Minister took extraordinary powers.  He did not particularly exercise these powers as we are not much better off in terms of the crisis.  It would be better to drop this provision from the Act.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	721	I am prepared to examine the section.  I amended the earlier section——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	722	Because of the courts.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	723	——but I am prepared to examine this section again.  The intention is to ensure that the powers conferred on the agency by the Act are not inadvertently undermined by other enactments.  The Schedules demonstrate the sheer scale of the impact of the agency on other enactments.  At the same time, it is an undesirable principle of statutory interpretation to repeal an Act by implication rather than in express terms.  On that basis, if the intention behind this subsection is to repeal other Acts by implication rather than in express terms, I would prefer the matter to be put in express terms.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	724	Will the Minister return to this on Report Stage?
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	725	I will.  I take it the Deputy took legal advice on this matter.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	726	Absolutely, and I took legal advice on the tenor of the powers of the Minister in this Bill.  I am well advised that the powers of the Minister are excessive.  If one was to be technically minded, the Minister has made great play of the appeal by the CSO to EUROSTAT for off balance sheet status.  The decision to have this off the balance sheet is a technical matter that the EU is moving towards because it is trying to deal with bank debt for all countries in this situation in a particular way.  It is very difficult to show how the SPV has these excessive powers.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	727	Deputy Burton is trying to save the spaceship.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	728	I am making the technical point that one needs a balance of powers.  The Minister cannot be all things to all men and that is what he is trying to be in his various approaches to the Bill.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	729	I am prepared to re-examine the section for the reason I stated.
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	730	I will wait to speak on the section.  The Financial Regulator, the planning authority and licensing bodies should not be ignored or overridden by NAMA and neither should Revenue, which requires approval for certain activities.  I presume the establishment and registration of special purpose vehicles should not override the Company Registrar.  They are five examples of where it would be bizarre to take on this power.
#MichaelAhern	unknown-#MichaelAhern-party	unknown-#MichaelAhern-dob	unknown-#MichaelAhern-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	731	Does Deputy Rabbitte wish to speak to the amendment or will he wait to speak on the section?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	732	On the amendment, what crossed my mind was the prospect of the entire regulatory system being rethought given how lamentably badly it has failed us.  Legislation on the new regulatory architecture is likely to come before the House.  Would this enactment be excluded by this subsection?  We cannot make a decision to state that the Bill will exclude such an authority.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	733	I agree with the points made by Deputies Bruton and Rabbitte.  The problem is repeal by implication and occasionally one must resort to it.  However, in this context it could have very far-reaching significance so I would prefer anything put forward under this heading to be more precise in its scope.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	734	Was the section on excessive powers drafted by the office of the Attorney General or by a legal firm?  It seems to me that it may have been drafted by people who lacked experience of actual legislation and the legislative process.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	735	No, I cannot divulge the entire relationship as a client with my lawyer but I can state that the Attorney General has combed every provision of the Bill——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	736	I wonder who drafted them.
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	737	——and was assisted in that regard by a legal advisory committee which worked on this from June until August and continued to work after the publication of the draft Bill.  The Attorney General has put an enormous amount of work into this and stands over every subsection.  We have a separate function to exercise here.
#RichardBruton	Fine Gael	20680	unknown-#RichardBruton-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	738	I do not want re-open the debate on the SPVs but I would like reassurance from the Minister that he will consider on Report Stage a statutory framework to be presented to us either in the Bill or by regulation so we can see exactly what we are buying into.  The Minister indicated that there will be a number of subsidiary SPVs possibly — he did not absolutely commit to it — one for each of the loan books of individual financial institutions.  I understood that the Minister's approach to NAMA was that once these assets were acquired they would pursue them in the best overall interest and that there would not be consideration of the assets of one institution's assets versus another because if one was trying to maximise the value of one institution's assets one might have a different order of sale of assets.Issues would be raised if, having acquired assets, NAMA sought to calculate the loss in each institution.  I understood this was the Department view on why bank levies should not be specifically related to an individual bank which might have made appalling loan decisions.  One would imagine that a bank levy would be linked to those appalling decisions but I understood the Minister and the Department resisted that.  However, quite surprisingly we now find that the Minister is discussing individual SPVs for the loan books of individual banks.  If this is the direction in which we are going, it seems that we could have bank levies related to the individual losses incurred because separate companies will operate them.  It is surprising given what we had before.I would buy into some of what the Minister stated on SPVs if I thought he would agree to some of the later amendments on the role of the Comptroller and Auditor General or an equivalent authoritative body being able to investigate the establishment of bodies and the operation of NAMA and report back to a strong Oireachtas committee that could bring public attention to it.  My willingness to buy into what the Minister states is a great deal that he has swung, would be conditional on his attitude to subsequent amendments.  If this will all be under the carpet and we will not be able to see exactly what is going on, this is not adequate legislation and this is not a proper approach to what is a very important issue.  I put down this marker on later amendments because the Minister's broadening of his concept of what the SPV will do creates the need for far stronger Oireachtas oversight because the action will be at one remove from the body that we are overseeing.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	739	As we are now discussing the section and the Minister suggested that we could return to the issue of SPVs at this point, I have a number of questions to ask the Minister.  Will the Minister and his officials provide us with an outline of the French Republic's SFEF to which he referred in his earlier contribution?  Correct me if I am wrong because I do not have much personal knowledge of the organisation of the French Republic's financial affairs but I understand that vehicle was for the sum of only €25 billion, which is half of the NAMA figure, in an economy ten times the size of the Irish economy.  I also understood that it was for a limited duration and that it was a buy in by the banking consortia who were themselves the subject of the rescue.  That is why the analyst from Société Générale struck a rather sceptical note in his comments on the event.I am quite sure that the Minister's officials gave him very detailed background on the French model.  It would be helpful to us if we could get a copy of the note on the French model.  France is an interesting example because it has had bank failures and serious bank problems over the years.  A variety of approaches to its bank structure has been tried, as was mentioned.  Will the Minister supply us with the information on the particular aspect of the French example to which he referred when he spoke earlier?In the Minister's original superstructure he made a provision to acquire not just distressed assets but what he described as good performing assets producing a stream of income.  NAMA will delegate the purchase and management of these loans to a separately created SPV.  This implies that the SPV will take the performing as well as non-performing loans.  Is this correct?  The purpose of this is to get the non-performing loans and liabilities off the State's balance sheet.  Will the Minister give us more information on this?  His master SPV seems to create a single derivative out of the NAMA structure and I would like a comment on this.  Derivatives, by their nature, are very risky.  In this case, the purpose of this structure is to leave the risk with the Irish citizen while passing whatever prospects there may be for a recovery to the canny investors who commit €51 million to the SPV.The Minister spoke about the €51 million in the SPV being likely to be invested by insurance funds and so on.  He shook his head when I spoke about the canny investors.  Why would investors invest €51 million unless they believed there would be a very high return?As this entity is not specifically provided for in the legislation, will the Minister state whether his is minded at this stage to make specific provision for it?  He has vast powers in regard to written directions, guidance and so on.  However, written directions and guidance are of no value to the Dáil because they may well be secret and never disclosed.  It will be very difficult for the public interest, whether Members of the Dáil or others, including journalists, to penetrate the mystery of the SPV once the Bill is enacted.  Is the Minister minded to refer specifically to the SPV in the legislation, or to spell it out, by tabling an amendment on Report Stage or on Committee Stage, because we still have time to table Committee Stage amendments?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	740	I do not want to repeat what Deputy Burton said but in respect of the SPV, is there anything preventing the two big banks putting up the €51 million?
#BrianLenihan	unknown-#BrianLenihan-party	unknown-#BrianLenihan-dob	unknown-#BrianLenihan-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	741	Who?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	742	The two big banks.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	743	AIB and Bank of Ireland.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	744	We would have a situation where they could unload the toxic assets on to the taxpayer and make a profit by doing so.  Can we have clarity on that because we would be in danger of ridicule outside this House if that situation arose? Deputy Burton spoke about risky derivatives but this is——
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	745	I wish to add briefly to that.  Both Allied Irish Banks and Bank of Ireland have well-established investment banks which are part of their structures, although they have a separate corporate structure.  Irish Life & Permanent has a large life side and while it is not subject to the NAMA process at the moment, it is one of the banks guaranteed by the State.  That is why I would like the officials to give us a copy of the guidance they gave to the Minister on the French Republic's example.  It would be helpful to us because in the case of the French Republic, the banks being rescued were involved.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2009-10-27 00:00:00	Prelude	746	I am glad Deputy Rabbitte raised that point which I made earlier, namely, whether the €51 million could be put up by the two banks.  I assume this special purpose vehicle will be ordinary shares, unlike NAMA.  Will they be tradeable shares, or shares which the investor could sell on?The Minister has changed the whole set up in terms of NAMA and how we deal with these assets.  He has brought on board a special purpose vehicle which is different in design from NAMA.  He spoke about the control mechanisms but he has still not said whether the majority of directors on the board of the SPV will be private investors.  Who will appoint the chief executive officer?  In terms of determining the profits and the paying of dividends, will the SPV be required to write down the value of assets on a yearly basis if they decline in value?  How will the SPV work?The Minister was very blasé, said there was no problem and that he would take care of it.  Unfortunately, €54 billion of taxpayers' money is at stake.  If we did not ask these questions, we would not be doing our job.  The Minister has not answered the questions and has been vague and elusive on the issue.  This is about hard and fast figures.NAMA is one vehicle but we do not know whether the Minister will create a master SPV, a daddy SPV and a load of baby SPVs.  We do not know who will drive the SPVs.  We know the structure of NAMA but there is a myriad of unanswered questions about SPVs which the taxpayer is entitled to have answered.
