#BrendanSmith	unknown-#BrendanSmith-party	unknown-#BrendanSmith-dob	unknown-#BrendanSmith-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	0	I welcome members and viewers who may be watching proceedings on Oireachtas TV to the public session of the select committee. On 19 December 2018, the Dáil ordered that the Revised Estimates for Public Services in respect of the following Votes be referred to this committee for consideration. They are Vote 27 - International Co-operation and Vote 28 - Foreign Affairs and Trade. Today's meeting will consider the Revised Estimates for both Votes and report back to the Dáil. On behalf of the select committee, I welcome the Tánaiste and Minister for Foreign Affairs and Trade and the Minister of State with responsibility for the diaspora and international development, Deputy Cannon. I also welcome officials from the Department and thank them for the briefing provided in advance of the meeting. The proposed format is that the committee will deal with the Votes on a programme-by-programme basis, the Tánaiste will give a brief overview of Vote 28, and, at the outset of the consideration of each programme, he will give an overview of the programme, including outlining any pressures likely to impact on his Department's performance or expenditure relating to the programme in 2019. The floor will then be open for questions from members. I ask that they put their questions on the specific programme so that we can progress in as orderly and efficient a manner as possible. Members are reminded of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the House or an official either by name or in such a way as to make him or her identifiable. I remind members and witnesses to turn off their mobile phones or switch them to flight mode as they interfere with the sound system and make it difficult for parliamentary reporters to report the meeting. They can also adversely affect television coverage and web streaming. Members received briefing documents on the Revised Estimates. I invite the Tánaiste to make his opening statement.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	1	I am pleased to present to the committee the Revised Estimates for my Department for 2019. I will focus on Vote 28, which is the Vote for the Department of Foreign Affairs and Trade, while the Minister of State will address the committee afterwards regarding Vote 27, which deals with international co-operation, which is the bulk of the expenditure for which my Department is responsible. Last month, the Taoiseach, the Minister of State, Deputy Cannon, and I launched, A Better World, Ireland's new policy for international development, and reaffirmed the Government’s commitment to making progress on delivering the UN 0.7 % target by 2030. A Better World sets out our vision for Ireland's contribution to international development looking forward to 2030 and is a statement of Ireland's commitment to global citizenship. Expanding our development co-operation is an investment in a better, safer and more sustainable planet.  Members will have seen the advance briefing notes provided by my Department on the two Votes, which summarise the main activities and priorities under each expenditure programme corresponding with my Department's high-level goals.For 2019, the overall gross Estimate for the foreign affairs and trade group of Votes, namely Votes 27 and 28, is €802 million compared with €754 million in 2018, This is an overall increase of €48 million, or 6.4%. The Vote 28 allocation sees an overall increase of €19 million, or 8%. The Vote 28 priorities for 2019 include, as one might expect Brexit, the passport reform programme and the operational side of a passport service dealing with a significant increase in the number of applications, Northern Ireland, the expansion of the overseas mission network under the Global Ireland 2025 initiative, provision for urgent capital building and security works at our missions abroad, continuing investment in the Department’s global ICT network and addressing increased operating cost pressures abroad across the mission network. Understandably, budget 2019 had a particular focus on Brexit readiness measures and further initiatives and information have been rolled-out since then. I secured additional funding for my Department to increase staffing and capacity at headquarters and in key Irish embassies and for the Brexit preparedness communications team, which has been active. Under Global Ireland 2025, I am pleased that we have been able in recent months to open new embassies and consulates general in Vancouver, Wellington, Santiago, Bogota, Mumbai and Amman with openings to follow this year in Cardiff, Frankfurt and Los Angeles. The Government's overarching ambition under this initiative is to ensure that Ireland is well positioned to secure our national interests, particularly economic interests, globally. Our expanded network will enhance Ireland's visibility globally, extend our influence and position us for trade and investment growth in new and existing markets. It will also benefit our citizens travelling overseas and will involve reaching out to our diaspora and exploring new platforms for engagement. The programme structure for Vote 28 corresponds with the Department's strategy statement 2017 to 2020 and mirrors the priorities as set out in our foreign policy document, The Global Island: Ireland's Foreign Policy for a Changing World, which sets out the Department’s work in five priority areas: supporting our people, engaging actively in the EU, promoting our values, advancing our prosperity and strengthening our influence. These correspond directly with expenditure programmes At to E in the 2019 Revised Estimates Volume, which the committee is considering. As has been proposed, I will make some short introductory comments on programme A to open the discussion. Once we complete our discussion of this programme, I will then take each of the programmes in sequence. I ask for the committee's forbearance in speaking in a little greater detail on programme A as it covers so many key policy areas for my Department, including Northern Ireland, consular services and assistance, our emigrant support programme, ESP, and diaspora funding, for which the Minister of State, Deputy Cannon has primary responsibility, and the passport service, including the passport reform programme. I wish to quickly update the committee on developments in all these important areas in service of Our People, the aptly chosen title for the programme. Work under programme A includes the effective delivery of passport and consular services for our citizens; supporting our emigrants and deepening engagement with our diaspora; sustaining peace and enhancing reconciliation and political progress in Northern Ireland, and increasing North-South and British-Irish co-operation, which is certainly needed these days. The amount allocated for current expenditure under this programme in 2019 is €77.7 million compared to €73.4 million in 2017, an increase of 5.8%. This programme is about Our People, namely Irish citizens at home and abroad and it covers a number of key priority areas for the Department. Together with the passport service, the provision of consular services and assistance lies at the heart of the Department's engagement with citizens. As Irish people continue to travel in greater numbers than ever before and to ever more remote and exotic locations, the demand for consular assistance has increased significantly. In 2018, my Department provided assistance to Irish citizens in more than 2,343 serious consular cases. Regrettably, this included assistance in over 292 cases where Irish citizens died abroad. A new consular strategy has been developed to address the growing and often complex demand for information and assistance. The strategy outlines how the Department will prioritise modernising and improving the service provided to Irish citizens in distress abroad. Our crisis planning and preparedness team continually reviews the Department's travel advice and works closely with our embassies abroad and external organisations to prepare for major events. For example, planning is currently underway for the rugby World Cup in Japan in 2019. The Passport Service issued some 860,000 passports in 2018, which was the highest number ever issued in a single year. This represented an increase of more than 10% on the previous year. We expect the number of passport applications to continue increasing throughout 2019. I announced on 16 March that more than 230,000 applications had been received so far in the year, representing an extraordinary increase of 30% on the same period in 2018, which was a record in itself. Target turnaround times for applications depend on the category of application. Online applications, which now represent over 70% of all applications, are being processed in under than two weeks. In fact, over 50% are being processed in less than a week. First-time applications, of necessity, take longer because of required entitlement and identity checks. We have taken on board the lessons learned from recent peak seasons and are implementing enhanced measures to provide quality customer service processes and, in particular, to manage our overall demand and the seasonal application increases. This is being done by the recruitment of additional staff, the re-organisation of production processes and administrative arrangements and the continuous implementation of service improvements through the passport reform programme. We learned a lot of lessons last year from pressures in the passport system which arose partly because of a period of extremely bad weather when the system had to be shut down for a couple of days as well as on foot of the sheer volume of applications. We have anticipated those pressures again this year and responded pretty well so far. My Department works closely with Department of Public Expenditure and Reform to seek to ensure the passport service is adequately resourced with sufficient permanent staff throughout the year. More than 80 new permanent staff have been assigned across all the offices since the end of 2018. In addition and in response to the general increase in applications during the busy peak season, sanction has been received to recruit 230 temporary clerical officers, TCOs, to assist in passport processing. In excess of 160 TCOs have already been assigned, with the remainder due to be in place in the coming weeks. A further response by the passport service has been the establishment of a new, dedicated customer service hub. The hub is resourced to deliver an effective service to members of the public who contact the office with queries by telephone or webchat. More than 70 staff are in place with a further 30 staff due to commence by early May. We have had a significant recruitment process under way for a number of months. As part of the passport reform programme, the second phase of the online passport renewal service was rolled out in November 2018. This facility is now extended to the renewal of children's passports and has introduced a passport card for children. It has also expanded the cohort of adults eligible to renew online. The online service, which is available 24-7, 365 days a year to applicants renewing their passports anywhere in the world, brings significant benefits with faster turnaround times and greater customer satisfaction. The online service has been instrumental in the management of overall passport operations and in allowing the passport service to allocate staff resources more efficiently to cope with unprecedented demand. Further developments planned in the reform programme for 2019 include an automated mailing project, a business process automation project, additional work on the online renewal service and the ongoing improvement to customer systems.Further developments planned in the reform programme for 2019 include an automated mailing project, a business process automation project, additional work on the online renewal service and the ongoing improvement to customer systems. The 2019 allocation includes a capital allocation of €5.5 million in respect of the passport reform programme.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	41	Did the Tánaiste say this was under a three-year cycle?
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	42	That is right.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	43	Is 2019 the middle year or the end year of the cycle?
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	44	It is the end year.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	45	We could see an increase next year. Is that correct?
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	46	We could.
#BrendanSmith	unknown-#BrendanSmith-party	unknown-#BrendanSmith-dob	unknown-#BrendanSmith-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	47	Programme D is next.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	48	Under programme D pay and non-pay figures are self-explanatory. Again, there are no increases in the other areas but under the heading of promoting Ireland the published allocation is at the same level as at 2018. Funding under this programme enables the Department and its mission network to raise Ireland's profile internationally and support local and regional trade and economic initiatives as well as organising cultural activities. Subhead D4 relates to contributions to national and international organisations. This allocation is set at the same level as last year.It covers Ireland's contribution to the Organisation for Economic Co-operation and Development, OECD, and some smaller contributions, including to the Asia-Europe foundation.
#MaureenOSullivan	unknown-#MaureenOSullivan-party	unknown-#MaureenOSullivan-dob	unknown-#MaureenOSullivan-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	49	The business and human rights policy was a long time coming. We finally have a chair of the committee but we need to put the policy into action as regards Irish business and not let the policy sit on the shelf. We are told this is being done in the context of trade but we do not want to hear of Irish companies that are involved in dubious practices relating to workers' rights and decent pay.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	50	A very good person is chairing the committee. I do not know if the Deputy was at the last meeting we had on the subject.
#MaureenOSullivan	unknown-#MaureenOSullivan-party	unknown-#MaureenOSullivan-dob	unknown-#MaureenOSullivan-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	51	The group is coming before us.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	52	This has to be part of Ireland's sales pitch abroad and part of how we promote what we do across our mission network. As we see a significant increase in the number of our missions, I suspect the budget line will have to be increased in years ahead. For this year it is more or less the same budget as for last, with a difference of only some €1,000.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	53	Subhead D3 deals with promoting Ireland. Given the year we have had with Brexit, not to mention the years to come dealing with the same issue, I would encourage greater funding for such programmes. I have found that investment in promoting Ireland abroad pays huge dividends, even if it does not come back directly to the Department of Foreign Affairs and Trade. Our international standing is helped by investment so it is a pity that it is only increasing by €1,000. There may be other programmes related to this one but it is logical to increase it.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	54	This budget allows our staff to co-ordinate the expenditure from other Departments. Bord Bia and Enterprise Ireland, for example, have quite a lot of funding here and I would not like to suggest that we are not spending more money promoting Ireland through our embassy networks. We are doing that and we have just had comfortably the largest ever St. Patrick's Day programme, with 56 countries visited in total. Each Minister's Department pays for its travel programme. This subhead funds our team to co-ordinate things and there is a lot more joined-up thinking in the area of promoting Ireland. There are new Ireland Houses not just in Tokyo but in many other parts of the world.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	55	I was part of a parliamentary delegation visiting Washington recently. We took the embassy staff away from other work they could have been doing and we appreciate the huge level of work the staff in embassies and consulates do. We manage to reach a lot further than our size would warrant and we should not be shy of providing the additional money to help staff do their job. There is a need for additional staff if we are opening embassies and consular services and we benefit hugely from the programme.
#BrendanSmith	unknown-#BrendanSmith-party	unknown-#BrendanSmith-dob	unknown-#BrendanSmith-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	56	Will we move to programme E?
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	57	Programme E covers the Department’s work in marshalling its human and capital resources at home and abroad to maximise Ireland’s influence internationally. It includes the management and development of staff, the management and mitigation of risk and compliance with statutory and legal obligations. The programme also covers communication by the Department of its policies, objectives and activities to citizens at home and abroad. Pay has increased for the reasons I outlined earlier and the other two budgets are more or less as they were. Capital expenditure is linked to this for new missions. This programme also includes a capital allocation of €9 million under subhead E2, which is non-pay expenditure. A big chunk is for Tokyo but, as I outlined, other new missions are opening and they have to be leased or purchased. Most are leased for the short term, until we can be satisfied we can get good value by buying the right properties in the right places. We need human resources to do this in the shape of property teams to go to places like Santiago, Bogotá and Oman.
#BrendanSmith	unknown-#BrendanSmith-party	unknown-#BrendanSmith-dob	unknown-#BrendanSmith-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	58	Programme F is appropriations-in-aid.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	59	I will turn to income accruing under appropriations-in-aid, which is referred to as Programme F. The total income under appropriations-in-aid in 2019 is estimated at almost €45 million, a marginal decrease on 2018. The primary source of income, which accrues directly to the Exchequer from my Department, comes from passport application fees and accounts for over 90% of all appropriations-in-aid receipts. Passport, citizenship, visa and other consular fees are set by way of statutory instrument issued under section 3 of the Diplomatic and Consular Officers (Provision of Services) Act 1993. The figure may be higher but €45 million is the figure agreed with the Department of Public Expenditure and Reform. The figure was higher last year and it will probably be higher again this year but it is the figure that has been recommended.
#CiaranCannon	unknown-#CiaranCannon-party	unknown-#CiaranCannon-dob	unknown-#CiaranCannon-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	60	I welcome this opportunity to present the 2019 Estimate for Vote 27 - International Co-operation. Vote 27 funds about two thirds of Ireland’s official development assistance, ODA, programme, better known to the public as Irish Aid. The Vote provides the funding necessary to deliver on the Department’s high-level goal to work for a more just, secure and sustainable world. For this year, I am proud to announce that we have allocated almost €817 million to official development assistance, the highest increase in funding in over a decade. This represents an increase of approximately €110 million, or 16% on the 2018 budget announced. Some €544 million will be managed by the Department of Foreign Affairs and Trade through Vote 27 - International Co-operation, an increase of €44 million, or almost 9%, on last year’s allocation.A further estimated €272 million will be managed through other Departments and Ireland's share of the EU development co-operation budget. By far, the largest component of this element of ODA is our share of the EU development co-operation budget, which has grown significantly over the past few years. Significant ODA contributions also flow through the Departments of Agriculture, Food and the Marine, Finance and Justice and Equality. The 2019 allocation is a significant budgetary commitment by the Government to international development and is an important statement of who we are as a people and a clear reflection of Ireland's values and interests. We all have a stake in making a better world and expanding our development co-operation programme is an investment in a better, safer and, ultimately, more sustainable world. It provides Ireland with an opportunity to expand its influence and strengthen its partnerships today and for tomorrow. Last year, when we published Global Ireland, the Government committed to delivering on the United Nations target of allocating 0.7% of gross national income, GNI, to official development assistance by 2030. Global Ireland also committed the Government to publishing a new White Paper on international development. Last month, we delivered on that commitment. Along with the Taoiseach and the Tánaiste, I launched the Government's new policy for international development - A Better World. This new policy document provides the framework for the expansion of our ODA and for reaching the 0.7% target by 2030. Sustained, managed increments in ODA will be required to deliver on this commitment. Careful planning and consultation with other Departments and stakeholders will also be needed to ensure it is done effectively. We are adopting a steady and phased approach, taking into consideration the range of demands across Government and recognising that to deliver on this ambition will mean making difficult choices between competing priorities. We are, however, making progress, increasing allocations to ODA by some 32% since 2014 and 16% in this year alone. I thank this committee in particular for its work in 2017 in reviewing Ireland's aid programme. The recommendations from that work informed our thinking in developing our new international development policy. In particular, the committee's recommendations on putting the sustainable development goals, SDGs to the fore, on prioritising gender equality, education and agriculture were of particular benefit along with those related to strengthening our capacity to deliver an effective international development co-operation programme and to maintain Ireland's reputation for quality, untied aid and delivering results for those most in need. Our new policy, A Better World,
sets out our vision for Ireland's contribution to international development looking forward to 2030. It is a clear statement of Ireland's commitment to global citizenship, to helping make our planet a better place to live for others and for ourselves. It focuses on reaching the furthest behind first, wherever they might be, in a least developed country, a small island state vulnerable to climate change, or a victim of conflict or a humanitarian crisis.  A Better World
builds on Ireland's strengths as a donor and the strong international reputation we have maintained since the establishment of our official development programme. It is a bold statement of what Ireland will do to contribute to a more peaceful, equal and sustainable world, in response to the underlying message of the SDGs to leave no one behind. It commits Ireland to scaling up resources and capacity across four policy priorities, namely, gender equality, including a strengthened focus on education for girls; reducing humanitarian need; climate action and strengthening governance in developing countries. Our new policy also draws from Ireland's own history and our development journey, committing Ireland to intensifying our work in three clusters of interventions where we have proven expertise, namely, protection, food and people. This policy is a whole-of-government policy and commits us to both intensifying our contribution to development co-operation and to changing how we work. We are committed to working more effectively across all Departments with civil society, research and education institutions and the private sector. Importantly, we will increase our investment in public engagement and outreach, which was a significant part of arriving the policy we have arrived at. Ireland does development well. We have a well-earned reputation for the quality of our aid programme and for being highly effective at reaching those in extreme poverty, which, again, has been recognised internationally. What we do works and has real impact. Ireland, and we as Irish people, can be proud of our international development co-operation policy and programme. We are reducing inequality, poverty and hunger. We bring our authentic experience to this work, delivering a world-class programme, helping to save lives, to build livelihoods and to bring life-saving humanitarian assistance to those most in need and in times of crisis.  I welcome comments and questions from members. 
#BrendanSmith	unknown-#BrendanSmith-party	unknown-#BrendanSmith-dob	unknown-#BrendanSmith-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	61	I thank the Minister of State. We all welcome the substantial increase for funding in the 2019 allocation. I am sure it will be put to good use in some of the most deprived parts of the world. I call Deputy Maureen O'Sullivan.
#MaureenOSullivan	unknown-#MaureenOSullivan-party	unknown-#MaureenOSullivan-dob	unknown-#MaureenOSullivan-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	62	I apologise but I must leave by 4.15 p.m. for an appointment. I agree with the Minister of State's conclusion that we have a well-earned reputation. It comes from the fact that our aid is untied and poverty focused and from the way in which it is delivered. We know this through our contact with our ambassadors, embassies and NGOs and missionaries. It is important that we hold on to that reputation. The threats to it come from policy incoherence in the tax area, climate change and workers' rights areas, which I have spoken about previously. However, the positive has to be acknowledged today. I know that with our partner countries the focus is on Africa but given the increase in funding, can we look further? I ask that question wearing my hat as Chair of the Ireland-Nepal Parliamentary Friendship Group. As chair of that group I have met a number of the Nepalese community here, as well as Irish groups and organisations involved in projects in education and health particularly. Nepal ticks a lot of the boxes in terms of an area that we could consider working with. I am not suggesting that we should take on another partner but I ask that consideration to given to working with Nepal because of the extent of the work that is going on there now.  I also have concerns about the EU trust fund. Only today we learned of another issue in regard to Libya. In the Mediterranean, migrants rescued have taken over the rescued tanker. It tried to land in Italy and it was pushed back. We know that the migrants do not want to go back to Libya because of what is happening in the centres there. 
#CiaranCannon	unknown-#CiaranCannon-party	unknown-#CiaranCannon-dob	unknown-#CiaranCannon-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	63	In regard to the reputation we have developed and are anxious to protect, I agree wholeheartedly with the Deputy's comments, particularly in regard to aid remaining untied and focused on reaching those furthest behind. The Deputy is also correct that there is a question of policy incoherence particularly in the area of climate change. Hopefully, the work undertaken by the Minister for Communications, Climate Action and Environment, Deputy Bruton, and the Oireachtas committee on climate change will produce positive results. We need consensus, in terms of political consensus nationally, on how we are going to address this particular challenge, particularly in the relationships we are now trying to develop with small island developing states around the world, and amplify our collective voice in advocating for the kind of policy development that needs to happen internationally. We cannot stand on that stage without being able to show that we have a far-seeing and progressive approach to that policy in Ireland. In regard to Nepal, we are already working with through a memorandum of understanding, MOU, with the Health Service Executive, HSE, around standards in healthcare. I am sure Deputy Maureen O'Sullivan is aware of that MOU. There is no reason why we cannot explore additional opportunities in the future.
#MaureenOSullivan	unknown-#MaureenOSullivan-party	unknown-#MaureenOSullivan-dob	unknown-#MaureenOSullivan-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	64	I thank the Minister of State.
#BrendanSmith	unknown-#BrendanSmith-party	unknown-#BrendanSmith-dob	unknown-#BrendanSmith-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	65	I call Deputy Ó Snodaigh.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	66	In some ways, this is the good news part of a budget in terms of what we do, even when we cannot afford to do so, to help those who are less fortunate than ourselves. It is for this reason we have the reputation around of the world of being a charitable people. The Minister of State will not hear any criticism from me on the issue of untied aid. I am around long enough to remember the commitments that were made around reaching the development goals of 0.7%. We are still far behind where we should be in that regard. There is no point reiterating the criticisms in regard to our not reaching that goal. It is laudable that once again we have set out a target. Hopefully, we will reach it. It is a big commitment for Ireland.Based on the figures presented by the Minister of State, this would entail moving from the more than €800 million we give at present to nearly €2 billion. My view has always been that it should be more than that but that is the minimum. The argument I have relates to some of the tied aid, specifically to the European Development Fund and to where some of the European Union's development and co-operation budget goes. The amount this year from us has been increased by 12%. Where it is spent well and in line with our own commitments and funding, it is laudable, but there are questions in this regard. I know my colleague, Deputy Crowe, has raised concerns about the accountability and transparency of the European Development Fund in particular, and there is a particular concern about the EU Emergency Trust Fund for Africa. It is the main financial instrument for the EU's political engagement with African partners and of late it has become very focused on migration rather than development, although the two are tied. Deputy Maureen O'Sullivan mentioned the position in Libya, with people fleeing horrendous wars or humanitarian disasters in Africa ending up drowning in the Mediterranean. If they do not drown, they are sent back to Libya. Some of the money that should be spent on development in the countries that these people are fleeing is being spent on a humanitarian crisis in some ways in Libya, as well as in propping up a crazy regime that is guilty of mass human rights abuses. Deputy Crowe also asked me to speak to subhead A5, relating to voluntary contributions to the UN and other development assistance. There was a presentation in the audiovisual room yesterday by Financial Justice Ireland, which had a speaker from Jubilee Caribbean, pointing out that the vast majority of countries that have been devastated by disasters caused by climate change are heavily indebted. These countries are not the cause of climate change but are suffering the consequences at a cost of hundreds of millions of dollars. These countries, which are already heavily indebted, must go further into debt because they are forced to borrow more. The question is how we can help countries that are so indebted. Will we help with additional aid or could we call for a moratorium on debt or debt forgiveness for the countries affected by climate change?
#CiaranCannon	unknown-#CiaranCannon-party	unknown-#CiaranCannon-dob	unknown-#CiaranCannon-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	67	I thank the Deputy for supporting the work we are doing in the Department and outlining that, ultimately, we are a charitable people. We have that collective national memory of an extraordinarily difficult time in our history and that resonates with us to this day; it will probably do so for many generations to come. Whenever we have the discussion in this room of that 0.7% target, there is absolute political consensus that it is what we need to do. In a recent discussion in Seattle, I presented Ireland's new Irish Aid policy to a number of academics involved with international development worldwide, and they were immensely surprised to hear that we have absolute political consensus, with nobody arguing about heading in the opposite direction with our financial commitment. With regard to the funds we channel through the European Union, I have always believed that if we are to have the maximum possible impact in trying to reach those furthest behind and effecting global change, we need to partner with countries sharing values and an ethos. All our European Union partner countries very much share Ireland's ambition to reduce poverty and injustice while addressing humanitarian needs across the world. We can have a far bigger impact with the resources we spend if we channel a significant amount through the European Union. We also have recently put in place additional resources within the Department. There are two different units in the Department overseeing the funds dispersed through the United Nations and the European Union to ensure there is proper scrutiny in place. As our commitment increases, we must ensure we have the resources to ensure moneys are spent as well as possible. The Deputy spoke about the nations affected by climate change. I met the Prime Minister of Tuvalu, a small island state in the Pacific, in New York last September. He told me that if the current level of sea level rises continues, his country will cease to exist in 30 years. There is a very real impact being felt right now, specifically in developing Pacific small island states. We are very anxious to work with those states to mitigate the work effects of climate change. We are involved right now in the development of a specific fund to which Ireland will contribute to allow such countries to mitigate the very worst effects of climate change on their people and economies as they become increasingly subject to such challenges. It is something of which we are very aware and we are working on that issue. We will make a financial contribution to that in a very short period.
#TonyMcLoughlin	unknown-#TonyMcLoughlin-party	unknown-#TonyMcLoughlin-dob	unknown-#TonyMcLoughlin-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	68	I have a question on the A Better World policy for international development. I see where priority has been given to committing Ireland to scaling up resources to fight gender equality, reducing humanitarian need, climate action and strengthening governance in developing countries. What type of funding are we talking about or what resources are being spoken about in helping under those various headings?
#CiaranCannon	unknown-#CiaranCannon-party	unknown-#CiaranCannon-dob	unknown-#CiaranCannon-constituency	speech	unkown-language	2019-03-28 00:00:00	Estimates for Public Services 2019	69	With respect to governance, we always describe the countries we work with in terms of our overseas development aid as partner countries. That is how we perceive them and we want to partner with them in embarking on a journey that is very similar to the one experienced by Ireland over the past 50 years. While we are anxious to continue to commit funds to healthcare, education and gender equality matters in all these locations, it is incredibly important that they have strong governance structures in place in order that ultimately, having made these commitments with funds, they would have the maximum possible impact. We work with governments in developing their health and education systems, as well as their expertise to be able to use these funds with the maximum possible impact. For example, we work with a number of African governments in developing a social welfare system that we would perceive to be absolutely normal in this country. We have vast experience that we can share with those countries. Governments are now using what are called social cash transfer models, transferring cash directly to women at the heads of households across Africa, which has a very significant impact in lifting those families out of poverty. We are also focusing on girls in education. Ultimately, the long-term solution for gender inequality internationally would have girls in education as a key element. We are investing very heavily in putting girls in education. In many countries young girls drop out of education in their early teens, never to return, and consequently we have some really powerful programmes to support such girls to remain in education. These are the primary areas in which we invest. Governance is a major element. We can continue to disperse funds but if the partner countries does not have the required expertise at government and civil society level to use those funds effectively and create a legacy impact long after the funds are gone, we would be on a hiding to nothing. That is ultimately why we work on strengthening those areas.
