#MichaelMoynihan	unknown-#MichaelMoynihan-party	unknown-#MichaelMoynihan-dob	unknown-#MichaelMoynihan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	0	The question relates to the future of the Irish post office network. Is the Minister concerned about the movement to e-payments by the Department of Social Protection? What plans does the Minister have to guarantee the future of the Irish post office network?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	1	There is no Government plan to close post offices. The decline in post office numbers has, in fact, been arrested. Figures in the Grant Thornton report commissioned by the Irish Postmasters Union show that, although there were 197 closures between 2006 and 2010, from the end of 2010 to date there have been 17 closures. Reference was made to the business carried out by An Post for the Department of Social Protection. The new six year contract to handle social welfare payments, which was recently won by An Post, is good news for the post office network. Securing the future feasibility of the post office network in the longer term will not be achieved by restricting individual access to e-payment solutions. Rather, the post office network must continue to modernise, as it is doing, to provide the services that its customers require. An Post has undertaken a programme of capital investment especially in the computerisation of the post office network, including the automation of all post offices. As a result, the post office network stands well positioned to become the front-office provider of choice for Government and the financial services sector for both electronic transactions as well as the more traditional over-the-counter transactions. Naturally, any such developments would have to be subject to public procurement requirements, as appropriate. An Post has made considerable progress towards diversification with its enhanced arrangement with Aviva for the transfer of Aviva Ireland's branch office personal business insurance business book to One Direct.The opportunity to pay local property tax through the post office network has also been secured. It is also important to acknowledge the responsibilities of postmasters themselves to develop new ways of meeting customers’ needs at the post office counter. I look forward to hearing what the Irish Postmasters Union considers its members can achieve at a meeting I am due to hold with the union soon.
 Additional information not given on the floor of the House
 I welcomed the fact that the Government has agreed to my proposal for a whole-of-Government consideration, encompassing central and local government and the wider public service, of the nature and extent of services that can be provided to the public using the post office network as a front office of Government. This whole-of-Government analysis will be undertaken in the first instance by the Cabinet committee on social policy with a view to a report to Government by that committee. This will afford an opportunity for a holistic review of the range of services which could be provided by the post office network and could perhaps yield synergies among the different agencies. The Cabinet committee on social policy is the appropriate vehicle for dealing with the whole-of-Government approach required for the future of the post office network.
#MichaelMoynihan	unknown-#MichaelMoynihan-party	unknown-#MichaelMoynihan-dob	unknown-#MichaelMoynihan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	2	The importance of the post office network cannot be overstated. The Irish Postmasters Union is very concerned about any threat to post offices, including issues concerning their closure. It is time we examined the post office network, which is a trusted high street brand. Like other public services, including the ESB, there is a public service obligation to maintain the network. We must challenge An Post because for far too long the line has been that the company is a commercial State entity which must conduct its business commercially. If we are serious about maintaining the post office network, both in urban and rural areas, there should be an obligation on An Post to maintain the network. That should be written into the memorandum to An Post, so that it would have to maintain the network like the ESB and other State companies. That would force An Post to find products for its market. Over the years, we have had debates on what services the post office network should provide.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	3	I will come back to the Deputy for the next reply, but I must now call the Minister.
#MichaelMoynihan	unknown-#MichaelMoynihan-party	unknown-#MichaelMoynihan-dob	unknown-#MichaelMoynihan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	4	It is important to place an obligation on An Post to maintain the network.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	5	I agree with Deputy Moynihan's disposition towards the importance and value of An Post. However, the Irish postal service is a network of commercial enterprises that are subject to EU competition law, so there is no avoiding that. I do not disagree with the sentiments that Deputy Moynihan has expressed but in his question he asks about my plans to guarantee the future of the Irish post office network. Since coming to office, I have taken a number of measures to arrest the decline and rate of closure. I gave the figures earlier but I cannot give a guarantee because public procurement and EU competition law apply. That basic point must be understood because we are not going to have some deus ex machina entering from stage-left that can wave a magic wand and say that EU law applies, but not to the Irish post office network. The Cabinet sub-committee on social policy is examining what can be done on a whole-of-Government basis but that, too, must be responded to by the Irish postmasters themselves in terms of innovative ideas. These include creating new products and services that, consistent with EU law, will enable the post office network to be used as a front-of-office facility for the provision of Government services.
#MichaelMoynihan	unknown-#MichaelMoynihan-party	unknown-#MichaelMoynihan-dob	unknown-#MichaelMoynihan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	6	Can some obligation be put on An Post to maintain the network? The ESB is a case in point - it is a commercial semi-State company but is obliged to maintain networks in every community. Is it not time to be realistic? It is 23 or 24 years since the "Save our post offices" campaign began, yet the post office network has been steadily eroded. When a post office closes, the community closes also. Is there a possibility that under EU and domestic law we can push An Post to maintain the network which will then become the Government office in a community? It is high time we dramatically challenged what is there at the moment, otherwise I fear for the future of many post offices.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	7	The universal service obligation stands. It is Government policy and we have reflected that Government policy at EU level, which is that the universal service obligation should apply and continue to apply. It is no longer possible, as a member state of the European Union, that any Minister or anyone from any side of the House can prescribe that in future the post office in whatever town or village has the exclusive right to be the front office for government services, irrespective. It was necessary to go through a public tender process to hold on to the social welfare contract. Happily, this happened last year. However, these services have to comply with EU procurement law but this compliance allows for many things to be done. I do not know of any other organisation that has almost 1,150 retail outlets scattered throughout the length and breadth of the country. I will welcome any input I receive not only from Deputy Moynihan and his party but from any other colleagues in the House. I will bring any such proposals which are innovative and feasible to the Cabinet sub-committee dealing with this matter.
#MichaelColreavy	unknown-#MichaelColreavy-party	unknown-#MichaelColreavy-dob	unknown-#MichaelColreavy-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	8	I wish to take a couple of seconds to vent my frustration. Because of the rules, protocols and regulations in this place, I was not able to change my priority questions after 11 a.m. on Thursday. The Minister announced in the press a major change with regard to a renewable energy project which has been effectively mothballed. Neither Deputy Moynihan nor I could change our questions and it makes no sense. I hope we will have an opportunity during this week to hear the Minister make a statement and to ask questions on it. A postcode system entails converting map coordinates into machine-readable format and it is not a complicated process. Yet, it is reported that this cost €25.6 million for a contract over ten years and in addition there will be a tender for a contract for technical advice and support. This is extraordinary because I would have thought this cost would have been included in €25.6 million. It is reported that it will cost an additional €5 million to integrate the postcode system with other government software systems. There was also a €40 million turnover requirement for companies tendering for the contract which excluded most, if not all, Irish IT small and medium enterprises from applying. How is this reconciled with the Government's stated aim to support SMEs?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	9	My Department commenced the procurement process for a national postcode system in 2011. An open and competitive procurement process was conducted in accordance with Department of Finance and EU procurement frameworks. A pre- qualification questionnaire was issued on www.etenders.gov.ie
on 17 January 2011. This invited interested parties to tender for the contract as a postcode management licence-holder for a period of ten years, to design, provide, disseminate and maintain a national postcode system. This procurement process followed the negotiated procedure under the relevant EU regulations. I must inform the Deputy that the process is a great deal more complex than he has presented. Given the technical complexity of the project, the Department ran the procurement following a competitive dialogue procedure provided for in the public supply and works Directive. The procurement was managed by my Department assisted by its advisors, PA Consulting. The procurement comprised three specific stages. Stage 1 was a pre-qualification process involving the short-listing of candidates for the next stage on their technical capacity and financial and economic standing and this took place in early 2011. Stage 2 was an invitation to submit initial proposals together with a competitive dialogue and this took place in 2011. Stage 3 was the final tender and took place in June 2013. Three parties qualified following stage 1 of the procurement process.Landmark, a UK company, withdrew from the process at the final tender stage. The Department subsequently received two final bids from consortia led by Capita and An Post, respectively. The two bids were evaluated by an evaluation team comprising senior personnel from my Department and its advisers. That evaluation process was conducted in August 2013 and the bids were analysed and evaluated under a number of award criteria. The evaluation team concluded that Capita's proposal best met the criteria set out in the tender documentation and recommended it as the preferred bidder. I brought that recommendation to Government for approval in October 2013 and signed the contract with Capita on 20 December last year.
#JohnLyonsLab	unknown-#JohnLyonsLab-party	unknown-#JohnLyonsLab-dob	unknown-#JohnLyonsLab-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	382	I am conscious that a written copy of the Minister's response was not made available in the Chamber. I ask the Minister to ensure his response is e-mailed to the Deputies at some stage.
#RichardBruton	Fine Gael	22276	unknown-#RichardBruton-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	383	I will.
#JohnLyonsLab	unknown-#JohnLyonsLab-party	unknown-#JohnLyonsLab-dob	unknown-#JohnLyonsLab-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	384	I am sure it was not the Minister's fault.
#MichelleMulherin	unknown-#MichelleMulherin-party	unknown-#MichelleMulherin-dob	unknown-#MichelleMulherin-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	385	I understand the nature of examinership. With all due respect, NAMA took on a healthy and profitable company. The company got into the difficulties that required it to go into examinership on NAMA's watch. I think questions need to be asked about the way NAMA is doing its business. Companies that do not have problems are encountering problems when they come under the NAMA umbrella. That is the taxpayer's concern. These employees are concerned about their jobs. The Minister did not mention their jobs. I asked the Minister for Finance about the level of priority that NAMA gives to the retention of jobs when businesses are being sold as going concerns. He assured me in his response that NAMA gives a high priority to the preservation of jobs in any business that has a loan with the agency. There is no evidence of that here. It is crucial that the management buy-out should proceed. The company would not have gone into freefall if the notice of decision that was issued had been proceeded with at the time. Much of the blame for the fact that it has gone into freefall lies with NAMA. I believe it should be challenged. I am taking this up with the Minister for Finance. The Minister, Deputy Bruton, is responsible for the issue of jobs. I understand he is working night and day to try to create jobs. In this instance, jobs are under threat in the west, where jobs are hard to come by. We need more action. The reality of the promise set out in the response I received from the Minister for Finance needs to come into play to protect the jobs of the Elverys Sports employees.
#BarryCowen	unknown-#BarryCowen-party	unknown-#BarryCowen-dob	unknown-#BarryCowen-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	386	I thank the Minister for his response. He said that the examiner is obliged to consult the relevant parties that are privy to this process. Does he agree that the level of consultation with the workers in this case has been minimal? Subsequently, and on foot of what has been said to Deputy Mulherin, does he believe and will he acknowledge to us that NAMA has a social obligation and responsibility to seek to pursue the retention of as many jobs as possible? Does he think NAMA is doing that in the proper fashion in this instance? He acknowledged that the directors agreed with NAMA's recommendation that the company should enter this process. Can he go a step further, following on from what he said about TUPE, and make it clear that the representatives and the staff should have a better engagement with and involvement in assessing the bids that will ultimately determine their future? Progress should be made in a way that meets the responsibilities to creditors and leads to a settlement with which they can be happy. If NAMA is the lead creditor, it must be obliged to respect the mandate it has from this House. In other words, NAMA has a social responsibility as well as an economic responsibility. Will the Minister reiterate for the House that these responsibilities must be applied in this instance to the full letter of the law? This is necessary if staff are to be sure that every effort is being made to give them the best possible opportunity to retain their jobs. As has been said previously, this company is in a profitable situation and cannot be allowed to be drowned as a result of being dragged down by loans that are not specifically related to the business. As I said earlier, this is the first indication the Minister can give on behalf of the Government that he will not stand idly in this instance or any future instances that relate to how banks deal with debt associated with small and medium-sized enterprises.
#JoanCollins	unknown-#JoanCollins-party	unknown-#JoanCollins-dob	unknown-#JoanCollins-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	387	It seems that a profitable company, with the backing of its directors, went to NAMA to discuss a management buy-out. It appears that as a result of difficulties experienced after that time, it was not possible for the company to exercise that buy-out. There is something wrong with that process, to my mind. Why would a profitable company not be able to complete such a buy-out? I want clarification in that regard. I asked about what will happen to the contracts, conditions and pay relating to these jobs, in the event of the company being bought, because I understand that the TUPE regime should protect these workers and their jobs regardless of who buys the company. It seems strange that a process which was started on foot of a positive development has led to the company now being in difficulty, and possibly being bought by somebody else.
#RichardBruton	Fine Gael	22276	unknown-#RichardBruton-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	388	To be fair to NAMA, there is a bit of a misunderstanding of its role. NAMA was supportive of an arrangement that would have facilitated a management buy-out of a company that was insolvent. Implicit in that was an agreement to have some of the debts dealt with to allow the company to continue to proceed. As I understand it, it was not NAMA's fault that it was not possible for this process to be completed. After an alternative bid came in, NAMA suggested that the best way to protect the company was to seek an examinership process, which allows for a write-down of debt where creditors agree - this answers Deputy Cowen's point - and involves court protection to save the jobs, save the enterprise and try to maintain a going concern. NAMA's role in this process led to the testing of one option, which did not fulfil what was required. Now it has taken another approach as part of the search for a viable outcome. I certainly hope such an outcome can emerge from this approach. It is clear, in response to Deputy Cowen's point, that this process allows viable businesses to survive without their existence being threatened by bad property decisions or property debts that might be burdening them. That is what this process is about. The courts have a role. The purpose of examinership is to save the jobs. The TUPE regime will apply regardless of whether there is a management buy-out or one of the other bids is successful and the business continues. The transfer of obligations undertakings will apply in both cases. The legal security of the workers will be the same in both cases. I acknowledge the point that there might be a preference for one or the other. Reference was made to the examiner's role with regard to different players, including the creditors or the workers. Examiners are governed by very strict legislation that sets out what they can and cannot do. Essentially, they must try to find a scheme or arrangement that can be put to the creditors and allows for a viable outcome. I am sure they try to keep workers involved to the best extent possible during that process. They have a responsibility to the courts and the creditors. In this case there are six bids which, no doubt, have to be dealt with as six independent bids and handled confidentially. I imagine the examiner is under considerable legal constraint in the way he deals with this situation. This is the best way in which we can seek to save the jobs involved, which I sincerely hope is the outcome of this process. The examiner was appointed on 4 February and is still at a relatively early stage in the process. I do not have a role in the examinership. Obviously, the examiner must deal with those directly involved and report back to the court, with the outcome of the various options.
#JohnLyonsLab	unknown-#JohnLyonsLab-party	unknown-#JohnLyonsLab-dob	unknown-#JohnLyonsLab-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	389	Amendments Nos. 1 and 2 are related and may be discussed together.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	390	These are technical drafting amendments back from the Seanad. They have been drafted following consultation with the Office of the Parliamentary Counsel and are required to improve the legal certainty of the Bill. They do not represent a change in policy in respect of the sections affected.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	391	I thank the House for facilitating the passage of the Bill. I acknowledge the level of consensus in the House supporting this initiative to use the existing ESB supply system, either by the ESB or by the ESB in collaboration with another company, to provide fibre optic cable to parts of Ireland that have endured a less than adequate service on occasion in recent years. I thank the House for its support.
#PeterMathews	unknown-#PeterMathews-party	unknown-#PeterMathews-dob	unknown-#PeterMathews-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	392	I wish to share my time with Deputy Naughten.
#JohnLyonsLab	unknown-#JohnLyonsLab-party	unknown-#JohnLyonsLab-dob	unknown-#JohnLyonsLab-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	393	Is that agreed? Agreed.
#PeterMathews	unknown-#PeterMathews-party	unknown-#PeterMathews-dob	unknown-#PeterMathews-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	394	I welcome the opportunity to continue to outline some of my thoughts. The HSE's Vote is moving into the Department of Health. It is extremely important that the financial measurement of what goes on in the health service and the delivery of the health needs of patients in all hospitals is done in a way that allows the activities of delivering the service to be costed. To date, it has been a bland form of budgeting with dollops of finance allocated to hospitals and so on. We have not had an activities measurement that can be applied consistently and uniformly across all units in the service. This would be extremely important in advance of the introduction of a universal health insurance system regardless of whether that system is to be a multi-insurance provider or a sole State provider. At this stage it would be important for the Government and its advisers to revisit the overall concept of universal health insurance to see where the shortcomings are in other systems such as the Dutch model and so on. The United States also has multi-insurance participation, supposedly to provide competition that would produce cost efficiencies. However, that can also lead to over-delivery and over-costing of that delivery into a system of profit-based delivery taking away from the essence which should be patient and needs focused. The framework for the accounting and financial measurement systems should be activities based. In other words those elements that go into delivering good health management at HSE locations should be properly set up on an integrated computer system to allow for budgeting, historical measurement and the comparison of activity-based accounting budgets with outcomes. It should be done in a way that makes sense and needs to be flexible enough to take account of different systems of delivery as they are developed.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	395	I thank Deputy Mathews for sharing his time with me. I wish to speak on a report published last month, Health Care Quality Indicators in the Irish Health System, examining the potential of hospital discharge data. I believe the report has implications for the operation of this legislation and the interaction or lack of interaction between the HSE and the Department of Health. On 23 February, Mr. Ian Carter, national director of acute hospitals, in an interview with Ms Susan Mitchell of The
Sunday Business Post, was asked if the HSE had examined the reasons behind the high mortality rates in some units. He responded by saying "not yet". He said the HSE was only now validating the figures and examining whether there was a real variance or whether the differentials could be attributed to "poor coding" of data. He went on to say: "Have we had a systematic approach? No, we haven't in terms of drilling on down to individual hospitals. It has been slow, but the exercise is now happening on a hospital by hospital basis." His defence was that the report had only "just been published". This is an outrageous admission by a senior official within the Health Service Executive because this report was available to the Department of Health, the Minister for Health and the HSE some 30 months prior to that when the Minister came into the House and read part of the report into the record and on foot of that used it as a validation for his decision to close the emergency department at Roscommon County Hospital. Following the publication of the report last month, the Chief Medical Officer described it as a burglar alarm. He said that while he was not saying the house was ransacked, it clearly needed to be checked out. While the Department of Health informed the HSE to check the alarm, both organisations continued to let that alarm ring for 30 months before opening the door of the house to see what was happening inside. Mr. Ian Carter said that the review was only now happening, 30 months after the information was compiled.What is even more bizarre is that in March 2012, the Minister, Deputy Reilly, told this House the reason the report had not been published two years ago. He stated:...the CMO, in conjunction with the HSE, is now in the process of further augmenting the analysis of the indicators to date with data from 2011 and 2012. Every public hospital in the country has been written to in order that they can ensure that the information they record and report for 2011 and 2012 is actually accurate.These figures were setting off alarm bells in the Department of Health in July 2011 as per the comments of the Minister, Deputy Reilly, in the House during the debate on Roscommon hospital. Even after the follow-up with the hospitals, which clarified the figure in regard to Roscommon, in respect of those hospitals that were outside the norm where stroke death rates were four times higher than some of the others and the heart attack death rates were seven times higher than the best performers, amazingly, nothing was done to determine the basis of those mortality rates for 30 months. The Minister was happy to see that report lying on a shelf because he had fulfilled his short-term agenda. Rather than delving into the figures, which could have exposed weaknesses both within the Health Service Executive, HSE, and within the Department of Health that may have raised difficult questions to be answered by him politically and for his Department, the report was quietly set aside. We are told further analysis was carried out but the fact remains that the HSE is only now looking at those figures, and the Department of Health failed singularly to act upon that and ensure that the HSE had followed through on it. One of two things has happened. Either the report does not give rise to the patient concerns, which means the report is a work of fiction, or it is reflecting a problem at hospital level that has been sat on for 30 months. One way or the other, both the Department of Health and the HSE need to come into this House and explain exactly which is the case.  This revelation again raises serious concerns about the Minister, Deputy Reilly, the Department of Health and the HSE. Their failure to act on the original data and on the revised data is putting the interests of patients behind the institutional interests of the HSE and the Department of Health. That sounds very familiar in regard to what we heard in recent weeks about Portlaoise hospital where local management failed to act. As a result, the Minister has brought in the Coombe hospital in Dublin to supervise what is going on in Portlaoise but in this instance the senior management within the HSE, the Chief Medical Officer within the Department of Health and the Minister had that report for 30 months and failed to act on it and failed to ask questions as to why those stroke and heart attack death rates were so high. The people of this country and the patients admitted to those hospitals need and deserve an explanation, and we need an explanation as to the reason those senior people with responsibility for the health service failed to follow though on damning data they got 30 months ago.
#JohnBrowne2	unknown-#JohnBrowne2-party	unknown-#JohnBrowne2-dob	unknown-#JohnBrowne2-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	396	I welcome the opportunity to speak on the Bill before the House. One could say it is another health Bill and another speech from the Minister on what he intends to do but after three years he has done nothing to improve the health services to the general public. We still have overcrowding, patients on trolleys, a lack of nursing staff and a reduction in the number of medical cards available to people, yet the Minister would ask Members on all sides of the House to support this Bill. We believe in a strong public health system but this Bill, which is part of a process to abolish the HSE, undermines the public health service. It effectively transfers the HSE budget back to the Minister. If we had a capable Minister we would not be concerned about that but to transfer the budget to the Minister, Deputy Reilly, is putting politics back into the health services. The legislation provides for the funding of the HSE and its successor through the Vote of the Minister for Health from 1 January 2015. The HSE Vote will be abolished and a new financial governance structure will be introduced. The Minister has not yet explained or outlined that new governance structure to the House. It follows on from the enactment of the Health Service Executive (Governance) Bill in July under which the HSE board was abolished and replaced by a directorate. Judging by the budget presented to the House in December, the directorate did not bring about any great improvements on the funding or the way the quality of care was to be administered to the public. The Government says its legislation will enable new funding arrangements to be put in place as part of the wider restructuring of the health service and the ultimate implementation of universal health insurance. For a number of years before he came into office, the Minister talked about the Dutch model. He is not talking about any model now because the Minister for Finance and the Minister for Public Expenditure and Reform, Deputy Howlin, have rubbished the Minister's intention to introduce universal health insurance. We are still waiting on the White Paper, and we are still waiting to know what it will cost per patient. The Department of Public Expenditure and Reform signalled recently that it could be an exorbitant charge of up to €1,600 or €1,700 per annum, which would be outside the remit of the ordinary person in this country. The Minister should bring forward the White Paper as quickly as possible. He needs to explain what he intends to do regarding universal health insurance and whether it is dead in the water, so to speak, because that seems to be the position in terms of what is coming out of the Department of Finance and the office of the Minister for Public Expenditure and Reform, Deputy Howlin, in recent weeks. The Minister has done a good deal of talking about the improvements in the health services but in my county we still have people on trolleys, a lack of nursing staff, young people waiting between 18 months and three years for speech therapy, overcrowding, a reduction in the grants available for the elderly, a reduction in the amount of money available for respite grants, and serious reductions in other areas. Recently, the Minister implemented the hospital groupings designed to deliver improved outcomes for patients. Under the old HSE system, Wexford and the south east were amalgamated under Carlow-Kilkenny and Wexford-Waterford, and Cork was the main hospital service in the south east. Wexford has been transferred now to what is known as Dublin East in which there is a large number of hospitals including St. Vincent's University Hospital, the Midland Regional Hospital, St. Luke's General Hospital in Kilkenny, our own hospital in Wexford, St. Michael's Hospital in Dún Laoghaire, and Cappagh hospital. A number of other hospitals have been mentioned that will now cater for Dublin East. I do not know whether that will improve the quality of services because I am aware that on a daily basis people were finding it very difficult to get into hospitals such as St. Vincent's before we ever came under this new grouping. There will, therefore, be serious problems in the ability of Dublin hospitals to provide for a large area of the population in the south east. Wexford has a population of 140,000 and when we consider that Carlow, Kilkenny and other areas will feed into the hospitals in Dublin, it will put major pressure on the hospitals in Dublin to provide services in an adequate way.The Minister needs to spell out what the new legislation will mean in terms of money because the HSE certainly spelled out very clearly in its 2014 service plan that there would not be adequate money to meet the needs of the public. What one might call the south-east service plan was presented to local Oireachtas Members last Monday week at Wexford hospital, where we were told the hospital's budget was to be reduced by €3 million for 2014. This hospital got kudos in 2013 for being one of the most efficient hospitals in the country but, as a result, we now find its budget has been reduced. One would expect that if a hospital was in the top ten of efficient hospitals in the country, it would be rewarded, not penalised. Unfortunately, however, that is what has happened. We find ourselves €3 million down for 2014 and we are also told there will be no increase in funding for home help during 2014, despite the fact that the Minister points out regularly that we are an ageing nation and that there will be huge demand for services for older people. Extra home help would mean fewer people staying in hospital for longer and would enable them to return to live in their own homes. That has not happened and it certainly will not happen given what the Minister is suggesting for the future. The old HSE, which the Minister is now abolishing under this legislation, is only eight years old. Its thousands of workers delivered a very good care service in every community and provided a wide range of facilities. It was only really beginning to bed in under the old system but the Minister has now decided we are going to have a new system, one he will be in control of. This is bringing in politics. We see regulators being appointed in every other area to take powers and decision making away from Ministers, but here, under this legislation, the Minister is taking all powers back to himself. He is going to have a major input into the political running of the health service while he is in power, whether that is one year, two years or longer. The Minister is becoming the godfather of the health service. He is going to make all of the decisions. He is going to call in the HSE, as he did in December last year, and say that, politically, this or that is not a good idea and that he is going to make sure the HSE changes it. In the area of responsibility of the Minister of State, Deputy Kathleen Lynch, I would like to remind her that, in Wexford, St. Senan's psychiatric hospital was closed and the people bought into A Vision for Change. We got some new buildings on the grounds of St. John's hospital and we were promised further new buildings and services for people suffering from mental health difficulties. I remind the Minister of State that she promised a significant number of extra staff, particularly for Wexford and the south-east region, because of the way the staff of St. Senan's and the Waterford psychiatric hospital implemented A Vision for Change. I would ask the Minister of State to ensure the extra nurses and staff who were promised are made available as quickly as possible. I know some of them have come on stream, which we appreciate, but we need further nursing facilities in that area. I was told recently that when the HSE visited Wexford to announce the service plan for 2014, it denied what is happening, namely, staff who had been in the field providing services on an outreach basis have been brought back into the mental health houses because of lack of staff in that area. That is a pity because the nursing staff out in the field have been providing an excellent service for those who suffer from mental health problems. They do not need to be in institutions. They are living at home and to have the nurse call is a very important part of keeping patients at home in a family and community environment. I ask the Minister of State to ensure there will be adequate nursing staff out in the field to provide these services.
