#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	0	The meeting is being held to consider the Immigration, Residence and Protection Bill 2008.  At 1 p.m. we will adjourn the meeting to reconvene on Tuesday, 20 May 2008.  Before commencing, ba mhaith liom comhghairdeas a dhéanamh ar mo shon féin agus ar shon baill an roghchoiste leis an Aire nuaceaptha Dlí agus Cirt, Comhionannais agus Athchóirithe Dlí.  We wish him well in his new appointment and look forward to working with him.  Cuirim fáilte roimhe.  I welcome the Minister for Justice, Equality and Law Reform, Deputy Dermot Ahern, and his officials to this meeting.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	1	Have we already agreed to reconvene on Tuesday, 20 May?
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	2	Yes.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	3	At what time?
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	4	We are adjourning today at 1 p.m. and reconvening at 4 p.m. on Tuesday, 20 May.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	5	From a logistical viewpoint it might be better to postpone it beyond 4 p.m. in that we will be running into the Order of Business.  We could have just begun only to have to leave for the Dáil Chamber.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	6	Coincidentally, 4 p.m. on that date causes me grief for a different reason because I am down at the Four Courts at that time, although I do not think they will detain me.  I am quite prepared to sit the other side of 4 p.m. for as long as the Minister is willing.  I have no problem with that, but 4 p.m. is problematical for me.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	7	Is the Minister available at another time?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	8	I am okay around 4 p.m., but later on in the evening I have a problem.  It depends on how long it will go for.  I am okay until 7 p.m.  What about 5 p.m. to 7 p.m?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	9	I would aim to be back here by 5 p.m. but if I do not make it Deputy O'Shea might stand in for me.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	10	At 4 p.m.?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	11	At 5 p.m.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	12	From 5 p.m.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	13	Yes.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	14	Yes, that is fine.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	15	From 5 p.m. to 7 p.m. then.  Is that agreed?  Agreed.  Maith go leor.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	16	We resume our consideration of the Bill on amendment No. 32 in the name of Deputy Rabbitte.  Amendments Nos. 689 and 690 are related, so all three amendments may be discussed together by agreement.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	17	I move amendment No. 32:
In page 14, between lines 12 and 13, to insert the following subsection:"(12) In making any decision under this Act in relation to family reunification, the Minister shall establish transparent procedures and shall deal with any application in a humane and expeditious manner and having due regard to Article 8 of the European Convention on Human Rights.".I start by offering my good wishes to the new Minister for Justice, Equality and Law Reform, Deputy Dermot Ahern.  I have not had the opportunity to congratulate him and wish him well in his portfolio.  After all the arduous travel of his previous one, he will find this something of a cake-walk.  It involves a slight legislative schedule and such matters which no doubt he will enjoy.This amendment concerns the family reunification issue.  On the last occasion the last amendment we dealt with related to the best interests of the child.The Minister will have been briefed that virtually all of the organisations that took time to make submissions to us raised this issue of family reunification and it is a major issue on the minds of most of the organisations for obvious reasons.  There is no statutory provision for family reunification, except for refugees.  It is my advice that is out of line with best practice elsewhere in the member states of the European Union.The issue has been raised from the point of view of, for example, the convention that relates to this issue which, in turn, is based on international experience of the perfectly normal requirement of people who are migrants here to be joined by their families.  We received a number of interesting submissions on it.  One of them which is from the organisation called Comhlámh, the association of former development workers, points to the difficulties raised for them, as Irish citizens, coming back here married to a non-Irish person.  It seems extraordinary that we would put barriers in the way of such people.For example, the Vincentian Refugee Centre draws attention to the same point, the lack of clarity and the fact that it takes on average approximately two years to get a decision, which is difficult to defend.  Its representatives argued in their submission to us that the definition of family in the Bill is entirely too eurocentric in its traditional acceptance of the nuclear family definition, which they argue is unsuited to modern global cultural variations.The Government has not spelt out in the legislation anything to do with migrant rights to family life and my amendment is a modest step in that direction.  I could well have constructed an amendment which for various reasons the Minister might find difficult to accept because the request from the overwhelming number of the organisations has been to give expression to this in the primary legislation.  However, I ask the Minister to agree to a modest step, which is, that he ought to agree to establish transparent procedures to deal with any application in this regard and that he should have due regard in doing so to Article 8 of the European Convention on Human Rights, that is, the article to do with rights to family life.It is an important issue because of the hardship and distress being caused to people other than those who have been given asylum protection in this society.  When touring some countries of the world, we have invited these people here to work in our health services and elsewhere, and then disbarred them from the right to enjoyment of family life.  I hope the Minister will be able to start off on a high note and to recognise the inherent sagacity in what I have just said.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	118	Was the Minister referring to my amendment?  I am sorry, I missed that——
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	119	Just to clarify matters for the Deputy, amendments Nos, 37, 41 to 44, inclusive, and 46 to 48, inclusive, are related and will be discussed together, as I should have said before the Minister spoke.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	120	Will the Minister please clarify what I was asking before I was interrupted?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	121	Deputy Naughten's amendment is included.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	122	I thank the Minister and I am delighted to hear that.  On the Minister's amendment, he made the point that persons unlawfully present in the State will have access to free legal aid — either legal advice under the provisions of the Legal Aid Act or as regards proceedings in relation to their deportation.  There will be no proceedings regarding deportation as a result of the legislation as it stands.  Leaving that aside, will the Minister clarify the situation as regards applicants under section 124, which is concerned with victims of trafficking?  I argued during the debate on the Criminal Law (Human Trafficking) Bill that trafficked persons should be entitled to access to free legal aid and the Minister rejected it.  The then Chairman of the committee said it would involve a charge on the State.  I addressed this at the relevant point of the section, when we discussed it.  Correct me if I am wrong, as I do not have a legal background, but my understanding is that a trafficked person, while he or she is unlawfully present in the State, has access to free legal aid.  However, if it comes to the Garda Síochána's attention that a person is trafficked, he or she is given temporary protection under section 124 but no access to free legal aid.  That has been denied to him or her in the trafficking legislation.  Will the Minister clarify that point?This is a set of amendments that we need to look at carefully because there are implications.  The argument has been made to members of this committee that, based on the wording, for someone to buy a stamp or catch a bus means he or she is in breach of section 6 of the legislation because these are both services provided by the State.  Perhaps the Minister can clarify that.I know protections are being put into the health service, and the Minister spoke about it in his contribution, but will he clarify the situation for me?  I read in the Connaught Tribune about an Athenry man who passed away in Boston after becoming ill.  He declined medical attention due to the fear of being deported.  We touched on this issue before with the previous Minister.  Can the Minister assure me that nobody who uses the emergency medical services in this country will end up in a similar situation?  We accept that the objective behind all this is to ensure that there is no abuse of the system and of State resources.  However, none of us wants to read a report in the newspapers in the future about somebody who was not prepared to seek emergency medical treatment for fear of being deported from the country.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	123	I welcome some of the changes in these amendments, although I am not too happy with section (2)(a) of amendment No. 37, which seems to be based on the ability to pay.  Medical services should never be based on the ability to pay, regardless of whether the person is legally here.  This is particularly the case for essential medical services.  I welcome the fact that the Minister has raised the age for access to education from 16 to 18.  Considering how long it took to bring this Bill forward, it is strange that the Minister has inserted many amendments, but suddenly tells us that he needs to amend it again.  We may have to wait until Report Stage before we see the colour of the Minister’s money on this issue.Amendment No. 47 in the name of Deputy Finian McGrath would ensure that civil legal aid is available to immigrants in matters unrelated to deportation proceedings.  Without this amendment, undocumented women would have no access to civil legal aid in domestic violence cases, even if it was the husband's fault that she became undocumented in the first place.  That is probably not atypical of domestic violence cases among undocumented immigrants, as the wife can often travel at the behest of the husband and live in the country with no documents.Spelling out things in black and white, as the Minister is trying to do with these amendments, often throws up circumstances where there is no scope for a humane approach.  I ask him to look at some form of wording which could capture that aspect.  There should be a ministerial discretion for civil legal aid, or at least some type of mechanism whereby a person can appeal due to circumstances that are not his or her fault.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	124	I welcome the Minister's amendment.  It is an improvement on what we have.  The issue regarding the provision guaranteeing minors access to education might also touch on the trafficking issue raised by Deputy Naughten, but it might not.  One can envisage other services that might be required by a minor.  The Minister's amendment is very specific and I wonder if it rules out such a possibility.  The first part only deals with medical treatment rather than medical services.  The second part deals with public health considerations.  Is the Minister satisfied that amendment No. 37(c) does not prohibit minors accessing other services?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	125	I thank the Deputies for their comments on the amendment.  I have already accepted that we need to tighten up the provisions in this area.  We do not want to deny people who are validly entitled to essential services.  We will come back and try to address some of the issues raised by the Deputies.We are not putting in a right to legal aid, but an ability for somebody to receive it if he or she does not have sufficient resources.  That is equally the case for somebody who wishes to receive medical or educational services.  The amendment tries to provide an exception and a balance to ensure that we are providing an incentive for people to reside here legally.  We are also trying to put in place a general principle that those people subject to human trafficking would be entitled to essential services if they are not able to pay for them.  I accept the Deputy's point about what might have happened in another Bill that is now law, but we will deal with the situation in section 124 of this Bill.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	126	This is a positive development in the right direction.  We want to ensure that the proper protections are put in place for trafficked persons.Amendment No. 37(c) deals with access to primary and secondary education.  What would happen to somebody sitting the leaving certificate examination who turns 18 during the year?  We do not want a situation where somebody is not entitled to sit out his or her final year having just gone over the age threshold.  The Minister may correct me if I am wrong, but is this provision not a change in policy in that people who are illegally resident here at present are not legally entitled to education of any sort?  That is my understanding.  If this is a move, I believe it is a positive one.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	127	I am sorry.  What was the question?
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	128	My understanding is that at present the children of someone who is illegally resident here, where those children are also illegally resident, are not entitled to an education.  There could be an age issue in this regard, although I am not sure.  Was the age limit up to 16 years heretofore but is now proposed to be increased to up to 18?  Will the Minister come back to me on this point?My other question relates to the case Deputy Rabbitte's colleague, Deputy Michael D. Higgins, has raised on a number of occasions regarding students here on a student visa who may have children with them.  I accept we are talking about relatively small numbers in that category while we are talking about large numbers of students coming here for various reasons.  Will those children be entitled to an education or will the situation remain as at present, where they are not legally entitled to an education?  Surely some mechanism can be put in place so they can pay for the provision of education and, in other words, refund the State if those resources are available to them.  Private schools are not available.  For example, there is no private school available for a student attending Athlone Institute of Technology who has a son or daughter of primary school age.  Will a mechanism be put in place whereby legally resident students can pay for that service or other services?An issue we will come to later is tied in with this.  I will throw it out to the Minister so he can think about it.  With regard to some of the procedures and applications, a person is deemed ineligible if he or she has drawn from the resources of the State, for example, if he or she has drawn social welfare.  A mechanism should be put in place whereby such people could refund those funds to the State, for example, if they had fallen on hard times previously and were at a later stage in a position to refund the money to the State.  They should not be limited with regard to then applying for long-term residency.The Minister has said he will look again at the next issue.  The Human Rights Commission makes the point that it is not clear if accommodation or housing come within the exceptions that are being discussed, or access to emergency accommodation for the victims of domestic violence and access to organisations such as the Employment Appeals Tribunal, the Equality Authority and the Human Rights Commission.  Can the Minister provide clarity in this regard?  The Human Rights Commission makes the case that protection should be given in section 6 and that this would not breach a person's rights under the European Convention on Human Rights.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	129	To make the general point, the section in itself does not give people rights to these essential services.  It states that they are not forbidden.  In other words, in exceptional circumstances people can have these services.  The more specific we become, the more questions arise as to whether this includes something else.  We accept we must redraft this and we must do so in such a way that people get basic essential services.On the issue raised by the Deputy of whether people are under or over 18, each case would be dealt with sympathetically on its merits.  One has to accept that these people are illegally in the State but, on the other side, we must ensure that if we are providing services, and we make it clear in legislation that we would in exceptional circumstances provide essential services, this is not in itself seen as a draw to people to continue to come to the country in order to attain these services.  I undertake to come back to this on Report Stage.  I have listened to what members have had to say.  Obviously, we have taken into account in our deliberations some of the suggestions made by NGOs and the commission.The issue of entitlement to education is dealt with primarily by the Minister for Education and Science.  It is not something we should be prescriptive on with regard to entitlements or non-entitlements.  What we are trying to do in a broad way is to state that essential services are available to people despite the fact they are here illegally.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	130	Could I just——-
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	131	Perhaps Deputy Rabbitte could speak through the Chair.  He has shown great respect for the position of the Chair and it would be appreciated if he could address his comments through it.  I was going to call Deputy Naughten.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	132	I was just about to do that.  If he is in here, the Acting Chairman will have to learn he will take a bigger bruising than he got today.  He should take his defeat and be humble about it.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	133	I will call Deputy Naughten.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	134	I give way to Deputy Rabbitte.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	135	My question was for the Acting Chairman.  I was going to address him because my question was not for the Minister.  I wanted to ask the Acting Chairman whether my grouping is up to date.  Are amendments Nos. 38 and 39 in this grouping?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	136	No.  We are dealing with amendments Nos. 37, 41 to 44, inclusive, and 46 to 48, inclusive.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	137	Does that mean amendment Nos. 38 and 39 have fallen?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	138	The clerk informs me there is a second revised grouping which was circulated to members.  It should have been in front of members this morning.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	139	Where are amendments Nos. 38 and 39?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	140	They are being taken separately, after this amendment.  They are out of order as they involve a potential charge on the Revenue.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	141	They are out of order.  That will be a blow to Deputy Finian McGrath.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	142	I take what the Minister has said.  I know it is extremely difficult for the Minister as he is only a week into the brief and he is trying to read into this whole area.  I am nearly eight or nine months dealing with this and I am still trying to get my head around much of it.  It is very difficult.It has been the case that GNIB officers throughout the country were told to visit the local schools and look at the residency status of children there.  The resources of the Garda Síochána could be better utilised than that.  It is an issue, as the Minister said, for the Department of Education and Science.  It is a complex area and causes confusion.  We can reconsider it when we come to Report Stage.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	143	We will have the Minister's reply and we will then go through the formalities down to section 7, as necessary, if the members are agreeable.  We are due to finish at 1 p.m.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	144	Are we going as far as section 7?  We have not finished with——
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	145	I was suggesting that we would finish with the Minister's reply, if that is agreeable.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	146	I have nothing else to say.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	147	I have something to say on the section in general.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	148	Will we leave that until——
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	149	It is on section 6, which is the section we are dealing with.  If the Acting Chairman wants me to make the point——
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	150	With the leave of the members, we will carry on for a few minutes.  We were due to finish at 1 p.m.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	151	I will be brief.  Amendment No. 36 was ruled out of order on the basis that it could give rise to a charge on the Exchequer.  It seeks to remove semi-State bodies from the list of service providers to which undocumented immigrants have no access.  The point has been made that the subsection could be seen to deny such persons the right, for example, to board a public bus.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	152	I propose that we deal with amendment No. 37 and the remaining amendments to the section.  Deputy Ó Snodaigh will have another opportunity to speak when we discuss the section, as amended.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	153	Amendments Nos. 38 to 40, inclusive, in the name of Deputy Finian McGrath, are out of order because they involve a potential charge on Revenue.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	154	I move amendment No. 41:
In page 15, subsection (2)(b), line 14, to delete “the provision of”.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	155	I move amendment No. 42:
In page 15, subsection (2)(b), lines 15 and 16, to delete all words from and including “, in” in line 15 down to and including “State,” in line 16.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	156	I move amendment No. 43:
In page 15, subsection (2)(b), line 17, to delete “or”.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	157	I move amendment No. 44:
In page 15, subsection (2)(c), line 18, to delete “the provision of”.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	158	Amendment No. 45 is out of order as it involves a potential charge on Revenue.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	159	I move amendment No. 46:
In page 15, subsection (3), line 29, after "consult" to insert "the Minister for Finance and".
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	160	I move amendment No. 47:
In page 15, lines 31 to 33, to delete subsection (4) and substitute the following:"(4) The provision of any benefit or service (however described) referred to in subsection (2) to a foreign national shall not, of itself, render his or her presence in the State lawful, nor shall it, of itself, prevent the operation of section 4.”.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	161	This section leaves open the possibility that undocumented persons will not be entitled to access public services such as those provided by the ESB and Bus Éireann, for instance.  This is not a ludicrous proposition.  There have been instances in the United States, for example, where people collecting donated food have been asked to prove their residency status.  In one case three Mexican-American teenagers in California had to provide proof of status before purchasing a pizza.We must be careful when introducing restrictions on the rights of individuals to avail of the services provided by companies funded by the State.  This encompasses a significant number of organisations, including Bord Gáis, the local authorities, Bus Éireann and so on.  Will the Minister review this broad-ranging provision?  I intend to table another amendment on Report Stage but it will, undoubtedly, be ruled out as it will be deemed to involve a potential charge on Revenue.  Such rulings make it difficult to debate the potential impact of this legislation.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	162	Did the Minister not indicate his intention to look at this issue before Report Stage?  Deputy Ó Snodaigh raised some important points.  I understood the Minister to say he would return to this issue on Report Stage after he had had a chance to review it comprehensively.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	163	I accept the point Deputy Ó Snodaigh is making about people's right to access basic services such as public transport.  That is not the intention of this provision and there is no intention that the list should be exhaustive.  There is an endless list of services of which people might wish to avail.  We are trying to ensure there is access to vital services such as medical and education services.  However, we would have to draw the line at a person who is here illegally applying for a driver's licence.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	164	I understand the intent of the provision but I am asking the Minister to review it.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	165	The more specific the provisions included in the legislation, the more potholes we may encounter in that we might have specified something but omitted something else.  We took account of representations we received in providing for access to primary or secondary education for foreign nationals under the age of 18 years.  This indicates our intent to ensure access to services.  If we start listing exemptions and exceptions, the Bill will be twice as long.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	166	Amendment No. 45 was ruled out of order.  Will the Minister undertake to review this issue before Report Stage?  The objective is to ensure the denial of services does not lead to hardship.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	167	We are looking at the issue.  I am not sure whether we can pin it down in a precise legislative wording but we will do our best.
