#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	0	I remind members and witnesses to please ensure that their mobile telephones are on flight mode or switched off for the duration of the meeting as they interfere with the broadcasting equipment even when on silent mode. The minutes of the meeting of 11 March 2021 have been circulated to all committee members. Are they agreed? Agreed. Is the European Union legislative proposal we scrutinised in private session - COM (2021) 87 - agreed? Agreed.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	1	On behalf of the committee, I welcome from Department of Education Ms Martina Mannion, assistant secretary with responsibility for the National Educational Psychological Service, NEPS, special education, social inclusion and early years education policy; Mr. Eddie Ward, principal officer, special education section; Mr. Brendan Doody, assistant chief inspector in the inspectorate division; and Mr. Eamon Murtagh, director of the planning and building unit. I also welcome Ms Mary McGrath, head of operations, National Council for Special Education, NCSE; and Ms Anne Tansey, director, NEPS. The officials are here to brief the committee on the provision of special educational needs, specifically funding and the allocation of resources, the roll-out of the school inclusion model and the role of special needs assistants, SNAs, the provision of autism services, State recognition of a broader range of intellectual disabilities and the implementation of the Education for Persons with Special Educational Needs, EPSEN, Act 2004. The format of the meeting is that I will invite Ms Mannion to make an opening statement, which will be followed by questions from the committee. Each member has a six-minute slot, which gives him or her an opportunity to question the witness and for the witness to respond. I will keep an eye on the clock and when the six minutes has concluded, I will interrupt to ensure the meeting runs smoothly. As the witnesses are probably aware, the committee will publish the opening statements on its website following the meeting. Before we begin, I remind members of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the Houses of the Oireachtas or an official either by name or in such in way to make him or her identifiable. As officials are giving evidence remotely, from a place outside of the parliamentary precincts of Leinster House, as such, they may not benefit from the same level of immunity from legal proceedings as a witness physically present does. They have already been advised of that and whether it is appropriate to take legal advice on the matter. As we have started the meeting, it is a bit late now if they have not. They are reminded of the long-standing parliamentary practice to the effect that they should not criticise or make charges against a person outside the Houses either by name or in such a way as to make him or her identifiable, or otherwise engage in speech that might be regarded as damaging to the good name of a person or entity. Therefore, if their statements are potentially defamatory in relation to an identifiable person or entity, they will be directed to discontinue their remarks by the Chair. It is imperative that they comply with all such directions.I now ask Ms Mannion to make her opening statement.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	2	I thank the Chairman and committee members. At the outset I wish to thank the committee for its invitation to officials from the Department of Education, including the National Educational Psychological Service, and from the National Council for Special Education, NCSE, to meet with its members today. With their agreement, I will share my time for the opening statement with Ms Mary McGrath, head of operations at the NCSE. We are also joined today by a number of other officials, including Mr. Eddie Ward, principal officer of the special education section, Mr. Brendan Doody, assistant chief inspector of the Department's inspectorate division, Ms Anne Tansey, director of the National Educational Psychological Service, and Mr. Eamonn Murtagh, director of the Department's planning and building unit. The committee in its invitation has set out a number of topics to discuss today, including the funding and resourcing of special education supports. The Department of Education continues to prioritise investment in supports for pupils with special educational needs. Last October, a range of new investments in the area of special education was provided for as part of the budget 2021 measures. The State, this year, will spend over €2 billion, or over 20% of its total educational budget, on providing additional supports for children with special educational needs. This represents an increase of over 50%, in total expenditure, since 2011. Budget 2021 provides for vital additional teachers and school staff in the area of special educational needs, including more than 400 extra special education teaching posts and almost 1,000 additional special needs assistants. It also provides funding for important reforms in the area of special education, such as the further roll-out of the school inclusion model. In terms of staff resources for special educational needs, the provision for 2021 delivers for mainstream classes, special classes and special schools. Four hundred additional teachers have been provided in this area for 2021, including 145 additional special education teachers being provided for mainstream schools. Special education teachers provide additional teaching support for pupils with special educational needs who are enrolled in mainstream classes. To limit the extent of allocation disruption for schools this year, in a year where there has already been a great deal of disruption due to Covid-19, the existing special education teacher allocations will be maintained for mainstream schools for the forthcoming 2021-22 school year. No school will see a reduction to its current level of special education teaching supports next year. However, additional allocations of special education teachers will continue to be made for new schools which open for the first time; developing schools which are achieving significant demographic growth; and exceptional circumstances arising in schools, pending the next re-profiling process for schools. Two hundred and thirty-five additional special class teaching posts have also been provided, which will facilitate the establishment of an additional 1,200 special class and special school placements this year. These classes will support pupils who have been assessed as requiring a special class placement for them to be able to access an education appropriate to their needs. Special classes are part of a continuum of education provision that enables students with more complex special educational needs to be educated, in smaller class groups, within their local mainstream schools. The extra teachers being provided will ensure that the new special classes, including new classes to support pupils with autism, can be opened in areas where there may be currently a shortage of provision or in areas which have been achieving significant levels of demographic growth and where additional special class placements are needed. Up to 200 new special classes are planned to be opened for September 2021 meaning that we will have over 2,000 special classes, compared to 548 special classes in 2011.Twenty-three additional teaching posts are also being provided for special schools to meet expected increases in pupil numbers in special schools due to increasing enrolments and demographic trends in 2021. Providing an appropriate school placement for every child is a top priority for the Department and the NCSE. Almost 1,000 extra SNA posts are also being provided for in 2021. The extra posts will ensure that we can continue to provide additional SNA supports for new special classes that open in 2021; new enrolments to special schools; and additional SNA allocations for mainstream schools. They are part of our planning process to develop a general allocation for allocating SNA support to mainstream schools. The provision of almost 1,000 extra SNA posts to the school system in 2021 will mean that the number of SNA posts will have increased by almost 70%, from 10,575 in 2011 to over 18,000. In addition to this planned additional investment, the Department has provided for a range of measures to support pupils during a second period of school closures, in 2021, and also to support children with special educational needs to return to school. The Department has recognised that school closures can have a particular impact on children with special educational needs and, accordingly, it has prioritised children with special educational needs for the earliest possible return to in-school teaching and provided specific guidance and supports to schools, including additional IT funding, to support continuity of learning for the affected children during the school closure period. A supplementary education programme is being provided for children with special educational needs who have missed in-person education. A significantly expanded summer education programme for children with complex special educational needs was provided last year. It aimed to prevent regression among children with special needs, and planning is under way to provide for a similar summer education programme this year. Yesterday, Monday, saw the return to in-school learning for all school students for the first time since we closed for the Christmas break. Overall, a package of more than €630 million has been provided to support the reopening of schools, including funding for personal protective equipment, additional teaching posts, sanitiser, enhanced cleaning and much more. As part of the package of supports, additional teachers have been provided to support the reopening of primary schools to provide enhanced substitution and eliminate the need to mix classes when a teacher is absent.  It is acknowledged that this has been a very challenging and demanding year for the education sector, particularly for children with special educational needs and their parents. Recognising this, the Department has sought to support the well-being of school communities during this Covid-19 period. In addition to its normal work in supporting schools and students, the National Educational Psychological Service, NEPS, has developed a range of resources to support the well-being of children and young people in line with the Department's
Wellbeing Policy Statement and Framework for Practice. These include well-being guidance, webinars and toolkits, including a targeted toolkit for school staff, Supporting the Wellbeing of Students with Special Educational Needs (SEN) Returning to School: Strategies and Resources. I thank the committee for our invitation. I will hand over to Ms Mary McGrath from the NCSE.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	27	I thank the Deputy. One of our remits is to provide teacher professional learning.To give a sense of the scale of this, we provided professional learning to over 16,000 teachers in 2019. In 2020, this was somewhat impacted by Covid-19 and we provided training to 5,000 teachers. We have looked at and redesigned some of the elements of our programme of training to provide it online during the current school year to ensure we continue to reach teachers, as required. We also provide our in-school support service, where schools can identify specific needs that they may have within their own community and we will provide bespoke tailored learning to that school, be it for whole-school staff, small groups of teachers or individual teachers. That, in particular, can help to embed the teacher professional learning across the school community, as referred to by the Deputy. In 2019, we responded to over 2,200 requests from schools to provide that type of in-school support and we continue to provide that service online currently.
#MarcOCathasaigh	unknown-#MarcOCathasaigh-party	unknown-#MarcOCathasaigh-dob	unknown-#MarcOCathasaigh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	28	On the specifics of those training programmes, are the majority of them 20-hour summer courses or are they much more in-depth in providing the level of knowledge teachers will need if they are moving in to special education?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	29	The majority of our seminars will be provided over one or two days and some may run over a period of six days, depending on the type of course. There is a range of different timeframes.
#MarcOCathasaigh	unknown-#MarcOCathasaigh-party	unknown-#MarcOCathasaigh-dob	unknown-#MarcOCathasaigh-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	30	If summer or July provision was important in previous years, it is absolutely essential this year. One of the big difficulties is with recruiting the tutors who will make this July provision available. In the context of this year, are there any incentives or plans in place to ensure tutors are available to provide the summer programme?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	31	I thank the Deputy for his question. The Irish Primary Principals Network provides assistance to parents who are looking for teachers and SNAs in both the supplementary and summer programmes. Our focus this year is to try to repurpose the provision to provide as much as possible in schools, at which point it will alleviate the issue of parents potentially having to do so much of that recruitment. We are focusing more on schools in respect of this provision. I hope this will alleviate one of the concerns raised by the Deputy.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	32	I thank our guests and apologise for being a little late. I swapped slots with Deputy Ó Cathasaigh to give me an opportunity to reread the opening statements and I thank the Deputy for that. I will not be introducing anything new to the conversation but there is scope for further information to be provided to us. I acknowledge what is largely a great deal of good news in the opening statements, notwithstanding the day-to-day difficulties that can arise. We must acknowledge the significant increase in budgetary support in the Department of Education, in particular for the provision of SNAs. There were 10,500 SNAs a decade ago and there are 18,000 today.  Other figures provided on autism services show there has been an increase of 9% at primary level and 74% in post-primary provision since 2017 alone. We must acknowledge these two points in the context of this discussion. Deputy Ó Laoghaire made a worthwhile contribution on the anticipation of demand. I am sure every Deputy in every constituency can identify areas in which there have been deficiencies in the provision of services or at least in the timely provision of these services in terms of enrolment and what transpires thereafter for children with additional educational needs and autism. In looking into this, I acknowledge the extraordinary work done by SENOs, SNAs and resource teachers in the past 12 months. Many parents have contacted me to tell me about SNAs and resource teachers going above and beyond what was expected of them in their support of children with additional educational needs and autism.I acknowledge that. Deputy Ó Laoghaire outlined difficulties with anticipation of demand in Cork. I can look at north County Dublin and say that there are difficulties in communities such as Skerries and across the board in rural areas where secondary schools outside of Ashbourne and Balbriggan are not really providing services. As a result, there is a significant gap in the centre. How we identify those difficulties and deficiencies could be improved. I would appreciate a comment on that. The other issue, which has already been touched on, is infrastructure. With all of these additional support teachers and resource hours that are made available to students, is existing school infrastructure capable of catering for the increased level of demand? In my community in Fingal in north County Dublin, which is one of the fastest-growing in Europe, will we be able to meet the level of demand, especially in view of the stated aim of reducing pupil-teacher ratios in both primary and post-primary schools? My final point is relates to the statement Ms McGrath made about additional supports being provided, especially in the run-up to the summer, the issue of student well-being and the difficulties that have arisen with increased levels of anxiety. Could she identify a specific programme within the current offering that the Department has in place at present and during the summer that will identify students who have had mental health difficulties as a result of not being in class and the associated difficulties now that they are back in the classroom?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	33	I ask my colleague, Ms Tansey, who is the director of NEPS, to advise how the Department is approaching supporting children with regard to mental health issues, including children with special educational needs.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	34	As schools have reopened and right through this period, NEPS has supported the well-being of school communities. NEPS has developed a range of resources that have been made available to schools to guide them in supporting well-being at this time. The approach that has been taken is in line with the HSE's advice around a psychosocial, tiered approach to supporting well-being. We know that strong universal approaches that promote calm, a sense of efficacy and a sense of psychological and physical safety within school communities are really important for most students. We recognise that there are children and young people who may need more support and we are advising and supporting schools on that. On specific programmes that are available to support children and young people in managing anxiety or managing their mental health at this time, the approach of NEPS is to build school capability to support these children and young people. We provide programmes such as the friends programme, which is a resilience-building and anxiety-reducing and prevention programme. We train teachers to provide this programme of support to children within their schools. It is provided to all children. It builds the core skills and competencies of children to manage worry, stress and anxiety. It takes a cognitive behavioural approach and children build their skills through it. NEPS is developing a range of workshops on the promotion of well-being resilience which will include a trauma-informed approach. These workshops are currently being piloted in our schools and they are due to be rolled out to support teachers, special education teachers, SNAs and school leaders from next September in the Department.
#AlanFarrell	unknown-#AlanFarrell-party	unknown-#AlanFarrell-dob	unknown-#AlanFarrell-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	35	I thank Ms Tansey. Do the witnesses have a response about additional resources and infrastructure? I appreciate that they have covered them somewhat, but if there is further information that they would like to introduce, it would be welcome.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	36	It is important to note that not all the supports that would be made available to schools would be intended for the removal of students into a special class. One of the specific teaching methodologies that has been advised in special education teaching is team teaching. It involves the special education teachers working with class or subject teachers in mainstream settings. We are encouraging schools to build the capacity of all teachers in mainstream provision through the use of the special education teacher in that way.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	37	I find it unsatisfactory that it has taken so long for witnesses to answer the questions. Can one of the witnesses take the lead by directing who will answer which questions?
#AodhanORiordan	unknown-#AodhanORiordan-party	unknown-#AodhanORiordan-dob	unknown-#AodhanORiordan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	38	The witnesses are all very welcome. My main question is on access to school places. I was horrified to learn what families are expected to do in order to access a place for their child if their child has an autism diagnosis. The process seems to be that a special education needs organiser will hand the parent a list of schools and wish them the best of luck. The parent will go to as many schools as he or she can in order to access the school place, whether primary or secondary. I know of parents who have gone to 15, 16 or 17 schools. I represent a constituency on the north side of Dublin and the lists of schools given to parents include schools in Drogheda. Parents may also access home tuition. I do not know any of us who is qualified to employ a tutor, whether during a pandemic or otherwise, who could adequately fulfil the needs of home tuition but this is what we are expecting people to do. Not only are parents dealing with a challenging situation of a diagnosis but they must almost go to war with the system to access a school place. There seems to be no absolute right to a school place. I spoke to a woman in my constituency yesterday who was in tears over the situation. She sent me a message to say her son has autism and there is no secondary school place for him until next year. He needs a special school placement as he has moderate autism, non-verbal skills, to be taught life skills, etc. She has been applying to special schools for the past four years with no success. He meets the enrolment criteria for the school's catchment area but because his needs require more help, a class space with compatible peers cannot be found. I know the Education (Admissions to Schools) Act changed the position and the Minister now has more powers to intervene in certain schools to meet the type of need that has been described at this meeting. How can the Department stand over a system in which a SENO hands a list of schools to a parent and abrogates responsibility? 
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	39	A SENO will advise parents of the schools of which they are aware which have places coming up or available for the forthcoming school year. The SENOs are engaging with schools on a continuous cycle of planning additional special classes and special school placements. Those special classes, etc., are confirmed at different points in the school year so the SENO is updating parents who are seeking special school and special class places as they become available. We experience pinch points at certain times in parts of the country. We have triggered the legislation, which was commenced in 2018, twice in Dublin where schools which did have space were not responding to requests from SENOs to open special classes. We had recommended to the Department that such legislation be introduced as we knew we were reaching a saturation point in some areas.This was only in a very small area where some schools were not responding positively to the SENO's requests. The SENO supports parents in identifying where placements are available. He or she updates parents as new placements become available and more information becomes available to us. 
#AodhanORiordan	unknown-#AodhanORiordan-party	unknown-#AodhanORiordan-dob	unknown-#AodhanORiordan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	40	This is in theory but in practice, it is something very different. Many parents just give up. The person I spoke to yesterday, whose case I have outlined today, has been seeking a secondary school placement for her child for four years. Ms McGrath mentioned pinch points. My constituency may be a pinch point, but there does not seem to be a policy determination from the Department that there is an absolute right to a school place and the SENO has to find that school place. It is up to the parent.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	41	Parents are required to enrol their children in a school. Where the parent enrols the child is a matter for that parent. The SENO supports the parent in finding that special school or special class placement. I am happy to respond to the Deputy separately in relation to the specific case he mentions.
#AodhanORiordan	unknown-#AodhanORiordan-party	unknown-#AodhanORiordan-dob	unknown-#AodhanORiordan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	42	With respect, that is not the experience of parents with whom I deal. The experience of parents I deal with is that they talk to the SENO, who gives them a list of schools. Parents then interact with the schools which have all the expertise, language and education vocabulary. Parents are absolutely at a disadvantage. Schools can find many reasons why they cannot facilitate the child and the parent goes from school to school. The SENO can be a cheerleader for all that the SENO wants to be but fundamentally, there is no absolute right to a school place for the child that the SENO has to facilitate. It is up to the parents and the parents are, effectively, on their own.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	43	As I said, the SENO will provide that support to parents. I am happy to speak separately to the Deputy in relation to the case he references.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	44	The Deputy has one minute because he was interrupted.
#AodhanORiordan	unknown-#AodhanORiordan-party	unknown-#AodhanORiordan-dob	unknown-#AodhanORiordan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	45	I genuinely am not satisfied by that answer. We must have a fundamental overview and review of how the system interacts with parents who are completely exhausted by going to war, not just on this issue of school placements but on other issues of intervention and long waiting lists for assessment and intervention. When they finally try to get their child through the school gate, it can be hugely difficult for them.How the SENO interacts with this whole process is a massive failing. I do not know whether it is a constitutional overhang which makes the Department so reluctant to intervene in schools; it says the management of schools because it just does not want to intervene. A huge number of families are falling through the cracks because of an inability of the Department to properly defend the child. Defending the parents' right to choose whatever school they want to which to send their child lets the schools off the hook. While the SENO may be a support, it is not working. I wish the Department would accept that. A re-analysis of the way the system is supposed to operate is genuinely a necessity in this case because the person I am speaking of, who has been waiting four years for a secondary school place, is the tip of the iceberg. These are only the people who contact their local representatives. Many of them just give up. 
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	46	Can some of the witnesses give a brief reply to the Deputy?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	47	I will come in on the Deputy's point. On the challenges he has described for that particular parent, obviously nobody in the Department or the NCSE wants to hear of a parent having those kinds of experiences. The Department and the NCSE have put huge resources and supports into ensuring that children can access appropriate placements by making available those resources and supports. Where we have had those particular challenges, we have had to resort to legislation to ensure we could enforce those rights for those children. Separate to the legislation we have pointed to in relation to the section 37 process, parents who are refused enrolment of a child in school can have access to the section 29 appeal process under the Education Act. They can bring that process through to conclusion, which will ensure that if a school is making unreasonable objections to taking in a child with special educational needs, it would not be acceptable to a section 29 appeal committee when the Department's resources and supports are given to a school at the scale we have outlined in order to support children in those school placements.The practice across the Department and the NCSE has been wholly in the supportive space of ensuring that schools do not put barriers in place. They are being provided with a level of teaching resources, SNA support and guidance that allows them to take in these children. There is then a process whereby the Department supports parents in choosing a school placement for their child. The Department is there to help them through the processes to ensure they can access the placement. Clearly, we do not want to hear of cases where this is not working and we will work through, as Ms McGrath has said, individual cases. Across the system, that is not the experience because children are accessing school placements and the level and volume of increase in special class, special school and mainstream supports to children is evidence that the process, generally, is working. We do not want specific cases where it is not working for people, and we will work with members on those.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	48	I remind one of the witnesses that she is to communicate with Deputy Ó Ríordáin on an individual case.
#AodhanORiordan	unknown-#AodhanORiordan-party	unknown-#AodhanORiordan-dob	unknown-#AodhanORiordan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	49	I greatly appreciate it. I thank the Chair.
#PadraigOSullivan	unknown-#PadraigOSullivan-party	unknown-#PadraigOSullivan-dob	unknown-#PadraigOSullivan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	50	I thank all the officials present today. I acknowledge all the increases in the number of teachers, SNAs, ASD units and special education units nationally. I acknowledge the good work that is being done and in the debate today we need to be aware of the progress being made. However, an earlier speaker referred to pinch points and there are undoubtedly a number of these across the country. As Deputy Ó Laoghaire mentioned, Cork is one of them. As a broad point, should we be talking about sections 29 and 37 and the various mechanisms? The reality is we should not be talking about them. People should have access to a school place without having to resort to those mechanisms. What witnesses are hearing from Deputies is the frustration from parents who are blocked in the system. With particular reference to Cork, I spoke previously in the education committee regarding a new school. Perhaps Mr. Murtagh of the building unit could clarify what progress has been made on the new school in Cork in terms of identifying a site and a building for conversion in the short term. In Cork, we have 23 families who, as of next September, will have no place for their child who has an ASD need or a profound intellectual disability. We also have approximately 100 students on the spectrum in Cork who do not have full access to an ASD unit. Schools are managing as best they can. That is the situation on the ground in Cork and services need to catch up. It is fine to say services have increased by X or Y per cent but we need to recognise and cite the extra demand on services and the extra number of diagnoses that are made every year. That would help inform the debate. What is the position regarding the new school in Cork? As I understand it, a couple of buildings have been assessed but still nothing has been recommended as far as I can see or hear. 
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	51	I thank the Deputy. I might pass that to Ms Mannion for the general discussion on Cork and the places in Cork.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	52	I thank Mr. Murtagh and the Deputy. On the Deputy's first point, I reiterate that the Department does not wish to see parents having to trigger legislative provisions in section 29 nor does the Department wish to trigger section 37 processes to ensure provision is available. All the steps and processes the Department and the NCSE have in place are specifically to ensure we have sufficient provision. I accept the issue that the Deputy and other Deputies have raised in relation to the challenge identified, particularly in Cork. We are conscious there are students who have requirements for special school and special class placements. We are working through a number of engagements with the management bodies and stakeholders in the Cork area in relation to how this might be delivered, including expansion of existing special schools and looking, together with patrons, at the possibility of providing special school placements. It is an ongoing process.We are working through it with the patrons and with the local groups in Cork with a view to trying to find a solution. We are conscious that the parents need us to come back on that as quickly as possible. Our absolute focus at the moment is to be able to provide that clarity to those parents and to people in Cork as a matter of urgency.
#PadraigOSullivan	unknown-#PadraigOSullivan-party	unknown-#PadraigOSullivan-dob	unknown-#PadraigOSullivan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	53	To follow on from that, with respect, I have spoken to all the potential patrons, including Cork ETB, Cope and others, and I have spoken to a number of stakeholders in regard to the identification of a number of sites. This has been going on a long time and people are becoming frustrated, given a number of sites and buildings suitable for conversion have been identified. I understand some of them did not meet the criteria, which is fair enough and is part of any appraisal or assessment. I want to stress the urgency because we need to kick on with this. During the pandemic, politicians of all codes reiterated that home tuition is not suitable for children but, come next September, unless a solution is found in Cork, a number of families will be facing that real prospect, which is not acceptable. To move on, there is also an issue with certain schools requiring that their students leave primary school at 12 years of age. Can Ms Mannion clarify the situation in regard to a person with a diagnosis or a special educational need and the requirement for them to leave the school at 12 years of age? There is a specific issue concerning children with dual diagnosis in Cork. Again, both of the school locations that would be suitable to take children with dual diagnosis are full. I have written to Ms McGrath in the past and, to be fair, she gave me a very comprehensive response about the number of ASD units across the county and city. However, as we go down through the list, the vast majority of those units are full. If a person is travelling from outside the greater Cork city environs, given the units available, it would probably require travel to Charleville or Mitchelstown, which are right on the fringes. There is a particular problem in those areas of the city and county where there is fast population growth, in particular suburban areas. It is fine to say, as was mentioned earlier, that a SENO’s role is to help people navigate their way through the system and identify school places but, from the list that was furnished to me, the vast majority of ASD units are full. Consequently, there is a very limited role that a SENO could play, and the SENOs themselves probably feel powerless in the whole situation. I ask Ms Mannion to clarify the situation with regard to dual diagnosis and to 12-year-old children being compelled to finish primary school.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	54	I thank the Deputy. On the first point, special schools can cater for children once they start primary school right up to 18 years of age. If a special class is attached to a mainstream primary school, at the end of sixth class, because it is part of the mainstream primary school, the child would move on to a post-primary placement at that point or, if parents prefer, move into a special school placement if they felt that best met their child's needs. In those circumstances, it is probably fair to say it is not in the best interests of the child who is 12 or over to remain in a mainstream primary school, even if they are in a special class, because that is probably not the best place to meet their educational needs. Special schools can cater for children up to 18 years of age. In those circumstances, the normal process would be that the children would move to a special class in a post-primary school or move to a special school. That is a global explanation of how the special classes attaching to the system work. With regard to the question of children with dual diagnosis in Cork in particular, the Deputy has identified the issue in regard to children with autism. As well as dual diagnosis, the issue for us as a Department, in working with the NCSE and stakeholders, is to ensure there is enough provision available for all children, regardless of diagnosis, in the Cork area. I want to reassure the Deputy and other Deputies that we are acutely aware of that issue in Cork. We are working tirelessly to ensure we have appropriate provision available in the Cork area to meet the needs, regardless of the diagnosis for those children. It is important to again reassure committee members that, in order to trigger special education resources, people do not need a diagnosis. How our provision of resources has been set up in more recent years has moved away from the need to have a diagnosis and to focus more on the needs of the individual child.We can discuss the issue further with the Deputy at any point if he so wishes.
#AislingDolan	unknown-#AislingDolan-party	unknown-#AislingDolan-dob	unknown-#AislingDolan-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	55	I thank Ms Mannion, Ms McGrath and the other officials from the Department of Education, NEPS and the NESC for attending. I would like to congratulate principals and teaching staff for getting all of our students back to school yesterday. It is great to see the increase in Government investment, which builds on our previous policies. With more than 20% of the budget going towards special needs, as the witnesses have noted, it allows for nearly 1,000 extra SNA posts and another 400 special education teaching posts. It is good that some of those posts are also going into mainstream schools. The school inclusion model is focusing on SNA training and healthcare and educational supports, including nursing, psychology, speech and language and occupational therapy. It is amazing to see how multidisciplinary it is when the supports are in place for our special needs schools. The most significant issue for me is the lack of special education and special needs capacity for the area around Ballinasloe, where I come from. It covers counties Galway, Roscommon, Westmeath, Offaly and north Tipperary. That is where the students and children who attend these schools come from. How are we going to use all of these extra posts when we do not have a building or space in our area in which to teach the children? I would like to acknowledge and thank the devolved project section of the office of the Minister for Education, Deputy Foley, and the Minister of State at the Department of Education, Deputy Madigan, for their support last week for the provision of two classrooms for St. Teresa's Special School in Ballinasloe. However, the school management is waiting to find out about a site acquisition and where a new school will be located. The school has increased in size from 11 students in 2010 to 27 or 28 last year. I ask the witnesses for a brief response, of perhaps one minute, for each of the following questions. I would appreciate a follow-up written response, if required. I will direct my first question on infrastructure to Mr. Murtagh, director of the planning and building unit. The question concerns the status of site acquisition for St. Teresa's school. What is the position there? Second, Scoil na Croí Naofa is a DEIS band 1 school with a special needs class, but it has been waiting 25 years for a new school building. It cannot take a second special needs class. What is the plan for this area when we are trying to move forward? I appreciate that the provision of the additional two classrooms will accommodate ten students from September 2021. That has been an important step forward, but there are two major planning projects under way. On summer provision, I will direct my question to Ms Mannion. The plans for summer provision this year were mentioned earlier. We know that the programme must happen this year, particularly given the need for it after lockdown. How much of the programme is done in schools and at home? If it is a voluntary programme how, and in what way, are we supporting schools to take part? Will the 18,000 SNAs that we have help support the delivery of that programme this summer? On SENO visits, I will direct my question to Ms McGrath. As per the opening statement, it is noted that allocations for SNA numbers will not be reduced for schools for September 2021. It is really positive that SNA allocations will remain in place this year. If this is the case, do SENO visits still have to take place in schools this year, for example, for the end of April, May and June, particularly given that we are trying to reduce contacts in light of public health guidelines?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2021-04-13 00:00:00	Business of Joint Committee	56	Perhaps Mr. Murtagh can start and we will follow.
