#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	0	I welcome the witnesses from Forfás, Mr. Martin Shanahan, chief executive, Mr. Declan Hughes, Ms Marie Bourke, Dr. Jonathan Healy and Ms Laura Watts, who will discuss social enterprise in Ireland. From the Equality Budgeting Campaign I welcome Ms Louise Bayliss, Mr. Richard Keane, Ms Emer Delaney, and Ms Louise Riordan. One person from each group will make a presentation initially. When it comes to answering questions other witnesses may respond as appropriate. Before starting the discussion I wish to advise witnesses of privilege. Witnesses are protected by absolute privilege in respect of their evidence to the committee. However, if a witness is directed by the committee to cease giving evidence in regard to a particular matter and continues to do so, the witness is entitled thereafter only to a qualified privilege in respect of his or her evidence. Witnesses are directed that only evidence connected with the subject matter of these proceedings is to be given and are asked to respect the parliamentary practice that, where possible, they should not criticise or make charges against any person, persons or entity by name or in such a way as to make him, her or it identifiable. The presentations that witnesses have submitted to the committee will be published on the committee website after this meeting. Members are reminded of the long-standing ruling of the Chair to the effect that they should not comment on, criticise or make charges against a person outside the House or an official either by name or in such a way as to make him or her identifiable.  I now invite Mr. Shanahan to make his presentation.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	1	I thank the Chairman and members of the committee for inviting Forfás here today to discuss our report, Social Enterprise in Ireland, Sectoral Opportunities and Policy Issues. A detailed briefing note of my presentation has been circulated to members. With the Chairman's permission I will take that as read and will draw out some of the key points from the presentation. Before beginning I will introduce my colleagues, Declan Hughes, divisional manager with responsibility for enterprise and trade policy and Marie Burke with responsibility for education and skills policy. We are also joined by Dr. Jonathan Healy and Laura Watts who are policy advisers and were involved in drafting the report under discussion. Forfás is the national policy advisory board on enterprise, trade, science, technology and innovation. We work closely with our sister agencies, IDA Ireland, Science Foundation Ireland, and Enterprise Ireland in the development of enterprise policy. We provide advice on a diverse range of policy areas which impact on enterprise, whether that is enterprise development, research and innovation, competitiveness, research and development, economic infrastructure and so on. We also have a role in the development of the Action Plan for Jobs and identifying sectoral opportunities and opportunities to create jobs. The report we are discussing fits into that area of our work. Social enterprise in its broadest form is not a new concept in Ireland. In every community there are examples that were established because individuals grouped together to meet a need that was not being met by the State or by commercial businesses. In all aspects of Irish life community and voluntary organisations such as the Gaelic Athletic Association, GAA, Muintir na Tíre, the Irish Countrywomen's Association, ICA, agricultural cooperatives and credit unions have been the backbone of the social fabric. All of these organisations share a self-help ethos and philosophy and place themselves at the centre of their communities. For our report a social enterprise is defined as an enterprise that trades for a social purpose; in which at least part of its income is earned from its trading activity; is separate from government; and in which the surplus is primarily re-invested in a social objective. Income from trading is an important distinction, as organisations such as pure charities may derive their income solely from philanthropy, grants or donations. In commercial enterprises, profit is divided among owners and shareholders, but in a social enterprise the profit, or the surplus, is generally re-invested in the social objective. The Forfás report identified four main types of social enterprise in Ireland, those with commercial opportunities that are established to create a social return, for example, a restaurant whose profits or surpluses are used to fund a disability organisation; those creating employment opportunities for marginalised groups, such as employment centres for ex-offenders; economic and community development organisations, for example, community-run enterprise centres; and those that deliver services, such as community crèches or rural transport groups. These goals often overlap or the social enterprises have multiple objectives.  There is limited data available on the size and operation of social enterprises in Ireland. We have used statistics from 2009 to demonstrate the scale. Approximately 1,420 social enterprises employing over 25,000, with a total income of approximately €1.4 billion existed in 2009. This is equivalent to just under 1% of enterprises in the economy and over 1% of total employment. Social enterprises are labour intensive, with payroll estimated to account for 64% of total expenditure. This group of 25,000 that we have identified is a subset of a wider not-for-profit sector which employs over 100,000 people. Our report concentrates on the social enterprises at the commercial end of the not-for-profit spectrum.Our report concluded that the sector has the capacity to double employment with the creation of an additional 25,000 jobs. We arrived at this conclusion having examined the levels of social enterprise in other jurisdictions and the averages across the European Union.  The Forfás report makes a number of recommendations to contribute to developing a vibrant social enterprise sector to support jobs in communities across Ireland. While a number of these recommendations are specific to social enterprises, many are recommendations that impact on all small and medium-sized enterprises from across all sectors of the economy. The recommendations centre on six themes. There is a need to develop a policy for the social enterprise sector. There is also a need for an over-arching policy for social enterprise development to include adopting the definition of social enterprise as outlined, developing a co-ordinated approach to the sector across government and increasing our understanding of the sector, including the collection of appropriate data and metrics. A number of Departments are currently engaged with the sector, the Department of the Environment, Community and Local Government, the Department of Social Protection, the Department of Health, the Department of Agriculture, Food and the Marine and the Department of Jobs, Enterprise and Innovation. The second set of recommendations relates to capacity-building and business skills development, including the promotion and replication of existing business support models and working towards ensuring that social enterprise is mainstreamed in all business courses to help in further developing the sector. The third set of recommendations deals with procurement, including supporting social enterprises in the same way as conventional SMEs can be supported by Government. This is to enable access to tendering processes. Social enterprises face many of the same challenges in this regard as commercial small and medium-sized enterprises. There is also an opportunity to influence social outcomes through procurement. Funding and finance are dealt with, including assisting social enterprises in building capacity for business plan development to make access to finance easier so that they can take out loans on a commercial basis. There are multiple potential streams of income including philanthropy, grant-aid and commercial income. Many social enterprises derive their income from a mix of these sources. The sector wishes to achieve a greater level of income from commercial trading. The remaining themes include developing leaders and harnessing community support and expertise and the theme of governance. A broad range of potential governance models exist and it is important that social enterprises choose a model which best supports their business activity. The recommendations were developed by examining existing international policies and evidence, literature review and a wide range of engagement with stakeholders in Ireland. 
Since the publication of the report an interdepartmental group has been established and chaired by the Minister of State, Deputy Seán Sherlock with a secretariat provided by the Department of the Environment, Community and Local Government. The group is currently examining the recommendations of the Forfás report and is establishing a timetable for implementation.  Social enterprise is a growing enterprise sector that can bring further job gains and deliver economic potential as part of Ireland’s economic recovery and growth for the future. Like other SMEs, social enterprises have the benefit of being geographically spread throughout Ireland. They are set at the heart of rural and urban communities. Very often they employ those who are most marginalised and who find it most difficult to access employment opportunities. They tend to provide local services and so jobs are created in local communities. As well as multiplier effects from the direct jobs in the sector, further indirect jobs are created either by enabling the development of other enterprises, for example, by social enterprises that assist economic and community development, or by providing services that attract people to a community such as local festivals or community-run hostels. The Forfás report sets out a list of recommendations to help ensure a supportive and enabling environment for a vibrant and growing sector of Irish enterprise. I welcome any questions from members.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	55	If such groups ran a co-ordinated effort with an equality budgeting office, to which each group contributed X amount, as well as having a function, it then would be easier for members to ask whether the aforementioned office had been consulted. For example, the ESRI and the CSO have huge credibility, but while everything being done by the Equality Budgeting Campaign merits credibility, it will not be heard for as long as the message is so disparate.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	56	With respect, we did have an agency called the Combat Poverty Agency. Moreover, we had an equality infrastructure but it has been dismantled in recent years. While we have a very narrow focus, it is not that our work is not complementary to that of Social Justice Ireland or other actors in society.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	57	I agree but it is worth reconsidering this possibility without, if I may say so, seeking new funding. Such groups coming together could bring to bear all their efforts, because what they are doing is so important.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	58	I appreciate that and in that context, what we did do this year was to all meet on the day after the budget. Approximately 60 different civil society groups met in the Mansion House to come together as a united front. We have agreed to work in solidarity, rather than as competing civil groups.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	59	Yes, that is a good idea.
#JoanCollins	unknown-#JoanCollins-party	unknown-#JoanCollins-dob	unknown-#JoanCollins-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	60	The problem is that a single person, Deputy or whoever can state he or she did not have this information or that information from one source contradicts information from another One receives reports from the ESRI, as well as Michael Taft's report to the effect that the bottom decile is affected more by changes to VAT or to public services, as the witnesses noted. In general, he gives the figures in respect of the cuts. However, another report will vary on something else and people can hide behind that. Given the Whip system, I do not know whether this would make a huge impact when it comes to budget time but, at the least, those who make these decisions should have the requisite information literally under their noses, to demonstrate what it is they are doing and how it will have an impact on people, as well as in respect of accountability and so on. An example was given of someone living in a home who is insolvent but that is a different argument than the argument about equality budgeting. Ultimately, that is an argument about a fair society. If one refers to the case of a family that got a mortgage of €300,000 when two people were working, who then had two kids and were no longer in work, as well as the banking crisis and so on, one is making a different argument really. I believe the issue of equality budgeting is very important and members should be pushing for it. Ms Bayliss referred to the time when all the groups got together in the Mansion House. They should be preparing now for the next budget by getting together all that information and then shoving it under the noses of the politicians to say this is the story.
#MarieMoloney	unknown-#MarieMoloney-party	unknown-#MarieMoloney-dob	unknown-#MarieMoloney-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	61	Prior to the budget, the Minister for Social Protection, Deputy Burton, met many organisations to get their viewpoints. Did she meet the witnesses?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	62	She met many of our members, yes.
#MarieMoloney	unknown-#MarieMoloney-party	unknown-#MarieMoloney-dob	unknown-#MarieMoloney-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	63	But she did not meet this new group?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	64	No, but many of our members were at that meeting.
#MarieMoloney	unknown-#MarieMoloney-party	unknown-#MarieMoloney-dob	unknown-#MarieMoloney-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	65	Okay. I wished to ascertain whether she had consulted with the Equality Budgeting Campaign.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	66	A lot of individual organisations within our coalition made submissions individually in their specialist areas. To follow on what the Chairman stated earlier, it is true that poverty traps arise. Perhaps they do not fit into the architecture we have, when we think of the equality status grounds. However, were we at least to begin a process and if we were blinkered in one way, at least there could be reform of or amendments to the process.
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	67	My point is that in the case of a couple with a mortgage who have more outgoings than they have income, they do not have any income. I have seen people who have no income and who, despite having salaries and so on, literally have no income left to pay for the basics in their house. The point I am making is that income inequality is bigger than just the pay packet. I should note I am an absolute fan of equality budgeting, which would be great.There is a consensus that we should have it and the information should be available. From a Government backbencher’s point of view, one must weigh up the pros and cons and then make a decision; it is not as simple as it may seem. The budget is a package and one cannot just pick and choose bits of it. That could be reform also but, overall, I would be very favourable towards the measure.
#MarieMoloney	unknown-#MarieMoloney-party	unknown-#MarieMoloney-dob	unknown-#MarieMoloney-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	68	I thank all the delegates for attending today.
#JoanCollins	unknown-#JoanCollins-party	unknown-#JoanCollins-dob	unknown-#JoanCollins-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	69	Has the delegation anything in regard to the committee linking in with the equality budgeting group, for example?
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	70	We are going to have the study available, as has been said. We have had a few meetings on this at this stage, and those present are probably aware of that. What we could do is produce a report that would make recommendations. We will certainly take it into account. Has anyone any outstanding comments?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	71	Let me return to the question of where we go from here and what we would like. It would be helpful if we got a recommendation from the committee to back the submission we have already made. This may highlight its importance for all parliamentarians, and we may then be able to get other joint committees involved.
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	72	Has Mr. Shanahan a final comment?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	73	I thank the Chairman and other members of the committee for their time today. If we can be of further assistance to the committee on this matter, we will be happy to offer it.
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	74	That is great. I thank all our guests and those in the Gallery. I also thank the members, secretariat and the staff in the debates section and broadcasting service. Members should note we have a meeting tomorrow at 10.30 a.m. in private session to examine the admissions Bill recommendations.
#MarieMoloney	unknown-#MarieMoloney-party	unknown-#MarieMoloney-dob	unknown-#MarieMoloney-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	75	Is it a select committee or joint committee?
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	76	It is the joint committee. The next public meeting will be on Wednesday, 5 February at 1 p.m. The joint committee adjourned at 2.45 p.m. until 1 p.m. on Wednesday, 12 February 2014.
