#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	0	Apologies have been received from an Cathaoirleach, Deputy McGuinness. I welcome members and any viewers who may be watching the proceedings on Oireachtas TV of the Select Committee on Finance, Public Expenditure and Reform, and Taoiseach.I welcome the Minister and his officials, as well as the members to the sitting. Turning to the notice on privilege, members are reminded of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the Houses or an official either by name or in such a way as to make him or her identifiable. Parliamentary privilege is considered to apply to the utterances of members participating online in a committee meeting when their participation is from the parliamentary precincts. For this purpose, the parliamentary precincts are considered to be the accommodation assigned to the member in the Leinster House complex or its vicinity, another location in Leinster House or Leinster House 2000. Please note that members may participate remotely in proceedings held in public only from the locations listed above, as privilege for their utterances only applies when participating from those locations. It is also important to note that members must be physically present to participate in the committee. In other words, they cannot vote from their online location.  I welcome the Minister for Finance, Deputy Donohoe, and his officials. The format of the meeting and its timetable is as follows. To provide for the smooth running of the meeting, any members acting in substitution for a member of the committee should formally notify the clerk now, if they have not already done so. Divisions will be taken as they arise. Members attending this meeting in accordance with Standing Order 106(3) should be aware that pursuant to that standing order, he or she may move his or her amendment and request a division but cannot participate in the voting on the amendment. This applied to members attending this committee in accordance with the standing order, that is, Deputies who are not members of this committee. It is proposed that we end the meeting at 4 p.m.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	1	Amendments Nos. 1 and 2 are related and will be discussed together.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	2	I move amendment No. 1:In page 9, between lines 18 and 19, to insert the following:
“Reports
2. Within 3 months of the passing of this Act, the Minister shall lay a report before the Dáil, on the cost to the exchequer of abolishing the USC and replacing it with a High Income Social Charge of 10 per cent on all earnings over €90,000.”.Once upon a time, Fine Gael was for the abolition of the universal social charge, USC, because the party recognised that it was an austerity tax introduced following the economic collapse in 2008. It was a hefty burden and imposition placed on ordinary workers to pay for an economic and financial crisis that was not their fault. The Government has since abandoned, or at least Fine Gael has, the commitment to get rid of the USC. It is something that, justifiably, still provokes much anger among ordinary workers, because they are still paying what is, in effect, an austerity tax. It is our view, therefore, that the USC should go for those earning less than €100,000 annually. We have long held this position.  We do believe that we must pay for these things. We are very financially prudent on the socialist left and we believe that if something is going to cost the State revenue by reducing the tax burden on ordinary workers, then it must be paid for in some other way. We believe it should be paid for by introducing a higher-income social charge on those earning more than €100,000, as well as other measures that we proposed in our alternative budget. These included the introduction of new taxation bands for those earning more than €100,000. This is how the deficiency in lost revenue could be fairly paid for. Earning more than €100,000 is a major privilege. Our view is that people earning this kind of money, and more, should pay a higher tax contribution to alleviate the burden on ordinary workers, who are still suffering as a result of the introduction of the USC. It is even more the case now, obviously, with the cost-of-living crisis people are facing. I will conclude by remarking on one point that is not directly relevant to this legislation but that is relevant in the round because any tax measure must be related to tax equity and fairness in the tax system. It is interesting to note that income tax receipts amount to €30 billion in revenue, I think. I think it is the biggest tax receipt the Government has. I do not know what total income earnings are because I did not have time to fish out that figure. It is considerably less than, for example, total corporate earnings in any given year, but the tax contribution of the corporations is much less than €30 billion. Income earners pay €30 billion in tax, but the Government is projecting there will be €20 billion in tax revenue from corporations, even though the corporate sector earns much more in gross earnings.  In other words, and to cut a long story short, workers earn less and pay more in tax, whereas corporations earn much more and pay less in tax, overall in the round. This is wrong as well. Often, the beneficiaries of big corporate profits are precisely these high earners who get additional income from what they may derive from having shares in companies and so on and so forth. We are trying to redress the imbalance in this regard by alleviating the tax burden on ordinary workers and replace it with higher taxes on the highest earners, as well as through the introduction of a whole range of other measures that we propose to try to redistribute wealth through the tax system and to close the gap between ordinary workers and the very rich in our society. This is the logic of our proposed amendment and we think this should be examined in a report by the Government.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	28	Actually, the Deputy is right. I take that back. I should not have said that. The Deputy is fully entitled to make the point and I regret saying that to him. I respect the committee and the contributions that are made. What I will not take back is the point that the Deputy is talking about what I said in 2016 and 2017 when this morning I could not find what he said a few weeks ago. I will not take that back. If the Deputy wants, I can compare what Sinn Féin's website was like this morning and what it is like now. That is the difference. Regarding USC, I have explained why that is not a policy I have implemented. I had hoped it would be possible to get a degree of integration between PRSI and USC but it turned out that could not be done in a simple or clear way. I acknowledge that. I have been before this committee on that report and explained why. What I have done instead, particularly within this budget, is tried to achieve the aim I outlined in 2018 or 2019 of ensuring somebody on an average wage does not pay the higher rate of income tax. With the exception of Covid and Brexit, when I did not make any changes to tax, I have implemented that ambition step by step. I have done it in a way that is affordable and I have done it inside the parameters that I committed to in different budgets.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	29	I will bring in Deputy Boyd Barrett and Deputy Doherty again. I will then bring this to a halt as quickly as possible because we cannot keep repeating the same thing over and over without making progress.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	30	That is a fair point. Largely, the discussion has been aired. I do not think our proposals are in any sense magicking money out of the air. We think it is entirely legitimate and justified to replace the USC, which was an austerity tax. Commitments were given to replace it, which is still a reason for very considerable anger among ordinary workers who saw their tax burden increase very significantly. That is a fact. The amount of tax paid by ordinary workers dramatically increased on foot of the USC. It still significantly dwarfs the tax contribution of corporations in the total amount paid. That is also a fact. I contest what the Minister said about the percentage that corporations are paying in tax. I am curious to see the projections for 2022 if the Minister can provide them. The most recent figures, which are those for 2020, show €193 billion pre-tax profit for corporations, while the total of corporation tax paid was €11.833 billion. That equals 6.1%, not 10%, 11% or 12.5%. As the Minister knows, there are myriad tax reliefs available. The Committee on Budgetary Oversight is examining those reliefs at the moment. I call it the shadow budget of tax reliefs, credits and breaks from which corporations benefit. Those are never properly examined or listed in the budget documents. They roll over, year after year. Some of those arrangements may be justified but many of them are not. Some of those arrangements are never properly examined in respect of what benefit they are serving or what objective they are realising. One dramatic example in this year's budget to which I have pointed is the shocking increase in intra-group transactions. Single tax relief in the amount of €35 billion. It is, as we all know, about profit shifting. It is about one subsidiary of a big IT company charging another subsidiary whatever it wants to charge for the use of its own intellectual property. That allows such companies to shift their profits. We all know that is the case. The Minister says that adopting our proposals would scare the horses and do untold economic damage and so on. Some of us challenged the double Irish loophole, which was the previous mechanism through which many of these profits were shifted, and that was closed eventually. Did that closure have a disastrous impact on the amount of tax revenue collected? The situation was quite the opposite. When the double Irish loophole was closed, the tax revenue to the State from the corporate sector increased. It was a part of a more general move across the world that the Minister is not taking into account. There is a growing awareness that these multinationals are making obscene profits and that there is a problem with this at many different levels. We are seeing one possible fallout from that in all the redundancies that are being made at the moment. Elon Musk, a man driven by ego and greed, can just decide that thousands of people are going to lose their jobs. That is the price we pay for letting these companies get that rich and for whole economies to be dependent on them. There is a long-term price to be paid, as well as the growing and gross inequality in the distribution of the world's wealth. Unless that is addressed in a serious way, there will be far more untold consequences. I do not think we should give corporations all these tax breaks and reliefs. We should make them pay a minimum effective rate on their pre-tax trading profits. Before they get any reliefs, deductions or allowances, they should pay at least the 15%. I would go higher, frankly, but that would be the minimum I would suggest. They are not paying anywhere near that level of tax. The taxable profit is far less than the pre-tax profits because of all the reliefs, allowances and deductions they can make. They can effectively write their own tax bills. Our tax code allows for that. The situation for corporations is in stark contrast to that for, say, a cleaner who cannot do the same thing. The Nevin Economic Research Institute, NERI, conducted a study on wages last year that might be worth looking into. These are the things that could be looked at in these kind of reports. The NERI study suggested that the gap between the lowest percentile of workers in this country in the context of earnings and the highest percentile is far greater than in any of the other high-income European countries. There is a very considerable difference. The gap is approximately twice the size of the gap in Sweden and some of the other Nordic countries. It is even greater than countries such as the UK and Germany. There is excessive inequity between the lowest and highest earners in this country and that needs to be addressed.
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	31	I will reply to the Minister. We value foreign direct investment, FDI, jobs in south Tipperary and west Waterford. Merck has been there for 50 years and there are other FDI companies that we also value. The statement that we cannot even have a report or express our thoughts on a report in case companies flood out of the country is, frankly, beneath the level of debate required. That is not a fact, as we saw with the closure of the double Irish loophole. Governments resisted calls for its closure for years, as Deputy Boyd Barrett alluded to. I mean no disrespect whatsoever to the officials, but I wonder are they so deep in the bunkers of the Department of Finance that they do not want anyone looking at them. One would have to be a peeping Tom to get in. They are minding all these secrets and ideas that cannot be allowed out. I have another example of things that are beneath the Minister's office. The Rural Independent Group requested a meeting with him to present our budget submission. He refused point blank to meet us. We made several such requests. We are a group of six Deputies elected by the people. We went to great effort to put together our pre-budget submission. The proposal for a meeting met a point blank refusal. Before the Minister responds to tell me otherwise, I know he offered a joint meeting involving the Regional Independent Group and us. The Regional Independents did not want that and we did not want it. We got no meeting because the Regional Independent Group did not want us at its meeting. One can understand that because we are two completely separate groups. We were closed off from the Department of Finance. I have fond memories of attending meetings with the former Minister for Finance, the late Brian Lenihan, God rest him, and others. However, the Department must now be in a bunker-like mentality if we cannot even discuss something or give an indication of ideas about anything because there may be spies watching from the Merrion Hotel to see who is going in or what is happening. It is farcical to say that a report could not be done because a certain opinion might be expressed or that is contents might be misinterpreted as an indication of what might happen in next year's budget. That does not cut it with me. It is reprehensible that the Minister did not meet us, as a group, in advance of the budget.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	32	The Government's main promise in the 2016 election campaign was the populist promise to abolish the USC at a cost of €5 billion. That has gone. The merger with PRSI, which was argued for by the Tánaiste, Deputy Varadkar, was to reduce taxation but it has gone as well. The Tánaiste, who is the Minister's party leader, has a habit of making announcements. He announced the removal of €5 billion in tax, which has since been abandoned. He announced the merger of PRSI with the USC, which has also been abandoned. He has now announced a 30% tax rate, the cost of which, according to a reply to a parliamentary question I received from the Minister, will be €1.72 billion. Is that still on the cards? Where will that €1.72 billion be made up? The Minister's officials have recognised that it will not benefit low- and middle-income earners but that it will benefit those who pay at a higher rate, which is approximately 24% of workers. That €1.72 billion is the cost of the latest measure outlined by the Tánaiste. I do not know if the Tánaiste runs these things past the Minister before he makes these commitments. Is that tax rate still on the table? Is the Government going to proceed with it? Is it going to introduce a 30% tax rate? If so, where will the €1.72 billion come from each year?
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	33	In response to Deputy Doherty, as I made clear on budget day, the Government has committed to an evaluation of the idea of a 30% rate and given an indication as to the point next year by which we aim to have that work done.We are doing that because it is a way of delivering the indexation of our tax code. However, it is not in line with what we have done over the past few budgets. Therefore, I made clear on budget day that while I believe it has considerable merit and would give us the opportunity to concentrate available resources on middle-income workers, it needs further work. I referred on budget day to evaluating how it would fit in with the rest of our tax code. That is something the Government is committed to doing. I believe it is a good idea. As I said on budget day, the Government will evaluate it and make a decision next year. On Deputy Boyd Barrett’s remarks, I am aware that we are going to have this debate as we go through the corporate tax element of the Finance Bill. Fundamentally, the Deputy and I differ in that he sees every relief as an opportunity to avoid paying tax whereas I believe all the reliefs contained in our tax code are legitimate ways of recognising either investment within our country or how large global companies are structured in a way that provides employment in our country. We should always be open to reviewing reliefs and assessing where we stand. We have done a lot of that work through the OECD. Unlike the Deputy, I believe a relief that recognises the trading structure of big global companies and facilitates them in providing employment in Ireland is appropriate. This is what other developed economies and all our competitors do. I respectfully say to the Deputy again that I fundamentally believe the kinds of changes he is proposing would have a big impact on our economy. I do not believe they would lead to an increase in tax revenue. In fact, I believe they would lead to the opposite over time. Deputy Mattie McGrath is right that I did not meet him. He has not had a good word to say about anything I have done or any budget I have produced for years. In meeting him, what chance would I have of his group ever agreeing to vote for a budget? That is the truth. If I discussed it with the Deputy-----
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	34	It is a total insult to our electorate.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	35	-----he would walk right out of the building.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	36	One speaker.
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	37	That is not an excuse. It is a total insult to our electorate.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	38	The Deputy would hardly have left the Department of Finance before castigating me. He knows that, and I know it.
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	39	The Minister is secret service-----
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	40	What I do-----
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	41	Excuse me, but how does the Minister know what I think? He is behaving disgracefully. He is compounding things by adding one insult to another.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	42	One speaker at a time.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	43	I am very happy to meet Deputies who I believe might actually vote for the budget or engage with me in a fair-minded manner. I do not believe Deputy Mattie McGrath-----
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	44	It is positive discrimination against the Rural Independent Group. It is shocking.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	45	As I have been very happy to do, I have met many other Deputies in the context of budget votes to determine whether I could gain their support. However, as I said to the Vice Chairman, Deputy Mattie McGrath, despite his best efforts-----
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	46	Only speeches we vote for.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	47	-----would hardly have entered the hallway of the Department of Finance before condemning me.
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	48	Some democracy.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	49	Hold on a second.
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	50	Some democracy.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	51	I am not going to be part of those kinds of tricks.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	52	One second.
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	53	Some democracy.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	54	Why do we not all speak together if we want to do that? It would be a shambles. I ask members to respect the speaker, whomever it is. I ask the Minister to conclude.
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	55	Could I come back in, please?
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	56	No. I told the Deputy beforehand-----
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	57	It is a Fine Gael show; that is what it is looking like.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	58	The Deputy is bordering on-----
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	59	It looks like muzzling.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	60	We have spoken about this and teased it out for long enough. We do not----
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	61	His excuse for not meeting our group is reprehensible.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	62	-----pandering to somebody’s idea of what should be in order. Minister, I am sorry about this disruption. I ask you to conclude.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	63	Just in case Deputy Mattie McGrath did not hear me, I repeat that he would hardly be out of the Department before castigating me.
#MattieMcGrath	unknown-#MattieMcGrath-party	unknown-#MattieMcGrath-dob	unknown-#MattieMcGrath-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	64	The Minister knows what I think.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	65	I am happy to meet other Deputies who are going to approach what we are doing in a fair-minded, open way. We have made the resources of the Department available to Deputies for the development of alternative budget proposals and to help with their work, and that will continue. On the Deputy’s focus on the bowels of the Department, I am not sure what he is referring to. All the work he is asking for is published in the tax strategy group papers, which are published every year and of which many Deputies around this table make good use in getting ready for the budget.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	66	Is it agreed that the new section should be inserted?
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	67	On the section-----
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	68	On the section. All right. We will have no more after this now. We have had long enough-----
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	69	As far as I know, we are dealing with the amendments now as opposed to the section.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	70	Yes.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	71	Does the Vice Chairman want to dispose of the amendments first?
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	72	The amendments have been discussed together.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	73	Will there be a vote on the section?
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	74	I want to dispose of the amendments first. Amendments Nos. 1 and 2 are related and have been discussed. Let us not delay any longer. What is the position on amendment No. 1?
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	75	It is to be pressed.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	76	Is it intended to put it to a vote?
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	77	I cannot vote. I am not a member of the committee.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	78	What about amendment No. 3?
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	79	We are coming to it in a minute. We have to get to No. 2 before proceeding to No. 3, but if the Deputy wants me to take them in that order, I will do it.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	80	Is the Vice Chairman now dealing with the section, having disposed of one amendment?
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	81	Yes.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	82	Obviously, the section brings the universal social charge into line with the increase to the minimum wage. The increase to the minimum wage is 7.6%. It is not even in line with inflation, or the hyperinflation we have at this point. The Minister will have seen other member states move with greater ambition than the Government. Germany, for example, has increased its minimum wage this year from €10.45 to €12 per hour. This is a 15% increase. The section is in line with an increase to the minimum wage that is not sufficient for low-paid employees. That is the reality. I encourage the Minister to consider what some of his counterparts are doing in other areas. We are aware that all wages are relative in terms of the cost of living and spending power. Before this crisis, Ireland was paying the most for electricity before taxation in Europe. The crisis has only made it worse. We were paying the most for childcare in Europe, and we have some of the highest mortgage payments, although it is evening out now. Nowhere can beat us in terms of rents. It is just crazy what has happened in this city. It has got to a point where it is no longer a housing issue. Rents in this city are now causing education and health issues. This is a complete and utter catastrophe. The point I am making on all this is that the minimum wage has not increased sufficiently, and the section gives effect to the tax changes to the minimum wage.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	83	I will cite an instance of that because it is always worth thinking about real people. Private security workers have become very active around their low pay. The committee will be aware of an employer - I probably cannot mention him but his name is well out there - who is trying to block a very minimal pay increase for private security workers. The current minimum level of their pay is below €12 per hour. The increase they would get under the employment regulation order, ERO, would bring it very slightly over €12, but only marginally. When we consider what private security workers did for this country during Covid, and what they do every day, we see that they are an example of the hidden heroes who did not get much air play during Covid. They provide security on public transport, at hospitals, for lots of public buildings, and in a whole range of other areas including supermarkets. They are on absolutely pitifully low pay. We could help them by providing for a dramatic increase. We could overcome the attempt by their employers to block the miserable little pay increase they were supposed to get under an ERO - and we could save the private security workers all of this campaigning - by having a fairly dramatic increase of the minimum wage to a living wage. Our view is that it should go to at least €15 per hour. The Minister will probably think that is going way too far. I would say it is the minimum people need these days to be able to survive and sustain themselves, and even at that they will be struggling. At the very least, it should be increased to the official level of the living wage. All of the words about the rewards we were going to give to workers when we realised how important they were during Covid are meaningless if we do not increase the minimum wage to some kind of actual living wage. This needs to be far in excess of what we have done with the minimum wage increase, which is fairly derisory, if we are honest, against the background of the current cost-of-living and rental crises. I put this to the Minister. I give a particular shout-out to the security workers in Unite who are campaigning around these issues and insisting that they should be paid decent pay for the work they do.
